series,episode,mean,std
peak:escalation_cost,102,0.233333,0.329983
peak:escalation_cost,103,0.000000,0.000000
peak:escalation_cost,104,0.133333,0.188562
peak:escalation_cost,105,0.300000,0.424264
peak:escalation_cost,106,0.275000,0.260608
peak:escalation_cost,107,0.208333,0.294628
peak:escalation_cost,108,0.000000,0.000000
peak:escalation_cost,109,0.208333,0.294628
peak:escalation_cost,110,0.233333,0.329983
peak:escalation_cost,111,0.037037,0.052378
peak:escalation_cost,112,0.000000,0.000000
peak:escalation_cost,113,0.133333,0.188562
peak:escalation_cost,114,0.033333,0.047140
peak:escalation_cost,115,0.000000,0.000000
peak:escalation_cost,116,0.233333,0.329983
peak:escalation_cost,117,0.000000,0.000000
peak:escalation_cost,118,0.000000,0.000000
peak:escalation_cost,119,0.000000,0.000000
peak:escalation_cost,120,0.000000,0.000000
peak:escalation_cost,121,0.000000,0.000000
peak:escalation_cost,122,0.166667,0.235702
peak:escalation_cost,123,0.000000,0.000000
peak:escalation_cost,124,0.000000,0.000000
peak:escalation_cost,125,0.066667,0.094281
peak:escalation_cost,126,0.000000,0.000000
peak:escalation_cost,127,0.000000,0.000000
peak:escalation_cost,128,0.000000,0.000000
peak:escalation_cost,129,0.166667,0.235702
peak:escalation_cost,130,0.000000,0.000000
peak:escalation_cost,131,0.455556,0.322414
peak:escalation_cost,132,0.000000,0.000000
peak:escalation_cost,133,0.000000,0.000000
peak:escalation_cost,134,0.000000,0.000000
peak:escalation_cost,135,0.233333,0.329983
peak:escalation_cost,136,0.000000,0.000000
peak:escalation_cost,137,0.000000,0.000000
peak:escalation_cost,138,0.208333,0.294628
peak:escalation_cost,139,0.166667,0.235702
peak:escalation_cost,140,0.000000,0.000000
peak:escalation_cost,141,0.000000,0.000000
peak:escalation_cost,142,0.000000,0.000000
peak:escalation_cost,143,0.000000,0.000000
peak:escalation_cost,144,0.492593,0.349760
peak:escalation_cost,145,0.233333,0.329983
peak:escalation_cost,146,0.200000,0.163299
peak:escalation_cost,147,0.066667,0.094281
peak:escalation_cost,148,0.000000,0.000000
peak:escalation_cost,149,0.000000,0.000000
peak:escalation_cost,150,0.066667,0.094281
peak:escalation_cost,151,0.047619,0.067344
peak:escalation_cost,152,0.200000,0.163299
peak:escalation_cost,153,0.033333,0.047140
peak:escalation_cost,154,0.133333,0.188562
peak:escalation_cost,155,0.133333,0.188562
peak:escalation_cost,156,0.133333,0.188562
peak:escalation_cost,157,0.000000,0.000000
peak:escalation_cost,158,0.000000,0.000000
peak:escalation_cost,159,0.233333,0.329983
peak:escalation_cost,160,0.000000,0.000000
peak:escalation_cost,161,0.166667,0.235702
peak:escalation_cost,162,0.000000,0.000000
peak:escalation_cost,163,0.066667,0.094281
peak:escalation_cost,164,0.233333,0.329983
peak:escalation_cost,165,0.000000,0.000000
peak:escalation_cost,166,0.000000,0.000000
peak:escalation_cost,167,0.000000,0.000000
peak:escalation_cost,168,0.000000,0.000000
peak:escalation_cost,169,0.066667,0.094281
peak:escalation_cost,170,0.033333,0.047140
peak:escalation_cost,171,0.033333,0.047140
peak:escalation_cost,172,0.208333,0.294628
peak:escalation_cost,173,0.000000,0.000000
peak:escalation_cost,174,0.166667,0.235702
peak:escalation_cost,175,0.066667,0.094281
peak:escalation_cost,176,0.000000,0.000000
peak:escalation_cost,177,0.000000,0.000000
peak:escalation_cost,178,0.000000,0.000000
peak:escalation_cost,179,0.055556,0.078567
peak:escalation_cost,180,0.000000,0.000000
peak:escalation_cost,181,0.066667,0.094281
peak:escalation_cost,182,0.000000,0.000000
peak:escalation_cost,183,0.000000,0.000000
peak:escalation_cost,184,0.000000,0.000000
peak:escalation_cost,185,0.000000,0.000000
peak:escalation_cost,186,0.000000,0.000000
peak:escalation_cost,187,0.000000,0.000000
peak:escalation_cost,188,0.000000,0.000000
peak:escalation_cost,189,0.233333,0.329983
peak:escalation_cost,190,0.000000,0.000000
peak:escalation_cost,191,0.000000,0.000000
peak:escalation_cost,192,0.233333,0.329983
peak:escalation_cost,193,0.000000,0.000000
peak:escalation_cost,194,0.066667,0.094281
peak:escalation_cost,195,0.000000,0.000000
peak:escalation_cost,196,0.000000,0.000000
peak:escalation_cost,197,0.233333,0.329983
peak:escalation_cost,198,0.133333,0.188562
peak:escalation_cost,199,0.000000,0.000000
peak:escalation_cost,200,0.233333,0.329983
peak:escalation_cost,201,0.166667,0.235702
peak:escalation_cost,202,0.000000,0.000000
peak:escalation_cost,203,0.000000,0.000000
peak:escalation_cost,204,0.000000,0.000000
peak:escalation_cost,205,0.222222,0.314270
peak:escalation_cost,206,0.133333,0.188562
peak:escalation_cost,207,0.300000,0.294392
peak:escalation_cost,208,0.000000,0.000000
peak:escalation_cost,209,0.000000,0.000000
peak:escalation_cost,210,0.000000,0.000000
peak:escalation_cost,211,0.000000,0.000000
peak:escalation_cost,212,0.266667,0.309121
peak:escalation_cost,213,0.400000,0.294392
peak:escalation_cost,214,0.000000,0.000000
peak:escalation_cost,215,0.166667,0.235702
peak:escalation_cost,216,0.208333,0.294628
peak:escalation_cost,217,0.000000,0.000000
peak:escalation_cost,218,0.000000,0.000000
peak:escalation_cost,219,0.055556,0.078567
peak:escalation_cost,220,0.222222,0.314270
peak:escalation_cost,221,0.208333,0.294628
peak:escalation_cost,222,0.000000,0.000000
peak:escalation_cost,223,0.000000,0.000000
peak:escalation_cost,224,0.233333,0.329983
peak:escalation_cost,225,0.208333,0.294628
peak:escalation_cost,226,0.000000,0.000000
peak:escalation_cost,227,0.355556,0.273974
peak:escalation_cost,228,0.133333,0.188562
peak:escalation_cost,229,0.222222,0.314270
peak:escalation_cost,230,0.190476,0.269374
peak:escalation_cost,231,0.222222,0.314270
peak:escalation_cost,232,0.066667,0.094281
peak:escalation_cost,233,0.000000,0.000000
peak:escalation_cost,234,0.133333,0.188562
peak:escalation_cost,235,0.000000,0.000000
peak:escalation_cost,236,0.000000,0.000000
peak:escalation_cost,237,0.000000,0.000000
peak:escalation_cost,238,0.000000,0.000000
peak:escalation_cost,239,0.466667,0.329983
peak:escalation_cost,240,0.000000,0.000000
peak:escalation_cost,241,0.066667,0.094281
peak:escalation_cost,242,0.055556,0.078567
peak:escalation_cost,243,0.000000,0.000000
peak:escalation_cost,244,0.000000,0.000000
peak:escalation_cost,245,0.000000,0.000000
peak:escalation_cost,246,0.000000,0.000000
peak:escalation_cost,247,0.000000,0.000000
peak:escalation_cost,248,0.166667,0.235702
peak:escalation_cost,249,0.233333,0.329983
peak:escalation_cost,250,0.133333,0.188562
peak:escalation_cost,251,0.000000,0.000000
peak:escalation_cost,252,0.000000,0.000000
peak:escalation_cost,253,0.133333,0.188562
peak:escalation_cost,254,0.233333,0.329983
peak:escalation_cost,255,0.000000,0.000000
peak:escalation_cost,256,0.166667,0.235702
peak:escalation_cost,257,0.000000,0.000000
peak:escalation_cost,258,0.133333,0.188562
peak:escalation_cost,259,0.000000,0.000000
peak:escalation_cost,260,0.000000,0.000000
peak:escalation_cost,261,0.000000,0.000000
peak:escalation_cost,262,0.166667,0.235702
peak:escalation_cost,263,0.000000,0.000000
peak:escalation_cost,264,0.133333,0.188562
peak:escalation_cost,265,0.133333,0.188562
peak:escalation_cost,266,0.000000,0.000000
peak:escalation_cost,267,0.000000,0.000000
peak:escalation_cost,268,0.000000,0.000000
peak:escalation_cost,269,0.000000,0.000000
peak:escalation_cost,270,0.000000,0.000000
peak:escalation_cost,271,0.000000,0.000000
peak:escalation_cost,272,0.166667,0.235702
peak:escalation_cost,273,0.055556,0.078567
peak:escalation_cost,274,0.208333,0.294628
peak:escalation_cost,275,0.000000,0.000000
peak:escalation_cost,276,0.000000,0.000000
peak:escalation_cost,277,0.233333,0.329983
peak:escalation_cost,278,0.000000,0.000000
peak:escalation_cost,279,0.000000,0.000000
peak:escalation_cost,280,0.166667,0.235702
peak:escalation_cost,281,0.000000,0.000000
peak:escalation_cost,282,0.000000,0.000000
peak:escalation_cost,283,0.233333,0.329983
peak:escalation_cost,284,0.233333,0.205480
peak:escalation_cost,285,0.466667,0.329983
peak:escalation_cost,286,0.000000,0.000000
peak:escalation_cost,287,0.233333,0.329983
peak:escalation_cost,288,0.133333,0.188562
peak:escalation_cost,289,0.366667,0.286744
peak:escalation_cost,290,0.055556,0.078567
peak:escalation_cost,291,0.000000,0.000000
peak:escalation_cost,292,0.055556,0.078567
peak:escalation_cost,293,0.000000,0.000000
peak:escalation_cost,294,0.000000,0.000000
peak:escalation_cost,295,0.000000,0.000000
peak:escalation_cost,296,0.000000,0.000000
peak:escalation_cost,297,0.000000,0.000000
peak:escalation_cost,298,0.055556,0.078567
peak:escalation_cost,299,0.000000,0.000000
peak:escalation_cost,300,0.000000,0.000000
peak:escalation_cost,301,0.066667,0.094281
peak:escalation_cost,302,0.133333,0.188562
peak:escalation_cost,303,0.066667,0.094281
peak:escalation_cost,304,0.000000,0.000000
peak:escalation_cost,305,0.133333,0.188562
peak:escalation_cost,306,0.133333,0.188562
peak:escalation_cost,307,0.000000,0.000000
peak:escalation_cost,308,0.000000,0.000000
peak:escalation_cost,309,0.000000,0.000000
peak:escalation_cost,310,0.000000,0.000000
peak:escalation_cost,311,0.133333,0.188562
peak:escalation_cost,312,0.000000,0.000000
peak:escalation_cost,313,0.055556,0.078567
peak:escalation_cost,314,0.000000,0.000000
peak:escalation_cost,315,0.055556,0.078567
peak:escalation_cost,316,0.000000,0.000000
peak:escalation_cost,317,0.000000,0.000000
peak:escalation_cost,318,0.233333,0.329983
peak:escalation_cost,319,0.000000,0.000000
peak:escalation_cost,320,0.000000,0.000000
peak:escalation_cost,321,0.133333,0.188562
peak:escalation_cost,322,0.000000,0.000000
peak:escalation_cost,323,0.166667,0.235702
peak:escalation_cost,324,0.000000,0.000000
peak:escalation_cost,325,0.000000,0.000000
peak:escalation_cost,326,0.188889,0.164054
peak:escalation_cost,327,0.000000,0.000000
peak:escalation_cost,328,0.000000,0.000000
peak:escalation_cost,329,0.000000,0.000000
peak:escalation_cost,330,0.233333,0.329983
peak:escalation_cost,331,0.000000,0.000000
peak:escalation_cost,332,0.233333,0.329983
peak:escalation_cost,333,0.000000,0.000000
peak:escalation_cost,334,0.000000,0.000000
peak:escalation_cost,335,0.066667,0.094281
peak:escalation_cost,336,0.000000,0.000000
peak:escalation_cost,337,0.000000,0.000000
peak:escalation_cost,338,0.000000,0.000000
peak:escalation_cost,339,0.233333,0.329983
peak:escalation_cost,340,0.000000,0.000000
peak:escalation_cost,341,0.300000,0.216025
peak:escalation_cost,342,0.000000,0.000000
peak:escalation_cost,343,0.000000,0.000000
peak:escalation_cost,344,0.000000,0.000000
peak:escalation_cost,345,0.000000,0.000000
peak:escalation_cost,346,0.166667,0.235702
peak:escalation_cost,347,0.000000,0.000000
peak:escalation_cost,348,0.222222,0.314270
peak:escalation_cost,349,0.000000,0.000000
peak:escalation_cost,350,0.000000,0.000000
peak:escalation_cost,351,0.000000,0.000000
peak:escalation_cost,352,0.133333,0.188562
peak:escalation_cost,353,0.000000,0.000000
peak:escalation_cost,354,0.000000,0.000000
peak:escalation_cost,355,0.133333,0.188562
peak:escalation_cost,356,0.133333,0.188562
peak:escalation_cost,357,0.000000,0.000000
peak:escalation_cost,358,0.000000,0.000000
peak:escalation_cost,359,0.066667,0.094281
peak:escalation_cost,360,0.000000,0.000000
peak:escalation_cost,361,0.000000,0.000000
peak:escalation_cost,362,0.375000,0.270031
peak:escalation_cost,363,0.000000,0.000000
peak:escalation_cost,364,0.000000,0.000000
peak:escalation_cost,365,0.000000,0.000000
peak:escalation_cost,366,0.000000,0.000000
peak:escalation_cost,367,0.233333,0.329983
peak:escalation_cost,368,0.000000,0.000000
peak:escalation_cost,369,0.000000,0.000000
peak:escalation_cost,370,0.066667,0.094281
peak:escalation_cost,371,0.166667,0.235702
peak:escalation_cost,372,0.066667,0.094281
peak:escalation_cost,373,0.000000,0.000000
peak:escalation_cost,374,0.000000,0.000000
peak:escalation_cost,375,0.066667,0.094281
peak:escalation_cost,376,0.055556,0.078567
peak:escalation_cost,377,0.000000,0.000000
peak:escalation_cost,378,0.166667,0.235702
peak:escalation_cost,379,0.000000,0.000000
peak:escalation_cost,380,0.000000,0.000000
peak:escalation_cost,381,0.166667,0.235702
peak:escalation_cost,382,0.000000,0.000000
peak:escalation_cost,383,0.166667,0.235702
peak:escalation_cost,384,0.000000,0.000000
peak:escalation_cost,385,0.133333,0.188562
peak:escalation_cost,386,0.000000,0.000000
peak:escalation_cost,387,0.133333,0.188562
peak:escalation_cost,388,0.133333,0.188562
peak:escalation_cost,389,0.200000,0.163299
peak:escalation_cost,390,0.233333,0.329983
peak:escalation_cost,391,0.000000,0.000000
peak:escalation_cost,392,0.000000,0.000000
peak:escalation_cost,393,0.233333,0.329983
peak:escalation_cost,394,0.600000,0.141421
peak:escalation_cost,395,0.000000,0.000000
peak:escalation_cost,396,0.233333,0.329983
peak:escalation_cost,397,0.000000,0.000000
peak:escalation_cost,398,0.000000,0.000000
peak:escalation_cost,399,0.000000,0.000000
peak:escalation_cost,400,0.000000,0.000000
peak:escalation_cost,401,0.000000,0.000000
peak:escalation_cost,402,0.133333,0.188562
peak:escalation_cost,403,0.000000,0.000000
peak:escalation_cost,404,0.000000,0.000000
peak:escalation_cost,405,0.000000,0.000000
peak:escalation_cost,406,0.133333,0.188562
peak:escalation_cost,407,0.233333,0.329983
peak:escalation_cost,408,0.000000,0.000000
peak:escalation_cost,409,0.000000,0.000000
peak:escalation_cost,410,0.066667,0.094281
peak:escalation_cost,411,0.000000,0.000000
peak:escalation_cost,412,0.000000,0.000000
peak:escalation_cost,413,0.000000,0.000000
peak:escalation_cost,414,0.000000,0.000000
peak:escalation_cost,415,0.133333,0.188562
peak:escalation_cost,416,0.066667,0.094281
peak:escalation_cost,417,0.066667,0.094281
peak:escalation_cost,418,0.000000,0.000000
peak:escalation_cost,419,0.000000,0.000000
peak:escalation_cost,420,0.000000,0.000000
peak:escalation_cost,421,0.000000,0.000000
peak:escalation_cost,422,0.133333,0.188562
peak:escalation_cost,423,0.366667,0.286744
peak:escalation_cost,424,0.000000,0.000000
peak:escalation_cost,425,0.133333,0.188562
peak:escalation_cost,426,0.000000,0.000000
peak:escalation_cost,427,0.033333,0.047140
peak:escalation_cost,428,0.000000,0.000000
peak:escalation_cost,429,0.166667,0.235702
peak:escalation_cost,430,0.000000,0.000000
peak:escalation_cost,431,0.366667,0.286744
peak:escalation_cost,432,0.233333,0.329983
peak:escalation_cost,433,0.000000,0.000000
peak:escalation_cost,434,0.000000,0.000000
peak:escalation_cost,435,0.133333,0.188562
peak:escalation_cost,436,0.000000,0.000000
peak:escalation_cost,437,0.133333,0.188562
peak:escalation_cost,438,0.000000,0.000000
peak:escalation_cost,439,0.066667,0.094281
peak:escalation_cost,440,0.000000,0.000000
peak:escalation_cost,441,0.000000,0.000000
peak:escalation_cost,442,0.000000,0.000000
peak:escalation_cost,443,0.000000,0.000000
peak:escalation_cost,444,0.000000,0.000000
peak:escalation_cost,445,0.000000,0.000000
peak:escalation_cost,446,0.066667,0.094281
peak:escalation_cost,447,0.055556,0.078567
peak:escalation_cost,448,0.066667,0.094281
peak:escalation_cost,449,0.166667,0.235702
peak:escalation_cost,450,0.416667,0.294628
peak:escalation_cost,451,0.000000,0.000000
peak:escalation_cost,452,0.000000,0.000000
peak:escalation_cost,453,0.000000,0.000000
peak:escalation_cost,454,0.000000,0.000000
peak:escalation_cost,455,0.000000,0.000000
peak:escalation_cost,456,0.233333,0.329983
peak:escalation_cost,457,0.000000,0.000000
peak:escalation_cost,458,0.133333,0.188562
peak:escalation_cost,459,0.208333,0.294628
peak:escalation_cost,460,0.000000,0.000000
peak:escalation_cost,461,0.000000,0.000000
peak:escalation_cost,462,0.000000,0.000000
peak:escalation_cost,463,0.000000,0.000000
peak:escalation_cost,464,0.000000,0.000000
peak:escalation_cost,465,0.166667,0.235702
peak:escalation_cost,466,0.000000,0.000000
peak:escalation_cost,467,0.222222,0.314270
peak:escalation_cost,468,0.133333,0.188562
peak:escalation_cost,469,0.455556,0.322414
peak:escalation_cost,470,0.000000,0.000000
peak:escalation_cost,471,0.000000,0.000000
peak:escalation_cost,472,0.133333,0.188562
peak:escalation_cost,473,0.000000,0.000000
peak:escalation_cost,474,0.000000,0.000000
peak:escalation_cost,475,0.000000,0.000000
peak:escalation_cost,476,0.000000,0.000000
peak:escalation_cost,477,0.000000,0.000000
peak:escalation_cost,478,0.000000,0.000000
peak:escalation_cost,479,0.000000,0.000000
peak:escalation_cost,480,0.233333,0.329983
peak:escalation_cost,481,0.000000,0.000000
peak:escalation_cost,482,0.000000,0.000000
peak:escalation_cost,483,0.222222,0.314270
peak:escalation_cost,484,0.222222,0.314270
peak:escalation_cost,485,0.037037,0.052378
peak:escalation_cost,486,0.037037,0.052378
peak:escalation_cost,487,0.000000,0.000000
peak:escalation_cost,488,0.066667,0.094281
peak:escalation_cost,489,0.000000,0.000000
peak:escalation_cost,490,0.000000,0.000000
peak:escalation_cost,491,0.000000,0.000000
peak:escalation_cost,492,0.366667,0.286744
peak:escalation_cost,493,0.000000,0.000000
peak:escalation_cost,494,0.000000,0.000000
peak:escalation_cost,495,0.000000,0.000000
peak:escalation_cost,496,0.000000,0.000000
peak:escalation_cost,497,0.133333,0.188562
peak:escalation_cost,498,0.000000,0.000000
peak:escalation_cost,499,0.000000,0.000000
peak:lambda_quality_critical,0,0.000000,0.000000
peak:lambda_quality_critical,1,0.000000,0.000000
peak:lambda_quality_critical,2,0.000000,0.000000
peak:lambda_quality_critical,3,0.000000,0.000000
peak:lambda_quality_critical,4,0.000000,0.000000
peak:lambda_quality_critical,5,0.000000,0.000000
peak:lambda_quality_critical,6,0.000000,0.000000
peak:lambda_quality_critical,7,0.000000,0.000000
peak:lambda_quality_critical,8,0.000000,0.000000
peak:lambda_quality_critical,9,0.000000,0.000000
peak:lambda_quality_critical,10,0.000000,0.000000
peak:lambda_quality_critical,11,0.000000,0.000000
peak:lambda_quality_critical,12,0.000000,0.000000
peak:lambda_quality_critical,13,0.000000,0.000000
peak:lambda_quality_critical,14,0.000000,0.000000
peak:lambda_quality_critical,15,0.000000,0.000000
peak:lambda_quality_critical,16,0.000000,0.000000
peak:lambda_quality_critical,17,0.000000,0.000000
peak:lambda_quality_critical,18,0.000000,0.000000
peak:lambda_quality_critical,19,0.000000,0.000000
peak:lambda_quality_critical,20,0.000000,0.000000
peak:lambda_quality_critical,21,0.000000,0.000000
peak:lambda_quality_critical,22,0.000000,0.000000
peak:lambda_quality_critical,23,0.000000,0.000000
peak:lambda_quality_critical,24,0.000000,0.000000
peak:lambda_quality_critical,25,0.000000,0.000000
peak:lambda_quality_critical,26,0.000000,0.000000
peak:lambda_quality_critical,27,0.000000,0.000000
peak:lambda_quality_critical,28,0.000000,0.000000
peak:lambda_quality_critical,29,0.000000,0.000000
peak:lambda_quality_critical,30,0.000000,0.000000
peak:lambda_quality_critical,31,0.000000,0.000000
peak:lambda_quality_critical,32,0.000000,0.000000
peak:lambda_quality_critical,33,0.000000,0.000000
peak:lambda_quality_critical,34,0.000000,0.000000
peak:lambda_quality_critical,35,0.000000,0.000000
peak:lambda_quality_critical,36,0.000000,0.000000
peak:lambda_quality_critical,37,0.000000,0.000000
peak:lambda_quality_critical,38,0.000000,0.000000
peak:lambda_quality_critical,39,0.000000,0.000000
peak:lambda_quality_critical,40,0.000000,0.000000
peak:lambda_quality_critical,41,0.000000,0.000000
peak:lambda_quality_critical,42,0.000000,0.000000
peak:lambda_quality_critical,43,0.000000,0.000000
peak:lambda_quality_critical,44,0.000000,0.000000
peak:lambda_quality_critical,45,0.000000,0.000000
peak:lambda_quality_critical,46,0.000000,0.000000
peak:lambda_quality_critical,47,0.000000,0.000000
peak:lambda_quality_critical,48,0.000000,0.000000
peak:lambda_quality_critical,49,0.000000,0.000000
peak:lambda_quality_critical,50,0.000000,0.000000
peak:lambda_quality_critical,51,0.000000,0.000000
peak:lambda_quality_critical,52,0.000000,0.000000
peak:lambda_quality_critical,53,0.000000,0.000000
peak:lambda_quality_critical,54,0.000000,0.000000
peak:lambda_quality_critical,55,0.000000,0.000000
peak:lambda_quality_critical,56,0.000000,0.000000
peak:lambda_quality_critical,57,0.000000,0.000000
peak:lambda_quality_critical,58,0.000000,0.000000
peak:lambda_quality_critical,59,0.000000,0.000000
peak:lambda_quality_critical,60,0.000000,0.000000
peak:lambda_quality_critical,61,0.000000,0.000000
peak:lambda_quality_critical,62,0.000000,0.000000
peak:lambda_quality_critical,63,0.000000,0.000000
peak:lambda_quality_critical,64,0.000000,0.000000
peak:lambda_quality_critical,65,0.000000,0.000000
peak:lambda_quality_critical,66,0.000000,0.000000
peak:lambda_quality_critical,67,0.000000,0.000000
peak:lambda_quality_critical,68,0.000000,0.000000
peak:lambda_quality_critical,69,0.000000,0.000000
peak:lambda_quality_critical,70,0.000000,0.000000
peak:lambda_quality_critical,71,0.000000,0.000000
peak:lambda_quality_critical,72,0.000000,0.000000
peak:lambda_quality_critical,73,0.000000,0.000000
peak:lambda_quality_critical,74,0.000000,0.000000
peak:lambda_quality_critical,75,0.000000,0.000000
peak:lambda_quality_critical,76,0.000000,0.000000
peak:lambda_quality_critical,77,0.000000,0.000000
peak:lambda_quality_critical,78,0.000000,0.000000
peak:lambda_quality_critical,79,0.000000,0.000000
peak:lambda_quality_critical,80,0.000000,0.000000
peak:lambda_quality_critical,81,0.000000,0.000000
peak:lambda_quality_critical,82,0.000000,0.000000
peak:lambda_quality_critical,83,0.000000,0.000000
peak:lambda_quality_critical,84,0.000000,0.000000
peak:lambda_quality_critical,85,0.000000,0.000000
peak:lambda_quality_critical,86,0.000000,0.000000
peak:lambda_quality_critical,87,0.000000,0.000000
peak:lambda_quality_critical,88,0.000000,0.000000
peak:lambda_quality_critical,89,0.000000,0.000000
peak:lambda_quality_critical,90,0.000000,0.000000
peak:lambda_quality_critical,91,0.000000,0.000000
peak:lambda_quality_critical,92,0.000000,0.000000
peak:lambda_quality_critical,93,0.000000,0.000000
peak:lambda_quality_critical,94,0.000000,0.000000
peak:lambda_quality_critical,95,0.000000,0.000000
peak:lambda_quality_critical,96,0.000000,0.000000
peak:lambda_quality_critical,97,0.000000,0.000000
peak:lambda_quality_critical,98,0.000000,0.000000
peak:lambda_quality_critical,99,0.000000,0.000000
peak:lambda_quality_critical,100,0.000000,0.000000
peak:lambda_quality_critical,101,0.000000,0.000000
peak:lambda_quality_critical,102,0.000000,0.000000
peak:lambda_quality_critical,103,0.000000,0.000000
peak:lambda_quality_critical,104,0.000000,0.000000
peak:lambda_quality_critical,105,0.000000,0.000000
peak:lambda_quality_critical,106,0.000000,0.000000
peak:lambda_quality_critical,107,0.000000,0.000000
peak:lambda_quality_critical,108,0.000000,0.000000
peak:lambda_quality_critical,109,0.000000,0.000000
peak:lambda_quality_critical,110,0.000000,0.000000
peak:lambda_quality_critical,111,0.000000,0.000000
peak:lambda_quality_critical,112,0.000000,0.000000
peak:lambda_quality_critical,113,0.000000,0.000000
peak:lambda_quality_critical,114,0.000000,0.000000
peak:lambda_quality_critical,115,0.000000,0.000000
peak:lambda_quality_critical,116,0.000000,0.000000
peak:lambda_quality_critical,117,0.000000,0.000000
peak:lambda_quality_critical,118,0.000000,0.000000
peak:lambda_quality_critical,119,0.000000,0.000000
peak:lambda_quality_critical,120,0.000000,0.000000
peak:lambda_quality_critical,121,0.000000,0.000000
peak:lambda_quality_critical,122,0.000000,0.000000
peak:lambda_quality_critical,123,0.000000,0.000000
peak:lambda_quality_critical,124,0.000000,0.000000
peak:lambda_quality_critical,125,0.000000,0.000000
peak:lambda_quality_critical,126,0.000000,0.000000
peak:lambda_quality_critical,127,0.000000,0.000000
peak:lambda_quality_critical,128,0.000000,0.000000
peak:lambda_quality_critical,129,0.000000,0.000000
peak:lambda_quality_critical,130,0.000000,0.000000
peak:lambda_quality_critical,131,0.000000,0.000000
peak:lambda_quality_critical,132,0.000000,0.000000
peak:lambda_quality_critical,133,0.000000,0.000000
peak:lambda_quality_critical,134,0.000000,0.000000
peak:lambda_quality_critical,135,0.000000,0.000000
peak:lambda_quality_critical,136,0.000000,0.000000
peak:lambda_quality_critical,137,0.000000,0.000000
peak:lambda_quality_critical,138,0.000000,0.000000
peak:lambda_quality_critical,139,0.000000,0.000000
peak:lambda_quality_critical,140,0.000000,0.000000
peak:lambda_quality_critical,141,0.000000,0.000000
peak:lambda_quality_critical,142,0.000000,0.000000
peak:lambda_quality_critical,143,0.000000,0.000000
peak:lambda_quality_critical,144,0.000000,0.000000
peak:lambda_quality_critical,145,0.000000,0.000000
peak:lambda_quality_critical,146,0.000000,0.000000
peak:lambda_quality_critical,147,0.000000,0.000000
peak:lambda_quality_critical,148,0.000000,0.000000
peak:lambda_quality_critical,149,0.000000,0.000000
peak:lambda_quality_critical,150,0.064667,0.018856
peak:lambda_quality_critical,151,0.102190,0.026912
peak:lambda_quality_critical,152,0.131302,0.025360
peak:lambda_quality_critical,153,0.182635,0.050119
peak:lambda_quality_critical,154,0.200635,0.050119
peak:lambda_quality_critical,155,0.233079,0.045979
peak:lambda_quality_critical,156,0.274413,0.061908
peak:lambda_quality_critical,157,0.302413,0.054372
peak:lambda_quality_critical,158,0.367079,0.045979
peak:lambda_quality_critical,159,0.411746,0.063760
peak:lambda_quality_critical,160,0.489746,0.063760
peak:lambda_quality_critical,161,0.533302,0.041934
peak:lambda_quality_critical,162,0.569079,0.041554
peak:lambda_quality_critical,163,0.594487,0.044090
peak:lambda_quality_critical,164,0.619153,0.054566
peak:lambda_quality_critical,165,0.668265,0.055943
peak:lambda_quality_critical,166,0.702455,0.061283
peak:lambda_quality_critical,167,0.747122,0.037229
peak:lambda_quality_critical,168,0.781788,0.041942
peak:lambda_quality_critical,169,0.839788,0.037352
peak:lambda_quality_critical,170,0.884455,0.032515
peak:lambda_quality_critical,171,0.935788,0.021637
peak:lambda_quality_critical,172,0.972122,0.019707
peak:lambda_quality_critical,173,1.013455,0.007924
peak:lambda_quality_critical,174,1.047011,0.025248
peak:lambda_quality_critical,175,1.082788,0.009982
peak:lambda_quality_critical,176,1.126979,0.021046
peak:lambda_quality_critical,177,1.156725,0.019126
peak:lambda_quality_critical,178,1.195836,0.013345
peak:lambda_quality_critical,179,1.232725,0.006201
peak:lambda_quality_critical,180,1.275169,0.013561
peak:lambda_quality_critical,181,1.314280,0.006751
peak:lambda_quality_critical,182,1.342280,0.017200
peak:lambda_quality_critical,183,1.376947,0.011373
peak:lambda_quality_critical,184,1.421614,0.030148
peak:lambda_quality_critical,185,1.459614,0.023149
peak:lambda_quality_critical,186,1.514280,0.031058
peak:lambda_quality_critical,187,1.538471,0.035260
peak:lambda_quality_critical,188,1.568852,0.036188
peak:lambda_quality_critical,189,1.588519,0.033927
peak:lambda_quality_critical,190,1.624296,0.031704
peak:lambda_quality_critical,191,1.662296,0.031704
peak:lambda_quality_critical,192,1.693630,0.019765
peak:lambda_quality_critical,193,1.738296,0.010927
peak:lambda_quality_critical,194,1.762963,0.014711
peak:lambda_quality_critical,195,1.788370,0.022394
peak:lambda_quality_critical,196,1.829704,0.019039
peak:lambda_quality_critical,197,1.858815,0.031558
peak:lambda_quality_critical,198,1.890148,0.022154
peak:lambda_quality_critical,199,1.919259,0.014242
peak:lambda_quality_critical,200,1.950593,0.020298
peak:lambda_quality_critical,201,1.987481,0.033995
peak:lambda_quality_critical,202,2.027704,0.037851
peak:lambda_quality_critical,203,2.075704,0.046078
peak:lambda_quality_critical,204,2.102593,0.051889
peak:lambda_quality_critical,205,2.134667,0.059545
peak:lambda_quality_critical,206,2.164889,0.070544
peak:lambda_quality_critical,207,2.192889,0.084686
peak:lambda_quality_critical,208,2.227079,0.090399
