episode,quality_cost,deadline_cost,lambda_quality,lambda_deadline,method,seed
54.0,1.0,0.0,0.0,0.0,service_only_ppo,1
55.0,0.95,0.025,0.0,0.0,service_only_ppo,1
56.0,1.0,0.0,0.0,0.0,service_only_ppo,1
57.0,0.975,0.0,0.0,0.0,service_only_ppo,1
58.0,0.975,0.0,0.0,0.0,service_only_ppo,1
59.0,0.975,0.0,0.0,0.0,service_only_ppo,1
60.0,1.0,0.0,0.0,0.0,service_only_ppo,1
61.0,1.0,0.0,0.0,0.0,service_only_ppo,1
62.0,1.0,0.0,0.0,0.0,service_only_ppo,1
63.0,0.975,0.0,0.0,0.0,service_only_ppo,1
64.0,0.975,0.0,0.0,0.0,service_only_ppo,1
65.0,1.0,0.0,0.0,0.0,service_only_ppo,1
66.0,0.975,0.0,0.0,0.0,service_only_ppo,1
67.0,0.975,0.0,0.0,0.0,service_only_ppo,1
68.0,1.0,0.0,0.0,0.0,service_only_ppo,1
69.0,0.95,0.025,0.0,0.0,service_only_ppo,1
70.0,1.0,0.0,0.0,0.0,service_only_ppo,1
71.0,1.0,0.0,0.0,0.0,service_only_ppo,1
72.0,1.0,0.0,0.0,0.0,service_only_ppo,1
73.0,0.975,0.0,0.0,0.0,service_only_ppo,1
74.0,1.0,0.0,0.0,0.0,service_only_ppo,1
75.0,0.975,0.0,0.0,0.0,service_only_ppo,1
76.0,0.975,0.0,0.0,0.0,service_only_ppo,1
77.0,1.0,0.0,0.0,0.0,service_only_ppo,1
78.0,0.975,0.0,0.0,0.0,service_only_ppo,1
79.0,0.975,0.0,0.0,0.0,service_only_ppo,1
80.0,0.975,0.0,0.0,0.0,service_only_ppo,1
81.0,1.0,0.0,0.0,0.0,service_only_ppo,1
82.0,1.0,0.0,0.0,0.0,service_only_ppo,1
83.0,0.975,0.0,0.0,0.0,service_only_ppo,1
84.0,0.95,0.0,0.0,0.0,service_only_ppo,1
85.0,0.975,0.0,0.0,0.0,service_only_ppo,1
86.0,1.0,0.0,0.0,0.0,service_only_ppo,1
87.0,0.975,0.0,0.0,0.0,service_only_ppo,1
88.0,0.95,0.0,0.0,0.0,service_only_ppo,1
89.0,0.975,0.0,0.0,0.0,service_only_ppo,1
90.0,1.0,0.0,0.0,0.0,service_only_ppo,1
91.0,0.975,0.025,0.0,0.0,service_only_ppo,1
92.0,0.95,0.025,0.0,0.0,service_only_ppo,1
93.0,0.975,0.0,0.0,0.0,service_only_ppo,1
94.0,0.975,0.0,0.0,0.0,service_only_ppo,1
95.0,0.95,0.0,0.0,0.0,service_only_ppo,1
96.0,0.95,0.0,0.0,0.0,service_only_ppo,1
97.0,0.95,0.025,0.0,0.0,service_only_ppo,1
98.0,0.95,0.0,0.0,0.0,service_only_ppo,1
99.0,1.0,0.0,0.0,0.0,service_only_ppo,1
100.0,0.95,0.0,0.0,0.0,service_only_ppo,1
101.0,0.95,0.0,0.0,0.0,service_only_ppo,1
102.0,0.975,0.0,0.0,0.0,service_only_ppo,1
103.0,1.0,0.0,0.0,0.0,service_only_ppo,1
104.0,0.95,0.0,0.0,0.0,service_only_ppo,1
105.0,1.0,0.0,0.0,0.0,service_only_ppo,1
106.0,0.975,0.0,0.0,0.0,service_only_ppo,1
107.0,0.975,0.0,0.0,0.0,service_only_ppo,1
108.0,1.0,0.0,0.0,0.0,service_only_ppo,1
109.0,0.975,0.0,0.0,0.0,service_only_ppo,1
110.0,1.0,0.0,0.0,0.0,service_only_ppo,1
111.0,1.0,0.0,0.0,0.0,service_only_ppo,1
112.0,1.0,0.0,0.0,0.0,service_only_ppo,1
113.0,0.975,0.0,0.0,0.0,service_only_ppo,1
114.0,0.975,0.025,0.0,0.0,service_only_ppo,1
115.0,1.0,0.0,0.0,0.0,service_only_ppo,1
116.0,0.975,0.0,0.0,0.0,service_only_ppo,1
117.0,0.95,0.0,0.0,0.0,service_only_ppo,1
118.0,0.95,0.0,0.0,0.0,service_only_ppo,1
119.0,1.0,0.0,0.0,0.0,service_only_ppo,1
0.0,0.55,0.4,0.0,0.0,hybrid_ppo,1
1.0,1.0,0.325,0.0,0.0,hybrid_ppo,1
2.0,0.725,0.375,0.0,0.0,hybrid_ppo,1
3.0,0.775,0.45,0.0,0.0,hybrid_ppo,1
4.0,0.975,0.325,0.0,0.0,hybrid_ppo,1
5.0,0.45,0.5,0.0,0.0,hybrid_ppo,1
6.0,0.7,0.425,0.0,0.0,hybrid_ppo,1
7.0,0.6,0.475,0.0,0.0,hybrid_ppo,1
8.0,0.75,0.25,0.0,0.0,hybrid_ppo,1
9.0,0.725,0.4,0.0,0.0,hybrid_ppo,1
10.0,0.875,0.425,0.0,0.0,hybrid_ppo,1
11.0,0.95,0.425,0.0,0.0,hybrid_ppo,1
12.0,1.0,0.2,0.0,0.0,hybrid_ppo,1
13.0,0.725,0.325,0.0,0.0,hybrid_ppo,1
14.0,0.675,0.325,0.0,0.0,hybrid_ppo,1
15.0,0.85,0.15,0.0,0.0,hybrid_ppo,1
16.0,0.725,0.225,0.0,0.0,hybrid_ppo,1
17.0,0.725,0.25,0.0,0.0,hybrid_ppo,1
18.0,0.975,0.2,0.0,0.0,hybrid_ppo,1
19.0,0.975,0.15,0.0,0.0,hybrid_ppo,1
20.0,0.725,0.325,0.0,0.0,hybrid_ppo,1
21.0,0.725,0.25,0.0,0.0,hybrid_ppo,1
22.0,0.825,0.275,0.0,0.0,hybrid_ppo,1
23.0,1.0,0.25,0.0,0.0,hybrid_ppo,1
24.0,0.95,0.075,0.0,0.0,hybrid_ppo,1
25.0,1.0,0.175,0.0,0.0,hybrid_ppo,1
26.0,0.725,0.25,0.0,0.0,hybrid_ppo,1
27.0,0.775,0.2,0.0,0.0,hybrid_ppo,1
28.0,0.9,0.225,0.0,0.0,hybrid_ppo,1
29.0,1.0,0.275,0.0,0.0,hybrid_ppo,1
30.0,0.825,0.225,0.0,0.0,hybrid_ppo,1
31.0,0.85,0.125,0.0,0.0,hybrid_ppo,1
32.0,0.85,0.125,0.0,0.0,hybrid_ppo,1
33.0,0.9,0.1,0.0,0.0,hybrid_ppo,1
34.0,0.775,0.2,0.0,0.0,hybrid_ppo,1
35.0,0.875,0.075,0.0,0.0,hybrid_ppo,1
36.0,0.95,0.05,0.0,0.0,hybrid_ppo,1
37.0,0.95,0.125,0.0,0.0,hybrid_ppo,1
38.0,1.0,0.0,0.0,0.0,hybrid_ppo,1
39.0,0.9,0.075,0.0,0.0,hybrid_ppo,1
40.0,0.875,0.075,0.0,0.0,hybrid_ppo,1
41.0,0.925,0.05,0.0,0.0,hybrid_ppo,1
42.0,0.975,0.05,0.0,0.0,hybrid_ppo,1
43.0,0.975,0.025,0.0,0.0,hybrid_ppo,1
44.0,0.975,0.0,0.0,0.0,hybrid_ppo,1
45.0,0.925,0.0,0.0,0.0,hybrid_ppo,1
46.0,1.0,0.0,0.0,0.0,hybrid_ppo,1
47.0,0.975,0.025,0.0,0.0,hybrid_ppo,1
48.0,1.0,0.0,0.0,0.0,hybrid_ppo,1
49.0,0.925,0.05,0.0,0.0,hybrid_ppo,1
50.0,0.95,0.05,0.0,0.0,hybrid_ppo,1
51.0,1.0,0.0,0.0,0.0,hybrid_ppo,1
52.0,0.975,0.025,0.0,0.0,hybrid_ppo,1
53.0,0.975,0.0,0.0,0.0,hybrid_ppo,1
54.0,1.0,0.0,0.0,0.0,hybrid_ppo,1
55.0,0.95,0.025,0.0,0.0,hybrid_ppo,1
56.0,1.0,0.0,0.0,0.0,hybrid_ppo,1
57.0,0.975,0.0,0.0,0.0,hybrid_ppo,1
58.0,0.975,0.0,0.0,0.0,hybrid_ppo,1
59.0,0.975,0.0,0.0,0.0,hybrid_ppo,1
60.0,1.0,0.0,0.0,0.0,hybrid_ppo,1
61.0,1.0,0.0,0.0,0.0,hybrid_ppo,1
62.0,1.0,0.0,0.0,0.0,hybrid_ppo,1
63.0,0.975,0.0,0.0,0.0,hybrid_ppo,1
64.0,0.975,0.0,0.0,0.0,hybrid_ppo,1
65.0,1.0,0.0,0.0,0.0,hybrid_ppo,1
66.0,0.975,0.0,0.0,0.0,hybrid_ppo,1
67.0,0.975,0.0,0.0,0.0,hybrid_ppo,1
68.0,1.0,0.0,0.0,0.0,hybrid_ppo,1
69.0,0.95,0.025,0.0,0.0,hybrid_ppo,1
70.0,1.0,0.0,0.0,0.0,hybrid_ppo,1
71.0,1.0,0.0,0.0,0.0,hybrid_ppo,1
72.0,1.0,0.0,0.0,0.0,hybrid_ppo,1
73.0,0.975,0.0,0.0,0.0,hybrid_ppo,1
74.0,1.0,0.0,0.0,0.0,hybrid_ppo,1
75.0,0.975,0.0,0.0,0.0,hybrid_ppo,1
76.0,0.975,0.0,0.0,0.0,hybrid_ppo,1
77.0,1.0,0.0,0.0,0.0,hybrid_ppo,1
78.0,0.975,0.0,0.0,0.0,hybrid_ppo,1
79.0,0.975,0.0,0.0,0.0,hybrid_ppo,1
80.0,0.975,0.0,0.0,0.0,hybrid_ppo,1
81.0,1.0,0.0,0.0,0.0,hybrid_ppo,1
82.0,1.0,0.0,0.0,0.0,hybrid_ppo,1
83.0,0.975,0.0,0.0,0.0,hybrid_ppo,1
84.0,0.95,0.0,0.0,0.0,hybrid_ppo,1
85.0,0.975,0.0,0.0,0.0,hybrid_ppo,1
86.0,1.0,0.0,0.0,0.0,hybrid_ppo,1
87.0,0.975,0.0,0.0,0.0,hybrid_ppo,1
88.0,0.95,0.0,0.0,0.0,hybrid_ppo,1
89.0,0.975,0.0,0.0,0.0,hybrid_ppo,1
90.0,1.0,0.0,0.0,0.0,hybrid_ppo,1
91.0,0.975,0.025,0.0,0.0,hybrid_ppo,1
92.0,0.95,0.025,0.0,0.0,hybrid_ppo,1
93.0,0.975,0.0,0.0,0.0,hybrid_ppo,1
94.0,0.975,0.0,0.0,0.0,hybrid_ppo,1
95.0,0.95,0.0,0.0,0.0,hybrid_ppo,1
96.0,0.95,0.0,0.0,0.0,hybrid_ppo,1
97.0,0.925,0.05,0.0,0.0,hybrid_ppo,1
98.0,0.95,0.0,0.0,0.0,hybrid_ppo,1
99.0,1.0,0.0,0.0,0.0,hybrid_ppo,1
100.0,0.95,0.0,0.0,0.0,hybrid_ppo,1
101.0,0.95,0.0,0.0,0.0,hybrid_ppo,1
102.0,0.975,0.0,0.0,0.0,hybrid_ppo,1
103.0,1.0,0.0,0.0,0.0,hybrid_ppo,1
104.0,0.95,0.0,0.0,0.0,hybrid_ppo,1
105.0,1.0,0.0,0.0,0.0,hybrid_ppo,1
106.0,0.975,0.0,0.0,0.0,hybrid_ppo,1
107.0,0.975,0.0,0.0,0.0,hybrid_ppo,1
108.0,1.0,0.0,0.0,0.0,hybrid_ppo,1
109.0,0.975,0.0,0.0,0.0,hybrid_ppo,1
110.0,1.0,0.0,0.0,0.0,hybrid_ppo,1
111.0,1.0,0.0,0.0,0.0,hybrid_ppo,1
112.0,1.0,0.0,0.0,0.0,hybrid_ppo,1
113.0,0.975,0.0,0.0,0.0,hybrid_ppo,1
114.0,0.975,0.025,0.0,0.0,hybrid_ppo,1
115.0,1.0,0.0,0.0,0.0,hybrid_ppo,1
116.0,0.975,0.0,0.0,0.0,hybrid_ppo,1
117.0,0.95,0.0,0.0,0.0,hybrid_ppo,1
118.0,0.95,0.0,0.0,0.0,hybrid_ppo,1
119.0,1.0,0.0,0.0,0.0,hybrid_ppo,1
0.0,0.55,0.4,0.027500000000000004,0.020000000000000004,hybrid_tch_ppo,1
1.0,1.0,0.325,0.07750000000000001,0.036250000000000004,hybrid_tch_ppo,1
2.0,0.725,0.375,0.11375000000000002,0.05500000000000001,hybrid_tch_ppo,1
3.0,0.775,0.45,0.15250000000000002,0.07750000000000001,hybrid_tch_ppo,1
4.0,0.975,0.325,0.20125000000000004,0.09375000000000001,hybrid_tch_ppo,1
5.0,0.45,0.5,0.22375000000000003,0.11875000000000002,hybrid_tch_ppo,1
6.0,0.7,0.425,0.25875000000000004,0.14,hybrid_tch_ppo,1
7.0,0.6,0.475,0.28875000000000006,0.16375,hybrid_tch_ppo,1
8.0,0.75,0.25,0.32625000000000004,0.17625000000000002,hybrid_tch_ppo,1
9.0,0.725,0.4,0.36250000000000004,0.19625000000000004,hybrid_tch_ppo,1
10.0,0.875,0.425,0.40625000000000006,0.21750000000000003,hybrid_tch_ppo,1
11.0,0.95,0.425,0.45375000000000004,0.23875000000000002,hybrid_tch_ppo,1
12.0,1.0,0.2,0.50375,0.24875000000000003,hybrid_tch_ppo,1
13.0,0.725,0.325,0.54,0.265,hybrid_tch_ppo,1
14.0,0.675,0.325,0.57375,0.28125,hybrid_tch_ppo,1
15.0,0.85,0.15,0.61625,0.28875,hybrid_tch_ppo,1
16.0,0.7,0.25,0.65125,0.30125,hybrid_tch_ppo,1
17.0,0.725,0.25,0.6875,0.31375000000000003,hybrid_tch_ppo,1
18.0,0.975,0.2,0.73625,0.32375000000000004,hybrid_tch_ppo,1
19.0,0.975,0.15,0.7849999999999999,0.33125000000000004,hybrid_tch_ppo,1
20.0,0.725,0.325,0.8212499999999999,0.34750000000000003,hybrid_tch_ppo,1
21.0,0.725,0.25,0.8574999999999999,0.36000000000000004,hybrid_tch_ppo,1
22.0,0.825,0.275,0.8987499999999999,0.37375,hybrid_tch_ppo,1
23.0,1.0,0.25,0.94875,0.38625000000000004,hybrid_tch_ppo,1
24.0,0.95,0.1,0.99625,0.39125000000000004,hybrid_tch_ppo,1
25.0,1.0,0.175,1.04625,0.4,hybrid_tch_ppo,1
26.0,0.7,0.275,1.0812499999999998,0.41375,hybrid_tch_ppo,1
27.0,0.675,0.275,1.1149999999999998,0.4275,hybrid_tch_ppo,1
28.0,0.9,0.3,1.1599999999999997,0.4425,hybrid_tch_ppo,1
29.0,1.0,0.275,1.2099999999999997,0.45625,hybrid_tch_ppo,1
30.0,0.825,0.35,1.2512499999999998,0.47375,hybrid_tch_ppo,1
31.0,0.65,0.325,1.2837499999999997,0.49,hybrid_tch_ppo,1
32.0,0.725,0.35,1.3199999999999996,0.5075,hybrid_tch_ppo,1
33.0,0.9,0.275,1.3649999999999995,0.52125,hybrid_tch_ppo,1
34.0,0.525,0.4,1.3912499999999997,0.54125,hybrid_tch_ppo,1
35.0,0.975,0.075,1.4399999999999997,0.545,hybrid_tch_ppo,1
36.0,0.675,0.3,1.4737499999999997,0.56,hybrid_tch_ppo,1
37.0,0.95,0.15,1.5212499999999998,0.5675,hybrid_tch_ppo,1
38.0,1.0,0.025,1.5712499999999998,0.56875,hybrid_tch_ppo,1
39.0,0.825,0.125,1.6124999999999998,0.575,hybrid_tch_ppo,1
40.0,0.775,0.35,1.6512499999999999,0.5924999999999999,hybrid_tch_ppo,1
41.0,0.725,0.25,1.6874999999999998,0.6049999999999999,hybrid_tch_ppo,1
42.0,0.975,0.125,1.7362499999999998,0.6112499999999998,hybrid_tch_ppo,1
43.0,0.775,0.2,1.775,0.6212499999999999,hybrid_tch_ppo,1
44.0,0.975,0.1,1.82375,0.6262499999999999,hybrid_tch_ppo,1
45.0,0.925,0.05,1.8699999999999999,0.6287499999999998,hybrid_tch_ppo,1
46.0,0.975,0.05,1.91875,0.6312499999999998,hybrid_tch_ppo,1
47.0,0.975,0.05,1.9675,0.6337499999999997,hybrid_tch_ppo,1
48.0,0.925,0.075,2.01375,0.6374999999999997,hybrid_tch_ppo,1
49.0,0.775,0.2,2.0524999999999998,0.6474999999999997,hybrid_tch_ppo,1
50.0,0.8,0.175,2.0925,0.6562499999999998,hybrid_tch_ppo,1
51.0,0.9,0.25,2.1374999999999997,0.6687499999999997,hybrid_tch_ppo,1
52.0,0.975,0.1,2.18625,0.6737499999999997,hybrid_tch_ppo,1
53.0,0.85,0.175,2.22875,0.6824999999999998,hybrid_tch_ppo,1
54.0,0.975,0.025,2.2775,0.6837499999999997,hybrid_tch_ppo,1
55.0,0.95,0.025,2.3249999999999997,0.6849999999999997,hybrid_tch_ppo,1
56.0,1.0,0.0,2.3749999999999996,0.6849999999999997,hybrid_tch_ppo,1
57.0,0.975,0.0,2.4237499999999996,0.6849999999999997,hybrid_tch_ppo,1
58.0,0.975,0.0,2.4724999999999997,0.6849999999999997,hybrid_tch_ppo,1
59.0,0.975,0.0,2.5212499999999998,0.6849999999999997,hybrid_tch_ppo,1
60.0,1.0,0.0,2.5712499999999996,0.6849999999999997,hybrid_tch_ppo,1
61.0,1.0,0.0,2.6212499999999994,0.6849999999999997,hybrid_tch_ppo,1
62.0,1.0,0.0,2.6712499999999992,0.6849999999999997,hybrid_tch_ppo,1
63.0,0.975,0.0,2.7199999999999993,0.6849999999999997,hybrid_tch_ppo,1
64.0,0.975,0.0,2.7687499999999994,0.6849999999999997,hybrid_tch_ppo,1
65.0,1.0,0.0,2.818749999999999,0.6849999999999997,hybrid_tch_ppo,1
66.0,0.975,0.0,2.8674999999999993,0.6849999999999997,hybrid_tch_ppo,1
67.0,0.975,0.0,2.9162499999999993,0.6849999999999997,hybrid_tch_ppo,1
68.0,1.0,0.0,2.966249999999999,0.6849999999999997,hybrid_tch_ppo,1
69.0,0.95,0.025,3.013749999999999,0.6862499999999997,hybrid_tch_ppo,1
70.0,1.0,0.0,3.063749999999999,0.6862499999999997,hybrid_tch_ppo,1
71.0,1.0,0.025,3.1137499999999987,0.6874999999999997,hybrid_tch_ppo,1
72.0,1.0,0.0,3.1637499999999985,0.6874999999999997,hybrid_tch_ppo,1
73.0,0.975,0.0,3.2124999999999986,0.6874999999999997,hybrid_tch_ppo,1
74.0,0.975,0.025,3.2612499999999986,0.6887499999999996,hybrid_tch_ppo,1
75.0,0.975,0.025,3.3099999999999987,0.6899999999999996,hybrid_tch_ppo,1
76.0,0.975,0.0,3.358749999999999,0.6899999999999996,hybrid_tch_ppo,1
77.0,0.95,0.05,3.4062499999999987,0.6924999999999996,hybrid_tch_ppo,1
78.0,0.95,0.05,3.4537499999999985,0.6949999999999995,hybrid_tch_ppo,1
79.0,0.975,0.0,3.5024999999999986,0.6949999999999995,hybrid_tch_ppo,1
80.0,0.975,0.0,3.5512499999999987,0.6949999999999995,hybrid_tch_ppo,1
81.0,1.0,0.0,3.6012499999999985,0.6949999999999995,hybrid_tch_ppo,1
82.0,1.0,0.0,3.6512499999999983,0.6949999999999995,hybrid_tch_ppo,1
83.0,0.975,0.0,3.6999999999999984,0.6949999999999995,hybrid_tch_ppo,1
84.0,0.95,0.0,3.7474999999999983,0.6949999999999995,hybrid_tch_ppo,1
85.0,0.975,0.0,3.7962499999999983,0.6949999999999995,hybrid_tch_ppo,1
86.0,1.0,0.0,3.846249999999998,0.6949999999999995,hybrid_tch_ppo,1
87.0,0.975,0.0,3.8949999999999982,0.6949999999999995,hybrid_tch_ppo,1
88.0,0.95,0.0,3.942499999999998,0.6949999999999995,hybrid_tch_ppo,1
89.0,0.975,0.0,3.991249999999998,0.6949999999999995,hybrid_tch_ppo,1
90.0,1.0,0.0,4.041249999999998,0.6949999999999995,hybrid_tch_ppo,1
91.0,0.975,0.025,4.089999999999998,0.6962499999999995,hybrid_tch_ppo,1
92.0,0.975,0.0,4.138749999999998,0.6962499999999995,hybrid_tch_ppo,1
93.0,0.975,0.0,4.187499999999998,0.6962499999999995,hybrid_tch_ppo,1
94.0,0.975,0.0,4.236249999999998,0.6962499999999995,hybrid_tch_ppo,1
95.0,0.95,0.0,4.283749999999999,0.6962499999999995,hybrid_tch_ppo,1
96.0,0.95,0.0,4.331249999999999,0.6962499999999995,hybrid_tch_ppo,1
97.0,0.975,0.0,4.379999999999999,0.6962499999999995,hybrid_tch_ppo,1
98.0,0.95,0.0,4.427499999999999,0.6962499999999995,hybrid_tch_ppo,1
99.0,1.0,0.0,4.477499999999999,0.6962499999999995,hybrid_tch_ppo,1
100.0,0.95,0.0,4.5249999999999995,0.6962499999999995,hybrid_tch_ppo,1
101.0,0.95,0.0,4.5725,0.6962499999999995,hybrid_tch_ppo,1
102.0,0.975,0.0,4.62125,0.6962499999999995,hybrid_tch_ppo,1
103.0,1.0,0.0,4.67125,0.6962499999999995,hybrid_tch_ppo,1
104.0,0.95,0.0,4.71875,0.6962499999999995,hybrid_tch_ppo,1
105.0,1.0,0.0,4.76875,0.6962499999999995,hybrid_tch_ppo,1
106.0,0.975,0.0,4.8175,0.6962499999999995,hybrid_tch_ppo,1
107.0,0.975,0.0,4.86625,0.6962499999999995,hybrid_tch_ppo,1
108.0,1.0,0.0,4.91625,0.6962499999999995,hybrid_tch_ppo,1
109.0,0.975,0.0,4.965,0.6962499999999995,hybrid_tch_ppo,1
110.0,1.0,0.0,5.015,0.6962499999999995,hybrid_tch_ppo,1
111.0,1.0,0.0,5.0649999999999995,0.6962499999999995,hybrid_tch_ppo,1
112.0,1.0,0.0,5.114999999999999,0.6962499999999995,hybrid_tch_ppo,1
113.0,0.975,0.0,5.163749999999999,0.6962499999999995,hybrid_tch_ppo,1
114.0,1.0,0.0,5.213749999999999,0.6962499999999995,hybrid_tch_ppo,1
115.0,1.0,0.0,5.263749999999999,0.6962499999999995,hybrid_tch_ppo,1
116.0,0.975,0.0,5.312499999999999,0.6962499999999995,hybrid_tch_ppo,1
117.0,0.95,0.0,5.359999999999999,0.6962499999999995,hybrid_tch_ppo,1
118.0,0.95,0.0,5.4075,0.6962499999999995,hybrid_tch_ppo,1
119.0,1.0,0.0,5.4575,0.6962499999999995,hybrid_tch_ppo,1
0.0,0.7,0.475,0.0,0.0,service_only_ppo,2
1.0,1.0,0.45,0.0,0.0,service_only_ppo,2
2.0,0.75,0.625,0.0,0.0,service_only_ppo,2
3.0,0.975,0.375,0.0,0.0,service_only_ppo,2
4.0,0.425,0.55,0.0,0.0,service_only_ppo,2
5.0,0.65,0.425,0.0,0.0,service_only_ppo,2
6.0,0.625,0.55,0.0,0.0,service_only_ppo,2
7.0,0.75,0.4,0.0,0.0,service_only_ppo,2
8.0,0.75,0.45,0.0,0.0,service_only_ppo,2
9.0,0.875,0.425,0.0,0.0,service_only_ppo,2
10.0,0.925,0.7,0.0,0.0,service_only_ppo,2
11.0,0.5,0.475,0.0,0.0,service_only_ppo,2
12.0,0.725,0.525,0.0,0.0,service_only_ppo,2
13.0,0.675,0.45,0.0,0.0,service_only_ppo,2
14.0,0.975,0.375,0.0,0.0,service_only_ppo,2
15.0,0.325,0.575,0.0,0.0,service_only_ppo,2
16.0,0.65,0.65,0.0,0.0,service_only_ppo,2
17.0,0.975,0.475,0.0,0.0,service_only_ppo,2
18.0,0.975,0.425,0.0,0.0,service_only_ppo,2
19.0,0.7,0.45,0.0,0.0,service_only_ppo,2
20.0,0.6,0.475,0.0,0.0,service_only_ppo,2
21.0,0.8,0.2,0.0,0.0,service_only_ppo,2
22.0,1.0,0.3,0.0,0.0,service_only_ppo,2
23.0,0.95,0.325,0.0,0.0,service_only_ppo,2
24.0,0.975,0.325,0.0,0.0,service_only_ppo,2
25.0,0.65,0.35,0.0,0.0,service_only_ppo,2
26.0,0.825,0.15,0.0,0.0,service_only_ppo,2
27.0,0.85,0.15,0.0,0.0,service_only_ppo,2
28.0,1.0,0.075,0.0,0.0,service_only_ppo,2
29.0,0.875,0.1,0.0,0.0,service_only_ppo,2
30.0,0.95,0.05,0.0,0.0,service_only_ppo,2
31.0,0.975,0.0,0.0,0.0,service_only_ppo,2
32.0,1.0,0.0,0.0,0.0,service_only_ppo,2
33.0,1.0,0.0,0.0,0.0,service_only_ppo,2
34.0,0.95,0.0,0.0,0.0,service_only_ppo,2
35.0,1.0,0.0,0.0,0.0,service_only_ppo,2
36.0,0.95,0.025,0.0,0.0,service_only_ppo,2
37.0,1.0,0.0,0.0,0.0,service_only_ppo,2
38.0,0.975,0.0,0.0,0.0,service_only_ppo,2
39.0,0.95,0.0,0.0,0.0,service_only_ppo,2
40.0,0.975,0.0,0.0,0.0,service_only_ppo,2
41.0,0.975,0.025,0.0,0.0,service_only_ppo,2
42.0,1.0,0.0,0.0,0.0,service_only_ppo,2
43.0,0.975,0.0,0.0,0.0,service_only_ppo,2
44.0,0.925,0.0,0.0,0.0,service_only_ppo,2
45.0,1.0,0.025,0.0,0.0,service_only_ppo,2
46.0,0.975,0.0,0.0,0.0,service_only_ppo,2
47.0,1.0,0.0,0.0,0.0,service_only_ppo,2
48.0,0.975,0.0,0.0,0.0,service_only_ppo,2
49.0,1.0,0.0,0.0,0.0,service_only_ppo,2
50.0,1.0,0.0,0.0,0.0,service_only_ppo,2
51.0,0.975,0.0,0.0,0.0,service_only_ppo,2
52.0,0.975,0.0,0.0,0.0,service_only_ppo,2
53.0,1.0,0.0,0.0,0.0,service_only_ppo,2
54.0,0.975,0.0,0.0,0.0,service_only_ppo,2
55.0,1.0,0.0,0.0,0.0,service_only_ppo,2
56.0,0.975,0.0,0.0,0.0,service_only_ppo,2
57.0,0.975,0.0,0.0,0.0,service_only_ppo,2
58.0,0.975,0.0,0.0,0.0,service_only_ppo,2
59.0,1.0,0.0,0.0,0.0,service_only_ppo,2
60.0,1.0,0.0,0.0,0.0,service_only_ppo,2
61.0,1.0,0.0,0.0,0.0,service_only_ppo,2
62.0,0.975,0.0,0.0,0.0,service_only_ppo,2
63.0,0.975,0.0,0.0,0.0,service_only_ppo,2
64.0,1.0,0.0,0.0,0.0,service_only_ppo,2
65.0,0.975,0.0,0.0,0.0,service_only_ppo,2
66.0,0.95,0.025,0.0,0.0,service_only_ppo,2
67.0,1.0,0.0,0.0,0.0,service_only_ppo,2
68.0,0.975,0.0,0.0,0.0,service_only_ppo,2
69.0,1.0,0.0,0.0,0.0,service_only_ppo,2
70.0,1.0,0.0,0.0,0.0,service_only_ppo,2
71.0,1.0,0.0,0.0,0.0,service_only_ppo,2
72.0,0.975,0.0,0.0,0.0,service_only_ppo,2
73.0,1.0,0.0,0.0,0.0,service_only_ppo,2
74.0,0.975,0.0,0.0,0.0,service_only_ppo,2
75.0,0.975,0.0,0.0,0.0,service_only_ppo,2
76.0,1.0,0.0,0.0,0.0,service_only_ppo,2
77.0,0.975,0.0,0.0,0.0,service_only_ppo,2
78.0,0.975,0.0,0.0,0.0,service_only_ppo,2
79.0,0.975,0.0,0.0,0.0,service_only_ppo,2
80.0,1.0,0.0,0.0,0.0,service_only_ppo,2
81.0,1.0,0.0,0.0,0.0,service_only_ppo,2
82.0,0.975,0.0,0.0,0.0,service_only_ppo,2
83.0,0.95,0.0,0.0,0.0,service_only_ppo,2
84.0,0.975,0.0,0.0,0.0,service_only_ppo,2
85.0,1.0,0.0,0.0,0.0,service_only_ppo,2
86.0,0.975,0.0,0.0,0.0,service_only_ppo,2
87.0,0.95,0.0,0.0,0.0,service_only_ppo,2
88.0,0.975,0.0,0.0,0.0,service_only_ppo,2
89.0,1.0,0.0,0.0,0.0,service_only_ppo,2
90.0,1.0,0.0,0.0,0.0,service_only_ppo,2
91.0,0.975,0.0,0.0,0.0,service_only_ppo,2
92.0,0.975,0.0,0.0,0.0,service_only_ppo,2
93.0,0.975,0.0,0.0,0.0,service_only_ppo,2
94.0,0.95,0.0,0.0,0.0,service_only_ppo,2
95.0,0.95,0.0,0.0,0.0,service_only_ppo,2
96.0,0.95,0.025,0.0,0.0,service_only_ppo,2
97.0,0.95,0.0,0.0,0.0,service_only_ppo,2
98.0,1.0,0.0,0.0,0.0,service_only_ppo,2
99.0,0.95,0.0,0.0,0.0,service_only_ppo,2
100.0,0.95,0.0,0.0,0.0,service_only_ppo,2
101.0,0.975,0.0,0.0,0.0,service_only_ppo,2
102.0,1.0,0.0,0.0,0.0,service_only_ppo,2
103.0,0.95,0.0,0.0,0.0,service_only_ppo,2
104.0,1.0,0.0,0.0,0.0,service_only_ppo,2
105.0,0.975,0.0,0.0,0.0,service_only_ppo,2
106.0,0.975,0.0,0.0,0.0,service_only_ppo,2
