scenario,seed,step,task_id,semantic_path,feasible,deadline_feasible,semantic_feasible,energy_feasible,utm_feasible,joint_feasible,resource_feasible,accuracy_lcb,accuracy_mean,quality_gap,payload_kb,delay_s,energy_j,deadline_slack_s,tx_delay_s,queue_delay_s,infer_delay_s,load_delay_s,arrival_delay_s,bottleneck_type,required_deadline_reduction_s,required_rate_mbps,required_bandwidth_hz,edge_queue_pressure,model_cache_hit,cache_eligible,utm_constraint_violation,utm_conflict_violation,service_level
normal_patrol,1,9,0000327_00601_d_0000714_11,cache,0,1,0,1,1,0,1,0.0,0.0,0.65,0.0,0.163004,79.61,0.836996,0.0,0.103004,0.02,0.04,0.0,semantic_quality,0.0,0.0,50000.0,0.1327852529604796,1,0,0,0,0
normal_patrol,1,9,0000327_00601_d_0000714_11,token,0,0,1,1,1,0,1,0.791011,0.890625,0.0,0.740326,12.652224,1814.915788,-11.652224,0.001241,0.103004,0.816,0.04,11.491979,mobility,11.652224,5922608.0,545456733465.2441,0.1327852529604796,1,0,0,0,1
normal_patrol,1,9,0000327_00601_d_0000714_11,image,0,0,1,1,1,0,1,0.850023,0.9375,0.0,154.495041,15.39173,1996.939915,-14.39173,0.117319,0.103004,2.899429,0.38,11.491979,mobility,14.39173,1235960328.0,114569141590962.25,0.1327852529604796,0,0,0,0,2
normal_patrol,1,9,0000327_00601_d_0000714_11,defer,0,0,1,1,1,0,1,0.0,0.0,0.65,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,tx_delay,0.0,0.0,1000000.0,0.1327852529604796,1,0,0,0,0
normal_patrol,1,9,0000327_00601_d_0000714_11,cache_update,0,0,1,1,1,0,1,0.791011,0.890625,0.0,0.740326,12.652224,1814.915788,-11.652224,0.001241,0.103004,0.816,0.04,11.491979,mobility,11.652224,5922608.0,545456733465.2441,0.1327852529604796,1,0,0,0,1
normal_patrol,2,0,0000280_01601_d_0000620_6,cache,0,1,0,1,1,0,1,0.0,0.0,0.76,0.0,0.282602,79.61,4.717398,0.0,0.222602,0.02,0.04,0.0,semantic_quality,0.0,0.0,50000.0,0.321869,1,0,0,0,0
normal_patrol,2,0,0000280_01601_d_0000620_6,token,0,0,0,1,1,0,1,0.355225,0.615385,0.404775,1.188401,7.3469,1034.565685,-2.3468999999999998,0.00073,0.222602,0.272,0.04,6.611567,semantic_quality,2.3468999999999998,9507207.999999998,713365377422.2057,0.321869,1,0,0,0,1
normal_patrol,2,0,0000280_01601_d_0000620_6,image,0,0,0,1,1,0,1,0.0,0.0,0.76,191.093224,9.986742,1208.765082,-4.986742,0.117461,0.222602,2.255111,0.38,6.611567,semantic_quality,4.986742,1528745792.0,114708158156704.78,0.321869,0,0,0,0,2
normal_patrol,2,0,0000280_01601_d_0000620_6,defer,0,0,1,1,1,0,1,0.0,0.0,0.76,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,tx_delay,0.0,0.0,1000000.0,0.321869,1,0,0,0,0
normal_patrol,2,0,0000280_01601_d_0000620_6,cache_update,0,0,0,1,1,0,1,0.355225,0.615385,0.404775,1.188401,7.3469,1034.565685,-2.3468999999999998,0.00073,0.222602,0.272,0.04,6.611567,semantic_quality,2.3468999999999998,9507207.999999998,713365377422.2057,0.321869,1,0,0,0,1
normal_patrol,2,1,0000280_01601_d_0000620_6,cache,0,1,0,1,1,0,1,0.0,0.0,0.76,0.0,0.213336,79.61,3.786664,0.0,0.153336,0.02,0.04,0.0,semantic_quality,0.0,0.0,50000.0,0.21971485000000002,1,0,0,0,0
normal_patrol,2,1,0000280_01601_d_0000620_6,token,0,0,0,1,1,0,1,0.355225,0.615385,0.404775,1.188401,7.27763,1034.565681,-3.2776300000000003,0.000727,0.153336,0.272,0.04,6.611567,semantic_quality,3.2776300000000003,9507207.999999998,709718549413.9033,0.21971485000000002,1,0,0,0,1
normal_patrol,2,1,0000280_01601_d_0000620_6,image,0,0,0,1,1,0,1,0.0,0.0,0.76,191.093224,9.916875,1208.764482,-5.916874999999999,0.116861,0.153336,2.255111,0.38,6.611567,semantic_quality,5.916874999999999,1528745792.0,114121753297166.62,0.21971485000000002,0,0,0,0,2
normal_patrol,2,1,0000280_01601_d_0000620_6,defer,0,0,1,1,1,0,1,0.0,0.0,0.76,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,tx_delay,0.0,0.0,1000000.0,0.21971485000000002,1,0,0,0,0
normal_patrol,2,1,0000280_01601_d_0000620_6,cache_update,0,0,0,1,1,0,1,0.355225,0.615385,0.404775,1.188401,7.27763,1034.565681,-3.2776300000000003,0.000727,0.153336,0.272,0.04,6.611567,semantic_quality,3.2776300000000003,9507207.999999998,709718549413.9033,0.21971485000000002,1,0,0,0,1
normal_patrol,2,2,0000335_02549_d_0000056_14,cache,0,1,0,1,1,0,1,0.0,0.0,0.82,0.0,0.168314,79.61,2.831686,0.0,0.108314,0.02,0.04,0.0,semantic_quality,0.0,0.0,50000.0,0.15331465249999998,1,0,0,0,0
normal_patrol,2,2,0000335_02549_d_0000056_14,token,0,0,0,1,1,0,1,0.355225,0.615385,0.46477499999999994,1.188401,4.189949,574.53731,-1.1899490000000004,0.000583,0.108314,0.272,0.04,3.569052,semantic_quality,1.1899490000000004,9507207.999999998,569713842958.4921,0.15331465249999998,1,0,0,0,1
normal_patrol,2,2,0000335_02549_d_0000056_14,image,0,0,0,1,1,0,1,0.0,0.0,0.82,191.093224,6.806285,748.713201,-3.806285,0.093808,0.108314,2.255111,0.38,3.569052,semantic_quality,3.806285,1528745792.0,91609191685607.78,0.15331465249999998,0,0,0,0,2
normal_patrol,2,2,0000335_02549_d_0000056_14,defer,0,0,1,1,1,0,1,0.0,0.0,0.82,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,tx_delay,0.0,0.0,1000000.0,0.15331465249999998,1,0,0,0,0
normal_patrol,2,2,0000335_02549_d_0000056_14,cache_update,0,0,0,1,1,0,1,0.355225,0.615385,0.46477499999999994,1.188401,4.189949,574.53731,-1.1899490000000004,0.000583,0.108314,0.272,0.04,3.569052,semantic_quality,1.1899490000000004,9507207.999999998,569713842958.4921,0.15331465249999998,1,0,0,0,1
normal_patrol,2,3,0000335_02549_d_0000056_14,cache,0,1,0,1,1,0,1,0.0,0.0,0.82,0.0,0.139049,79.61,1.860951,0.0,0.079049,0.02,0.04,0.0,semantic_quality,0.0,0.0,50000.0,0.11015452412499999,1,0,0,0,0
normal_patrol,2,3,0000335_02549_d_0000056_14,token,0,0,0,1,1,0,1,0.355225,0.615385,0.46477499999999994,1.188401,4.160684,574.53731,-2.160684,0.000583,0.079049,0.272,0.04,3.569052,semantic_quality,2.160684,9507207.999999998,569381208699.1304,0.11015452412499999,1,0,0,0,1
normal_patrol,2,3,0000335_02549_d_0000056_14,image,0,0,0,1,1,0,1,0.0,0.0,0.82,191.093224,6.776965,748.713146,-4.776965,0.093753,0.079049,2.255111,0.38,3.569052,semantic_quality,4.776965,1528745792.0,91555704560441.88,0.11015452412499999,0,0,0,0,2
normal_patrol,2,3,0000335_02549_d_0000056_14,defer,0,0,1,1,1,0,1,0.0,0.0,0.82,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,tx_delay,0.0,0.0,1000000.0,0.11015452412499999,1,0,0,0,0
normal_patrol,2,3,0000335_02549_d_0000056_14,cache_update,0,0,0,1,1,0,1,0.355225,0.615385,0.46477499999999994,1.188401,4.160684,574.53731,-2.160684,0.000583,0.079049,0.272,0.04,3.569052,semantic_quality,2.160684,9507207.999999998,569381208699.1304,0.11015452412499999,1,0,0,0,1
normal_patrol,2,4,0000335_02549_d_0000056_14,cache,0,1,0,1,1,0,1,0.0,0.0,0.82,0.0,0.120027,79.61,0.879973,0.0,0.060027,0.02,0.04,0.0,semantic_quality,0.0,0.0,50000.0,0.08210044068125,1,0,0,0,0
normal_patrol,2,4,0000335_02549_d_0000056_14,token,0,0,0,1,1,0,1,0.355225,0.615385,0.46477499999999994,1.188401,4.141665,574.537313,-3.1416649999999997,0.000586,0.060027,0.272,0.04,3.569052,semantic_quality,3.1416649999999997,9507207.999999998,572520301232.912,0.08210044068125,1,0,0,0,1
normal_patrol,2,4,0000335_02549_d_0000056_14,image,0,0,0,1,1,0,1,0.0,0.0,0.82,191.093224,6.75846,748.713663,-5.75846,0.09427,0.060027,2.255111,0.38,3.569052,semantic_quality,5.75846,1528745792.0,92060466263532.55,0.08210044068125,0,0,0,0,2
normal_patrol,2,4,0000335_02549_d_0000056_14,defer,0,0,1,1,1,0,1,0.0,0.0,0.82,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,tx_delay,0.0,0.0,1000000.0,0.08210044068125,1,0,0,0,0
normal_patrol,2,4,0000335_02549_d_0000056_14,cache_update,0,0,0,1,1,0,1,0.355225,0.615385,0.46477499999999994,1.188401,4.141665,574.537313,-3.1416649999999997,0.000586,0.060027,0.272,0.04,3.569052,semantic_quality,3.1416649999999997,9507207.999999998,572520301232.912,0.08210044068125,1,0,0,0,1
normal_patrol,2,5,0000333_02941_d_0000016_10,cache,0,1,0,1,1,0,1,0.0,0.0,0.82,0.0,0.107662,79.61,1.892338,0.0,0.047662,0.02,0.04,0.0,semantic_quality,0.0,0.0,50000.0,0.0638652864428125,1,0,0,0,0
normal_patrol,2,5,0000333_02941_d_0000016_10,token,0,0,0,1,1,0,1,0.355225,0.615385,0.46477499999999994,1.188401,3.953962,548.01945,-1.9539620000000002,0.00063,0.047662,0.272,0.04,3.393669,semantic_quality,1.9539620000000002,9507207.999999998,615661976267.3231,0.0638652864428125,1,0,0,0,1
normal_patrol,2,5,0000333_02941_d_0000016_10,image,0,0,0,1,1,0,1,0.0,0.0,0.82,191.093224,6.577816,722.20286,-4.577816,0.101374,0.047662,2.255111,0.38,3.393669,semantic_quality,4.577816,1528745792.0,98997587463435.56,0.0638652864428125,0,0,0,0,2
normal_patrol,2,5,0000333_02941_d_0000016_10,defer,0,0,1,1,1,0,1,0.0,0.0,0.82,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,tx_delay,0.0,0.0,1000000.0,0.0638652864428125,1,0,0,0,0
normal_patrol,2,5,0000333_02941_d_0000016_10,cache_update,0,0,0,1,1,0,1,0.355225,0.615385,0.46477499999999994,1.188401,3.953962,548.01945,-1.9539620000000002,0.00063,0.047662,0.272,0.04,3.393669,semantic_quality,1.9539620000000002,9507207.999999998,615661976267.3231,0.0638652864428125,1,0,0,0,1
normal_patrol,2,6,0000333_02941_d_0000016_10,cache,0,1,0,1,1,0,1,0.0,0.0,0.82,0.0,0.099626,79.61,0.900374,0.0,0.039626,0.02,0.04,0.0,semantic_quality,0.0,0.0,50000.0,0.05201243618782812,1,0,0,0,0
normal_patrol,2,6,0000333_02941_d_0000016_10,token,0,0,0,1,1,0,1,0.355225,0.615385,0.46477499999999994,1.188401,3.945929,548.019454,-2.945929,0.000634,0.039626,0.272,0.04,3.393669,semantic_quality,2.945929,9507207.999999998,619502612905.416,0.05201243618782812,1,0,0,0,1
normal_patrol,2,6,0000333_02941_d_0000016_10,image,0,0,0,1,1,0,1,0.0,0.0,0.82,191.093224,6.570412,722.203493,-5.570412,0.102006,0.039626,2.255111,0.38,3.393669,semantic_quality,5.570412,1528745792.0,99615156480447.23,0.05201243618782812,0,0,0,0,2
normal_patrol,2,6,0000333_02941_d_0000016_10,defer,0,0,1,1,1,0,1,0.0,0.0,0.82,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,tx_delay,0.0,0.0,1000000.0,0.05201243618782812,1,0,0,0,0
normal_patrol,2,6,0000333_02941_d_0000016_10,cache_update,0,0,0,1,1,0,1,0.355225,0.615385,0.46477499999999994,1.188401,3.945929,548.019454,-2.945929,0.000634,0.039626,0.272,0.04,3.393669,semantic_quality,2.945929,9507207.999999998,619502612905.416,0.05201243618782812,1,0,0,0,1
normal_patrol,2,7,0000301_01201_d_0000162_3,cache,0,1,0,1,1,0,1,0.0,0.0,0.65,0.0,0.094402,79.61,0.905598,0.0,0.034402,0.02,0.04,0.0,semantic_quality,0.0,0.0,50000.0,0.04430808352208829,1,0,0,0,0
normal_patrol,2,7,0000301_01201_d_0000162_3,token,0,0,1,1,1,0,1,0.743786,0.9,0.0,0.79515,10.928798,1564.693468,-9.928798,0.001327,0.034402,0.816,0.04,9.837069,mobility,9.928798,6361200.0,583305093950.0339,0.04430808352208829,1,0,0,0,1
normal_patrol,2,7,0000301_01201_d_0000162_3,image,0,0,0,1,1,0,1,0.555517,0.733333,0.09448299999999998,154.00179,13.667332,1746.716666,-12.667332,0.116433,0.034402,2.899429,0.38,9.837069,semantic_quality,12.667332,1232014320.0,113704071979747.62,0.04430808352208829,0,0,0,0,2
normal_patrol,2,7,0000301_01201_d_0000162_3,defer,0,0,1,1,1,0,1,0.0,0.0,0.65,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,tx_delay,0.0,0.0,1000000.0,0.04430808352208829,1,0,0,0,0
normal_patrol,2,7,0000301_01201_d_0000162_3,cache_update,0,0,1,1,1,0,1,0.743786,0.9,0.0,0.79515,10.928798,1564.693468,-9.928798,0.001327,0.034402,0.816,0.04,9.837069,mobility,9.928798,6361200.0,583305093950.0339,0.04430808352208829,1,0,0,0,1
normal_patrol,2,8,0000263_02401_d_0000179_4,cache,0,1,0,1,1,0,1,0.0,0.0,0.65,0.0,0.091006,79.61,0.908994,0.0,0.031006,0.02,0.04,0.0,semantic_quality,0.0,0.0,50000.0,0.039300254289357385,1,0,0,0,0
normal_patrol,2,8,0000263_02401_d_0000179_4,token,0,0,1,1,1,0,1,0.760952,0.850575,0.0,0.745409,4.970535,664.3815,-3.970535,0.000903,0.031006,0.816,0.04,3.882626,mobility,3.970535,5963271.999999999,396989388505.78516,0.039300254289357385,1,0,0,0,1
normal_patrol,2,8,0000263_02401_d_0000179_4,image,0,0,1,1,1,0,1,0.760952,0.850575,0.0,165.924681,7.683974,846.379391,-6.683974,0.090914,0.031006,2.899429,0.38,3.882626,mobility,6.683974,1327397447.9999998,88783016072004.12,0.039300254289357385,0,0,0,0,2
normal_patrol,2,8,0000263_02401_d_0000179_4,defer,0,0,1,1,1,0,1,0.0,0.0,0.65,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,tx_delay,0.0,0.0,1000000.0,0.039300254289357385,1,0,0,0,0
normal_patrol,2,8,0000263_02401_d_0000179_4,cache_update,0,0,1,1,1,0,1,0.760952,0.850575,0.0,0.745409,4.970535,664.3815,-3.970535,0.000903,0.031006,0.816,0.04,3.882626,mobility,3.970535,5963271.999999999,396989388505.78516,0.039300254289357385,1,0,0,0,1
normal_patrol,2,9,0000289_05401_d_0000838_5,cache,0,1,0,1,1,0,1,0.0,0.0,0.65,0.0,0.088799,79.61,0.911201,0.0,0.028799,0.02,0.04,0.0,semantic_quality,0.0,0.0,50000.0,0.0360451652880823,1,0,0,0,0
normal_patrol,2,9,0000289_05401_d_0000838_5,token,0,0,1,1,1,0,1,0.791011,0.890625,0.0,0.740326,9.95507,1418.331363,-8.95507,0.001205,0.028799,0.816,0.04,8.869066,mobility,8.95507,5922608.0,529468116871.13275,0.0360451652880823,1,0,0,0,1
normal_patrol,2,9,0000289_05401_d_0000838_5,image,0,0,1,1,1,0,1,0.850023,0.9375,0.0,154.495041,12.691152,1600.352047,-11.691152,0.113858,0.028799,2.899429,0.38,8.869066,mobility,11.691152,1235960328.0,111189717607735.81,0.0360451652880823,0,0,0,0,2
normal_patrol,2,9,0000289_05401_d_0000838_5,defer,0,0,1,1,1,0,1,0.0,0.0,0.65,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,tx_delay,0.0,0.0,1000000.0,0.0360451652880823,1,0,0,0,0
normal_patrol,2,9,0000289_05401_d_0000838_5,cache_update,0,0,1,1,1,0,1,0.791011,0.890625,0.0,0.740326,9.95507,1418.331363,-8.95507,0.001205,0.028799,0.816,0.04,8.869066,mobility,8.95507,5922608.0,529468116871.13275,0.0360451652880823,1,0,0,0,1
disaster_hotspot,0,0,0000330_00001_d_0000800_5,cache,0,1,0,1,1,0,1,0.0,0.0,0.84,0.0,0.392417,79.61,1.3475829999999998,0.0,0.332417,0.02,0.04,0.0,semantic_quality,0.0,0.0,50000.0,0.482285,1,0,0,0,0
disaster_hotspot,0,0,0000330_00001_d_0000800_5,token,0,0,0,1,1,0,1,0.356653,0.401361,0.48334699999999997,1.15823,4.329977,555.771269,-2.5899770000000006,0.000622,0.332417,0.272,0.04,3.444938,semantic_quality,2.5899770000000006,9265840.0,607241555962.4437,0.482285,1,0,0,0,1
disaster_hotspot,0,0,0000330_00001_d_0000800_5,image,0,0,0,1,1,0,1,0.0,0.0,0.84,184.215198,6.951366,729.952213,-5.211366,0.098899,0.332417,2.255111,0.38,3.444938,semantic_quality,5.211366,1473721584.0,96581096557203.36,0.482285,0,0,0,0,2
disaster_hotspot,0,0,0000330_00001_d_0000800_5,defer,0,0,1,1,1,0,1,0.0,0.0,0.84,0.0,0.0,0.0,1.7399999999999998,0.0,0.0,0.0,0.0,0.0,tx_delay,0.0,0.0,1000000.0,0.482285,1,0,0,0,0
disaster_hotspot,0,0,0000330_00001_d_0000800_5,cache_update,0,0,0,1,1,0,1,0.356653,0.401361,0.48334699999999997,1.15823,4.329977,555.771269,-2.5899770000000006,0.000622,0.332417,0.272,0.04,3.444938,semantic_quality,2.5899770000000006,9265840.0,607241555962.4437,0.482285,1,0,0,0,1
disaster_hotspot,0,1,0000330_00001_d_0000800_5,cache,0,1,0,1,1,0,1,0.0,0.0,0.84,0.0,0.284716,79.61,0.45528399999999974,0.0,0.224716,0.02,0.04,0.0,semantic_quality,0.0,0.0,50000.0,0.32398525,1,0,0,0,0
disaster_hotspot,0,1,0000330_00001_d_0000800_5,token,0,0,0,1,1,0,1,0.356653,0.401361,0.48334699999999997,1.15823,4.222271,555.771264,-3.4822710000000003,0.000617,0.224716,0.272,0.04,3.444938,semantic_quality,3.4822710000000003,9265840.0,602471306369.6869,0.32398525,1,0,0,0,1
disaster_hotspot,0,1,0000330_00001_d_0000800_5,image,0,0,0,1,1,0,1,0.0,0.0,0.84,184.215198,6.842888,729.951436,-6.102888,0.098122,0.224716,2.255111,0.38,3.444938,semantic_quality,6.102888,1473721584.0,95822393645658.05,0.32398525,0,0,0,0,2
disaster_hotspot,0,1,0000330_00001_d_0000800_5,defer,0,0,1,1,1,0,1,0.0,0.0,0.84,0.0,0.0,0.0,0.7399999999999998,0.0,0.0,0.0,0.0,0.0,tx_delay,0.0,0.0,1000000.0,0.32398525,1,0,0,0,0
disaster_hotspot,0,1,0000330_00001_d_0000800_5,cache_update,0,0,0,1,1,0,1,0.356653,0.401361,0.48334699999999997,1.15823,4.222271,555.771264,-3.4822710000000003,0.000617,0.224716,0.272,0.04,3.444938,semantic_quality,3.4822710000000003,9265840.0,602471306369.6869,0.32398525,1,0,0,0,1
disaster_hotspot,0,2,0000330_04001_d_0000820_0,cache,0,1,0,1,1,0,1,0.0,0.0,0.84,0.0,0.214711,79.61,0.6852889999999999,0.0,0.154711,0.02,0.04,0.0,semantic_quality,0.0,0.0,50000.0,0.22109041250000003,1,0,0,0,0
disaster_hotspot,0,2,0000330_04001_d_0000820_0,token,0,0,0,1,1,0,1,0.355225,0.615385,0.48477499999999996,1.188401,4.192879,561.915476,-3.2928789999999997,0.000594,0.154711,0.272,0.04,3.485575,semantic_quality,3.2928789999999997,9507207.999999998,579697766209.4143,0.22109041250000003,1,0,0,0,1
disaster_hotspot,0,2,0000330_04001_d_0000820_0,image,0,0,0,1,1,0,1,0.0,0.0,0.84,191.093224,6.810848,736.093,-5.910848,0.095452,0.154711,2.255111,0.38,3.485575,semantic_quality,5.910848,1528745792.0,93214592625347.22,0.22109041250000003,0,0,0,0,2
disaster_hotspot,0,2,0000330_04001_d_0000820_0,defer,0,0,1,1,1,0,1,0.0,0.0,0.84,0.0,0.0,0.0,0.8999999999999999,0.0,0.0,0.0,0.0,0.0,tx_delay,0.0,0.0,1000000.0,0.22109041250000003,1,0,0,0,0
disaster_hotspot,0,2,0000330_04001_d_0000820_0,cache_update,0,0,0,1,1,0,1,0.355225,0.615385,0.48477499999999996,1.188401,4.192879,561.915476,-3.2928789999999997,0.000594,0.154711,0.272,0.04,3.485575,semantic_quality,3.2928789999999997,9507207.999999998,579697766209.4143,0.22109041250000003,1,0,0,0,1
disaster_hotspot,1,0,0000154_00401_d_0000001_0,cache,0,1,0,1,1,0,1,0.0,0.0,0.84,0.0,0.320456,79.61,1.4195439999999997,0.0,0.260456,0.02,0.04,0.0,semantic_quality,0.0,0.0,50000.0,0.4078155,1,0,0,0,0
disaster_hotspot,1,0,0000154_00401_d_0000001_0,token,0,0,0,1,1,0,1,0.771898,1.0,0.068102,1.188101,4.273661,558.137114,-2.533661,0.00062,0.260456,0.272,0.04,3.460585,semantic_quality,2.533661,9504808.0,605675533349.3406,0.4078155,1,0,0,0,1
disaster_hotspot,1,0,0000154_00401_d_0000001_0,image,0,0,0,1,1,0,1,0.771898,1.0,0.068102,206.76863,6.904089,732.327098,-5.164089000000001,0.107937,0.260456,2.255111,0.38,3.460585,semantic_quality,5.164089000000001,1654149040.0,105407452948160.52,0.4078155,0,0,0,0,2
disaster_hotspot,1,0,0000154_00401_d_0000001_0,defer,0,0,1,1,1,0,1,0.0,0.0,0.84,0.0,0.0,0.0,1.7399999999999998,0.0,0.0,0.0,0.0,0.0,tx_delay,0.0,0.0,1000000.0,0.4078155,1,0,0,0,0
disaster_hotspot,1,0,0000154_00401_d_0000001_0,cache_update,0,0,0,1,1,0,1,0.771898,1.0,0.068102,1.188101,4.273661,558.137114,-2.533661,0.00062,0.260456,0.272,0.04,3.460585,semantic_quality,2.533661,9504808.0,605675533349.3406,0.4078155,1,0,0,0,1
disaster_hotspot,1,1,0000154_00401_d_0000001_0,cache,0,1,0,1,1,0,1,0.0,0.0,0.84,0.0,0.237941,79.61,0.5020589999999998,0.0,0.177941,0.02,0.04,0.0,semantic_quality,0.0,0.0,50000.0,0.275580075,1,0,0,0,0
disaster_hotspot,1,1,0000154_00401_d_0000001_0,token,0,0,0,1,1,0,1,0.771898,1.0,0.068102,1.188101,4.191147,558.137115,-3.451147,0.000621,0.177941,0.272,0.04,3.460585,semantic_quality,3.451147,9504808.0,606309741932.6483,0.275580075,1,0,0,0,1
disaster_hotspot,1,1,0000154_00401_d_0000001_0,image,0,0,0,1,1,0,1,0.771898,1.0,0.068102,206.76863,6.821688,732.327211,-6.081688,0.10805,0.177941,2.255111,0.38,3.460585,semantic_quality,6.081688,1654149040.0,105517826089757.72,0.275580075,0,0,0,0,2
disaster_hotspot,1,1,0000154_00401_d_0000001_0,defer,0,0,1,1,1,0,1,0.0,0.0,0.84,0.0,0.0,0.0,0.7399999999999998,0.0,0.0,0.0,0.0,0.0,tx_delay,0.0,0.0,1000000.0,0.275580075,1,0,0,0,0
disaster_hotspot,1,1,0000154_00401_d_0000001_0,cache_update,0,0,0,1,1,0,1,0.771898,1.0,0.068102,1.188101,4.191147,558.137115,-3.451147,0.000621,0.177941,0.272,0.04,3.460585,semantic_quality,3.451147,9504808.0,606309741932.6483,0.275580075,1,0,0,0,1
disaster_hotspot,1,2,0000335_03921_d_0000063_4,cache,0,1,0,1,1,0,1,0.0,0.0,0.84,0.0,0.184307,79.61,0.7156929999999999,0.0,0.124307,0.02,0.04,0.0,semantic_quality,0.0,0.0,50000.0,0.18962704875,1,0,0,0,0
disaster_hotspot,1,2,0000335_03921_d_0000063_4,token,0,0,0,1,1,0,1,0.771898,1.0,0.068102,1.188101,4.190883,566.20279,-3.2908830000000004,0.000646,0.124307,0.272,0.04,3.51393,semantic_quality,3.2908830000000004,9504808.0,631128427302.4302,0.18962704875,1,0,0,0,1
disaster_hotspot,1,2,0000335_03921_d_0000063_4,image,0,0,0,1,1,0,1,0.771898,1.0,0.068102,206.76863,6.825821,740.397283,-5.925821000000001,0.112473,0.124307,2.255111,0.38,3.51393,semantic_quality,5.925821000000001,1654149040.0,109837093199465.45,0.18962704875,0,0,0,0,2
disaster_hotspot,1,2,0000335_03921_d_0000063_4,defer,0,0,1,1,1,0,1,0.0,0.0,0.84,0.0,0.0,0.0,0.8999999999999999,0.0,0.0,0.0,0.0,0.0,tx_delay,0.0,0.0,1000000.0,0.18962704875,1,0,0,0,0
disaster_hotspot,1,2,0000335_03921_d_0000063_4,cache_update,0,0,0,1,1,0,1,0.771898,1.0,0.068102,1.188101,4.190883,566.20279,-3.2908830000000004,0.000646,0.124307,0.272,0.04,3.51393,semantic_quality,3.2908830000000004,9504808.0,631128427302.4302,0.18962704875,1,0,0,0,1
disaster_hotspot,2,0,0000153_00401_d_0000001_0,cache,0,1,0,1,1,0,1,0.0,0.0,0.84,0.0,0.414497,79.61,1.3255029999999999,0.0,0.354497,0.02,0.04,0.0,semantic_quality,0.0,0.0,50000.0,0.5184635,1,0,0,0,0
disaster_hotspot,2,0,0000153_00401_d_0000001_0,token,0,0,0,1,1,0,1,0.355225,0.615385,0.48477499999999996,1.188401,4.341187,554.122663,-2.601187,0.000655,0.354497,0.272,0.04,3.434034,semantic_quality,2.601187,9507207.999999998,639978006832.8795,0.5184635,1,0,0,0,1
disaster_hotspot,2,0,0000153_00401_d_0000001_0,image,0,0,0,1,1,0,1,0.0,0.0,0.84,191.093224,6.96902,728.310052,-5.22902,0.105377,0.354497,2.255111,0.38,3.434034,semantic_quality,5.22902,1528745792.0,102907571278372.36,0.5184635,0,0,0,0,2
disaster_hotspot,2,0,0000153_00401_d_0000001_0,defer,0,0,1,1,1,0,1,0.0,0.0,0.84,0.0,0.0,0.0,1.7399999999999998,0.0,0.0,0.0,0.0,0.0,tx_delay,0.0,0.0,1000000.0,0.5184635,1,0,0,0,0
disaster_hotspot,2,0,0000153_00401_d_0000001_0,cache_update,0,0,0,1,1,0,1,0.355225,0.615385,0.48477499999999996,1.188401,4.341187,554.122663,-2.601187,0.000655,0.354497,0.272,0.04,3.434034,semantic_quality,2.601187,9507207.999999998,639978006832.8795,0.5184635,1,0,0,0,1
disaster_hotspot,2,1,0000153_00401_d_0000001_0,cache,0,1,0,1,1,0,1,0.0,0.0,0.84,0.0,0.299068,79.61,0.44093199999999977,0.0,0.239068,0.02,0.04,0.0,semantic_quality,0.0,0.0,50000.0,0.34750127500000005,1,0,0,0,0
disaster_hotspot,2,1,0000153_00401_d_0000001_0,token,0,0,0,1,1,0,1,0.355225,0.615385,0.48477499999999996,1.188401,4.225754,554.12266,-3.4857540000000005,0.000651,0.239068,0.272,0.04,3.434034,semantic_quality,3.4857540000000005,9507207.999999998,636183693336.5916,0.34750127500000005,1,0,0,0,1
disaster_hotspot,2,1,0000153_00401_d_0000001_0,image,0,0,0,1,1,0,1,0.0,0.0,0.84,191.093224,6.852966,728.309427,-6.112966,0.104753,0.239068,2.255111,0.38,3.434034,semantic_quality,6.112966,1528745792.0,102297450957981.88,0.34750127500000005,0,0,0,0,2
disaster_hotspot,2,1,0000153_00401_d_0000001_0,defer,0,0,1,1,1,0,1,0.0,0.0,0.84,0.0,0.0,0.0,0.7399999999999998,0.0,0.0,0.0,0.0,0.0,tx_delay,0.0,0.0,1000000.0,0.34750127500000005,1,0,0,0,0
disaster_hotspot,2,1,0000153_00401_d_0000001_0,cache_update,0,0,0,1,1,0,1,0.355225,0.615385,0.48477499999999996,1.188401,4.225754,554.12266,-3.4857540000000005,0.000651,0.239068,0.272,0.04,3.434034,semantic_quality,3.4857540000000005,9507207.999999998,636183693336.5916,0.34750127500000005,1,0,0,0,1
