scenario,seed,step,task_id,semantic_path,mobility_mode,utm_feasible,arrival_delay_s,tx_delay_s,total_delay_s,deadline_slack_s,semantic_feasible,deadline_feasible,energy_feasible,resource_feasible,joint_feasible,semantic_accuracy_lcb,utm_conflict_risk
disaster_hotspot,1,2,0000335_03921_d_0000063_4,cache,reposition,1,1.0,0.0,1.184307,-0.284307,0,0,1,1,0,0.0,0.0
disaster_hotspot,1,2,0000335_03921_d_0000063_4,token,stay,1,0.0,0.000646,0.676953,0.223047,0,1,1,1,0,0.771898,1.0
disaster_hotspot,1,2,0000335_03921_d_0000063_4,token,serve_task,1,3.51393,0.000646,4.190883,-3.2908830000000004,0,0,1,1,0,0.771898,1.0
disaster_hotspot,1,2,0000335_03921_d_0000063_4,token,avoid_conflict,1,1.037863,0.000646,1.714816,-0.8148159999999999,0,0,1,1,0,0.771898,0.65
disaster_hotspot,1,2,0000335_03921_d_0000063_4,token,reposition,1,1.0,0.000646,1.676953,-0.7769529999999999,0,0,1,1,0,0.771898,1.0
disaster_hotspot,1,2,0000335_03921_d_0000063_4,image,stay,1,0.0,0.112473,3.311891,-2.4118910000000002,0,0,1,1,0,0.771898,1.0
disaster_hotspot,1,2,0000335_03921_d_0000063_4,image,serve_task,1,3.51393,0.112473,6.825821,-5.925821,0,0,1,1,0,0.771898,1.0
disaster_hotspot,1,2,0000335_03921_d_0000063_4,image,avoid_conflict,1,1.037863,0.112473,4.349754,-3.449754,0,0,1,1,0,0.771898,0.65
disaster_hotspot,1,2,0000335_03921_d_0000063_4,image,reposition,1,1.0,0.112473,4.311891,-3.4118910000000002,0,0,1,1,0,0.771898,1.0
disaster_hotspot,1,2,0000335_03921_d_0000063_4,cache_update,stay,1,0.0,0.000646,0.676953,0.223047,0,1,1,1,0,0.771898,1.0
disaster_hotspot,1,2,0000335_03921_d_0000063_4,cache_update,serve_task,1,3.51393,0.000646,4.190883,-3.2908830000000004,0,0,1,1,0,0.771898,1.0
disaster_hotspot,1,2,0000335_03921_d_0000063_4,cache_update,avoid_conflict,1,1.037863,0.000646,1.714816,-0.8148159999999999,0,0,1,1,0,0.771898,0.65
disaster_hotspot,1,2,0000335_03921_d_0000063_4,cache_update,reposition,1,1.0,0.000646,1.676953,-0.7769529999999999,0,0,1,1,0,0.771898,1.0
disaster_hotspot,2,0,0000153_00401_d_0000001_0,cache,stay,1,0.0,0.0,0.414497,1.3255029999999999,0,1,1,1,0,0.0,0.0
disaster_hotspot,2,0,0000153_00401_d_0000001_0,cache,serve_task,1,3.434034,0.0,3.848531,-2.108531,0,0,1,1,0,0.0,0.0
disaster_hotspot,2,0,0000153_00401_d_0000001_0,cache,avoid_conflict,1,1.037863,0.0,1.45236,0.2876399999999999,0,1,1,1,0,0.0,0.0
disaster_hotspot,2,0,0000153_00401_d_0000001_0,cache,reposition,1,1.0,0.0,1.414497,0.3255030000000001,0,1,1,1,0,0.0,0.0
disaster_hotspot,2,0,0000153_00401_d_0000001_0,token,stay,1,0.0,0.000655,0.907152,0.832848,0,1,1,1,0,0.355225,1.0
disaster_hotspot,2,0,0000153_00401_d_0000001_0,token,serve_task,1,3.434034,0.000655,4.341187,-2.6011869999999995,0,0,1,1,0,0.355225,1.0
disaster_hotspot,2,0,0000153_00401_d_0000001_0,token,avoid_conflict,1,1.037863,0.000655,1.945016,-0.2050160000000001,0,0,1,1,0,0.355225,0.65
disaster_hotspot,2,0,0000153_00401_d_0000001_0,token,reposition,1,1.0,0.000655,1.907152,-0.16715199999999997,0,0,1,1,0,0.355225,1.0
disaster_hotspot,2,0,0000153_00401_d_0000001_0,image,stay,1,0.0,0.105377,3.534985,-1.7949849999999998,0,0,1,1,0,0.0,1.0
disaster_hotspot,2,0,0000153_00401_d_0000001_0,image,serve_task,1,3.434034,0.105377,6.96902,-5.22902,0,0,1,1,0,0.0,1.0
disaster_hotspot,2,0,0000153_00401_d_0000001_0,image,avoid_conflict,1,1.037863,0.105377,4.572849,-2.8328489999999995,0,0,1,1,0,0.0,0.65
disaster_hotspot,2,0,0000153_00401_d_0000001_0,image,reposition,1,1.0,0.105377,4.534985,-2.7949849999999996,0,0,1,1,0,0.0,1.0
disaster_hotspot,2,0,0000153_00401_d_0000001_0,cache_update,stay,1,0.0,0.000655,0.907152,0.832848,0,1,1,1,0,0.355225,1.0
disaster_hotspot,2,0,0000153_00401_d_0000001_0,cache_update,serve_task,1,3.434034,0.000655,4.341187,-2.6011869999999995,0,0,1,1,0,0.355225,1.0
disaster_hotspot,2,0,0000153_00401_d_0000001_0,cache_update,avoid_conflict,1,1.037863,0.000655,1.945016,-0.2050160000000001,0,0,1,1,0,0.355225,0.65
disaster_hotspot,2,0,0000153_00401_d_0000001_0,cache_update,reposition,1,1.0,0.000655,1.907152,-0.16715199999999997,0,0,1,1,0,0.355225,1.0
disaster_hotspot,2,1,0000153_00401_d_0000001_0,cache,stay,1,0.0,0.0,0.299068,0.440932,0,1,1,1,0,0.0,0.0
disaster_hotspot,2,1,0000153_00401_d_0000001_0,cache,serve_task,1,3.434034,0.0,3.733102,-2.9931020000000004,0,0,1,1,0,0.0,0.0
disaster_hotspot,2,1,0000153_00401_d_0000001_0,cache,avoid_conflict,1,1.037863,0.0,1.336931,-0.5969310000000001,0,0,1,1,0,0.0,0.0
disaster_hotspot,2,1,0000153_00401_d_0000001_0,cache,reposition,1,1.0,0.0,1.299068,-0.5590679999999999,0,0,1,1,0,0.0,0.0
disaster_hotspot,2,1,0000153_00401_d_0000001_0,token,stay,1,0.0,0.000651,0.791719,-0.05171899999999996,0,0,1,1,0,0.355225,1.0
disaster_hotspot,2,1,0000153_00401_d_0000001_0,token,serve_task,1,3.434034,0.000651,4.225754,-3.485754,0,0,1,1,0,0.355225,1.0
disaster_hotspot,2,1,0000153_00401_d_0000001_0,token,avoid_conflict,1,1.037863,0.000651,1.829583,-1.089583,0,0,1,1,0,0.355225,0.65
disaster_hotspot,2,1,0000153_00401_d_0000001_0,token,reposition,1,1.0,0.000651,1.791719,-1.051719,0,0,1,1,0,0.355225,1.0
disaster_hotspot,2,1,0000153_00401_d_0000001_0,image,stay,1,0.0,0.104753,3.418932,-2.6789319999999996,0,0,1,1,0,0.0,1.0
disaster_hotspot,2,1,0000153_00401_d_0000001_0,image,serve_task,1,3.434034,0.104753,6.852966,-6.112966,0,0,1,1,0,0.0,1.0
disaster_hotspot,2,1,0000153_00401_d_0000001_0,image,avoid_conflict,1,1.037863,0.104753,4.456795,-3.7167949999999994,0,0,1,1,0,0.0,0.65
disaster_hotspot,2,1,0000153_00401_d_0000001_0,image,reposition,1,1.0,0.104753,4.418932,-3.6789319999999996,0,0,1,1,0,0.0,1.0
disaster_hotspot,2,1,0000153_00401_d_0000001_0,cache_update,stay,1,0.0,0.000651,0.791719,-0.05171899999999996,0,0,1,1,0,0.355225,1.0
disaster_hotspot,2,1,0000153_00401_d_0000001_0,cache_update,serve_task,1,3.434034,0.000651,4.225754,-3.485754,0,0,1,1,0,0.355225,1.0
disaster_hotspot,2,1,0000153_00401_d_0000001_0,cache_update,avoid_conflict,1,1.037863,0.000651,1.829583,-1.089583,0,0,1,1,0,0.355225,0.65
disaster_hotspot,2,1,0000153_00401_d_0000001_0,cache_update,reposition,1,1.0,0.000651,1.791719,-1.051719,0,0,1,1,0,0.355225,1.0
disaster_hotspot,2,2,0000194_00000_d_0000119_1,cache,stay,1,0.0,0.0,0.224039,0.675961,0,1,1,1,0,0.0,0.0
disaster_hotspot,2,2,0000194_00000_d_0000119_1,cache,serve_task,1,3.444264,0.0,3.668303,-2.768303,0,0,1,1,0,0.0,0.0
disaster_hotspot,2,2,0000194_00000_d_0000119_1,cache,avoid_conflict,1,1.037863,0.0,1.261903,-0.361903,0,0,1,1,0,0.0,0.0
disaster_hotspot,2,2,0000194_00000_d_0000119_1,cache,reposition,1,1.0,0.0,1.224039,-0.3240390000000001,0,0,1,1,0,0.0,0.0
disaster_hotspot,2,2,0000194_00000_d_0000119_1,token,stay,1,0.0,0.000601,0.716641,0.18335900000000005,1,1,1,1,1,0.901027,1.0
disaster_hotspot,2,2,0000194_00000_d_0000119_1,token,serve_task,1,3.444264,0.000601,4.160904,-3.2609040000000005,1,0,1,1,0,0.901027,1.0
disaster_hotspot,2,2,0000194_00000_d_0000119_1,token,avoid_conflict,1,1.037863,0.000601,1.754504,-0.854504,1,0,1,1,0,0.901027,0.65
disaster_hotspot,2,2,0000194_00000_d_0000119_1,token,reposition,1,1.0,0.000601,1.716641,-0.8166410000000001,1,0,1,1,0,0.901027,1.0
disaster_hotspot,2,2,0000194_00000_d_0000119_1,image,stay,1,0.0,0.09685,3.336001,-2.436001,1,0,1,1,0,0.949481,1.0
disaster_hotspot,2,2,0000194_00000_d_0000119_1,image,serve_task,1,3.444264,0.09685,6.780265,-5.880265,1,0,1,1,0,0.949481,1.0
disaster_hotspot,2,2,0000194_00000_d_0000119_1,image,avoid_conflict,1,1.037863,0.09685,4.373864,-3.4738640000000003,1,0,1,1,0,0.949481,0.65
disaster_hotspot,2,2,0000194_00000_d_0000119_1,image,reposition,1,1.0,0.09685,4.336001,-3.4360010000000005,1,0,1,1,0,0.949481,1.0
disaster_hotspot,2,2,0000194_00000_d_0000119_1,cache_update,stay,1,0.0,0.000601,0.716641,0.18335900000000005,1,1,1,1,1,0.901027,1.0
disaster_hotspot,2,2,0000194_00000_d_0000119_1,cache_update,serve_task,1,3.444264,0.000601,4.160904,-3.2609040000000005,1,0,1,1,0,0.901027,1.0
disaster_hotspot,2,2,0000194_00000_d_0000119_1,cache_update,avoid_conflict,1,1.037863,0.000601,1.754504,-0.854504,1,0,1,1,0,0.901027,0.65
disaster_hotspot,2,2,0000194_00000_d_0000119_1,cache_update,reposition,1,1.0,0.000601,1.716641,-0.8166410000000001,1,0,1,1,0,0.901027,1.0
low_snr_soft,0,0,0000103_03349_d_0000031_1,cache,stay,1,0.0,0.0,0.239782,8.260218,1,1,1,1,1,0.75,0.0
low_snr_soft,0,0,0000103_03349_d_0000031_1,cache,serve_task,1,8.886275,0.0,9.126057,-0.6260569999999994,1,0,1,1,0,0.75,0.0
low_snr_soft,0,0,0000103_03349_d_0000031_1,cache,avoid_conflict,1,1.010755,0.0,1.250537,7.249463,1,1,1,1,1,0.75,0.0
low_snr_soft,0,0,0000103_03349_d_0000031_1,cache,reposition,1,1.0,0.0,1.239782,7.260218,1,1,1,1,1,0.75,0.0
low_snr_soft,0,0,0000103_03349_d_0000031_1,token,stay,1,0.0,0.01532,0.717103,7.782897,0,1,1,1,0,0.01371,0.0
low_snr_soft,0,0,0000103_03349_d_0000031_1,token,serve_task,1,8.886275,0.01532,9.603378,-1.1033779999999993,0,0,1,1,0,0.01371,0.0
low_snr_soft,0,0,0000103_03349_d_0000031_1,token,avoid_conflict,1,1.010755,0.01532,1.727858,6.7721420000000006,0,1,1,1,0,0.01371,0.0
low_snr_soft,0,0,0000103_03349_d_0000031_1,token,reposition,1,1.0,0.01532,1.717103,6.782897,0,1,1,1,0,0.01371,0.0
low_snr_soft,0,0,0000103_03349_d_0000031_1,image,stay,1,0.0,0.565616,3.790509,4.709491,0,1,1,1,0,0.0,0.0
low_snr_soft,0,0,0000103_03349_d_0000031_1,image,serve_task,1,8.886275,0.565616,12.676784,-4.176784,0,0,1,1,0,0.0,0.0
low_snr_soft,0,0,0000103_03349_d_0000031_1,image,avoid_conflict,1,1.010755,0.565616,4.801264,3.6987360000000002,0,1,1,1,0,0.0,0.0
low_snr_soft,0,0,0000103_03349_d_0000031_1,image,reposition,1,1.0,0.565616,4.790509,3.709491,0,1,1,1,0,0.0,0.0
low_snr_soft,0,0,0000103_03349_d_0000031_1,cache_update,stay,1,0.0,0.01532,0.717103,7.782897,0,1,1,1,0,0.01371,0.0
low_snr_soft,0,0,0000103_03349_d_0000031_1,cache_update,serve_task,1,8.886275,0.01532,9.603378,-1.1033779999999993,0,0,1,1,0,0.01371,0.0
low_snr_soft,0,0,0000103_03349_d_0000031_1,cache_update,avoid_conflict,1,1.010755,0.01532,1.727858,6.7721420000000006,0,1,1,1,0,0.01371,0.0
low_snr_soft,0,0,0000103_03349_d_0000031_1,cache_update,reposition,1,1.0,0.01532,1.717103,6.782897,0,1,1,1,0,0.01371,0.0
low_snr_soft,0,1,0000330_00001_d_0000800_5,cache,stay,1,0.0,0.0,0.185503,8.314497,1,1,1,1,1,0.75,0.0
low_snr_soft,0,1,0000330_00001_d_0000800_5,cache,serve_task,1,7.850993,0.0,8.036496,0.46350400000000036,1,1,1,1,1,0.75,0.0
low_snr_soft,0,1,0000330_00001_d_0000800_5,cache,avoid_conflict,1,1.010755,0.0,1.196259,7.3037410000000005,1,1,1,1,1,0.75,0.0
low_snr_soft,0,1,0000330_00001_d_0000800_5,cache,reposition,1,1.0,0.0,1.185503,7.314497,1,1,1,1,1,0.75,0.0
low_snr_soft,0,1,0000330_00001_d_0000800_5,token,stay,1,0.0,0.010312,0.657815,7.842185,0,1,1,1,0,0.081794,0.0
low_snr_soft,0,1,0000330_00001_d_0000800_5,token,serve_task,1,7.850993,0.010312,8.508808,-0.008808000000000149,0,0,1,1,0,0.081794,0.0
low_snr_soft,0,1,0000330_00001_d_0000800_5,token,avoid_conflict,1,1.010755,0.010312,1.668571,6.831429,0,1,1,1,0,0.081794,0.0
low_snr_soft,0,1,0000330_00001_d_0000800_5,token,reposition,1,1.0,0.010312,1.657815,6.842185,0,1,1,1,0,0.081794,0.0
low_snr_soft,0,1,0000330_00001_d_0000800_5,image,stay,1,0.0,0.537251,3.707865,4.792135,0,1,1,1,0,0.0,0.0
low_snr_soft,0,1,0000330_00001_d_0000800_5,image,serve_task,1,7.850993,0.537251,11.558858,-3.0588580000000007,0,0,1,1,0,0.0,0.0
low_snr_soft,0,1,0000330_00001_d_0000800_5,image,avoid_conflict,1,1.010755,0.537251,4.71862,3.7813800000000004,0,1,1,1,0,0.0,0.0
low_snr_soft,0,1,0000330_00001_d_0000800_5,image,reposition,1,1.0,0.537251,4.707865,3.792135,0,1,1,1,0,0.0,0.0
low_snr_soft,0,1,0000330_00001_d_0000800_5,cache_update,stay,1,0.0,0.010312,0.657815,7.842185,0,1,1,1,0,0.081794,0.0
low_snr_soft,0,1,0000330_00001_d_0000800_5,cache_update,serve_task,1,7.850993,0.010312,8.508808,-0.008808000000000149,0,0,1,1,0,0.081794,0.0
low_snr_soft,0,1,0000330_00001_d_0000800_5,cache_update,avoid_conflict,1,1.010755,0.010312,1.668571,6.831429,0,1,1,1,0,0.081794,0.0
low_snr_soft,0,1,0000330_00001_d_0000800_5,cache_update,reposition,1,1.0,0.010312,1.657815,6.842185,0,1,1,1,0,0.081794,0.0
low_snr_soft,0,2,0000276_04201_d_0000528_9,cache,stay,1,0.0,0.0,0.150222,8.349778,0,1,1,1,0,0.0,0.0
low_snr_soft,0,2,0000276_04201_d_0000528_9,cache,serve_task,1,9.086628,0.0,9.236851,-0.7368509999999997,0,0,1,1,0,0.0,0.0
low_snr_soft,0,2,0000276_04201_d_0000528_9,cache,avoid_conflict,1,1.010755,0.0,1.160978,7.339022,0,1,1,1,0,0.0,0.0
low_snr_soft,0,2,0000276_04201_d_0000528_9,cache,reposition,1,1.0,0.0,1.150222,7.349778,0,1,1,1,0,0.0,0.0
low_snr_soft,0,2,0000276_04201_d_0000528_9,token,stay,1,0.0,0.013192,0.625415,7.874585,1,1,1,1,1,0.771898,0.0
low_snr_soft,0,2,0000276_04201_d_0000528_9,token,serve_task,1,9.086628,0.013192,9.712043,-1.2120429999999995,1,0,1,1,0,0.771898,0.0
low_snr_soft,0,2,0000276_04201_d_0000528_9,token,avoid_conflict,1,1.010755,0.013192,1.63617,6.86383,1,1,1,1,1,0.771898,0.0
low_snr_soft,0,2,0000276_04201_d_0000528_9,token,reposition,1,1.0,0.013192,1.625415,6.874585,1,1,1,1,1,0.771898,0.0
low_snr_soft,0,2,0000276_04201_d_0000528_9,image,stay,1,0.0,0.748044,3.883377,4.616623000000001,1,1,1,1,1,0.771898,0.0
low_snr_soft,0,2,0000276_04201_d_0000528_9,image,serve_task,1,9.086628,0.748044,12.970005,-4.4700050000000005,1,0,1,1,0,0.771898,0.0
low_snr_soft,0,2,0000276_04201_d_0000528_9,image,avoid_conflict,1,1.010755,0.748044,4.894132,3.605868,1,1,1,1,1,0.771898,0.0
low_snr_soft,0,2,0000276_04201_d_0000528_9,image,reposition,1,1.0,0.748044,4.883377,3.6166229999999997,1,1,1,1,1,0.771898,0.0
low_snr_soft,0,2,0000276_04201_d_0000528_9,cache_update,stay,1,0.0,0.013192,0.625415,7.874585,1,1,1,1,1,0.771898,0.0
low_snr_soft,0,2,0000276_04201_d_0000528_9,cache_update,serve_task,1,9.086628,0.013192,9.712043,-1.2120429999999995,1,0,1,1,0,0.771898,0.0
low_snr_soft,0,2,0000276_04201_d_0000528_9,cache_update,avoid_conflict,1,1.010755,0.013192,1.63617,6.86383,1,1,1,1,1,0.771898,0.0
low_snr_soft,0,2,0000276_04201_d_0000528_9,cache_update,reposition,1,1.0,0.013192,1.625415,6.874585,1,1,1,1,1,0.771898,0.0
low_snr_soft,0,3,0000276_04201_d_0000528_9,cache,stay,1,0.0,0.0,0.127289,7.372711,0,1,1,1,0,0.0,0.0
low_snr_soft,0,3,0000276_04201_d_0000528_9,cache,serve_task,1,9.086628,0.0,9.213918,-1.7139179999999996,0,0,1,1,0,0.0,0.0
low_snr_soft,0,3,0000276_04201_d_0000528_9,cache,avoid_conflict,1,1.010755,0.0,1.138045,6.361955,0,1,1,1,0,0.0,0.0
low_snr_soft,0,3,0000276_04201_d_0000528_9,cache,reposition,1,1.0,0.0,1.127289,6.372711,0,1,1,1,0,0.0,0.0
low_snr_soft,0,3,0000276_04201_d_0000528_9,token,stay,1,0.0,0.011168,0.600458,6.899542,1,1,1,1,1,0.771898,0.076923
low_snr_soft,0,3,0000276_04201_d_0000528_9,token,serve_task,1,9.086628,0.011168,9.687086,-2.1870860000000008,1,0,1,1,0,0.771898,0.076923
low_snr_soft,0,3,0000276_04201_d_0000528_9,token,avoid_conflict,1,1.010755,0.011168,1.611213,5.888787,1,1,1,1,1,0.771898,0.0
low_snr_soft,0,3,0000276_04201_d_0000528_9,token,reposition,1,1.0,0.011168,1.600458,5.899542,1,1,1,1,1,0.771898,0.076923
low_snr_soft,0,3,0000276_04201_d_0000528_9,image,stay,1,0.0,0.633285,3.745685,3.754315,1,1,1,1,1,0.771898,0.076923
low_snr_soft,0,3,0000276_04201_d_0000528_9,image,serve_task,1,9.086628,0.633285,12.832314,-5.332314,1,0,1,1,0,0.771898,0.076923
low_snr_soft,0,3,0000276_04201_d_0000528_9,image,avoid_conflict,1,1.010755,0.633285,4.756441,2.7435590000000003,1,1,1,1,1,0.771898,0.0
low_snr_soft,0,3,0000276_04201_d_0000528_9,image,reposition,1,1.0,0.633285,4.745685,2.754315,1,1,1,1,1,0.771898,0.076923
low_snr_soft,0,3,0000276_04201_d_0000528_9,cache_update,stay,1,0.0,0.011168,0.600458,6.899542,1,1,1,1,1,0.771898,0.076923
low_snr_soft,0,3,0000276_04201_d_0000528_9,cache_update,serve_task,1,9.086628,0.011168,9.687086,-2.1870860000000008,1,0,1,1,0,0.771898,0.076923
low_snr_soft,0,3,0000276_04201_d_0000528_9,cache_update,avoid_conflict,1,1.010755,0.011168,1.611213,5.888787,1,1,1,1,1,0.771898,0.0
low_snr_soft,0,3,0000276_04201_d_0000528_9,cache_update,reposition,1,1.0,0.011168,1.600458,5.899542,1,1,1,1,1,0.771898,0.076923
low_snr_soft,0,4,0000276_04201_d_0000528_9,cache,stay,1,0.0,0.0,0.112383,6.387617,0,1,1,1,0,0.0,0.0
low_snr_soft,0,4,0000276_04201_d_0000528_9,cache,serve_task,1,9.086628,0.0,9.199011,-2.6990110000000005,0,0,1,1,0,0.0,0.0
low_snr_soft,0,4,0000276_04201_d_0000528_9,cache,avoid_conflict,1,1.010755,0.0,1.123138,5.376862,0,1,1,1,0,0.0,0.0
low_snr_soft,0,4,0000276_04201_d_0000528_9,cache,reposition,1,1.0,0.0,1.112383,5.3876170000000005,0,1,1,1,0,0.0,0.0
low_snr_soft,0,4,0000276_04201_d_0000528_9,token,stay,1,0.0,0.013394,0.587777,5.912223,1,1,1,1,1,0.771898,0.117647
low_snr_soft,0,4,0000276_04201_d_0000528_9,token,serve_task,1,9.086628,0.013394,9.674406,-3.1744059999999994,1,0,1,1,0,0.771898,0.117647
low_snr_soft,0,4,0000276_04201_d_0000528_9,token,avoid_conflict,1,1.010755,0.013394,1.598533,4.901467,1,1,1,1,1,0.771898,0.0
low_snr_soft,0,4,0000276_04201_d_0000528_9,token,reposition,1,1.0,0.013394,1.587777,4.912223,1,1,1,1,1,0.771898,0.117647
low_snr_soft,0,4,0000276_04201_d_0000528_9,image,stay,1,0.0,0.759491,3.856985,2.643015,1,1,1,1,1,0.771898,0.117647
low_snr_soft,0,4,0000276_04201_d_0000528_9,image,serve_task,1,9.086628,0.759491,12.943614,-6.443614,1,0,1,1,0,0.771898,0.117647
low_snr_soft,0,4,0000276_04201_d_0000528_9,image,avoid_conflict,1,1.010755,0.759491,4.867741,1.6322590000000003,1,1,1,1,1,0.771898,0.0
low_snr_soft,0,4,0000276_04201_d_0000528_9,image,reposition,1,1.0,0.759491,4.856985,1.6430150000000001,1,1,1,1,1,0.771898,0.117647
low_snr_soft,0,4,0000276_04201_d_0000528_9,cache_update,stay,1,0.0,0.013394,0.587777,5.912223,1,1,1,1,1,0.771898,0.117647
low_snr_soft,0,4,0000276_04201_d_0000528_9,cache_update,serve_task,1,9.086628,0.013394,9.674406,-3.1744059999999994,1,0,1,1,0,0.771898,0.117647
low_snr_soft,0,4,0000276_04201_d_0000528_9,cache_update,avoid_conflict,1,1.010755,0.013394,1.598533,4.901467,1,1,1,1,1,0.771898,0.0
low_snr_soft,0,4,0000276_04201_d_0000528_9,cache_update,reposition,1,1.0,0.013394,1.587777,4.912223,1,1,1,1,1,0.771898,0.117647
low_snr_soft,0,5,0000276_04201_d_0000528_9,cache,stay,1,0.0,0.0,0.102694,5.397306,0,1,1,1,0,0.0,0.0
low_snr_soft,0,5,0000276_04201_d_0000528_9,cache,serve_task,1,9.086628,0.0,9.189322,-3.6893220000000007,0,0,1,1,0,0.0,0.0
low_snr_soft,0,5,0000276_04201_d_0000528_9,cache,avoid_conflict,1,1.010755,0.0,1.113449,4.386551,0,1,1,1,0,0.0,0.0
low_snr_soft,0,5,0000276_04201_d_0000528_9,cache,reposition,1,1.0,0.0,1.102694,4.397306,0,1,1,1,0,0.0,0.0
low_snr_soft,0,5,0000276_04201_d_0000528_9,token,stay,1,0.0,0.01217,0.576864,4.9231359999999995,1,1,1,1,1,0.771898,0.117647
low_snr_soft,0,5,0000276_04201_d_0000528_9,token,serve_task,1,9.086628,0.01217,9.663492,-4.163492,1,0,1,1,0,0.771898,0.117647
low_snr_soft,0,5,0000276_04201_d_0000528_9,token,avoid_conflict,1,1.010755,0.01217,1.587619,3.912381,1,1,1,1,1,0.771898,0.0
low_snr_soft,0,5,0000276_04201_d_0000528_9,token,reposition,1,1.0,0.01217,1.576864,3.923136,1,1,1,1,1,0.771898,0.117647
low_snr_soft,0,5,0000276_04201_d_0000528_9,image,stay,1,0.0,0.690083,3.777888,1.722112,1,1,1,1,1,0.771898,0.117647
low_snr_soft,0,5,0000276_04201_d_0000528_9,image,serve_task,1,9.086628,0.690083,12.864516,-7.364516,1,0,1,1,0,0.771898,0.117647
low_snr_soft,0,5,0000276_04201_d_0000528_9,image,avoid_conflict,1,1.010755,0.690083,4.788643,0.7113569999999996,1,1,1,1,1,0.771898,0.0
low_snr_soft,0,5,0000276_04201_d_0000528_9,image,reposition,1,1.0,0.690083,4.777888,0.7221120000000001,1,1,1,1,1,0.771898,0.117647
low_snr_soft,0,5,0000276_04201_d_0000528_9,cache_update,stay,1,0.0,0.01217,0.576864,4.9231359999999995,1,1,1,1,1,0.771898,0.117647
low_snr_soft,0,5,0000276_04201_d_0000528_9,cache_update,serve_task,1,9.086628,0.01217,9.663492,-4.163492,1,0,1,1,0,0.771898,0.117647
low_snr_soft,0,5,0000276_04201_d_0000528_9,cache_update,avoid_conflict,1,1.010755,0.01217,1.587619,3.912381,1,1,1,1,1,0.771898,0.0
low_snr_soft,0,5,0000276_04201_d_0000528_9,cache_update,reposition,1,1.0,0.01217,1.576864,3.923136,1,1,1,1,1,0.771898,0.117647
low_snr_soft,0,6,0000276_04201_d_0000528_9,cache,stay,1,0.0,0.0,0.096396,4.403604,0,1,1,1,0,0.0,0.0
low_snr_soft,0,6,0000276_04201_d_0000528_9,cache,serve_task,1,9.086628,0.0,9.183024,-4.683024,0,0,1,1,0,0.0,0.0
low_snr_soft,0,6,0000276_04201_d_0000528_9,cache,avoid_conflict,1,1.010755,0.0,1.107151,3.392849,0,1,1,1,0,0.0,0.0
low_snr_soft,0,6,0000276_04201_d_0000528_9,cache,reposition,1,1.0,0.0,1.096396,3.403604,0,1,1,1,0,0.0,0.0
low_snr_soft,0,6,0000276_04201_d_0000528_9,token,stay,1,0.0,0.014427,0.572823,3.927177,1,1,1,1,1,0.771898,0.117647
low_snr_soft,0,6,0000276_04201_d_0000528_9,token,serve_task,1,9.086628,0.014427,9.659451,-5.159451000000001,1,0,1,1,0,0.771898,0.117647
low_snr_soft,0,6,0000276_04201_d_0000528_9,token,avoid_conflict,1,1.010755,0.014427,1.583578,2.916422,1,1,1,1,1,0.771898,0.0
low_snr_soft,0,6,0000276_04201_d_0000528_9,token,reposition,1,1.0,0.014427,1.572823,2.927177,1,1,1,1,1,0.771898,0.117647
low_snr_soft,0,6,0000276_04201_d_0000528_9,image,stay,1,0.0,0.581405,3.662912,0.837088,1,1,1,1,1,0.771898,0.117647
low_snr_soft,0,6,0000276_04201_d_0000528_9,image,serve_task,1,9.086628,0.581405,12.749541,-8.249541,1,0,1,1,0,0.771898,0.117647
low_snr_soft,0,6,0000276_04201_d_0000528_9,image,avoid_conflict,1,1.010755,0.581405,4.673668,-0.17366800000000016,1,0,1,1,0,0.771898,0.0
low_snr_soft,0,6,0000276_04201_d_0000528_9,image,reposition,1,1.0,0.581405,4.662912,-0.1629120000000004,1,0,1,1,0,0.771898,0.117647
low_snr_soft,0,6,0000276_04201_d_0000528_9,cache_update,stay,1,0.0,0.014427,0.572823,3.927177,1,1,1,1,1,0.771898,0.117647
low_snr_soft,0,6,0000276_04201_d_0000528_9,cache_update,serve_task,1,9.086628,0.014427,9.659451,-5.159451000000001,1,0,1,1,0,0.771898,0.117647
low_snr_soft,0,6,0000276_04201_d_0000528_9,cache_update,avoid_conflict,1,1.010755,0.014427,1.583578,2.916422,1,1,1,1,1,0.771898,0.0
low_snr_soft,0,6,0000276_04201_d_0000528_9,cache_update,reposition,1,1.0,0.014427,1.572823,2.927177,1,1,1,1,1,0.771898,0.117647
low_snr_soft,0,7,0000276_04201_d_0000528_9,cache,stay,1,0.0,0.0,0.092302,3.407698,0,1,1,1,0,0.0,0.0
low_snr_soft,0,7,0000276_04201_d_0000528_9,cache,serve_task,1,9.086628,0.0,9.178931,-5.678931,0,0,1,1,0,0.0,0.0
low_snr_soft,0,7,0000276_04201_d_0000528_9,cache,avoid_conflict,1,1.010755,0.0,1.103058,2.396942,0,1,1,1,0,0.0,0.0
low_snr_soft,0,7,0000276_04201_d_0000528_9,cache,reposition,1,1.0,0.0,1.092302,2.407698,0,1,1,1,0,0.0,0.0
low_snr_soft,0,7,0000276_04201_d_0000528_9,token,stay,1,0.0,0.015137,0.56944,2.93056,1,1,1,1,1,0.771898,0.117647
