policy,scenario,episodes,tasks,semantic_success_rate,task_success_rate,average_accuracy,average_accuracy_mean,average_uncertainty,average_delay,average_energy,average_payload_kb,average_semantic_payload_kb,average_semantic_quality_gap,average_epsilon_k,failed_epsilon_k_mean,failed_epsilon_k_min,failed_epsilon_k_max,average_q_quality,average_q_deadline,average_q_energy,average_q_risk,average_q_utm,average_mobility_energy_j,average_arrival_delay_s,average_coverage_gain,average_utm_conflict_risk,payload_reduction_vs_always_image,quality_violation_rate,deadline_violation_rate,battery_violation_rate,resource_violation_rate,airspace_conflict_rate,utm_constraint_violation_rate,utm_conflict_violation_rate,service_level_0_ratio,service_level_1_ratio,service_level_2_ratio,service_level_3_ratio,semantic_path_cache_ratio,semantic_path_token_ratio,semantic_path_image_ratio,semantic_path_defer_ratio,semantic_path_cache_update_ratio,cache_eligible_ratio,joint_feasible_selection_ratio,deadline_infeasible_selection_ratio,utm_infeasible_selection_ratio,average_selected_path_deadline_slack_s,average_q_defer,average_q_cache_stale,expert_path_agreement_rate,expert_path_cache_ratio,expert_path_token_ratio,expert_path_image_ratio,expert_path_defer_ratio,expert_path_cache_update_ratio,expert_mobility_agreement_rate,mobility_stay_ratio,mobility_serve_task_ratio,mobility_reposition_ratio,mobility_avoid_conflict_ratio,mobility_return_base_ratio,utm_safe_service_ratio,oracle_path_feasible_ratio,oracle_mobility_feasible_ratio,infeasible_oracle_ratio,selected_mobility_deadline_infeasible_ratio,selected_mobility_utm_infeasible_ratio,bottleneck_none_ratio,bottleneck_semantic_quality_ratio,bottleneck_queue_delay_ratio,bottleneck_tx_delay_ratio,bottleneck_resource_ratio,bottleneck_mobility_ratio,bottleneck_utm_ratio,bottleneck_expired_ratio,average_defer_count,bc_loss,average_reward,seed,benchmark_policy,variant_kind
semantic_greedy,disaster_hotspot,50,150,0.313333,0.12,0.560463,0.671017,0.338938,4.862974,503.583635,133.353957,133.353957,0.292295,0.84,0.84,0.84,0.84,0.589756,6.614299,211.939078,0.0,0.0,352.328655,2.268311,0.428767,0.88,0.301039,0.686667,0.88,0.0,0.0,0.0,0.0,0.0,0.12,0.193333,0.686667,0.0,0.12,0.193333,0.686667,0.0,0.0,0.0,0.0,0.88,0.0,-3.71124,0.0,0.24,0.193333,0.0,1.0,0.0,0.0,0.0,0.166667,0.12,0.88,0.0,0.0,0.0,1.0,0.0,0.32,0.68,0.88,0.0,0.0,0.42,0.0,0.0,0.24,0.34,0.0,0.0,0.0,0.0,-3.780736,2,semantic_greedy,heuristic
lyapunov_greedy,disaster_hotspot,50,150,0.12,0.12,0.449527,0.520088,0.312123,0.33469,85.85,0.0,0.0,0.391433,0.84,0.84,0.84,0.84,0.735692,0.0,0.0,0.0,0.0,78.0,0.0,0.0,0.0,1.0,0.88,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.887444,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.94,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.901278,2,lyapunov_greedy,heuristic
ppo,disaster_hotspot,50,150,0.273333,0.1,0.660609,0.793272,0.341511,1.559538,171.981341,0.490526,0.490526,0.188648,0.84,0.84,0.84,0.84,0.351652,0.012436,0.0,0.0,0.0,156.92495,1.037863,-0.099843,0.273,0.0,0.726667,0.7,0.0,0.0,0.0,0.0,0.0,0.58,0.42,0.0,0.0,0.58,0.42,0.0,0.0,0.0,0.146667,0.066667,0.42,0.0,-0.860689,0.0,1.0,0.406667,0.146667,0.853333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.146667,0.446667,0.553333,0.873333,0.0,0.066667,0.553333,0.0,0.0,0.0,0.38,0.0,0.0,0.0,0.079995,-2.066388,2,semantic_path_two_timescale_ppo,rl
always_cache,low_snr_soft,50,550,0.08,0.08,0.401554,0.489498,0.332474,0.17551,85.85,0.0,0.0,0.216518,0.609629,0.608565,0.52,0.697,1.130704,0.0,0.0,0.0,0.0,78.0,0.0,0.0,0.0,1.0,0.92,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.203636,0.203636,0.0,0.0,4.462672,0.0,4.454545,0.136364,0.136364,0.863636,0.0,0.0,0.0,0.829091,1.0,0.0,0.0,0.0,0.0,0.0,0.229091,0.523636,0.476364,0.0,0.0,0.203636,0.796364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.284671,0,always_cache,heuristic
always_semantic_token,low_snr_soft,50,550,0.552727,0.056364,0.549003,0.766667,0.408137,4.700412,1163.251384,1.105829,1.105829,0.157592,0.625382,0.637512,0.52,0.697,1.067693,0.668085,6252.175509,0.0,0.0,1124.031238,3.935684,0.077665,0.132758,0.992242,0.447273,0.787273,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.32,0.067273,0.787273,0.0,-0.758594,0.0,0.0,0.723636,0.270909,0.723636,0.0,0.005455,0.0,0.274545,0.0,1.0,0.0,0.0,0.0,1.0,0.338182,0.54,0.46,0.787273,0.0,0.067273,0.42,0.0,0.0,0.016364,0.496364,0.0,0.0,0.0,0.0,-2.380167,0,always_semantic_token,heuristic
always_image,low_snr_soft,50,550,0.643636,0.0,0.496822,0.643636,0.391401,7.310539,1253.927813,142.549617,142.549617,0.223905,0.628567,0.628306,0.595,0.697,1.291845,7.055635,6807.772636,0.0,0.0,1044.679503,3.657841,0.076006,0.141676,0.0,0.356364,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.363636,0.0,1.0,0.0,-3.537812,0.0,0.0,0.0,0.269091,0.725455,0.0,0.005455,0.0,0.081818,0.0,1.0,0.0,0.0,0.0,1.0,0.452727,0.618182,0.381818,1.0,0.0,0.0,0.356364,0.0,0.0,0.278182,0.365455,0.0,0.0,0.0,0.0,-3.605142,0,always_image,heuristic
semantic_greedy,low_snr_soft,50,550,0.716364,0.136364,0.548825,0.690471,0.368722,5.283596,1160.301996,41.776065,41.776065,0.181746,0.624291,0.643558,0.52,0.697,0.864249,1.377492,5865.750917,0.0,0.0,1073.139088,3.739117,0.064898,0.096569,0.706937,0.283636,0.854545,0.0,0.0,0.0,0.0,0.0,0.067273,0.649091,0.283636,0.0,0.067273,0.649091,0.283636,0.0,0.0,0.278182,0.123636,0.854545,0.0,-0.95276,0.0,0.185455,0.547273,0.223636,0.770909,0.0,0.005455,0.0,0.194545,0.067273,0.932727,0.0,0.0,0.0,1.0,0.305455,0.596364,0.403636,0.854545,0.0,0.123636,0.294545,0.001818,0.0,0.02,0.56,0.0,0.0,0.0,0.0,-2.331377,0,semantic_greedy,heuristic
lyapunov_greedy,low_snr_soft,50,550,0.08,0.08,0.401554,0.489498,0.332474,0.17551,85.85,0.0,0.0,0.216518,0.609629,0.608565,0.52,0.697,1.130704,0.0,0.0,0.0,0.0,78.0,0.0,0.0,0.0,1.0,0.92,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.203636,0.203636,0.0,0.0,4.462672,0.0,4.454545,0.136364,0.136364,0.863636,0.0,0.0,0.0,0.829091,1.0,0.0,0.0,0.0,0.0,0.0,0.229091,0.523636,0.476364,0.0,0.0,0.203636,0.796364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.284671,0,lyapunov_greedy,heuristic
ppo,low_snr_soft,50,550,0.365455,0.309091,0.454178,0.583429,0.338765,0.575841,96.667451,0.599511,0.599511,0.189135,0.586938,0.591115,0.52,0.697,0.984517,0.0,0.0,0.0,0.0,77.858182,0.0,0.0,0.078576,0.0,0.634545,0.149091,0.0,0.0,0.0,0.0,0.0,0.350909,0.649091,0.0,0.0,0.349091,0.649091,0.0,0.001818,0.0,0.281818,0.194545,0.541818,0.0,-0.776923,0.012727,1.456364,0.643636,0.210909,0.787273,0.0,0.001818,0.0,0.854545,1.0,0.0,0.0,0.0,0.0,1.0,0.301818,0.481818,0.518182,0.127273,0.0,0.194545,0.496364,0.0,0.0,0.0,0.309091,0.0,0.0,0.005455,0.161352,0.193155,0,semantic_path_two_timescale_ppo,rl
always_cache,low_snr_soft,50,550,0.078182,0.078182,0.403789,0.491308,0.329694,0.175146,85.85,0.0,0.0,0.212929,0.608538,0.607704,0.52,0.697,1.115181,0.0,0.0,0.0,0.0,78.0,0.0,0.0,0.0,1.0,0.921818,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.207273,0.207273,0.0,0.0,4.439399,0.0,4.454545,0.134545,0.134545,0.865455,0.0,0.0,0.0,0.825455,1.0,0.0,0.0,0.0,0.0,0.0,0.230909,0.52,0.48,0.0,0.0,0.207273,0.792727,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.273846,1,always_cache,heuristic
always_semantic_token,low_snr_soft,50,550,0.545455,0.058182,0.552651,0.772377,0.408335,4.656274,1151.816967,1.111529,1.111529,0.155854,0.626064,0.636124,0.52,0.697,1.029573,0.658432,6211.067941,0.0,0.0,1112.982787,3.896999,0.077963,0.131301,0.992322,0.454545,0.763636,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.32,0.067273,0.763636,0.0,-0.696274,0.0,0.0,0.730909,0.263636,0.730909,0.0,0.005455,0.0,0.3,0.0,1.0,0.0,0.0,0.0,1.0,0.330909,0.529091,0.470909,0.763636,0.0,0.067273,0.432727,0.0,0.0,0.018182,0.481818,0.0,0.0,0.0,0.0,-2.357191,1,always_semantic_token,heuristic
always_image,low_snr_soft,50,550,0.661818,0.0,0.510856,0.661818,0.391401,7.274173,1245.401776,144.770705,144.770705,0.212902,0.630051,0.629548,0.595,0.697,1.221156,6.880401,6745.99463,0.0,0.0,1036.159637,3.62801,0.076111,0.141676,0.0,0.338182,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.363636,0.0,1.0,0.0,-3.501446,0.0,0.0,0.0,0.261818,0.732727,0.0,0.005455,0.0,0.087273,0.0,1.0,0.0,0.0,0.0,1.0,0.46,0.623636,0.376364,1.0,0.0,0.0,0.338182,0.0,0.0,0.289091,0.372727,0.0,0.0,0.0,0.0,-3.580719,1,always_image,heuristic
semantic_greedy,low_snr_soft,50,550,0.716364,0.134545,0.54933,0.691479,0.368901,5.272653,1157.032449,42.088995,42.088995,0.181838,0.624291,0.643558,0.52,0.697,0.864342,1.355617,5877.115934,0.0,0.0,1069.773098,3.728324,0.06504,0.096222,0.709271,0.283636,0.856364,0.0,0.0,0.0,0.0,0.0,0.063636,0.652727,0.283636,0.0,0.063636,0.652727,0.283636,0.0,0.0,0.28,0.121818,0.856364,0.0,-0.942108,0.0,0.185455,0.545455,0.218182,0.776364,0.0,0.005455,0.0,0.190909,0.063636,0.936364,0.0,0.0,0.0,1.0,0.298182,0.590909,0.409091,0.856364,0.0,0.121818,0.294545,0.001818,0.0,0.021818,0.56,0.0,0.0,0.0,0.0,-2.330879,1,semantic_greedy,heuristic
lyapunov_greedy,low_snr_soft,50,550,0.078182,0.078182,0.403789,0.491308,0.329694,0.175146,85.85,0.0,0.0,0.212929,0.608538,0.607704,0.52,0.697,1.115181,0.0,0.0,0.0,0.0,78.0,0.0,0.0,0.0,1.0,0.921818,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.207273,0.207273,0.0,0.0,4.439399,0.0,4.454545,0.134545,0.134545,0.865455,0.0,0.0,0.0,0.825455,1.0,0.0,0.0,0.0,0.0,0.0,0.230909,0.52,0.48,0.0,0.0,0.207273,0.792727,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.273846,1,lyapunov_greedy,heuristic
ppo,low_snr_soft,50,550,0.369091,0.314545,0.454598,0.583987,0.338457,0.577631,96.766018,0.60293,0.60293,0.189308,0.586938,0.591524,0.52,0.697,0.981768,0.0,0.0,0.0,0.0,77.858182,0.0,0.0,0.078853,0.0,0.630909,0.143636,0.0,0.0,0.0,0.0,0.0,0.347273,0.652727,0.0,0.0,0.345455,0.652727,0.0,0.001818,0.0,0.285455,0.192727,0.547273,0.0,-0.797078,0.012727,1.46,0.64,0.210909,0.787273,0.0,0.001818,0.0,0.856364,1.0,0.0,0.0,0.0,0.0,1.0,0.303636,0.476364,0.523636,0.127273,0.0,0.192727,0.496364,0.0,0.0,0.0,0.310909,0.0,0.0,0.005455,0.122195,0.216666,1,semantic_path_two_timescale_ppo,rl
always_cache,low_snr_soft,50,550,0.078182,0.078182,0.398652,0.485713,0.329499,0.175136,85.85,0.0,0.0,0.216583,0.606869,0.606095,0.52,0.697,1.133398,0.0,0.0,0.0,0.0,78.0,0.0,0.0,0.0,1.0,0.921818,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.207273,0.207273,0.0,0.0,4.43941,0.0,4.454545,0.134545,0.134545,0.865455,0.0,0.0,0.0,0.830909,1.0,0.0,0.0,0.0,0.0,0.0,0.230909,0.534545,0.465455,0.0,0.0,0.207273,0.792727,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.273311,2,always_cache,heuristic
always_semantic_token,low_snr_soft,50,550,0.536364,0.06,0.550009,0.771042,0.409073,4.656864,1151.444368,1.109801,1.109801,0.156063,0.623985,0.634918,0.52,0.697,1.037248,0.637565,6201.086904,0.0,0.0,1112.378873,3.894884,0.077975,0.129142,0.992334,0.463636,0.763636,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.32,0.072727,0.763636,0.0,-0.675045,0.0,0.0,0.732727,0.261818,0.732727,0.0,0.005455,0.0,0.298182,0.0,1.0,0.0,0.0,0.0,1.0,0.334545,0.532727,0.467273,0.763636,0.0,0.072727,0.432727,0.0,0.0,0.016364,0.478182,0.0,0.0,0.0,0.0,-2.336272,2,always_semantic_token,heuristic
always_image,low_snr_soft,50,550,0.647273,0.0,0.499629,0.647273,0.391401,7.260671,1242.192558,144.761624,144.761624,0.221371,0.628382,0.627598,0.595,0.697,1.286776,6.810122,6724.43699,0.0,0.0,1032.952682,3.616781,0.076205,0.141676,0.0,0.352727,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.363636,0.0,1.0,0.0,-3.487944,0.0,0.0,0.0,0.26,0.734545,0.0,0.005455,0.0,0.087273,0.0,1.0,0.0,0.0,0.0,1.0,0.46,0.621818,0.378182,1.0,0.0,0.0,0.352727,0.0,0.0,0.287273,0.36,0.0,0.0,0.0,0.0,-3.591262,2,always_image,heuristic
semantic_greedy,low_snr_soft,50,550,0.718182,0.136364,0.55054,0.692912,0.368911,5.245411,1150.874318,42.281258,42.281258,0.180478,0.622622,0.643213,0.52,0.697,0.861715,1.324804,5831.058752,0.0,0.0,1063.981322,3.707548,0.064479,0.094921,0.707925,0.281818,0.854545,0.0,0.0,0.0,0.0,0.0,0.065455,0.652727,0.281818,0.0,0.065455,0.652727,0.281818,0.0,0.0,0.274545,0.123636,0.854545,0.0,-0.900174,0.0,0.185455,0.554545,0.210909,0.783636,0.0,0.005455,0.0,0.192727,0.065455,0.934545,0.0,0.0,0.0,1.0,0.294545,0.594545,0.405455,0.854545,0.0,0.123636,0.292727,0.001818,0.0,0.023636,0.558182,0.0,0.0,0.0,0.0,-2.313728,2,semantic_greedy,heuristic
lyapunov_greedy,low_snr_soft,50,550,0.078182,0.078182,0.398652,0.485713,0.329499,0.175136,85.85,0.0,0.0,0.216583,0.606869,0.606095,0.52,0.697,1.133398,0.0,0.0,0.0,0.0,78.0,0.0,0.0,0.0,1.0,0.921818,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.207273,0.207273,0.0,0.0,4.43941,0.0,4.454545,0.134545,0.134545,0.865455,0.0,0.0,0.0,0.830909,1.0,0.0,0.0,0.0,0.0,0.0,0.230909,0.534545,0.465455,0.0,0.0,0.207273,0.792727,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.273311,2,lyapunov_greedy,heuristic
ppo,low_snr_soft,50,550,0.381818,0.330909,0.471356,0.605007,0.335629,0.577506,96.717468,0.600651,0.600651,0.172087,0.584178,0.588312,0.52,0.697,0.885787,0.0,0.0,0.0,0.0,77.858182,0.0,0.0,0.079506,0.0,0.618182,0.143636,0.0,0.0,0.0,0.0,0.0,0.349091,0.650909,0.0,0.0,0.347273,0.650909,0.0,0.001818,0.0,0.294545,0.203636,0.543636,0.0,-0.749445,0.012727,1.456364,0.647273,0.216364,0.781818,0.0,0.001818,0.0,0.858182,1.0,0.0,0.0,0.0,0.0,1.0,0.312727,0.521818,0.478182,0.123636,0.0,0.203636,0.465455,0.0,0.0,0.0,0.330909,0.0,0.0,0.005455,0.138823,0.310624,2,semantic_path_two_timescale_ppo,rl
always_cache,low_snr_blockage,50,397,0.355164,0.355164,0.530486,0.553706,0.089693,0.18565,85.85,0.0,0.0,0.266759,0.77597,0.762969,0.65,0.82,1.082835,0.0,0.0,0.0,0.0,78.0,0.0,0.0,0.0,1.0,0.644836,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.130982,0.130982,0.0,0.0,2.118784,0.0,3.438287,0.130982,0.130982,0.869018,0.0,0.0,0.0,0.816121,1.0,0.0,0.0,0.0,0.0,0.0,0.130982,0.367758,0.632242,0.0,0.0,0.130982,0.869018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.509544,0,always_cache,heuristic
always_semantic_token,low_snr_blockage,50,397,0.639798,0.0,0.605775,0.655957,0.112945,18.181345,2513.840224,0.986161,0.986161,0.209328,0.778766,0.777972,0.65,0.82,0.987673,58.714274,8657.656419,0.06801,0.0,2472.23802,16.350781,0.014593,0.115748,0.973323,0.360202,1.0,0.042821,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.352645,0.0,1.0,0.0,-16.386635,0.0,0.0,0.647355,0.352645,0.647355,0.0,0.0,0.0,0.211587,0.0,1.0,0.0,0.0,0.0,1.0,0.352645,0.445844,0.554156,1.0,0.0,0.0,0.345088,0.0,0.0,0.0,0.624685,0.0,0.0,0.0,0.0,-5.988866,0,always_semantic_token,heuristic
always_image,low_snr_blockage,50,397,0.639798,0.0,0.597701,0.631818,0.096518,54.473652,2722.732187,36.966317,36.966317,0.256842,0.778766,0.777972,0.65,0.82,1.238722,211.262141,9578.621891,0.118388,0.0,2472.23802,16.350781,0.014593,0.115748,0.0,0.360202,1.0,0.073048,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.352645,0.0,1.0,0.0,-52.678942,0.0,0.0,0.0,0.352645,0.647355,0.0,0.0,0.0,0.015113,0.0,1.0,0.0,0.0,0.0,1.0,0.312343,0.400504,0.599496,1.0,0.0,0.0,0.342569,0.0,0.24937,0.0,0.355164,0.0,0.0,0.0,0.0,-13.400325,0,always_image,heuristic
semantic_greedy,low_snr_blockage,50,397,0.944584,0.241814,0.82044,0.865704,0.107082,14.946022,1873.328852,2.4793,2.4793,0.013063,0.778463,0.657727,0.65,0.82,0.014037,42.710482,6101.774822,0.04534,0.0,1827.321023,11.954214,0.012941,0.085882,0.932931,0.055416,0.758186,0.027708,0.0,0.0,0.0,0.0,0.254408,0.690176,0.055416,0.0,0.254408,0.690176,0.055416,0.0,0.0,0.284635,0.042821,0.745592,0.0,-13.006022,0.0,0.937028,0.491184,0.284635,0.715365,0.0,0.0,0.0,0.198992,0.254408,0.745592,0.0,0.0,0.0,1.0,0.284635,0.423174,0.576826,0.745592,0.0,0.042821,0.24937,0.0,0.005038,0.0,0.680101,0.0,0.0,0.0,0.0,-4.60041,0,semantic_greedy,heuristic
lyapunov_greedy,low_snr_blockage,50,397,0.355164,0.355164,0.530486,0.553706,0.089693,0.18565,85.85,0.0,0.0,0.266759,0.77597,0.762969,0.65,0.82,1.082835,0.0,0.0,0.0,0.0,78.0,0.0,0.0,0.0,1.0,0.644836,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.130982,0.130982,0.0,0.0,2.118784,0.0,3.438287,0.130982,0.130982,0.869018,0.0,0.0,0.0,0.816121,1.0,0.0,0.0,0.0,0.0,0.0,0.130982,0.367758,0.632242,0.0,0.0,0.130982,0.869018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.509544,0,lyapunov_greedy,heuristic
ppo,low_snr_blockage,50,397,0.831234,0.289673,0.758186,0.796217,0.100822,11.004015,108.324301,0.557566,0.557566,0.067551,0.777531,0.729104,0.65,0.82,0.190101,35.088113,0.0,0.0,0.0,78.397607,0.005229,-2.1e-05,0.065475,0.0,0.168766,0.602015,0.0,0.0,0.0,0.0,0.0,0.433249,0.566751,0.0,0.0,0.433249,0.566751,0.0,0.0,0.0,0.267003,0.047859,0.581864,0.0,-8.721673,0.0,1.465995,0.395466,0.267003,0.732997,0.0,0.0,0.0,0.858942,0.994962,0.0,0.0,0.005038,0.0,1.0,0.244332,0.382872,0.617128,0.287154,0.0,0.047859,0.387909,0.0,0.0,0.0,0.564232,0.0,0.0,0.0,0.081635,-2.996527,0,semantic_path_two_timescale_ppo,rl
always_cache,low_snr_blockage,50,397,0.342569,0.342569,0.524218,0.5475,0.089771,0.185158,85.85,0.0,0.0,0.272057,0.775668,0.763448,0.65,0.82,1.11288,0.0,0.0,0.0,0.0,78.0,0.0,0.0,0.0,1.0,0.657431,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.130982,0.130982,0.0,0.0,2.1359,0.0,3.438287,0.130982,0.130982,0.869018,0.0,0.0,0.0,0.823678,1.0,0.0,0.0,0.0,0.0,0.0,0.130982,0.377834,0.622166,0.0,0.0,0.130982,0.869018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.510045,1,always_cache,heuristic
always_semantic_token,low_snr_blockage,50,397,0.657431,0.0,0.61705,0.6672,0.112785,18.198491,2520.251065,0.985565,0.985565,0.198862,0.778766,0.777647,0.65,0.82,0.933936,58.920205,8705.236029,0.070529,0.0,2478.661189,16.393262,0.014117,0.11578,0.973209,0.342569,1.0,0.04534,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.360202,0.0,1.0,0.0,-16.408819,0.0,0.0,0.639798,0.360202,0.639798,0.0,0.0,0.0,0.193955,0.0,1.0,0.0,0.0,0.0,1.0,0.360202,0.458438,0.541562,1.0,0.0,0.0,0.327456,0.0,0.0,0.0,0.639798,0.0,0.0,0.0,0.0,-5.977226,1,always_semantic_token,heuristic
always_image,low_snr_blockage,50,397,0.657431,0.0,0.61248,0.64693,0.096701,53.990748,2728.630463,36.787224,36.787224,0.243917,0.778766,0.777647,0.65,0.82,1.170936,207.253171,9621.976111,0.118388,0.0,2478.661189,16.393262,0.014117,0.11578,0.0,0.342569,1.0,0.078086,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.360202,0.0,1.0,0.0,-52.201075,0.0,0.0,0.0,0.360202,0.639798,0.0,0.0,0.0,0.010076,0.0,1.0,0.0,0.0,0.0,1.0,0.31738,0.410579,0.589421,1.0,0.0,0.0,0.324937,0.0,0.304786,0.0,0.31738,0.0,0.0,0.0,0.0,-13.288113,1,always_image,heuristic
semantic_greedy,low_snr_blockage,50,397,0.947103,0.229219,0.821051,0.866539,0.107226,14.491942,1897.16919,2.410415,2.410415,0.01233,0.778463,0.658095,0.65,0.82,0.013304,43.281651,6245.209594,0.047859,0.0,1851.91957,12.1234,0.011923,0.087813,0.934477,0.052897,0.770781,0.030227,0.0,0.0,0.0,0.0,0.241814,0.70529,0.052897,0.0,0.241814,0.70529,0.052897,0.0,0.0,0.292191,0.040302,0.758186,0.0,-12.560506,0.0,0.881612,0.493703,0.292191,0.707809,0.0,0.0,0.0,0.193955,0.241814,0.758186,0.0,0.0,0.0,1.0,0.292191,0.433249,0.566751,0.758186,0.0,0.040302,0.236776,0.0,0.005038,0.0,0.692695,0.0,0.0,0.0,0.0,-4.527853,1,semantic_greedy,heuristic
lyapunov_greedy,low_snr_blockage,50,397,0.342569,0.342569,0.524218,0.5475,0.089771,0.185158,85.85,0.0,0.0,0.272057,0.775668,0.763448,0.65,0.82,1.11288,0.0,0.0,0.0,0.0,78.0,0.0,0.0,0.0,1.0,0.657431,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.130982,0.130982,0.0,0.0,2.1359,0.0,3.438287,0.130982,0.130982,0.869018,0.0,0.0,0.0,0.823678,1.0,0.0,0.0,0.0,0.0,0.0,0.130982,0.377834,0.622166,0.0,0.0,0.130982,0.869018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.510045,1,lyapunov_greedy,heuristic
ppo,low_snr_blockage,50,397,0.813602,0.261965,0.750389,0.789167,0.102551,14.594739,111.799122,0.573028,0.573028,0.073597,0.77738,0.731351,0.65,0.82,0.213814,48.326141,0.0,0.0,0.0,78.397607,0.005229,-2.1e-05,0.067424,0.0,0.186398,0.624685,0.0,0.0,0.0,0.0,0.0,0.418136,0.581864,0.0,0.0,0.418136,0.581864,0.0,0.0,0.0,0.284635,0.04534,0.604534,0.0,-9.094085,0.0,1.347607,0.392947,0.284635,0.715365,0.0,0.0,0.0,0.86398,0.994962,0.0,0.0,0.005038,0.0,1.0,0.254408,0.400504,0.599496,0.29471,0.0,0.04534,0.377834,0.002519,0.0,0.0,0.574307,0.0,0.0,0.0,0.088699,-3.719074,1,semantic_path_two_timescale_ppo,rl
always_cache,low_snr_blockage,50,397,0.335013,0.335013,0.520065,0.543393,0.08987,0.185144,85.85,0.0,0.0,0.275999,0.775567,0.764091,0.65,0.82,1.132323,0.0,0.0,0.0,0.0,78.0,0.0,0.0,0.0,1.0,0.664987,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.130982,0.130982,0.0,0.0,2.141456,0.0,3.438287,0.130982,0.130982,0.869018,0.0,0.0,0.0,0.831234,1.0,0.0,0.0,0.0,0.0,0.0,0.130982,0.377834,0.622166,0.0,0.0,0.130982,0.869018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.509443,2,always_cache,heuristic
