question_type,service_level,channel_bin,snr_bin,view_quality_bin,freshness_bin,risk_level,expected_accuracy,sample_count,std_or_ci,avg_payload_bytes,avg_payload_kb
presence,0,bad,-5dB,medium,stale,critical,0.692308,13,0.250895,0.0,0.0
presence,0,bad,-5dB,medium,stale,normal,0.482759,87,0.105005,0.0,0.0
presence,0,bad,-5dB,poor,expired,critical,0.302491,281,0.053707,0.0,0.0
presence,0,bad,-5dB,poor,expired,normal,0.370027,1508,0.024369,0.0,0.0
presence,0,bad,-5dB,poor,fresh,critical,0.644128,281,0.05598,0.0,0.0
presence,0,bad,-5dB,poor,fresh,normal,0.674403,1508,0.023651,0.0,0.0
presence,0,bad,-5dB,poor,stale,critical,0.530249,281,0.058355,0.0,0.0
presence,0,bad,-5dB,poor,stale,normal,0.535809,1508,0.025171,0.0,0.0
presence,0,bad,0dB,good,expired,critical,0.25,4,0.424352,0.0,0.0
presence,0,bad,0dB,good,expired,normal,0.34375,64,0.116365,0.0,0.0
presence,0,bad,0dB,good,fresh,critical,0.5,4,0.49,0.0,0.0
presence,0,bad,0dB,good,fresh,normal,0.671875,64,0.115035,0.0,0.0
presence,0,bad,0dB,good,stale,critical,0.0,4,0.0,0.0,0.0
presence,0,bad,0dB,good,stale,normal,0.46875,64,0.122261,0.0,0.0
presence,0,bad,0dB,medium,expired,critical,0.230769,13,0.229035,0.0,0.0
presence,0,bad,0dB,medium,expired,normal,0.390805,87,0.102531,0.0,0.0
presence,0,bad,0dB,medium,fresh,critical,0.615385,13,0.264467,0.0,0.0
presence,0,bad,0dB,medium,fresh,normal,0.758621,87,0.089921,0.0,0.0
presence,0,bad,0dB,medium,stale,critical,0.692308,13,0.250895,0.0,0.0
presence,0,bad,0dB,medium,stale,normal,0.482759,87,0.105005,0.0,0.0
presence,0,bad,0dB,poor,expired,critical,0.302491,281,0.053707,0.0,0.0
presence,0,bad,0dB,poor,expired,normal,0.370027,1508,0.024369,0.0,0.0
presence,0,bad,0dB,poor,fresh,critical,0.644128,281,0.05598,0.0,0.0
presence,0,bad,0dB,poor,fresh,normal,0.674403,1508,0.023651,0.0,0.0
presence,0,bad,0dB,poor,stale,critical,0.530249,281,0.058355,0.0,0.0
presence,0,bad,0dB,poor,stale,normal,0.535809,1508,0.025171,0.0,0.0
presence,0,good,15dB,good,expired,critical,0.25,4,0.424352,0.0,0.0
presence,0,good,15dB,good,expired,normal,0.34375,64,0.116365,0.0,0.0
presence,0,good,15dB,good,fresh,critical,0.5,4,0.49,0.0,0.0
presence,0,good,15dB,good,fresh,normal,0.671875,64,0.115035,0.0,0.0
presence,0,good,15dB,good,stale,critical,0.0,4,0.0,0.0,0.0
presence,0,good,15dB,good,stale,normal,0.46875,64,0.122261,0.0,0.0
presence,0,good,15dB,medium,expired,critical,0.230769,13,0.229035,0.0,0.0
presence,0,good,15dB,medium,expired,normal,0.390805,87,0.102531,0.0,0.0
presence,0,good,15dB,medium,fresh,critical,0.615385,13,0.264467,0.0,0.0
presence,0,good,15dB,medium,fresh,normal,0.758621,87,0.089921,0.0,0.0
presence,0,good,15dB,medium,stale,critical,0.692308,13,0.250895,0.0,0.0
presence,0,good,15dB,medium,stale,normal,0.482759,87,0.105005,0.0,0.0
presence,0,good,15dB,poor,expired,critical,0.302491,281,0.053707,0.0,0.0
presence,0,good,15dB,poor,expired,normal,0.370027,1508,0.024369,0.0,0.0
presence,0,good,15dB,poor,fresh,critical,0.644128,281,0.05598,0.0,0.0
presence,0,good,15dB,poor,fresh,normal,0.674403,1508,0.023651,0.0,0.0
presence,0,good,15dB,poor,stale,critical,0.530249,281,0.058355,0.0,0.0
presence,0,good,15dB,poor,stale,normal,0.535809,1508,0.025171,0.0,0.0
presence,0,good,20dB,good,expired,critical,0.25,4,0.424352,0.0,0.0
presence,0,good,20dB,good,expired,normal,0.34375,64,0.116365,0.0,0.0
presence,0,good,20dB,good,fresh,critical,0.5,4,0.49,0.0,0.0
presence,0,good,20dB,good,fresh,normal,0.671875,64,0.115035,0.0,0.0
presence,0,good,20dB,good,stale,critical,0.0,4,0.0,0.0,0.0
presence,0,good,20dB,good,stale,normal,0.46875,64,0.122261,0.0,0.0
presence,0,good,20dB,medium,expired,critical,0.230769,13,0.229035,0.0,0.0
presence,0,good,20dB,medium,expired,normal,0.390805,87,0.102531,0.0,0.0
presence,0,good,20dB,medium,fresh,critical,0.615385,13,0.264467,0.0,0.0
presence,0,good,20dB,medium,fresh,normal,0.758621,87,0.089921,0.0,0.0
presence,0,good,20dB,medium,stale,critical,0.692308,13,0.250895,0.0,0.0
presence,0,good,20dB,medium,stale,normal,0.482759,87,0.105005,0.0,0.0
presence,0,good,20dB,poor,expired,critical,0.302491,281,0.053707,0.0,0.0
presence,0,good,20dB,poor,expired,normal,0.370027,1508,0.024369,0.0,0.0
presence,0,good,20dB,poor,fresh,critical,0.644128,281,0.05598,0.0,0.0
presence,0,good,20dB,poor,fresh,normal,0.674403,1508,0.023651,0.0,0.0
presence,0,good,20dB,poor,stale,critical,0.530249,281,0.058355,0.0,0.0
presence,0,good,20dB,poor,stale,normal,0.535809,1508,0.025171,0.0,0.0
presence,0,medium,10dB,good,expired,critical,0.25,4,0.424352,0.0,0.0
presence,0,medium,10dB,good,expired,normal,0.34375,64,0.116365,0.0,0.0
presence,0,medium,10dB,good,fresh,critical,0.5,4,0.49,0.0,0.0
presence,0,medium,10dB,good,fresh,normal,0.671875,64,0.115035,0.0,0.0
presence,0,medium,10dB,good,stale,critical,0.0,4,0.0,0.0,0.0
presence,0,medium,10dB,good,stale,normal,0.46875,64,0.122261,0.0,0.0
presence,0,medium,10dB,medium,expired,critical,0.230769,13,0.229035,0.0,0.0
presence,0,medium,10dB,medium,expired,normal,0.390805,87,0.102531,0.0,0.0
presence,0,medium,10dB,medium,fresh,critical,0.615385,13,0.264467,0.0,0.0
presence,0,medium,10dB,medium,fresh,normal,0.758621,87,0.089921,0.0,0.0
presence,0,medium,10dB,medium,stale,critical,0.692308,13,0.250895,0.0,0.0
presence,0,medium,10dB,medium,stale,normal,0.482759,87,0.105005,0.0,0.0
presence,0,medium,10dB,poor,expired,critical,0.302491,281,0.053707,0.0,0.0
presence,0,medium,10dB,poor,expired,normal,0.370027,1508,0.024369,0.0,0.0
presence,0,medium,10dB,poor,fresh,critical,0.644128,281,0.05598,0.0,0.0
presence,0,medium,10dB,poor,fresh,normal,0.674403,1508,0.023651,0.0,0.0
presence,0,medium,10dB,poor,stale,critical,0.530249,281,0.058355,0.0,0.0
presence,0,medium,10dB,poor,stale,normal,0.535809,1508,0.025171,0.0,0.0
presence,0,medium,5dB,good,expired,critical,0.25,4,0.424352,0.0,0.0
presence,0,medium,5dB,good,expired,normal,0.34375,64,0.116365,0.0,0.0
presence,0,medium,5dB,good,fresh,critical,0.5,4,0.49,0.0,0.0
presence,0,medium,5dB,good,fresh,normal,0.671875,64,0.115035,0.0,0.0
presence,0,medium,5dB,good,stale,critical,0.0,4,0.0,0.0,0.0
presence,0,medium,5dB,good,stale,normal,0.46875,64,0.122261,0.0,0.0
presence,0,medium,5dB,medium,expired,critical,0.230769,13,0.229035,0.0,0.0
presence,0,medium,5dB,medium,expired,normal,0.390805,87,0.102531,0.0,0.0
presence,0,medium,5dB,medium,fresh,critical,0.615385,13,0.264467,0.0,0.0
presence,0,medium,5dB,medium,fresh,normal,0.758621,87,0.089921,0.0,0.0
presence,0,medium,5dB,medium,stale,critical,0.692308,13,0.250895,0.0,0.0
presence,0,medium,5dB,medium,stale,normal,0.482759,87,0.105005,0.0,0.0
presence,0,medium,5dB,poor,expired,critical,0.302491,281,0.053707,0.0,0.0
presence,0,medium,5dB,poor,expired,normal,0.370027,1508,0.024369,0.0,0.0
presence,0,medium,5dB,poor,fresh,critical,0.644128,281,0.05598,0.0,0.0
presence,0,medium,5dB,poor,fresh,normal,0.674403,1508,0.023651,0.0,0.0
presence,0,medium,5dB,poor,stale,critical,0.530249,281,0.058355,0.0,0.0
presence,0,medium,5dB,poor,stale,normal,0.535809,1508,0.025171,0.0,0.0
presence,1,bad,-5dB,good,expired,critical,1.0,4,0.0,902.5,0.881348
presence,1,bad,-5dB,good,expired,normal,0.78125,64,0.101283,721.766,0.704849
presence,1,bad,-5dB,good,fresh,critical,1.0,4,0.0,902.5,0.881348
presence,1,bad,-5dB,good,fresh,normal,0.78125,64,0.101283,721.766,0.704849
presence,1,bad,-5dB,good,stale,critical,1.0,4,0.0,902.5,0.881348
presence,1,bad,-5dB,good,stale,normal,0.78125,64,0.101283,721.766,0.704849
presence,1,bad,-5dB,medium,expired,critical,1.0,13,0.0,1055.923,1.031175
presence,1,bad,-5dB,medium,expired,normal,0.804598,87,0.08332,726.644,0.709613
presence,1,bad,-5dB,medium,fresh,critical,1.0,13,0.0,1055.923,1.031175
presence,1,bad,-5dB,medium,fresh,normal,0.804598,87,0.08332,726.644,0.709613
presence,1,bad,-5dB,medium,stale,critical,1.0,13,0.0,1055.923,1.031175
presence,1,bad,-5dB,medium,stale,normal,0.804598,87,0.08332,726.644,0.709613
presence,1,bad,-5dB,poor,expired,critical,0.896797,281,0.035571,1052.018,1.027361
presence,1,bad,-5dB,poor,expired,normal,0.591512,1508,0.02481,723.446,0.70649
presence,1,bad,-5dB,poor,fresh,critical,0.896797,281,0.035571,1052.018,1.027361
presence,1,bad,-5dB,poor,fresh,normal,0.591512,1508,0.02481,723.446,0.70649
presence,1,bad,-5dB,poor,stale,critical,0.896797,281,0.035571,1052.018,1.027361
presence,1,bad,-5dB,poor,stale,normal,0.591512,1508,0.02481,723.446,0.70649
presence,1,bad,0dB,good,expired,critical,1.0,4,0.0,1011.25,0.987549
presence,1,bad,0dB,good,expired,normal,0.8125,64,0.095627,729.328,0.712234
presence,1,bad,0dB,good,fresh,critical,1.0,4,0.0,1011.25,0.987549
presence,1,bad,0dB,good,fresh,normal,0.8125,64,0.095627,729.328,0.712234
presence,1,bad,0dB,good,stale,critical,1.0,4,0.0,1011.25,0.987549
presence,1,bad,0dB,good,stale,normal,0.8125,64,0.095627,729.328,0.712234
presence,1,bad,0dB,medium,expired,critical,1.0,13,0.0,1116.231,1.090069
presence,1,bad,0dB,medium,expired,normal,0.827586,87,0.079376,742.678,0.725272
presence,1,bad,0dB,medium,fresh,critical,1.0,13,0.0,1116.231,1.090069
presence,1,bad,0dB,medium,fresh,normal,0.827586,87,0.079376,742.678,0.725272
presence,1,bad,0dB,medium,stale,critical,1.0,13,0.0,1116.231,1.090069
presence,1,bad,0dB,medium,stale,normal,0.827586,87,0.079376,742.678,0.725272
presence,1,bad,0dB,poor,expired,critical,0.911032,281,0.033288,1102.765,1.076919
presence,1,bad,0dB,poor,expired,normal,0.604775,1508,0.024676,737.208,0.71993
presence,1,bad,0dB,poor,fresh,critical,0.911032,281,0.033288,1102.765,1.076919
presence,1,bad,0dB,poor,fresh,normal,0.604775,1508,0.024676,737.208,0.71993
presence,1,bad,0dB,poor,stale,critical,0.911032,281,0.033288,1102.765,1.076919
presence,1,bad,0dB,poor,stale,normal,0.604775,1508,0.024676,737.208,0.71993
presence,1,good,15dB,good,expired,critical,1.0,4,0.0,1164.25,1.136963
presence,1,good,15dB,good,expired,normal,0.859375,64,0.08517,749.125,0.731567
presence,1,good,15dB,good,fresh,critical,1.0,4,0.0,1164.25,1.136963
presence,1,good,15dB,good,fresh,normal,0.859375,64,0.08517,749.125,0.731567
presence,1,good,15dB,good,stale,critical,1.0,4,0.0,1164.25,1.136963
presence,1,good,15dB,good,stale,normal,0.859375,64,0.08517,749.125,0.731567
presence,1,good,15dB,medium,expired,critical,1.0,13,0.0,1197.769,1.169697
presence,1,good,15dB,medium,expired,normal,0.83908,87,0.077215,761.552,0.743703
presence,1,good,15dB,medium,fresh,critical,1.0,13,0.0,1197.769,1.169697
presence,1,good,15dB,medium,fresh,normal,0.83908,87,0.077215,761.552,0.743703
presence,1,good,15dB,medium,stale,critical,1.0,13,0.0,1197.769,1.169697
presence,1,good,15dB,medium,stale,normal,0.83908,87,0.077215,761.552,0.743703
presence,1,good,15dB,poor,expired,critical,0.935943,281,0.028629,1169.26,1.141855
presence,1,good,15dB,poor,expired,normal,0.629973,1508,0.024369,760.782,0.742952
presence,1,good,15dB,poor,fresh,critical,0.935943,281,0.028629,1169.26,1.141855
presence,1,good,15dB,poor,fresh,normal,0.629973,1508,0.024369,760.782,0.742952
presence,1,good,15dB,poor,stale,critical,0.935943,281,0.028629,1169.26,1.141855
presence,1,good,15dB,poor,stale,normal,0.629973,1508,0.024369,760.782,0.742952
presence,1,good,20dB,good,expired,critical,1.0,4,0.0,1184.5,1.156738
presence,1,good,20dB,good,expired,normal,0.890625,64,0.076467,758.094,0.740326
presence,1,good,20dB,good,fresh,critical,1.0,4,0.0,1184.5,1.156738
presence,1,good,20dB,good,fresh,normal,0.890625,64,0.076467,758.094,0.740326
presence,1,good,20dB,good,stale,critical,1.0,4,0.0,1184.5,1.156738
presence,1,good,20dB,good,stale,normal,0.890625,64,0.076467,758.094,0.740326
presence,1,good,20dB,medium,expired,critical,1.0,13,0.0,1216.615,1.188101
presence,1,good,20dB,medium,expired,normal,0.850575,87,0.074914,763.299,0.745409
presence,1,good,20dB,medium,fresh,critical,1.0,13,0.0,1216.615,1.188101
presence,1,good,20dB,medium,fresh,normal,0.850575,87,0.074914,763.299,0.745409
presence,1,good,20dB,medium,stale,critical,1.0,13,0.0,1216.615,1.188101
presence,1,good,20dB,medium,stale,normal,0.850575,87,0.074914,763.299,0.745409
presence,1,good,20dB,poor,expired,critical,0.935943,281,0.028629,1169.178,1.141775
presence,1,good,20dB,poor,expired,normal,0.63992,1508,0.024228,758.259,0.740488
presence,1,good,20dB,poor,fresh,critical,0.935943,281,0.028629,1169.178,1.141775
presence,1,good,20dB,poor,fresh,normal,0.63992,1508,0.024228,758.259,0.740488
presence,1,good,20dB,poor,stale,critical,0.935943,281,0.028629,1169.178,1.141775
presence,1,good,20dB,poor,stale,normal,0.63992,1508,0.024228,758.259,0.740488
presence,1,medium,10dB,good,expired,critical,1.0,4,0.0,1086.5,1.061035
presence,1,medium,10dB,good,expired,normal,0.890625,64,0.076467,753.953,0.736282
presence,1,medium,10dB,good,fresh,critical,1.0,4,0.0,1086.5,1.061035
presence,1,medium,10dB,good,fresh,normal,0.890625,64,0.076467,753.953,0.736282
presence,1,medium,10dB,good,stale,critical,1.0,4,0.0,1086.5,1.061035
presence,1,medium,10dB,good,stale,normal,0.890625,64,0.076467,753.953,0.736282
presence,1,medium,10dB,medium,expired,critical,1.0,13,0.0,1157.385,1.130258
presence,1,medium,10dB,medium,expired,normal,0.827586,87,0.079376,752.644,0.735004
presence,1,medium,10dB,medium,fresh,critical,1.0,13,0.0,1157.385,1.130258
presence,1,medium,10dB,medium,fresh,normal,0.827586,87,0.079376,752.644,0.735004
presence,1,medium,10dB,medium,stale,critical,1.0,13,0.0,1157.385,1.130258
presence,1,medium,10dB,medium,stale,normal,0.827586,87,0.079376,752.644,0.735004
presence,1,medium,10dB,poor,expired,critical,0.935943,281,0.028629,1161.829,1.134599
presence,1,medium,10dB,poor,expired,normal,0.625332,1508,0.024431,758.76,0.740977
presence,1,medium,10dB,poor,fresh,critical,0.935943,281,0.028629,1161.829,1.134599
presence,1,medium,10dB,poor,fresh,normal,0.625332,1508,0.024431,758.76,0.740977
presence,1,medium,10dB,poor,stale,critical,0.935943,281,0.028629,1161.829,1.134599
presence,1,medium,10dB,poor,stale,normal,0.625332,1508,0.024431,758.76,0.740977
presence,1,medium,5dB,good,expired,critical,1.0,4,0.0,1060.5,1.035645
presence,1,medium,5dB,good,expired,normal,0.828125,64,0.092432,748.047,0.730515
presence,1,medium,5dB,good,fresh,critical,1.0,4,0.0,1060.5,1.035645
presence,1,medium,5dB,good,fresh,normal,0.828125,64,0.092432,748.047,0.730515
presence,1,medium,5dB,good,stale,critical,1.0,4,0.0,1060.5,1.035645
presence,1,medium,5dB,good,stale,normal,0.828125,64,0.092432,748.047,0.730515
presence,1,medium,5dB,medium,expired,critical,1.0,13,0.0,1154.0,1.126953
presence,1,medium,5dB,medium,expired,normal,0.83908,87,0.077215,750.908,0.733309
presence,1,medium,5dB,medium,fresh,critical,1.0,13,0.0,1154.0,1.126953
presence,1,medium,5dB,medium,fresh,normal,0.83908,87,0.077215,750.908,0.733309
presence,1,medium,5dB,medium,stale,critical,1.0,13,0.0,1154.0,1.126953
presence,1,medium,5dB,medium,stale,normal,0.83908,87,0.077215,750.908,0.733309
presence,1,medium,5dB,poor,expired,critical,0.921708,281,0.031409,1140.463,1.113733
presence,1,medium,5dB,poor,expired,normal,0.624668,1508,0.024439,752.676,0.735036
presence,1,medium,5dB,poor,fresh,critical,0.921708,281,0.031409,1140.463,1.113733
presence,1,medium,5dB,poor,fresh,normal,0.624668,1508,0.024439,752.676,0.735036
presence,1,medium,5dB,poor,stale,critical,0.921708,281,0.031409,1140.463,1.113733
presence,1,medium,5dB,poor,stale,normal,0.624668,1508,0.024439,752.676,0.735036
presence,2,bad,-5dB,good,expired,critical,1.0,4,0.0,30988.25,30.261963
presence,2,bad,-5dB,good,expired,normal,0.875,64,0.081026,31790.797,31.0457
presence,2,bad,-5dB,good,fresh,critical,1.0,4,0.0,30988.25,30.261963
presence,2,bad,-5dB,good,fresh,normal,0.875,64,0.081026,31790.797,31.0457
presence,2,bad,-5dB,good,stale,critical,1.0,4,0.0,30988.25,30.261963
presence,2,bad,-5dB,good,stale,normal,0.875,64,0.081026,31790.797,31.0457
presence,2,bad,-5dB,medium,expired,critical,1.0,13,0.0,42554.0,41.556641
presence,2,bad,-5dB,medium,expired,normal,0.804598,87,0.08332,34088.92,33.28996
presence,2,bad,-5dB,medium,fresh,critical,1.0,13,0.0,42554.0,41.556641
presence,2,bad,-5dB,medium,fresh,normal,0.804598,87,0.08332,34088.92,33.28996
presence,2,bad,-5dB,medium,stale,critical,1.0,13,0.0,42554.0,41.556641
presence,2,bad,-5dB,medium,stale,normal,0.804598,87,0.08332,34088.92,33.28996
presence,2,bad,-5dB,poor,expired,critical,0.953737,281,0.02456,38386.954,37.48726
presence,2,bad,-5dB,poor,expired,normal,0.677056,1508,0.023601,36682.378,35.822635
presence,2,bad,-5dB,poor,fresh,critical,0.953737,281,0.02456,38386.954,37.48726
presence,2,bad,-5dB,poor,fresh,normal,0.677056,1508,0.023601,36682.378,35.822635
presence,2,bad,-5dB,poor,stale,critical,0.953737,281,0.02456,38386.954,37.48726
presence,2,bad,-5dB,poor,stale,normal,0.677056,1508,0.023601,36682.378,35.822635
presence,2,bad,0dB,good,expired,critical,1.0,4,0.0,46215.5,45.132324
presence,2,bad,0dB,good,expired,normal,0.921875,64,0.06575,47117.594,46.013275
presence,2,bad,0dB,good,fresh,critical,1.0,4,0.0,46215.5,45.132324
presence,2,bad,0dB,good,fresh,normal,0.921875,64,0.06575,47117.594,46.013275
presence,2,bad,0dB,good,stale,critical,1.0,4,0.0,46215.5,45.132324
presence,2,bad,0dB,good,stale,normal,0.921875,64,0.06575,47117.594,46.013275
presence,2,bad,0dB,medium,expired,critical,1.0,13,0.0,63293.538,61.810096
presence,2,bad,0dB,medium,expired,normal,0.804598,87,0.08332,50503.977,49.32029
presence,2,bad,0dB,medium,fresh,critical,1.0,13,0.0,63293.538,61.810096
presence,2,bad,0dB,medium,fresh,normal,0.804598,87,0.08332,50503.977,49.32029
presence,2,bad,0dB,medium,stale,critical,1.0,13,0.0,63293.538,61.810096
presence,2,bad,0dB,medium,stale,normal,0.804598,87,0.08332,50503.977,49.32029
presence,2,bad,0dB,poor,expired,critical,0.960854,281,0.022676,56841.822,55.509592
presence,2,bad,0dB,poor,expired,normal,0.683687,1508,0.023472,54554.416,53.275797
presence,2,bad,0dB,poor,fresh,critical,0.960854,281,0.022676,56841.822,55.509592
presence,2,bad,0dB,poor,fresh,normal,0.683687,1508,0.023472,54554.416,53.275797
presence,2,bad,0dB,poor,stale,critical,0.960854,281,0.022676,56841.822,55.509592
presence,2,bad,0dB,poor,stale,normal,0.683687,1508,0.023472,54554.416,53.275797
presence,2,good,15dB,good,expired,critical,1.0,4,0.0,118651.25,115.870361
presence,2,good,15dB,good,expired,normal,0.9375,64,0.059305,116533.203,113.801956
presence,2,good,15dB,good,fresh,critical,1.0,4,0.0,118651.25,115.870361
presence,2,good,15dB,good,fresh,normal,0.9375,64,0.059305,116533.203,113.801956
presence,2,good,15dB,good,stale,critical,1.0,4,0.0,118651.25,115.870361
presence,2,good,15dB,good,stale,normal,0.9375,64,0.059305,116533.203,113.801956
presence,2,good,15dB,medium,expired,critical,1.0,13,0.0,152830.077,149.248122
presence,2,good,15dB,medium,expired,normal,0.850575,87,0.074914,122080.241,119.218986
presence,2,good,15dB,medium,fresh,critical,1.0,13,0.0,152830.077,149.248122
presence,2,good,15dB,medium,fresh,normal,0.850575,87,0.074914,122080.241,119.218986
presence,2,good,15dB,medium,stale,critical,1.0,13,0.0,152830.077,149.248122
presence,2,good,15dB,medium,stale,normal,0.850575,87,0.074914,122080.241,119.218986
presence,2,good,15dB,poor,expired,critical,0.97153,281,0.019446,134799.986,131.640611
presence,2,good,15dB,poor,expired,normal,0.699602,1508,0.023138,130073.465,127.024868
presence,2,good,15dB,poor,fresh,critical,0.97153,281,0.019446,134799.986,131.640611
presence,2,good,15dB,poor,fresh,normal,0.699602,1508,0.023138,130073.465,127.024868
presence,2,good,15dB,poor,stale,critical,0.97153,281,0.019446,134799.986,131.640611
presence,2,good,15dB,poor,stale,normal,0.699602,1508,0.023138,130073.465,127.024868
presence,2,good,20dB,good,expired,critical,1.0,4,0.0,165779.25,161.893799
presence,2,good,20dB,good,expired,normal,0.9375,64,0.059305,158202.922,154.495041
presence,2,good,20dB,good,fresh,critical,1.0,4,0.0,165779.25,161.893799
presence,2,good,20dB,good,fresh,normal,0.9375,64,0.059305,158202.922,154.495041
presence,2,good,20dB,good,stale,critical,1.0,4,0.0,165779.25,161.893799
presence,2,good,20dB,good,stale,normal,0.9375,64,0.059305,158202.922,154.495041
presence,2,good,20dB,medium,expired,critical,1.0,13,0.0,211731.077,206.76863
presence,2,good,20dB,medium,expired,normal,0.827586,87,0.079376,169906.874,165.924681
presence,2,good,20dB,medium,fresh,critical,1.0,13,0.0,211731.077,206.76863
presence,2,good,20dB,medium,fresh,normal,0.827586,87,0.079376,169906.874,165.924681
presence,2,good,20dB,medium,stale,critical,1.0,13,0.0,211731.077,206.76863
presence,2,good,20dB,medium,stale,normal,0.827586,87,0.079376,169906.874,165.924681
presence,2,good,20dB,poor,expired,critical,0.975089,281,0.018223,188291.078,183.878006
presence,2,good,20dB,poor,expired,normal,0.70756,1508,0.022959,182720.964,178.438441
presence,2,good,20dB,poor,fresh,critical,0.975089,281,0.018223,188291.078,183.878006
presence,2,good,20dB,poor,fresh,normal,0.70756,1508,0.022959,182720.964,178.438441
presence,2,good,20dB,poor,stale,critical,0.975089,281,0.018223,188291.078,183.878006
presence,2,good,20dB,poor,stale,normal,0.70756,1508,0.022959,182720.964,178.438441
presence,2,medium,10dB,good,expired,critical,1.0,4,0.0,83683.5,81.722168
presence,2,medium,10dB,good,expired,normal,0.921875,64,0.06575,84772.625,82.785767
presence,2,medium,10dB,good,fresh,critical,1.0,4,0.0,83683.5,81.722168
presence,2,medium,10dB,good,fresh,normal,0.921875,64,0.06575,84772.625,82.785767
presence,2,medium,10dB,good,stale,critical,1.0,4,0.0,83683.5,81.722168
presence,2,medium,10dB,good,stale,normal,0.921875,64,0.06575,84772.625,82.785767
presence,2,medium,10dB,medium,expired,critical,1.0,13,0.0,110974.615,108.373648
presence,2,medium,10dB,medium,expired,normal,0.804598,87,0.08332,88922.598,86.838474
presence,2,medium,10dB,medium,fresh,critical,1.0,13,0.0,110974.615,108.373648
presence,2,medium,10dB,medium,fresh,normal,0.804598,87,0.08332,88922.598,86.838474
presence,2,medium,10dB,medium,stale,critical,1.0,13,0.0,110974.615,108.373648
presence,2,medium,10dB,medium,stale,normal,0.804598,87,0.08332,88922.598,86.838474
presence,2,medium,10dB,poor,expired,critical,0.967972,281,0.020587,98619.071,96.307687
presence,2,medium,10dB,poor,expired,normal,0.690981,1508,0.023323,94891.734,92.667709
presence,2,medium,10dB,poor,fresh,critical,0.967972,281,0.020587,98619.071,96.307687
presence,2,medium,10dB,poor,fresh,normal,0.690981,1508,0.023323,94891.734,92.667709
presence,2,medium,10dB,poor,stale,critical,0.967972,281,0.020587,98619.071,96.307687
presence,2,medium,10dB,poor,stale,normal,0.690981,1508,0.023323,94891.734,92.667709
presence,2,medium,5dB,good,expired,critical,1.0,4,0.0,60854.25,59.427979
presence,2,medium,5dB,good,expired,normal,0.921875,64,0.06575,61529.297,60.087204
presence,2,medium,5dB,good,fresh,critical,1.0,4,0.0,60854.25,59.427979
presence,2,medium,5dB,good,fresh,normal,0.921875,64,0.06575,61529.297,60.087204
presence,2,medium,5dB,good,stale,critical,1.0,4,0.0,60854.25,59.427979
presence,2,medium,5dB,good,stale,normal,0.921875,64,0.06575,61529.297,60.087204
presence,2,medium,5dB,medium,expired,critical,1.0,13,0.0,81990.077,80.068434
presence,2,medium,5dB,medium,expired,normal,0.816092,87,0.081408,65427.506,63.894049
presence,2,medium,5dB,medium,fresh,critical,1.0,13,0.0,81990.077,80.068434
presence,2,medium,5dB,medium,fresh,normal,0.816092,87,0.081408,65427.506,63.894049
presence,2,medium,5dB,medium,stale,critical,1.0,13,0.0,81990.077,80.068434
presence,2,medium,5dB,medium,stale,normal,0.816092,87,0.081408,65427.506,63.894049
presence,2,medium,5dB,poor,expired,critical,0.960854,281,0.022676,73464.847,71.743015
presence,2,medium,5dB,poor,expired,normal,0.692971,1508,0.023281,70622.095,68.966889
presence,2,medium,5dB,poor,fresh,critical,0.960854,281,0.022676,73464.847,71.743015
presence,2,medium,5dB,poor,fresh,normal,0.692971,1508,0.023281,70622.095,68.966889
presence,2,medium,5dB,poor,stale,critical,0.960854,281,0.022676,73464.847,71.743015
presence,2,medium,5dB,poor,stale,normal,0.692971,1508,0.023281,70622.095,68.966889
