question_type,service_level,channel_bin,snr_bin,view_quality_bin,freshness_bin,risk_level,sample_count,accuracy_mean,accuracy_ci_low,accuracy_ci_high,accuracy_lcb,payload_kb,uncertainty,raw_accuracy_mean,raw_accuracy_ci_low,raw_accuracy_ci_high,raw_payload_kb,payload_bytes,calibration_note
counting,1,good,15dB,medium,fresh,critical,13,0.615385,0.355225,0.822906,0.355225,1.173302,0.511191,0.615385,0.355225,0.822906,1.173302,1201.461,raw
counting,1,good,20dB,medium,fresh,critical,13,0.615385,0.355225,0.708566,0.355225,1.188401,0.454021,0.461538,0.232058,0.708566,1.188401,1216.923,snr_monotonic_adjusted
counting,1,bad,-5dB,medium,fresh,normal,37,0.432432,0.286715,0.590861,0.286715,0.727275,0.316472,0.432432,0.286715,0.590861,0.727275,744.73,raw
counting,1,bad,0dB,medium,fresh,normal,37,0.486486,0.334462,0.641054,0.334462,0.757918,0.317695,0.486486,0.334462,0.641054,0.757918,776.108,raw
counting,1,medium,5dB,medium,fresh,normal,37,0.594595,0.434857,0.736537,0.434857,0.771115,0.315239,0.594595,0.434857,0.736537,0.771115,789.622,raw
counting,1,medium,10dB,medium,fresh,normal,37,0.648649,0.487587,0.781746,0.487587,0.772065,0.311478,0.648649,0.487587,0.781746,0.772065,790.595,raw
counting,1,good,15dB,medium,fresh,normal,37,0.72973,0.570215,0.846027,0.570215,0.788904,0.302305,0.72973,0.570215,0.846027,0.788904,807.838,raw
counting,1,good,20dB,medium,fresh,normal,37,0.72973,0.570215,0.846027,0.570215,0.795872,0.302305,0.72973,0.570215,0.846027,0.795872,814.973,raw
counting,1,bad,-5dB,medium,stale,critical,13,0.076923,0.01371,0.333145,0.01371,1.035382,0.437068,0.076923,0.01371,0.333145,1.035382,1060.231,raw
counting,1,bad,0dB,medium,stale,critical,13,0.230769,0.081794,0.502569,0.081794,1.084585,0.487738,0.230769,0.081794,0.502569,1.084585,1110.615,raw
counting,1,medium,5dB,medium,stale,critical,13,0.538462,0.291434,0.767942,0.291434,1.128831,0.515604,0.538462,0.291434,0.767942,1.128831,1155.923,raw
counting,1,medium,10dB,medium,stale,critical,13,0.538462,0.291434,0.576311,0.291434,1.136418,0.419789,0.307692,0.126805,0.576311,1.136418,1163.692,snr_monotonic_adjusted
counting,1,good,15dB,medium,stale,critical,13,0.615385,0.355225,0.822906,0.355225,1.173302,0.511191,0.615385,0.355225,0.822906,1.173302,1201.461,raw
counting,1,good,20dB,medium,stale,critical,13,0.615385,0.355225,0.708566,0.355225,1.188401,0.454021,0.461538,0.232058,0.708566,1.188401,1216.923,snr_monotonic_adjusted
counting,1,bad,-5dB,medium,stale,normal,37,0.432432,0.286715,0.590861,0.286715,0.727275,0.316472,0.432432,0.286715,0.590861,0.727275,744.73,raw
counting,1,bad,0dB,medium,stale,normal,37,0.486486,0.334462,0.641054,0.334462,0.757918,0.317695,0.486486,0.334462,0.641054,0.757918,776.108,raw
counting,1,medium,5dB,medium,stale,normal,37,0.594595,0.434857,0.736537,0.434857,0.771115,0.315239,0.594595,0.434857,0.736537,0.771115,789.622,raw
counting,1,medium,10dB,medium,stale,normal,37,0.648649,0.487587,0.781746,0.487587,0.772065,0.311478,0.648649,0.487587,0.781746,0.772065,790.595,raw
counting,1,good,15dB,medium,stale,normal,37,0.72973,0.570215,0.846027,0.570215,0.788904,0.302305,0.72973,0.570215,0.846027,0.788904,807.838,raw
counting,1,good,20dB,medium,stale,normal,37,0.72973,0.570215,0.846027,0.570215,0.795872,0.302305,0.72973,0.570215,0.846027,0.795872,814.973,raw
counting,1,bad,-5dB,poor,expired,critical,441,0.201814,0.167003,0.241776,0.167003,1.029653,0.085006,0.201814,0.167003,0.241776,1.029653,1054.365,raw
counting,1,bad,0dB,poor,expired,critical,441,0.226757,0.190133,0.268101,0.190133,1.0826,0.086603,0.226757,0.190133,0.268101,1.0826,1108.582,raw
counting,1,medium,5dB,poor,expired,critical,441,0.285714,0.245543,0.329587,0.245543,1.125582,0.089641,0.285714,0.245543,0.329587,1.125582,1152.596,raw
counting,1,medium,10dB,poor,expired,critical,441,0.351474,0.308371,0.397142,0.308371,1.148433,0.092005,0.351474,0.308371,0.397142,1.148433,1175.995,raw
counting,1,good,15dB,poor,expired,critical,441,0.369615,0.325869,0.415612,0.325869,1.156385,0.092491,0.369615,0.325869,0.415612,1.156385,1184.138,raw
counting,1,good,20dB,poor,expired,critical,441,0.401361,0.356653,0.447772,0.356653,1.15823,0.093179,0.401361,0.356653,0.447772,1.15823,1186.028,raw
counting,1,bad,-5dB,poor,expired,normal,491,0.433809,0.390652,0.477992,0.390652,0.718959,0.088799,0.433809,0.390652,0.477992,0.718959,736.214,raw
counting,1,bad,0dB,poor,expired,normal,491,0.454175,0.41066,0.498402,0.41066,0.74173,0.089,0.454175,0.41066,0.498402,0.74173,759.532,raw
counting,1,medium,5dB,poor,expired,normal,491,0.488798,0.444842,0.532929,0.444842,0.768561,0.089173,0.488798,0.444842,0.532929,0.768561,787.006,raw
counting,1,medium,10dB,poor,expired,normal,491,0.503055,0.458977,0.547085,0.458977,0.777849,0.089183,0.503055,0.458977,0.547085,0.777849,796.517,raw
counting,1,good,15dB,poor,expired,normal,491,0.509165,0.465046,0.553141,0.465046,0.785003,0.089177,0.509165,0.465046,0.553141,0.785003,803.843,raw
counting,1,good,20dB,poor,expired,normal,491,0.533605,0.489388,0.5773,0.489388,0.78815,0.089085,0.533605,0.489388,0.5773,0.78815,807.066,raw
counting,1,bad,-5dB,poor,fresh,critical,441,0.201814,0.167003,0.241776,0.167003,1.029653,0.085006,0.201814,0.167003,0.241776,1.029653,1054.365,raw
counting,1,bad,0dB,poor,fresh,critical,441,0.226757,0.190133,0.268101,0.190133,1.0826,0.086603,0.226757,0.190133,0.268101,1.0826,1108.582,raw
counting,1,medium,5dB,poor,fresh,critical,441,0.285714,0.245543,0.329587,0.245543,1.125582,0.089641,0.285714,0.245543,0.329587,1.125582,1152.596,raw
counting,1,medium,10dB,poor,fresh,critical,441,0.351474,0.308371,0.397142,0.308371,1.148433,0.092005,0.351474,0.308371,0.397142,1.148433,1175.995,raw
counting,1,good,15dB,poor,fresh,critical,441,0.369615,0.325869,0.415612,0.325869,1.156385,0.092491,0.369615,0.325869,0.415612,1.156385,1184.138,raw
counting,1,good,20dB,poor,fresh,critical,441,0.401361,0.356653,0.447772,0.356653,1.15823,0.093179,0.401361,0.356653,0.447772,1.15823,1186.028,raw
counting,1,bad,-5dB,poor,fresh,normal,491,0.433809,0.390652,0.477992,0.390652,0.718959,0.088799,0.433809,0.390652,0.477992,0.718959,736.214,raw
counting,1,bad,0dB,poor,fresh,normal,491,0.454175,0.41066,0.498402,0.41066,0.74173,0.089,0.454175,0.41066,0.498402,0.74173,759.532,raw
counting,1,medium,5dB,poor,fresh,normal,491,0.488798,0.444842,0.532929,0.444842,0.768561,0.089173,0.488798,0.444842,0.532929,0.768561,787.006,raw
counting,1,medium,10dB,poor,fresh,normal,491,0.503055,0.458977,0.547085,0.458977,0.777849,0.089183,0.503055,0.458977,0.547085,0.777849,796.517,raw
counting,1,good,15dB,poor,fresh,normal,491,0.509165,0.465046,0.553141,0.465046,0.785003,0.089177,0.509165,0.465046,0.553141,0.785003,803.843,raw
counting,1,good,20dB,poor,fresh,normal,491,0.533605,0.489388,0.5773,0.489388,0.78815,0.089085,0.533605,0.489388,0.5773,0.78815,807.066,raw
counting,1,bad,-5dB,poor,stale,critical,441,0.201814,0.167003,0.241776,0.167003,1.029653,0.085006,0.201814,0.167003,0.241776,1.029653,1054.365,raw
counting,1,bad,0dB,poor,stale,critical,441,0.226757,0.190133,0.268101,0.190133,1.0826,0.086603,0.226757,0.190133,0.268101,1.0826,1108.582,raw
counting,1,medium,5dB,poor,stale,critical,441,0.285714,0.245543,0.329587,0.245543,1.125582,0.089641,0.285714,0.245543,0.329587,1.125582,1152.596,raw
counting,1,medium,10dB,poor,stale,critical,441,0.351474,0.308371,0.397142,0.308371,1.148433,0.092005,0.351474,0.308371,0.397142,1.148433,1175.995,raw
counting,1,good,15dB,poor,stale,critical,441,0.369615,0.325869,0.415612,0.325869,1.156385,0.092491,0.369615,0.325869,0.415612,1.156385,1184.138,raw
counting,1,good,20dB,poor,stale,critical,441,0.401361,0.356653,0.447772,0.356653,1.15823,0.093179,0.401361,0.356653,0.447772,1.15823,1186.028,raw
counting,1,bad,-5dB,poor,stale,normal,491,0.433809,0.390652,0.477992,0.390652,0.718959,0.088799,0.433809,0.390652,0.477992,0.718959,736.214,raw
counting,1,bad,0dB,poor,stale,normal,491,0.454175,0.41066,0.498402,0.41066,0.74173,0.089,0.454175,0.41066,0.498402,0.74173,759.532,raw
counting,1,medium,5dB,poor,stale,normal,491,0.488798,0.444842,0.532929,0.444842,0.768561,0.089173,0.488798,0.444842,0.532929,0.768561,787.006,raw
counting,1,medium,10dB,poor,stale,normal,491,0.503055,0.458977,0.547085,0.458977,0.777849,0.089183,0.503055,0.458977,0.547085,0.777849,796.517,raw
counting,1,good,15dB,poor,stale,normal,491,0.509165,0.465046,0.553141,0.465046,0.785003,0.089177,0.509165,0.465046,0.553141,0.785003,803.843,raw
counting,1,good,20dB,poor,stale,normal,491,0.533605,0.489388,0.5773,0.489388,0.78815,0.089085,0.533605,0.489388,0.5773,0.78815,807.066,raw
counting,2,bad,-5dB,good,expired,critical,4,0.0,0.0,0.4899,0.0,30.261963,0.79495,0.0,0.0,0.4899,30.261963,30988.25,raw;sparse_cell
counting,2,bad,0dB,good,expired,critical,4,0.0,0.0,0.4899,0.0,45.132324,0.79495,0.0,0.0,0.4899,45.132324,46215.5,raw;sparse_cell
counting,2,medium,5dB,good,expired,critical,4,0.0,0.0,0.4899,0.0,59.427979,0.79495,0.0,0.0,0.4899,59.427979,60854.25,raw;sparse_cell
counting,2,medium,10dB,good,expired,critical,4,0.0,0.0,0.4899,0.0,81.722168,0.79495,0.0,0.0,0.4899,81.722168,83683.5,raw;sparse_cell
counting,2,good,15dB,good,expired,critical,4,0.0,0.0,0.4899,0.0,115.870361,0.79495,0.0,0.0,0.4899,115.870361,118651.25,raw;sparse_cell
counting,2,good,20dB,good,expired,critical,4,0.0,0.0,0.4899,0.0,161.893799,0.79495,0.0,0.0,0.4899,161.893799,165779.25,raw;sparse_cell
counting,2,bad,-5dB,good,expired,normal,30,0.7,0.521239,0.833354,0.521239,31.097949,0.338632,0.7,0.521239,0.833354,31.097949,31844.3,raw
counting,2,bad,0dB,good,expired,normal,30,0.733333,0.555517,0.858175,0.555517,46.072005,0.333903,0.733333,0.555517,0.858175,46.072005,47177.733,raw
counting,2,medium,5dB,good,expired,normal,30,0.733333,0.555517,0.833354,0.555517,60.131152,0.321493,0.7,0.521239,0.833354,60.131152,61574.3,snr_monotonic_adjusted
counting,2,medium,10dB,good,expired,normal,30,0.733333,0.555517,0.833354,0.555517,82.856673,0.321493,0.7,0.521239,0.833354,82.856673,84845.233,snr_monotonic_adjusted
counting,2,good,15dB,good,expired,normal,30,0.733333,0.555517,0.833354,0.555517,113.664062,0.321493,0.7,0.521239,0.833354,113.664062,116391.999,snr_monotonic_adjusted
counting,2,good,20dB,good,expired,normal,30,0.733333,0.555517,0.833354,0.555517,154.00179,0.321493,0.7,0.521239,0.833354,154.00179,157697.833,snr_monotonic_adjusted
counting,2,bad,-5dB,good,fresh,critical,4,0.0,0.0,0.4899,0.0,30.261963,0.79495,0.0,0.0,0.4899,30.261963,30988.25,raw;sparse_cell
counting,2,bad,0dB,good,fresh,critical,4,0.0,0.0,0.4899,0.0,45.132324,0.79495,0.0,0.0,0.4899,45.132324,46215.5,raw;sparse_cell
counting,2,medium,5dB,good,fresh,critical,4,0.0,0.0,0.4899,0.0,59.427979,0.79495,0.0,0.0,0.4899,59.427979,60854.25,raw;sparse_cell
counting,2,medium,10dB,good,fresh,critical,4,0.0,0.0,0.4899,0.0,81.722168,0.79495,0.0,0.0,0.4899,81.722168,83683.5,raw;sparse_cell
counting,2,good,15dB,good,fresh,critical,4,0.0,0.0,0.4899,0.0,115.870361,0.79495,0.0,0.0,0.4899,115.870361,118651.25,raw;sparse_cell
counting,2,good,20dB,good,fresh,critical,4,0.0,0.0,0.4899,0.0,161.893799,0.79495,0.0,0.0,0.4899,161.893799,165779.25,raw;sparse_cell
counting,2,bad,-5dB,good,fresh,normal,30,0.7,0.521239,0.833354,0.521239,31.097949,0.338632,0.7,0.521239,0.833354,31.097949,31844.3,raw
counting,2,bad,0dB,good,fresh,normal,30,0.733333,0.555517,0.858175,0.555517,46.072005,0.333903,0.733333,0.555517,0.858175,46.072005,47177.733,raw
counting,2,medium,5dB,good,fresh,normal,30,0.733333,0.555517,0.833354,0.555517,60.131152,0.321493,0.7,0.521239,0.833354,60.131152,61574.3,snr_monotonic_adjusted
counting,2,medium,10dB,good,fresh,normal,30,0.733333,0.555517,0.833354,0.555517,82.856673,0.321493,0.7,0.521239,0.833354,82.856673,84845.233,snr_monotonic_adjusted
counting,2,good,15dB,good,fresh,normal,30,0.733333,0.555517,0.833354,0.555517,113.664062,0.321493,0.7,0.521239,0.833354,113.664062,116391.999,snr_monotonic_adjusted
counting,2,good,20dB,good,fresh,normal,30,0.733333,0.555517,0.833354,0.555517,154.00179,0.321493,0.7,0.521239,0.833354,154.00179,157697.833,snr_monotonic_adjusted
counting,2,bad,-5dB,good,stale,critical,4,0.0,0.0,0.4899,0.0,30.261963,0.79495,0.0,0.0,0.4899,30.261963,30988.25,raw;sparse_cell
counting,2,bad,0dB,good,stale,critical,4,0.0,0.0,0.4899,0.0,45.132324,0.79495,0.0,0.0,0.4899,45.132324,46215.5,raw;sparse_cell
counting,2,medium,5dB,good,stale,critical,4,0.0,0.0,0.4899,0.0,59.427979,0.79495,0.0,0.0,0.4899,59.427979,60854.25,raw;sparse_cell
counting,2,medium,10dB,good,stale,critical,4,0.0,0.0,0.4899,0.0,81.722168,0.79495,0.0,0.0,0.4899,81.722168,83683.5,raw;sparse_cell
counting,2,good,15dB,good,stale,critical,4,0.0,0.0,0.4899,0.0,115.870361,0.79495,0.0,0.0,0.4899,115.870361,118651.25,raw;sparse_cell
counting,2,good,20dB,good,stale,critical,4,0.0,0.0,0.4899,0.0,161.893799,0.79495,0.0,0.0,0.4899,161.893799,165779.25,raw;sparse_cell
counting,2,bad,-5dB,good,stale,normal,30,0.7,0.521239,0.833354,0.521239,31.097949,0.338632,0.7,0.521239,0.833354,31.097949,31844.3,raw
counting,2,bad,0dB,good,stale,normal,30,0.733333,0.555517,0.858175,0.555517,46.072005,0.333903,0.733333,0.555517,0.858175,46.072005,47177.733,raw
counting,2,medium,5dB,good,stale,normal,30,0.733333,0.555517,0.833354,0.555517,60.131152,0.321493,0.7,0.521239,0.833354,60.131152,61574.3,snr_monotonic_adjusted
counting,2,medium,10dB,good,stale,normal,30,0.733333,0.555517,0.833354,0.555517,82.856673,0.321493,0.7,0.521239,0.833354,82.856673,84845.233,snr_monotonic_adjusted
counting,2,good,15dB,good,stale,normal,30,0.733333,0.555517,0.833354,0.555517,113.664062,0.321493,0.7,0.521239,0.833354,113.664062,116391.999,snr_monotonic_adjusted
counting,2,good,20dB,good,stale,normal,30,0.733333,0.555517,0.833354,0.555517,154.00179,0.321493,0.7,0.521239,0.833354,154.00179,157697.833,snr_monotonic_adjusted
counting,2,bad,-5dB,medium,expired,critical,13,0.0,0.0,0.228102,0.0,38.225285,0.391401,0.0,0.0,0.228102,38.225285,39142.692,raw
counting,2,bad,0dB,medium,expired,critical,13,0.0,0.0,0.228102,0.0,56.50631,0.391401,0.0,0.0,0.228102,56.50631,57862.461,raw
counting,2,medium,5dB,medium,expired,critical,13,0.0,0.0,0.228102,0.0,73.247972,0.391401,0.0,0.0,0.228102,73.247972,75005.923,raw
counting,2,medium,10dB,medium,expired,critical,13,0.0,0.0,0.228102,0.0,99.344877,0.391401,0.0,0.0,0.228102,99.344877,101729.154,raw
counting,2,good,15dB,medium,expired,critical,13,0.0,0.0,0.228102,0.0,137.070463,0.391401,0.0,0.0,0.228102,137.070463,140360.154,raw
counting,2,good,20dB,medium,expired,critical,13,0.0,0.0,0.228102,0.0,191.093224,0.391401,0.0,0.0,0.228102,191.093224,195679.461,raw
counting,2,bad,-5dB,medium,expired,normal,37,0.513514,0.358946,0.665538,0.358946,33.008182,0.317695,0.513514,0.358946,0.665538,33.008182,33800.378,raw
counting,2,bad,0dB,medium,expired,normal,37,0.540541,0.383838,0.689617,0.383838,48.989627,0.317288,0.540541,0.383838,0.689617,48.989627,50165.378,raw
counting,2,medium,5dB,medium,expired,normal,37,0.540541,0.383838,0.689617,0.383838,63.448981,0.317288,0.540541,0.383838,0.689617,63.448981,64971.757,raw
counting,2,medium,10dB,medium,expired,normal,37,0.594595,0.434857,0.736537,0.434857,86.227539,0.315239,0.594595,0.434857,0.736537,86.227539,88297.0,raw
counting,2,good,15dB,medium,expired,normal,37,0.594595,0.434857,0.736537,0.434857,118.222234,0.315239,0.594595,0.434857,0.736537,118.222234,121059.568,raw
counting,2,good,20dB,medium,expired,normal,37,0.594595,0.434857,0.736537,0.434857,164.256968,0.315239,0.594595,0.434857,0.736537,164.256968,168199.135,raw
counting,2,bad,-5dB,medium,fresh,critical,13,0.0,0.0,0.228102,0.0,38.225285,0.391401,0.0,0.0,0.228102,38.225285,39142.692,raw
counting,2,bad,0dB,medium,fresh,critical,13,0.0,0.0,0.228102,0.0,56.50631,0.391401,0.0,0.0,0.228102,56.50631,57862.461,raw
counting,2,medium,5dB,medium,fresh,critical,13,0.0,0.0,0.228102,0.0,73.247972,0.391401,0.0,0.0,0.228102,73.247972,75005.923,raw
counting,2,medium,10dB,medium,fresh,critical,13,0.0,0.0,0.228102,0.0,99.344877,0.391401,0.0,0.0,0.228102,99.344877,101729.154,raw
counting,2,good,15dB,medium,fresh,critical,13,0.0,0.0,0.228102,0.0,137.070463,0.391401,0.0,0.0,0.228102,137.070463,140360.154,raw
counting,2,good,20dB,medium,fresh,critical,13,0.0,0.0,0.228102,0.0,191.093224,0.391401,0.0,0.0,0.228102,191.093224,195679.461,raw
counting,2,bad,-5dB,medium,fresh,normal,37,0.513514,0.358946,0.665538,0.358946,33.008182,0.317695,0.513514,0.358946,0.665538,33.008182,33800.378,raw
counting,2,bad,0dB,medium,fresh,normal,37,0.540541,0.383838,0.689617,0.383838,48.989627,0.317288,0.540541,0.383838,0.689617,48.989627,50165.378,raw
counting,2,medium,5dB,medium,fresh,normal,37,0.540541,0.383838,0.689617,0.383838,63.448981,0.317288,0.540541,0.383838,0.689617,63.448981,64971.757,raw
counting,2,medium,10dB,medium,fresh,normal,37,0.594595,0.434857,0.736537,0.434857,86.227539,0.315239,0.594595,0.434857,0.736537,86.227539,88297.0,raw
counting,2,good,15dB,medium,fresh,normal,37,0.594595,0.434857,0.736537,0.434857,118.222234,0.315239,0.594595,0.434857,0.736537,118.222234,121059.568,raw
counting,2,good,20dB,medium,fresh,normal,37,0.594595,0.434857,0.736537,0.434857,164.256968,0.315239,0.594595,0.434857,0.736537,164.256968,168199.135,raw
counting,2,bad,-5dB,medium,stale,critical,13,0.0,0.0,0.228102,0.0,38.225285,0.391401,0.0,0.0,0.228102,38.225285,39142.692,raw
counting,2,bad,0dB,medium,stale,critical,13,0.0,0.0,0.228102,0.0,56.50631,0.391401,0.0,0.0,0.228102,56.50631,57862.461,raw
counting,2,medium,5dB,medium,stale,critical,13,0.0,0.0,0.228102,0.0,73.247972,0.391401,0.0,0.0,0.228102,73.247972,75005.923,raw
counting,2,medium,10dB,medium,stale,critical,13,0.0,0.0,0.228102,0.0,99.344877,0.391401,0.0,0.0,0.228102,99.344877,101729.154,raw
counting,2,good,15dB,medium,stale,critical,13,0.0,0.0,0.228102,0.0,137.070463,0.391401,0.0,0.0,0.228102,137.070463,140360.154,raw
counting,2,good,20dB,medium,stale,critical,13,0.0,0.0,0.228102,0.0,191.093224,0.391401,0.0,0.0,0.228102,191.093224,195679.461,raw
counting,2,bad,-5dB,medium,stale,normal,37,0.513514,0.358946,0.665538,0.358946,33.008182,0.317695,0.513514,0.358946,0.665538,33.008182,33800.378,raw
counting,2,bad,0dB,medium,stale,normal,37,0.540541,0.383838,0.689617,0.383838,48.989627,0.317288,0.540541,0.383838,0.689617,48.989627,50165.378,raw
counting,2,medium,5dB,medium,stale,normal,37,0.540541,0.383838,0.689617,0.383838,63.448981,0.317288,0.540541,0.383838,0.689617,63.448981,64971.757,raw
counting,2,medium,10dB,medium,stale,normal,37,0.594595,0.434857,0.736537,0.434857,86.227539,0.315239,0.594595,0.434857,0.736537,86.227539,88297.0,raw
counting,2,good,15dB,medium,stale,normal,37,0.594595,0.434857,0.736537,0.434857,118.222234,0.315239,0.594595,0.434857,0.736537,118.222234,121059.568,raw
counting,2,good,20dB,medium,stale,normal,37,0.594595,0.434857,0.736537,0.434857,164.256968,0.315239,0.594595,0.434857,0.736537,164.256968,168199.135,raw
counting,2,bad,-5dB,poor,expired,critical,441,0.0,0.0,0.008636,0.0,37.365826,0.051937,0.0,0.0,0.008636,37.365826,38262.606,raw
counting,2,bad,0dB,poor,expired,critical,441,0.0,0.0,0.008636,0.0,55.398674,0.051937,0.0,0.0,0.008636,55.398674,56728.242,raw
counting,2,medium,5dB,poor,expired,critical,441,0.0,0.0,0.008636,0.0,71.63237,0.051937,0.0,0.0,0.008636,71.63237,73351.547,raw
counting,2,medium,10dB,poor,expired,critical,441,0.0,0.0,0.008636,0.0,96.203541,0.051937,0.0,0.0,0.008636,96.203541,98512.426,raw
counting,2,good,15dB,poor,expired,critical,441,0.0,0.0,0.008636,0.0,131.733469,0.051937,0.0,0.0,0.008636,131.733469,134895.072,raw
counting,2,good,20dB,poor,expired,critical,441,0.0,0.0,0.008636,0.0,184.215198,0.051937,0.0,0.0,0.008636,184.215198,188636.363,raw
counting,2,bad,-5dB,poor,expired,normal,491,0.462322,0.418684,0.506545,0.418684,34.946042,0.08906,0.462322,0.418684,0.506545,34.946042,35784.747,raw
counting,2,bad,0dB,poor,expired,normal,491,0.478615,0.434766,0.522796,0.434766,52.042448,0.089144,0.478615,0.434766,0.522796,52.042448,53291.467,raw
counting,2,medium,5dB,poor,expired,normal,491,0.482688,0.438794,0.526851,0.438794,67.40371,0.089158,0.482688,0.438794,0.526851,67.40371,69021.399,raw
counting,2,medium,10dB,poor,expired,normal,491,0.486762,0.442825,0.530904,0.442825,90.595258,0.089169,0.486762,0.442825,0.530904,90.595258,92769.544,raw
counting,2,good,15dB,poor,expired,normal,491,0.486762,0.442825,0.526851,0.442825,124.227629,0.087142,0.482688,0.438794,0.526851,124.227629,127209.092,snr_monotonic_adjusted
counting,2,good,20dB,poor,expired,normal,491,0.490835,0.446859,0.534954,0.446859,175.121947,0.089177,0.490835,0.446859,0.534954,175.121947,179324.874,raw
counting,2,bad,-5dB,poor,fresh,critical,441,0.0,0.0,0.008636,0.0,37.365826,0.051937,0.0,0.0,0.008636,37.365826,38262.606,raw
counting,2,bad,0dB,poor,fresh,critical,441,0.0,0.0,0.008636,0.0,55.398674,0.051937,0.0,0.0,0.008636,55.398674,56728.242,raw
counting,2,medium,5dB,poor,fresh,critical,441,0.0,0.0,0.008636,0.0,71.63237,0.051937,0.0,0.0,0.008636,71.63237,73351.547,raw
counting,2,medium,10dB,poor,fresh,critical,441,0.0,0.0,0.008636,0.0,96.203541,0.051937,0.0,0.0,0.008636,96.203541,98512.426,raw
counting,2,good,15dB,poor,fresh,critical,441,0.0,0.0,0.008636,0.0,131.733469,0.051937,0.0,0.0,0.008636,131.733469,134895.072,raw
counting,2,good,20dB,poor,fresh,critical,441,0.0,0.0,0.008636,0.0,184.215198,0.051937,0.0,0.0,0.008636,184.215198,188636.363,raw
counting,2,bad,-5dB,poor,fresh,normal,491,0.462322,0.418684,0.506545,0.418684,34.946042,0.08906,0.462322,0.418684,0.506545,34.946042,35784.747,raw
counting,2,bad,0dB,poor,fresh,normal,491,0.478615,0.434766,0.522796,0.434766,52.042448,0.089144,0.478615,0.434766,0.522796,52.042448,53291.467,raw
counting,2,medium,5dB,poor,fresh,normal,491,0.482688,0.438794,0.526851,0.438794,67.40371,0.089158,0.482688,0.438794,0.526851,67.40371,69021.399,raw
counting,2,medium,10dB,poor,fresh,normal,491,0.486762,0.442825,0.530904,0.442825,90.595258,0.089169,0.486762,0.442825,0.530904,90.595258,92769.544,raw
counting,2,good,15dB,poor,fresh,normal,491,0.486762,0.442825,0.526851,0.442825,124.227629,0.087142,0.482688,0.438794,0.526851,124.227629,127209.092,snr_monotonic_adjusted
counting,2,good,20dB,poor,fresh,normal,491,0.490835,0.446859,0.534954,0.446859,175.121947,0.089177,0.490835,0.446859,0.534954,175.121947,179324.874,raw
counting,2,bad,-5dB,poor,stale,critical,441,0.0,0.0,0.008636,0.0,37.365826,0.051937,0.0,0.0,0.008636,37.365826,38262.606,raw
counting,2,bad,0dB,poor,stale,critical,441,0.0,0.0,0.008636,0.0,55.398674,0.051937,0.0,0.0,0.008636,55.398674,56728.242,raw
counting,2,medium,5dB,poor,stale,critical,441,0.0,0.0,0.008636,0.0,71.63237,0.051937,0.0,0.0,0.008636,71.63237,73351.547,raw
counting,2,medium,10dB,poor,stale,critical,441,0.0,0.0,0.008636,0.0,96.203541,0.051937,0.0,0.0,0.008636,96.203541,98512.426,raw
counting,2,good,15dB,poor,stale,critical,441,0.0,0.0,0.008636,0.0,131.733469,0.051937,0.0,0.0,0.008636,131.733469,134895.072,raw
counting,2,good,20dB,poor,stale,critical,441,0.0,0.0,0.008636,0.0,184.215198,0.051937,0.0,0.0,0.008636,184.215198,188636.363,raw
counting,2,bad,-5dB,poor,stale,normal,491,0.462322,0.418684,0.506545,0.418684,34.946042,0.08906,0.462322,0.418684,0.506545,34.946042,35784.747,raw
counting,2,bad,0dB,poor,stale,normal,491,0.478615,0.434766,0.522796,0.434766,52.042448,0.089144,0.478615,0.434766,0.522796,52.042448,53291.467,raw
counting,2,medium,5dB,poor,stale,normal,491,0.482688,0.438794,0.526851,0.438794,67.40371,0.089158,0.482688,0.438794,0.526851,67.40371,69021.399,raw
counting,2,medium,10dB,poor,stale,normal,491,0.486762,0.442825,0.530904,0.442825,90.595258,0.089169,0.486762,0.442825,0.530904,90.595258,92769.544,raw
counting,2,good,15dB,poor,stale,normal,491,0.486762,0.442825,0.526851,0.442825,124.227629,0.087142,0.482688,0.438794,0.526851,124.227629,127209.092,snr_monotonic_adjusted
counting,2,good,20dB,poor,stale,normal,491,0.490835,0.446859,0.534954,0.446859,175.121947,0.089177,0.490835,0.446859,0.534954,175.121947,179324.874,raw
presence,0,bad,-5dB,good,expired,critical,4,0.25,0.119992,0.448998,0.119992,0.0,0.714503,0.25,0.045586,0.699364,0.0,0.0,cache_snr_invariant;sparse_cell
presence,0,bad,0dB,good,expired,critical,4,0.25,0.119992,0.448998,0.119992,0.0,0.714503,0.25,0.045586,0.699364,0.0,0.0,cache_snr_invariant;sparse_cell
presence,0,medium,5dB,good,expired,critical,4,0.25,0.119992,0.448998,0.119992,0.0,0.714503,0.25,0.045586,0.699364,0.0,0.0,cache_snr_invariant;sparse_cell
presence,0,medium,10dB,good,expired,critical,4,0.25,0.119992,0.448998,0.119992,0.0,0.714503,0.25,0.045586,0.699364,0.0,0.0,cache_snr_invariant;sparse_cell
presence,0,good,15dB,good,expired,critical,4,0.25,0.119992,0.448998,0.119992,0.0,0.714503,0.25,0.045586,0.699364,0.0,0.0,cache_snr_invariant;sparse_cell
presence,0,good,20dB,good,expired,critical,4,0.25,0.119992,0.448998,0.119992,0.0,0.714503,0.25,0.045586,0.699364,0.0,0.0,cache_snr_invariant;sparse_cell
