question_type,service_level,channel_bin,view_quality_bin,freshness_bin,risk_level,expected_accuracy,sample_count,std_or_ci,avg_payload_bytes,avg_payload_kb
presence,2,medium,poor,expired,normal,0.653846,78,0.10558,50064.987,48.891589
presence,2,medium,poor,fresh,critical,1.0,27,0.0,55047.704,53.757523
presence,2,medium,poor,fresh,normal,0.653846,78,0.10558,50064.987,48.891589
presence,2,medium,poor,stale,critical,1.0,27,0.0,55047.704,53.757523
presence,2,medium,poor,stale,normal,0.653846,78,0.10558,50064.987,48.891589
presence,3,bad,good,expired,critical,0.909091,22,0.12013,31493.455,30.755327
presence,3,bad,good,expired,normal,0.690141,71,0.107567,19908.239,19.44164
presence,3,bad,good,fresh,critical,0.909091,22,0.12013,31493.455,30.755327
presence,3,bad,good,fresh,normal,0.690141,71,0.107567,19908.239,19.44164
presence,3,bad,good,stale,critical,0.909091,22,0.12013,31493.455,30.755327
presence,3,bad,good,stale,normal,0.690141,71,0.107567,19908.239,19.44164
presence,3,bad,medium,expired,critical,0.85,20,0.156493,24869.1,24.28623
presence,3,bad,medium,expired,normal,0.586207,29,0.179256,23372.483,22.82469
presence,3,bad,medium,fresh,critical,0.85,20,0.156493,24869.1,24.28623
presence,3,bad,medium,fresh,normal,0.586207,29,0.179256,23372.483,22.82469
presence,3,bad,medium,stale,critical,0.85,20,0.156493,24869.1,24.28623
presence,3,bad,medium,stale,normal,0.586207,29,0.179256,23372.483,22.82469
presence,3,bad,poor,expired,critical,1.0,27,0.0,15358.815,14.998843
presence,3,bad,poor,expired,normal,0.5,78,0.110963,13830.321,13.506172
presence,3,bad,poor,fresh,critical,1.0,27,0.0,15358.815,14.998843
presence,3,bad,poor,fresh,normal,0.5,78,0.110963,13830.321,13.506172
presence,3,bad,poor,stale,critical,1.0,27,0.0,15358.815,14.998843
presence,3,bad,poor,stale,normal,0.5,78,0.110963,13830.321,13.506172
presence,3,good,good,expired,critical,0.954545,22,0.087043,184830.455,180.498491
presence,3,good,good,expired,normal,0.774648,71,0.097187,103551.845,101.124849
presence,3,good,good,fresh,critical,0.954545,22,0.087043,184830.455,180.498491
presence,3,good,good,fresh,normal,0.774648,71,0.097187,103551.845,101.124849
presence,3,good,good,stale,critical,0.954545,22,0.087043,184830.455,180.498491
presence,3,good,good,stale,normal,0.774648,71,0.097187,103551.845,101.124849
presence,3,good,medium,expired,critical,0.95,20,0.095519,145868.75,142.449951
presence,3,good,medium,expired,normal,0.689655,29,0.168382,119074.448,116.283641
presence,3,good,medium,fresh,critical,0.95,20,0.095519,145868.75,142.449951
presence,3,good,medium,fresh,normal,0.689655,29,0.168382,119074.448,116.283641
presence,3,good,medium,stale,critical,0.95,20,0.095519,145868.75,142.449951
presence,3,good,medium,stale,normal,0.689655,29,0.168382,119074.448,116.283641
presence,3,good,poor,expired,critical,1.0,27,0.0,96069.556,93.817925
presence,3,good,poor,expired,normal,0.666667,78,0.104617,71082.115,69.416128
presence,3,good,poor,fresh,critical,1.0,27,0.0,96069.556,93.817925
presence,3,good,poor,fresh,normal,0.666667,78,0.104617,71082.115,69.416128
presence,3,good,poor,stale,critical,1.0,27,0.0,96069.556,93.817925
presence,3,good,poor,stale,normal,0.666667,78,0.104617,71082.115,69.416128
presence,3,medium,good,expired,critical,0.909091,22,0.12013,64059.227,62.557839
presence,3,medium,good,expired,normal,0.746479,71,0.101191,40314.338,39.369471
presence,3,medium,good,fresh,critical,0.909091,22,0.12013,64059.227,62.557839
presence,3,medium,good,fresh,normal,0.746479,71,0.101191,40314.338,39.369471
presence,3,medium,good,stale,critical,0.909091,22,0.12013,64059.227,62.557839
presence,3,medium,good,stale,normal,0.746479,71,0.101191,40314.338,39.369471
presence,3,medium,medium,expired,critical,0.9,20,0.131481,50603.75,49.417725
presence,3,medium,medium,expired,normal,0.62069,29,0.1766,47857.379,46.735722
presence,3,medium,medium,fresh,critical,0.9,20,0.131481,50603.75,49.417725
presence,3,medium,medium,fresh,normal,0.62069,29,0.1766,47857.379,46.735722
presence,3,medium,medium,stale,critical,0.9,20,0.131481,50603.75,49.417725
presence,3,medium,medium,stale,normal,0.62069,29,0.1766,47857.379,46.735722
presence,3,medium,poor,expired,critical,1.0,27,0.0,31283.148,30.549949
presence,3,medium,poor,expired,normal,0.589744,78,0.109161,28089.077,27.430739
presence,3,medium,poor,fresh,critical,1.0,27,0.0,31283.148,30.549949
presence,3,medium,poor,fresh,normal,0.589744,78,0.109161,28089.077,27.430739
presence,3,medium,poor,stale,critical,1.0,27,0.0,31283.148,30.549949
presence,3,medium,poor,stale,normal,0.589744,78,0.109161,28089.077,27.430739
