channel,service,snr_db,traffic_class,sigma_band,upload_airtime_s,queue_wait_W_s,T4_comm_mean_s,load,c2_mode,comm_latency_s,T4_mean_s,T4_s,d_TC_m,d_TC_default_m,rel_capacity,N_ref_illustrative
awgn,M3_token,-5.0,SAIL I-II,1,0.0139,0.0074,1.8074,peak,shared,0.0511,7.827,12.064,299.7,299.62,0.9997,4.789
awgn,M3_token,-5.0,SAIL I-II,2,0.0139,0.0074,1.8074,peak,shared,0.0511,7.827,16.301,370.57,370.49,0.9998,4.789
awgn,M4_adaptive,-5.0,SAIL I-II,0,2.6432,1.4097,3.2097,peak,shared,2.6559,9.23,9.23,245.66,228.75,0.9311,4.529
awgn,M4_adaptive,-5.0,SAIL I-II,1,2.6432,1.4097,3.2097,peak,shared,2.6559,9.23,13.466,316.53,299.62,0.9466,4.587
awgn,M4_adaptive,-5.0,SAIL I-II,2,2.6432,1.4097,3.2097,peak,shared,2.6559,9.23,17.703,387.4,370.49,0.9563,4.625
awgn,M1_image,0.0,SAIL I-II,0,1.241,0.6619,2.4619,peak,shared,1.241,8.482,8.482,236.69,228.75,0.9664,4.663
awgn,M1_image,0.0,SAIL I-II,1,1.241,0.6619,2.4619,peak,shared,1.241,8.482,12.719,307.56,299.62,0.9742,4.692
awgn,M1_image,0.0,SAIL I-II,2,1.241,0.6619,2.4619,peak,shared,1.241,8.482,16.955,378.43,370.49,0.979,4.71
awgn,M3_token,0.0,SAIL I-II,0,0.0139,0.0074,1.8074,peak,shared,0.0511,7.827,7.827,228.83,228.75,0.9996,4.789
awgn,M3_token,0.0,SAIL I-II,1,0.0139,0.0074,1.8074,peak,shared,0.0511,7.827,12.064,299.7,299.62,0.9997,4.789
awgn,M3_token,0.0,SAIL I-II,2,0.0139,0.0074,1.8074,peak,shared,0.0511,7.827,16.301,370.57,370.49,0.9998,4.789
awgn,M4_adaptive,0.0,SAIL I-II,0,0.8221,0.4385,2.2385,peak,shared,0.8348,8.258,8.258,234.01,228.75,0.9775,4.705
awgn,M4_adaptive,0.0,SAIL I-II,1,0.8221,0.4385,2.2385,peak,shared,0.8348,8.258,12.495,304.88,299.62,0.9827,4.725
awgn,M4_adaptive,0.0,SAIL I-II,2,0.8221,0.4385,2.2385,peak,shared,0.8348,8.258,16.732,375.75,370.49,0.986,4.737
awgn,M1_image,5.0,SAIL I-II,0,0.761,0.4059,2.2059,peak,shared,0.761,8.226,8.226,233.62,228.75,0.9792,4.711
awgn,M1_image,5.0,SAIL I-II,1,0.761,0.4059,2.2059,peak,shared,0.761,8.226,12.463,304.49,299.62,0.984,4.729
awgn,M1_image,5.0,SAIL I-II,2,0.761,0.4059,2.2059,peak,shared,0.761,8.226,16.699,375.36,370.49,0.987,4.741
awgn,M3_token,5.0,SAIL I-II,0,0.0139,0.0074,1.8074,peak,shared,0.0511,7.827,7.827,228.83,228.75,0.9996,4.789
awgn,M3_token,5.0,SAIL I-II,1,0.0139,0.0074,1.8074,peak,shared,0.0511,7.827,12.064,299.7,299.62,0.9997,4.789
awgn,M3_token,5.0,SAIL I-II,2,0.0139,0.0074,1.8074,peak,shared,0.0511,7.827,16.301,370.57,370.49,0.9998,4.789
awgn,M4_adaptive,5.0,SAIL I-II,0,0.5055,0.2696,2.0696,peak,shared,0.5182,8.09,8.09,231.98,228.75,0.9861,4.737
awgn,M4_adaptive,5.0,SAIL I-II,1,0.5055,0.2696,2.0696,peak,shared,0.5182,8.09,12.326,302.85,299.62,0.9893,4.75
awgn,M4_adaptive,5.0,SAIL I-II,2,0.5055,0.2696,2.0696,peak,shared,0.5182,8.09,16.563,373.72,370.49,0.9913,4.757
awgn,M1_image,10.0,SAIL I-II,0,0.5866,0.3129,2.1129,peak,shared,0.5866,8.133,8.133,232.5,228.75,0.9839,4.729
awgn,M1_image,10.0,SAIL I-II,1,0.5866,0.3129,2.1129,peak,shared,0.5866,8.133,12.37,303.37,299.62,0.9876,4.743
awgn,M1_image,10.0,SAIL I-II,2,0.5866,0.3129,2.1129,peak,shared,0.5866,8.133,16.606,374.24,370.49,0.99,4.752
awgn,M3_token,10.0,SAIL I-II,0,0.0139,0.0074,1.8074,peak,shared,0.0511,7.827,7.827,228.83,228.75,0.9996,4.789
awgn,M3_token,10.0,SAIL I-II,1,0.0139,0.0074,1.8074,peak,shared,0.0511,7.827,12.064,299.7,299.62,0.9997,4.789
awgn,M3_token,10.0,SAIL I-II,2,0.0139,0.0074,1.8074,peak,shared,0.0511,7.827,16.301,370.57,370.49,0.9998,4.789
awgn,M4_adaptive,10.0,SAIL I-II,0,0.391,0.2085,2.0085,peak,shared,0.4037,8.029,8.029,231.25,228.75,0.9892,4.749
awgn,M4_adaptive,10.0,SAIL I-II,1,0.391,0.2085,2.0085,peak,shared,0.4037,8.029,12.265,302.12,299.62,0.9917,4.759
awgn,M4_adaptive,10.0,SAIL I-II,2,0.391,0.2085,2.0085,peak,shared,0.4037,8.029,16.502,372.99,370.49,0.9933,4.765
awgn,M1_image,15.0,SAIL I-II,0,0.4445,0.2371,2.0371,peak,shared,0.4445,8.057,8.057,231.59,228.75,0.9877,4.743
awgn,M1_image,15.0,SAIL I-II,1,0.4445,0.2371,2.0371,peak,shared,0.4445,8.057,12.294,302.46,299.62,0.9906,4.754
awgn,M1_image,15.0,SAIL I-II,2,0.4445,0.2371,2.0371,peak,shared,0.4445,8.057,16.531,373.33,370.49,0.9924,4.761
awgn,M3_token,15.0,SAIL I-II,0,0.0139,0.0074,1.8074,peak,shared,0.0511,7.827,7.827,228.83,228.75,0.9996,4.789
awgn,M3_token,15.0,SAIL I-II,1,0.0139,0.0074,1.8074,peak,shared,0.0511,7.827,12.064,299.7,299.62,0.9997,4.789
awgn,M3_token,15.0,SAIL I-II,2,0.0139,0.0074,1.8074,peak,shared,0.0511,7.827,16.301,370.57,370.49,0.9998,4.789
awgn,M4_adaptive,15.0,SAIL I-II,0,0.2974,0.1586,1.9586,peak,shared,0.3101,7.979,7.979,230.65,228.75,0.9917,4.759
awgn,M4_adaptive,15.0,SAIL I-II,1,0.2974,0.1586,1.9586,peak,shared,0.3101,7.979,12.215,301.52,299.62,0.9937,4.766
awgn,M4_adaptive,15.0,SAIL I-II,2,0.2974,0.1586,1.9586,peak,shared,0.3101,7.979,16.452,372.39,370.49,0.9949,4.771
awgn,M1_image,20.0,SAIL I-II,0,0.3383,0.1804,1.9804,peak,shared,0.3383,8.0,8.0,230.91,228.75,0.9906,4.754
awgn,M1_image,20.0,SAIL I-II,1,0.3383,0.1804,1.9804,peak,shared,0.3383,8.0,12.237,301.78,299.62,0.9928,4.763
awgn,M1_image,20.0,SAIL I-II,2,0.3383,0.1804,1.9804,peak,shared,0.3383,8.0,16.474,372.65,370.49,0.9942,4.768
awgn,M3_token,20.0,SAIL I-II,0,0.0139,0.0074,1.8074,peak,shared,0.0511,7.827,7.827,228.83,228.75,0.9996,4.789
awgn,M3_token,20.0,SAIL I-II,1,0.0139,0.0074,1.8074,peak,shared,0.0511,7.827,12.064,299.7,299.62,0.9997,4.789
awgn,M3_token,20.0,SAIL I-II,2,0.0139,0.0074,1.8074,peak,shared,0.0511,7.827,16.301,370.57,370.49,0.9998,4.789
awgn,M4_adaptive,20.0,SAIL I-II,0,0.2277,0.1214,1.9214,peak,shared,0.2404,7.941,7.941,230.2,228.75,0.9937,4.766
awgn,M4_adaptive,20.0,SAIL I-II,1,0.2277,0.1214,1.9214,peak,shared,0.2404,7.941,12.178,301.07,299.62,0.9952,4.772
awgn,M4_adaptive,20.0,SAIL I-II,2,0.2277,0.1214,1.9214,peak,shared,0.2404,7.941,16.415,371.94,370.49,0.9961,4.775
awgn,M2_analog,-5.0,SAIL I-II,0,0.3,0.16,1.96,peak,shared,0.3,7.98,7.98,230.67,228.75,0.9917,4.758
awgn,M2_analog,-5.0,SAIL I-II,1,0.3,0.16,1.96,peak,shared,0.3,7.98,12.217,301.54,299.62,0.9936,4.766
awgn,M2_analog,-5.0,SAIL I-II,2,0.3,0.16,1.96,peak,shared,0.3,7.98,16.454,372.41,370.49,0.9948,4.77
awgn,M2_analog,0.0,SAIL I-II,0,0.3,0.16,1.96,peak,shared,0.3,7.98,7.98,230.67,228.75,0.9917,4.758
awgn,M2_analog,0.0,SAIL I-II,1,0.3,0.16,1.96,peak,shared,0.3,7.98,12.217,301.54,299.62,0.9936,4.766
awgn,M2_analog,0.0,SAIL I-II,2,0.3,0.16,1.96,peak,shared,0.3,7.98,16.454,372.41,370.49,0.9948,4.77
awgn,M2_analog,5.0,SAIL I-II,0,0.3,0.16,1.96,peak,shared,0.3,7.98,7.98,230.67,228.75,0.9917,4.758
awgn,M2_analog,5.0,SAIL I-II,1,0.3,0.16,1.96,peak,shared,0.3,7.98,12.217,301.54,299.62,0.9936,4.766
awgn,M2_analog,5.0,SAIL I-II,2,0.3,0.16,1.96,peak,shared,0.3,7.98,16.454,372.41,370.49,0.9948,4.77
awgn,M2_analog,10.0,SAIL I-II,0,0.3,0.16,1.96,peak,shared,0.3,7.98,7.98,230.67,228.75,0.9917,4.758
awgn,M2_analog,10.0,SAIL I-II,1,0.3,0.16,1.96,peak,shared,0.3,7.98,12.217,301.54,299.62,0.9936,4.766
awgn,M2_analog,10.0,SAIL I-II,2,0.3,0.16,1.96,peak,shared,0.3,7.98,16.454,372.41,370.49,0.9948,4.77
awgn,M2_analog,15.0,SAIL I-II,0,0.3,0.16,1.96,peak,shared,0.3,7.98,7.98,230.67,228.75,0.9917,4.758
awgn,M2_analog,15.0,SAIL I-II,1,0.3,0.16,1.96,peak,shared,0.3,7.98,12.217,301.54,299.62,0.9936,4.766
awgn,M2_analog,15.0,SAIL I-II,2,0.3,0.16,1.96,peak,shared,0.3,7.98,16.454,372.41,370.49,0.9948,4.77
awgn,M2_analog,20.0,SAIL I-II,0,0.3,0.16,1.96,peak,shared,0.3,7.98,7.98,230.67,228.75,0.9917,4.758
awgn,M2_analog,20.0,SAIL I-II,1,0.3,0.16,1.96,peak,shared,0.3,7.98,12.217,301.54,299.62,0.9936,4.766
awgn,M2_analog,20.0,SAIL I-II,2,0.3,0.16,1.96,peak,shared,0.3,7.98,16.454,372.41,370.49,0.9948,4.77
awgn,M0_naive,-5.0,SAIL I-II,0,5.3209,2.8378,4.6378,peak,shared,5.3209,10.658,10.658,262.8,228.75,0.8704,4.299
awgn,M0_naive,-5.0,SAIL I-II,1,5.3209,2.8378,4.6378,peak,shared,5.3209,10.658,14.895,333.67,299.62,0.8979,4.403
awgn,M0_naive,-5.0,SAIL I-II,2,5.3209,2.8378,4.6378,peak,shared,5.3209,10.658,19.131,404.54,370.49,0.9158,4.471
awgn,M0_naive,0.0,SAIL I-II,0,5.3209,2.8378,4.6378,peak,shared,5.3209,10.658,10.658,262.8,228.75,0.8704,4.299
awgn,M0_naive,0.0,SAIL I-II,1,5.3209,2.8378,4.6378,peak,shared,5.3209,10.658,14.895,333.67,299.62,0.8979,4.403
awgn,M0_naive,0.0,SAIL I-II,2,5.3209,2.8378,4.6378,peak,shared,5.3209,10.658,19.131,404.54,370.49,0.9158,4.471
awgn,M0_naive,5.0,SAIL I-II,0,5.3209,2.8378,4.6378,peak,shared,5.3209,10.658,10.658,262.8,228.75,0.8704,4.299
awgn,M0_naive,5.0,SAIL I-II,1,5.3209,2.8378,4.6378,peak,shared,5.3209,10.658,14.895,333.67,299.62,0.8979,4.403
awgn,M0_naive,5.0,SAIL I-II,2,5.3209,2.8378,4.6378,peak,shared,5.3209,10.658,19.131,404.54,370.49,0.9158,4.471
awgn,M0_naive,10.0,SAIL I-II,0,5.3209,2.8378,4.6378,peak,shared,5.3209,10.658,10.658,262.8,228.75,0.8704,4.299
awgn,M0_naive,10.0,SAIL I-II,1,5.3209,2.8378,4.6378,peak,shared,5.3209,10.658,14.895,333.67,299.62,0.8979,4.403
awgn,M0_naive,10.0,SAIL I-II,2,5.3209,2.8378,4.6378,peak,shared,5.3209,10.658,19.131,404.54,370.49,0.9158,4.471
awgn,M0_naive,15.0,SAIL I-II,0,5.3209,2.8378,4.6378,peak,shared,5.3209,10.658,10.658,262.8,228.75,0.8704,4.299
awgn,M0_naive,15.0,SAIL I-II,1,5.3209,2.8378,4.6378,peak,shared,5.3209,10.658,14.895,333.67,299.62,0.8979,4.403
awgn,M0_naive,15.0,SAIL I-II,2,5.3209,2.8378,4.6378,peak,shared,5.3209,10.658,19.131,404.54,370.49,0.9158,4.471
awgn,M0_naive,20.0,SAIL I-II,0,5.3209,2.8378,4.6378,peak,shared,5.3209,10.658,10.658,262.8,228.75,0.8704,4.299
awgn,M0_naive,20.0,SAIL I-II,1,5.3209,2.8378,4.6378,peak,shared,5.3209,10.658,14.895,333.67,299.62,0.8979,4.403
awgn,M0_naive,20.0,SAIL I-II,2,5.3209,2.8378,4.6378,peak,shared,5.3209,10.658,19.131,404.54,370.49,0.9158,4.471
