channel,service,snr_db,traffic_class,sigma_band,upload_airtime_s,queue_wait_W_s,T4_comm_mean_s,load,c2_mode,comm_latency_s,T4_mean_s,T4_s,d_TC_m,d_TC_default_m,rel_capacity,N_ref_illustrative
awgn,M1_image,-5.0,SAIL I-II,2,4.0124,1.0031,2.8031,nominal,shared,4.0124,8.823,17.297,382.52,370.49,0.9685,4.671
awgn,M3_token,-5.0,SAIL I-II,0,0.0139,0.0035,1.8035,nominal,shared,0.0511,7.823,7.823,228.79,228.75,0.9998,4.789
awgn,M3_token,-5.0,SAIL I-II,1,0.0139,0.0035,1.8035,nominal,shared,0.0511,7.823,12.06,299.66,299.62,0.9999,4.789
awgn,M3_token,-5.0,SAIL I-II,2,0.0139,0.0035,1.8035,nominal,shared,0.0511,7.823,16.297,370.53,370.49,0.9999,4.79
awgn,M4_adaptive,-5.0,SAIL I-II,0,2.6432,0.6608,2.4608,nominal,shared,2.6559,8.481,8.481,236.68,228.75,0.9665,4.663
awgn,M4_adaptive,-5.0,SAIL I-II,1,2.6432,0.6608,2.4608,nominal,shared,2.6559,8.481,12.718,307.55,299.62,0.9742,4.692
awgn,M4_adaptive,-5.0,SAIL I-II,2,2.6432,0.6608,2.4608,nominal,shared,2.6559,8.481,16.954,378.42,370.49,0.979,4.711
awgn,M1_image,0.0,SAIL I-II,0,1.241,0.3102,2.1103,nominal,shared,1.241,8.13,8.13,232.47,228.75,0.984,4.729
awgn,M1_image,0.0,SAIL I-II,1,1.241,0.3102,2.1103,nominal,shared,1.241,8.13,12.367,303.34,299.62,0.9877,4.743
awgn,M1_image,0.0,SAIL I-II,2,1.241,0.3102,2.1103,nominal,shared,1.241,8.13,16.604,374.21,370.49,0.9901,4.752
awgn,M3_token,0.0,SAIL I-II,0,0.0139,0.0035,1.8035,nominal,shared,0.0511,7.823,7.823,228.79,228.75,0.9998,4.789
awgn,M3_token,0.0,SAIL I-II,1,0.0139,0.0035,1.8035,nominal,shared,0.0511,7.823,12.06,299.66,299.62,0.9999,4.789
awgn,M3_token,0.0,SAIL I-II,2,0.0139,0.0035,1.8035,nominal,shared,0.0511,7.823,16.297,370.53,370.49,0.9999,4.79
awgn,M4_adaptive,0.0,SAIL I-II,0,0.8221,0.2055,2.0055,nominal,shared,0.8348,8.026,8.026,231.21,228.75,0.9893,4.75
awgn,M4_adaptive,0.0,SAIL I-II,1,0.8221,0.2055,2.0055,nominal,shared,0.8348,8.026,12.262,302.08,299.62,0.9918,4.759
awgn,M4_adaptive,0.0,SAIL I-II,2,0.8221,0.2055,2.0055,nominal,shared,0.8348,8.026,16.499,372.95,370.49,0.9934,4.765
awgn,M1_image,5.0,SAIL I-II,0,0.761,0.1902,1.9903,nominal,shared,0.761,8.01,8.01,231.03,228.75,0.9901,4.753
awgn,M1_image,5.0,SAIL I-II,1,0.761,0.1902,1.9903,nominal,shared,0.761,8.01,12.247,301.9,299.62,0.9924,4.761
awgn,M1_image,5.0,SAIL I-II,2,0.761,0.1902,1.9903,nominal,shared,0.761,8.01,16.484,372.77,370.49,0.9939,4.767
awgn,M3_token,5.0,SAIL I-II,0,0.0139,0.0035,1.8035,nominal,shared,0.0511,7.823,7.823,228.79,228.75,0.9998,4.789
awgn,M3_token,5.0,SAIL I-II,1,0.0139,0.0035,1.8035,nominal,shared,0.0511,7.823,12.06,299.66,299.62,0.9999,4.789
awgn,M3_token,5.0,SAIL I-II,2,0.0139,0.0035,1.8035,nominal,shared,0.0511,7.823,16.297,370.53,370.49,0.9999,4.79
awgn,M4_adaptive,5.0,SAIL I-II,0,0.5055,0.1264,1.9264,nominal,shared,0.5182,7.946,7.946,230.26,228.75,0.9934,4.765
awgn,M4_adaptive,5.0,SAIL I-II,1,0.5055,0.1264,1.9264,nominal,shared,0.5182,7.946,12.183,301.13,299.62,0.995,4.771
awgn,M4_adaptive,5.0,SAIL I-II,2,0.5055,0.1264,1.9264,nominal,shared,0.5182,7.946,16.42,372.0,370.49,0.9959,4.775
awgn,M1_image,10.0,SAIL I-II,0,0.5866,0.1466,1.9466,nominal,shared,0.5866,7.967,7.967,230.51,228.75,0.9924,4.761
awgn,M1_image,10.0,SAIL I-II,1,0.5866,0.1466,1.9466,nominal,shared,0.5866,7.967,12.203,301.38,299.62,0.9942,4.768
awgn,M1_image,10.0,SAIL I-II,2,0.5866,0.1466,1.9466,nominal,shared,0.5866,7.967,16.44,372.25,370.49,0.9953,4.772
awgn,M3_token,10.0,SAIL I-II,0,0.0139,0.0035,1.8035,nominal,shared,0.0511,7.823,7.823,228.79,228.75,0.9998,4.789
awgn,M3_token,10.0,SAIL I-II,1,0.0139,0.0035,1.8035,nominal,shared,0.0511,7.823,12.06,299.66,299.62,0.9999,4.789
awgn,M3_token,10.0,SAIL I-II,2,0.0139,0.0035,1.8035,nominal,shared,0.0511,7.823,16.297,370.53,370.49,0.9999,4.79
awgn,M4_adaptive,10.0,SAIL I-II,0,0.391,0.0977,1.8978,nominal,shared,0.4037,7.918,7.918,229.92,228.75,0.9949,4.771
awgn,M4_adaptive,10.0,SAIL I-II,1,0.391,0.0977,1.8978,nominal,shared,0.4037,7.918,12.155,300.79,299.62,0.9961,4.775
awgn,M4_adaptive,10.0,SAIL I-II,2,0.391,0.0977,1.8978,nominal,shared,0.4037,7.918,16.391,371.66,370.49,0.9968,4.778
awgn,M1_image,15.0,SAIL I-II,0,0.4445,0.1111,1.9111,nominal,shared,0.4445,7.931,7.931,230.08,228.75,0.9942,4.768
awgn,M1_image,15.0,SAIL I-II,1,0.4445,0.1111,1.9111,nominal,shared,0.4445,7.931,12.168,300.95,299.62,0.9956,4.773
awgn,M1_image,15.0,SAIL I-II,2,0.4445,0.1111,1.9111,nominal,shared,0.4445,7.931,16.405,371.82,370.49,0.9964,4.776
awgn,M3_token,15.0,SAIL I-II,0,0.0139,0.0035,1.8035,nominal,shared,0.0511,7.823,7.823,228.79,228.75,0.9998,4.789
awgn,M3_token,15.0,SAIL I-II,1,0.0139,0.0035,1.8035,nominal,shared,0.0511,7.823,12.06,299.66,299.62,0.9999,4.789
awgn,M3_token,15.0,SAIL I-II,2,0.0139,0.0035,1.8035,nominal,shared,0.0511,7.823,16.297,370.53,370.49,0.9999,4.79
awgn,M4_adaptive,15.0,SAIL I-II,0,0.2974,0.0743,1.8743,nominal,shared,0.3101,7.894,7.894,229.64,228.75,0.9961,4.775
awgn,M4_adaptive,15.0,SAIL I-II,1,0.2974,0.0743,1.8743,nominal,shared,0.3101,7.894,12.131,300.51,299.62,0.997,4.779
awgn,M4_adaptive,15.0,SAIL I-II,2,0.2974,0.0743,1.8743,nominal,shared,0.3101,7.894,16.368,371.38,370.49,0.9976,4.781
awgn,M1_image,20.0,SAIL I-II,0,0.3383,0.0846,1.8846,nominal,shared,0.3383,7.905,7.905,229.76,228.75,0.9956,4.773
awgn,M1_image,20.0,SAIL I-II,1,0.3383,0.0846,1.8846,nominal,shared,0.3383,7.905,12.141,300.63,299.62,0.9966,4.777
awgn,M1_image,20.0,SAIL I-II,2,0.3383,0.0846,1.8846,nominal,shared,0.3383,7.905,16.378,371.5,370.49,0.9973,4.78
awgn,M3_token,20.0,SAIL I-II,0,0.0139,0.0035,1.8035,nominal,shared,0.0511,7.823,7.823,228.79,228.75,0.9998,4.789
awgn,M3_token,20.0,SAIL I-II,1,0.0139,0.0035,1.8035,nominal,shared,0.0511,7.823,12.06,299.66,299.62,0.9999,4.789
awgn,M3_token,20.0,SAIL I-II,2,0.0139,0.0035,1.8035,nominal,shared,0.0511,7.823,16.297,370.53,370.49,0.9999,4.79
awgn,M4_adaptive,20.0,SAIL I-II,0,0.2277,0.0569,1.8569,nominal,shared,0.2404,7.877,7.877,229.43,228.75,0.997,4.779
awgn,M4_adaptive,20.0,SAIL I-II,1,0.2277,0.0569,1.8569,nominal,shared,0.2404,7.877,12.114,300.3,299.62,0.9977,4.781
awgn,M4_adaptive,20.0,SAIL I-II,2,0.2277,0.0569,1.8569,nominal,shared,0.2404,7.877,16.351,371.17,370.49,0.9982,4.783
awgn,M2_analog,-5.0,SAIL I-II,0,0.3,0.075,1.875,nominal,shared,0.3,7.895,7.895,229.65,228.75,0.9961,4.775
awgn,M2_analog,-5.0,SAIL I-II,1,0.3,0.075,1.875,nominal,shared,0.3,7.895,12.132,300.52,299.62,0.997,4.779
awgn,M2_analog,-5.0,SAIL I-II,2,0.3,0.075,1.875,nominal,shared,0.3,7.895,16.369,371.39,370.49,0.9976,4.781
awgn,M2_analog,0.0,SAIL I-II,0,0.3,0.075,1.875,nominal,shared,0.3,7.895,7.895,229.65,228.75,0.9961,4.775
awgn,M2_analog,0.0,SAIL I-II,1,0.3,0.075,1.875,nominal,shared,0.3,7.895,12.132,300.52,299.62,0.997,4.779
awgn,M2_analog,0.0,SAIL I-II,2,0.3,0.075,1.875,nominal,shared,0.3,7.895,16.369,371.39,370.49,0.9976,4.781
awgn,M2_analog,5.0,SAIL I-II,0,0.3,0.075,1.875,nominal,shared,0.3,7.895,7.895,229.65,228.75,0.9961,4.775
awgn,M2_analog,5.0,SAIL I-II,1,0.3,0.075,1.875,nominal,shared,0.3,7.895,12.132,300.52,299.62,0.997,4.779
awgn,M2_analog,5.0,SAIL I-II,2,0.3,0.075,1.875,nominal,shared,0.3,7.895,16.369,371.39,370.49,0.9976,4.781
awgn,M2_analog,10.0,SAIL I-II,0,0.3,0.075,1.875,nominal,shared,0.3,7.895,7.895,229.65,228.75,0.9961,4.775
awgn,M2_analog,10.0,SAIL I-II,1,0.3,0.075,1.875,nominal,shared,0.3,7.895,12.132,300.52,299.62,0.997,4.779
awgn,M2_analog,10.0,SAIL I-II,2,0.3,0.075,1.875,nominal,shared,0.3,7.895,16.369,371.39,370.49,0.9976,4.781
awgn,M2_analog,15.0,SAIL I-II,0,0.3,0.075,1.875,nominal,shared,0.3,7.895,7.895,229.65,228.75,0.9961,4.775
awgn,M2_analog,15.0,SAIL I-II,1,0.3,0.075,1.875,nominal,shared,0.3,7.895,12.132,300.52,299.62,0.997,4.779
awgn,M2_analog,15.0,SAIL I-II,2,0.3,0.075,1.875,nominal,shared,0.3,7.895,16.369,371.39,370.49,0.9976,4.781
awgn,M2_analog,20.0,SAIL I-II,0,0.3,0.075,1.875,nominal,shared,0.3,7.895,7.895,229.65,228.75,0.9961,4.775
awgn,M2_analog,20.0,SAIL I-II,1,0.3,0.075,1.875,nominal,shared,0.3,7.895,12.132,300.52,299.62,0.997,4.779
awgn,M2_analog,20.0,SAIL I-II,2,0.3,0.075,1.875,nominal,shared,0.3,7.895,16.369,371.39,370.49,0.9976,4.781
awgn,M0_naive,-5.0,SAIL I-II,0,5.3209,1.3302,3.1302,nominal,shared,5.3209,9.15,9.15,244.71,228.75,0.9348,4.543
awgn,M0_naive,-5.0,SAIL I-II,1,5.3209,1.3302,3.1302,nominal,shared,5.3209,9.15,13.387,315.58,299.62,0.9494,4.598
awgn,M0_naive,-5.0,SAIL I-II,2,5.3209,1.3302,3.1302,nominal,shared,5.3209,9.15,17.624,386.45,370.49,0.9587,4.633
awgn,M0_naive,0.0,SAIL I-II,0,5.3209,1.3302,3.1302,nominal,shared,5.3209,9.15,9.15,244.71,228.75,0.9348,4.543
awgn,M0_naive,0.0,SAIL I-II,1,5.3209,1.3302,3.1302,nominal,shared,5.3209,9.15,13.387,315.58,299.62,0.9494,4.598
awgn,M0_naive,0.0,SAIL I-II,2,5.3209,1.3302,3.1302,nominal,shared,5.3209,9.15,17.624,386.45,370.49,0.9587,4.633
awgn,M0_naive,5.0,SAIL I-II,0,5.3209,1.3302,3.1302,nominal,shared,5.3209,9.15,9.15,244.71,228.75,0.9348,4.543
awgn,M0_naive,5.0,SAIL I-II,1,5.3209,1.3302,3.1302,nominal,shared,5.3209,9.15,13.387,315.58,299.62,0.9494,4.598
awgn,M0_naive,5.0,SAIL I-II,2,5.3209,1.3302,3.1302,nominal,shared,5.3209,9.15,17.624,386.45,370.49,0.9587,4.633
awgn,M0_naive,10.0,SAIL I-II,0,5.3209,1.3302,3.1302,nominal,shared,5.3209,9.15,9.15,244.71,228.75,0.9348,4.543
awgn,M0_naive,10.0,SAIL I-II,1,5.3209,1.3302,3.1302,nominal,shared,5.3209,9.15,13.387,315.58,299.62,0.9494,4.598
awgn,M0_naive,10.0,SAIL I-II,2,5.3209,1.3302,3.1302,nominal,shared,5.3209,9.15,17.624,386.45,370.49,0.9587,4.633
awgn,M0_naive,15.0,SAIL I-II,0,5.3209,1.3302,3.1302,nominal,shared,5.3209,9.15,9.15,244.71,228.75,0.9348,4.543
awgn,M0_naive,15.0,SAIL I-II,1,5.3209,1.3302,3.1302,nominal,shared,5.3209,9.15,13.387,315.58,299.62,0.9494,4.598
awgn,M0_naive,15.0,SAIL I-II,2,5.3209,1.3302,3.1302,nominal,shared,5.3209,9.15,17.624,386.45,370.49,0.9587,4.633
awgn,M0_naive,20.0,SAIL I-II,0,5.3209,1.3302,3.1302,nominal,shared,5.3209,9.15,9.15,244.71,228.75,0.9348,4.543
awgn,M0_naive,20.0,SAIL I-II,1,5.3209,1.3302,3.1302,nominal,shared,5.3209,9.15,13.387,315.58,299.62,0.9494,4.598
awgn,M0_naive,20.0,SAIL I-II,2,5.3209,1.3302,3.1302,nominal,shared,5.3209,9.15,17.624,386.45,370.49,0.9587,4.633
