channel,method,snr_db,qtype,split,accuracy,n,lcb,ucb,mean_payload_bytes,mean_channel_uses,cbr
rayleigh,M3_token,10.0,all,test,0.6346,936,0.6033,0.6649,910.2,14563.0,0.005052
rayleigh,M3_token,10.0,presence,test,0.678,410,0.6313,0.7214,817.2,13075.4,0.004536
rayleigh,M3_token,10.0,counting,test,0.4533,214,0.388,0.5202,975.9,15613.8,0.005416
rayleigh,M3_token,10.0,comparison,test,0.8462,104,0.7646,0.903,1072.5,17160.8,0.005953
rayleigh,M3_token,10.0,co_presence,test,0.6635,104,0.5683,0.747,945.7,15131.2,0.005249
rayleigh,M3_token,10.0,threshold,test,0.5962,104,0.5001,0.6854,943.7,15099.2,0.005238
rayleigh,M3_token,15.0,all,test,0.6346,936,0.6033,0.6649,910.1,14561.3,0.005051
rayleigh,M3_token,15.0,presence,test,0.678,410,0.6313,0.7214,817.1,13073.6,0.004535
rayleigh,M3_token,15.0,counting,test,0.4533,214,0.388,0.5202,975.8,15612.2,0.005415
rayleigh,M3_token,15.0,comparison,test,0.8462,104,0.7646,0.903,1072.4,17159.1,0.005952
rayleigh,M3_token,15.0,co_presence,test,0.6635,104,0.5683,0.747,945.6,15129.5,0.005248
rayleigh,M3_token,15.0,threshold,test,0.5962,104,0.5001,0.6854,943.6,15097.5,0.005237
rayleigh,M3_token,20.0,all,test,0.6335,936,0.6022,0.6638,910.1,14561.3,0.005051
rayleigh,M3_token,20.0,presence,test,0.678,410,0.6313,0.7214,817.1,13073.6,0.004535
rayleigh,M3_token,20.0,counting,test,0.4486,214,0.3835,0.5156,975.8,15612.2,0.005415
rayleigh,M3_token,20.0,comparison,test,0.8462,104,0.7646,0.903,1072.4,17159.1,0.005952
rayleigh,M3_token,20.0,co_presence,test,0.6635,104,0.5683,0.747,945.6,15129.5,0.005248
rayleigh,M3_token,20.0,threshold,test,0.5962,104,0.5001,0.6854,943.6,15097.5,0.005237
rayleigh,M4_adaptive,-5.0,all,test,0.641,936,0.6098,0.6711,74534.9,1644323.5,0.570373
rayleigh,M4_adaptive,-5.0,presence,test,0.6878,410,0.6414,0.7307,168895.0,3733666.1,1.295112
rayleigh,M4_adaptive,-5.0,counting,test,0.4579,214,0.3925,0.5249,977.8,15644.6,0.005427
rayleigh,M4_adaptive,-5.0,comparison,test,0.8462,104,0.7646,0.903,1073.4,17174.2,0.005957
rayleigh,M4_adaptive,-5.0,co_presence,test,0.6635,104,0.5683,0.747,947.4,15158.5,0.005258
rayleigh,M4_adaptive,-5.0,threshold,test,0.6058,104,0.5097,0.6943,945.4,15126.5,0.005247
rayleigh,M4_adaptive,0.0,all,test,0.6624,936,0.6315,0.692,96829.2,904161.3,0.31363
rayleigh,M4_adaptive,0.0,presence,test,0.7415,410,0.697,0.7815,175486.4,1633209.6,0.566518
rayleigh,M4_adaptive,0.0,counting,test,0.4346,214,0.3699,0.5016,976.0,15615.3,0.005417
rayleigh,M4_adaptive,0.0,comparison,test,0.8462,104,0.7646,0.903,1072.8,17164.9,0.005954
rayleigh,M4_adaptive,0.0,co_presence,test,0.6635,104,0.5683,0.747,946.0,15135.5,0.00525
rayleigh,M4_adaptive,0.0,threshold,test,0.6346,104,0.5388,0.7208,175614.9,1634405.3,0.566933
rayleigh,M4_adaptive,5.0,all,test,0.6731,936,0.6424,0.7024,98342.7,463979.4,0.160942
rayleigh,M4_adaptive,5.0,presence,test,0.7561,410,0.7123,0.7952,178310.4,832072.9,0.288625
rayleigh,M4_adaptive,5.0,counting,test,0.4486,214,0.3835,0.5156,975.9,15613.9,0.005416
rayleigh,M4_adaptive,5.0,comparison,test,0.8462,104,0.7646,0.903,1072.5,17160.6,0.005953
rayleigh,M4_adaptive,5.0,co_presence,test,0.6635,104,0.5683,0.747,945.7,15131.1,0.005249
rayleigh,M4_adaptive,5.0,threshold,test,0.6442,104,0.5486,0.7296,178103.5,831107.3,0.28829
rayleigh,M4_adaptive,10.0,all,test,0.6763,936,0.6456,0.7055,128433.9,359701.1,0.124771
rayleigh,M4_adaptive,10.0,presence,test,0.7634,410,0.72,0.802,233055.6,641959.7,0.222679
rayleigh,M4_adaptive,10.0,counting,test,0.4533,214,0.388,0.5202,975.9,15613.8,0.005416
rayleigh,M4_adaptive,10.0,comparison,test,0.8462,104,0.7646,0.903,1072.5,17160.8,0.005953
rayleigh,M4_adaptive,10.0,co_presence,test,0.6635,104,0.5683,0.747,945.7,15131.2,0.005249
rayleigh,M4_adaptive,10.0,threshold,test,0.6346,104,0.5388,0.7208,233101.6,642086.3,0.222723
rayleigh,M4_adaptive,15.0,all,test,0.6816,936,0.6511,0.7107,121114.3,231687.1,0.080366
rayleigh,M4_adaptive,15.0,presence,test,0.7854,410,0.7431,0.8224,275234.6,508755.9,0.176474
rayleigh,M4_adaptive,15.0,counting,test,0.4533,214,0.388,0.5202,975.8,15612.2,0.005415
rayleigh,M4_adaptive,15.0,comparison,test,0.8462,104,0.7646,0.903,1072.4,17159.1,0.005952
rayleigh,M4_adaptive,15.0,co_presence,test,0.6635,104,0.5683,0.747,945.6,15129.5,0.005248
rayleigh,M4_adaptive,15.0,threshold,test,0.5962,104,0.5001,0.6854,943.6,15097.5,0.005237
rayleigh,M4_adaptive,20.0,all,test,0.6795,936,0.6489,0.7086,123152.5,175579.5,0.060904
rayleigh,M4_adaptive,20.0,presence,test,0.7829,410,0.7405,0.8201,279887.7,380666.4,0.132043
rayleigh,M4_adaptive,20.0,counting,test,0.4486,214,0.3835,0.5156,975.8,15612.2,0.005415
rayleigh,M4_adaptive,20.0,comparison,test,0.8462,104,0.7646,0.903,1072.4,17159.1,0.005952
rayleigh,M4_adaptive,20.0,co_presence,test,0.6635,104,0.5683,0.747,945.6,15129.5,0.005248
rayleigh,M4_adaptive,20.0,threshold,test,0.5962,104,0.5001,0.6854,943.6,15097.5,0.005237
rayleigh,M5_oracle,-5.0,all,test,0.7244,936,0.6949,0.752,15454.0,336551.3,0.116741
rayleigh,M5_oracle,-5.0,presence,test,0.7927,410,0.7508,0.8291,19653.9,430010.4,0.149159
rayleigh,M5_oracle,-5.0,counting,test,0.4673,214,0.4016,0.5341,2393.2,46986.7,0.016298
rayleigh,M5_oracle,-5.0,comparison,test,0.9038,104,0.832,0.9469,10995.7,236938.9,0.082188
rayleigh,M5_oracle,-5.0,co_presence,test,0.7885,104,0.7004,0.8559,18800.6,410599.7,0.142426
rayleigh,M5_oracle,-5.0,threshold,test,0.7404,104,0.6486,0.815,26883.7,589506.0,0.204484
rayleigh,M5_oracle,0.0,all,test,0.7286,936,0.6993,0.7561,17995.7,173000.7,0.060009
rayleigh,M5_oracle,0.0,presence,test,0.8073,410,0.7664,0.8426,22625.6,215394.3,0.074715
rayleigh,M5_oracle,0.0,counting,test,0.4533,214,0.388,0.5202,2161.0,26542.1,0.009207
rayleigh,M5_oracle,0.0,comparison,test,0.9231,104,0.8555,0.9605,17364.7,168230.3,0.058355
rayleigh,M5_oracle,0.0,co_presence,test,0.7596,104,0.6692,0.8315,19248.1,184867.5,0.064126
rayleigh,M5_oracle,0.0,threshold,test,0.7596,104,0.6692,0.8315,31704.8,300142.6,0.104112
rayleigh,M5_oracle,5.0,all,test,0.7511,936,0.7224,0.7777,22538.6,114354.3,0.039667
rayleigh,M5_oracle,5.0,presence,test,0.8244,410,0.7846,0.8582,27130.7,134632.8,0.046701
rayleigh,M5_oracle,5.0,counting,test,0.4907,214,0.4244,0.5572,7501.8,45691.3,0.015849
rayleigh,M5_oracle,5.0,comparison,test,0.9327,104,0.8675,0.967,19767.7,103372.5,0.035857
rayleigh,M5_oracle,5.0,co_presence,test,0.7885,104,0.7004,0.8559,26815.7,134545.8,0.04667
rayleigh,M5_oracle,5.0,threshold,test,0.7788,104,0.69,0.8479,33869.9,166487.4,0.05775
rayleigh,M5_oracle,10.0,all,test,0.7564,936,0.7279,0.7828,29737.0,92607.9,0.032123
rayleigh,M5_oracle,10.0,presence,test,0.8293,410,0.7898,0.8626,36751.3,110569.0,0.038354
rayleigh,M5_oracle,10.0,counting,test,0.4907,214,0.4244,0.5572,8664.8,36413.8,0.012631
rayleigh,M5_oracle,10.0,comparison,test,0.9327,104,0.8675,0.967,21979.0,73547.0,0.025512
rayleigh,M5_oracle,10.0,co_presence,test,0.8173,104,0.7322,0.8798,39074.8,118348.9,0.041052
rayleigh,M5_oracle,10.0,threshold,test,0.7788,104,0.69,0.8479,43864.7,130750.0,0.045354
rayleigh,M5_oracle,15.0,all,test,0.7575,936,0.729,0.7838,34672.9,75514.4,0.026194
rayleigh,M5_oracle,15.0,presence,test,0.8463,410,0.8082,0.878,46842.1,96381.0,0.033432
rayleigh,M5_oracle,15.0,counting,test,0.4813,214,0.4153,0.548,7714.1,27762.8,0.00963
rayleigh,M5_oracle,15.0,comparison,test,0.9327,104,0.8675,0.967,25953.2,61866.3,0.02146
rayleigh,M5_oracle,15.0,co_presence,test,0.8077,104,0.7215,0.8719,44411.1,93639.4,0.032481
rayleigh,M5_oracle,15.0,threshold,test,0.75,104,0.6589,0.8233,41152.7,87033.5,0.03019
rayleigh,M5_oracle,20.0,all,test,0.7553,936,0.7268,0.7818,35353.5,59913.9,0.020783
rayleigh,M5_oracle,20.0,presence,test,0.8439,410,0.8056,0.8758,47299.8,74491.7,0.025839
rayleigh,M5_oracle,20.0,counting,test,0.4813,214,0.4153,0.548,8858.7,25966.6,0.009007
rayleigh,M5_oracle,20.0,comparison,test,0.9327,104,0.8675,0.967,27970.7,52414.9,0.018181
rayleigh,M5_oracle,20.0,co_presence,test,0.7885,104,0.7004,0.8559,40087.8,66681.8,0.02313
rayleigh,M5_oracle,20.0,threshold,test,0.7596,104,0.6692,0.8315,45424.3,73027.7,0.025331
rayleigh,M2_analog,-5.0,all,test,0.4631,624,0.4244,0.5024,0.0,300000.0,0.104062
rayleigh,M2_analog,-5.0,presence,test,0.5805,410,0.5322,0.6273,0.0,300000.0,0.104062
rayleigh,M2_analog,-5.0,counting,test,0.2383,214,0.1862,0.2997,0.0,300000.0,0.104062
rayleigh,M2_analog,0.0,all,test,0.484,624,0.445,0.5232,0.0,300000.0,0.104062
rayleigh,M2_analog,0.0,presence,test,0.6073,410,0.5593,0.6534,0.0,300000.0,0.104062
rayleigh,M2_analog,0.0,counting,test,0.2477,214,0.1946,0.3096,0.0,300000.0,0.104062
rayleigh,M2_analog,5.0,all,test,0.5288,624,0.4896,0.5677,0.0,300000.0,0.104062
rayleigh,M2_analog,5.0,presence,test,0.6683,410,0.6213,0.7121,0.0,300000.0,0.104062
rayleigh,M2_analog,5.0,counting,test,0.2617,214,0.2074,0.3244,0.0,300000.0,0.104062
rayleigh,M2_analog,10.0,all,test,0.5513,624,0.5121,0.5899,0.0,300000.0,0.104062
rayleigh,M2_analog,10.0,presence,test,0.7073,410,0.6615,0.7493,0.0,300000.0,0.104062
rayleigh,M2_analog,10.0,counting,test,0.2523,214,0.1989,0.3145,0.0,300000.0,0.104062
rayleigh,M2_analog,15.0,all,test,0.5881,624,0.5491,0.6261,0.0,300000.0,0.104062
rayleigh,M2_analog,15.0,presence,test,0.7463,410,0.7021,0.786,0.0,300000.0,0.104062
rayleigh,M2_analog,15.0,counting,test,0.285,214,0.2288,0.3489,0.0,300000.0,0.104062
rayleigh,M2_analog,20.0,all,test,0.5865,624,0.5475,0.6245,0.0,300000.0,0.104062
rayleigh,M2_analog,20.0,presence,test,0.7415,410,0.697,0.7815,0.0,300000.0,0.104062
rayleigh,M2_analog,20.0,counting,test,0.2897,214,0.2331,0.3538,0.0,300000.0,0.104062
rayleigh,M0_naive,-5.0,all,test,0.4087,1872,0.3866,0.4311,23697.4,5282832.0,1.832478
rayleigh,M0_naive,-5.0,presence,test,0.5122,1230,0.4843,0.54,23698.1,5285522.5,1.833411
rayleigh,M0_naive,-5.0,counting,test,0.2103,642,0.1805,0.2435,23696.0,5277677.4,1.83069
rayleigh,M0_naive,0.0,all,test,0.5417,1872,0.519,0.5641,103290.2,5282832.0,1.832478
rayleigh,M0_naive,0.0,presence,test,0.7073,1230,0.6813,0.7321,103384.9,5285522.5,1.833411
rayleigh,M0_naive,0.0,counting,test,0.2243,642,0.1937,0.2582,103108.8,5277677.4,1.83069
rayleigh,M0_naive,5.0,all,test,0.5978,1872,0.5754,0.6197,230549.6,5282832.0,1.832478
rayleigh,M0_naive,5.0,presence,test,0.7732,1230,0.7489,0.7957,230499.7,5285522.5,1.833411
rayleigh,M0_naive,5.0,counting,test,0.2617,642,0.2292,0.297,230645.2,5277677.4,1.83069
rayleigh,M0_naive,10.0,all,test,0.6122,1872,0.5899,0.634,297605.2,5282832.0,1.832478
rayleigh,M0_naive,10.0,presence,test,0.778,1230,0.754,0.8004,297751.5,5285522.5,1.833411
rayleigh,M0_naive,10.0,counting,test,0.2944,642,0.2604,0.3308,297324.7,5277677.4,1.83069
rayleigh,M0_naive,15.0,all,test,0.6042,1872,0.5818,0.6261,322173.8,5282832.0,1.832478
rayleigh,M0_naive,15.0,presence,test,0.7732,1230,0.7489,0.7957,322307.3,5285522.5,1.833411
rayleigh,M0_naive,15.0,counting,test,0.2804,642,0.247,0.3163,321918.1,5277677.4,1.83069
rayleigh,M0_naive,20.0,all,test,0.6138,1872,0.5915,0.6356,329533.6,5282832.0,1.832478
rayleigh,M0_naive,20.0,presence,test,0.7805,1230,0.7565,0.8027,329721.5,5285522.5,1.833411
rayleigh,M0_naive,20.0,counting,test,0.2944,642,0.2604,0.3308,329173.8,5277677.4,1.83069
rayleigh,M0_errorfree,-5.0,all,test,0.6111,2808,0.5929,0.629,287054.4,0.0,0.0
rayleigh,M0_errorfree,-5.0,presence,test,0.7902,1230,0.7666,0.8121,287156.9,0.0,0.0
rayleigh,M0_errorfree,-5.0,counting,test,0.2804,642,0.247,0.3163,286857.9,0.0,0.0
rayleigh,M0_errorfree,-5.0,comparison,test,0.7115,312,0.6589,0.759,287054.4,0.0,0.0
rayleigh,M0_errorfree,-5.0,co_presence,test,0.5192,312,0.4639,0.5741,287054.4,0.0,0.0
rayleigh,M0_errorfree,-5.0,threshold,test,0.5769,312,0.5215,0.6305,287054.4,0.0,0.0
rayleigh,M0_errorfree,0.0,all,test,0.6111,2808,0.5929,0.629,287054.4,0.0,0.0
rayleigh,M0_errorfree,0.0,presence,test,0.7902,1230,0.7666,0.8121,287156.9,0.0,0.0
rayleigh,M0_errorfree,0.0,counting,test,0.2804,642,0.247,0.3163,286857.9,0.0,0.0
rayleigh,M0_errorfree,0.0,comparison,test,0.7115,312,0.6589,0.759,287054.4,0.0,0.0
rayleigh,M0_errorfree,0.0,co_presence,test,0.5192,312,0.4639,0.5741,287054.4,0.0,0.0
rayleigh,M0_errorfree,0.0,threshold,test,0.5769,312,0.5215,0.6305,287054.4,0.0,0.0
rayleigh,M0_errorfree,5.0,all,test,0.6111,2808,0.5929,0.629,287054.4,0.0,0.0
rayleigh,M0_errorfree,5.0,presence,test,0.7902,1230,0.7666,0.8121,287156.9,0.0,0.0
rayleigh,M0_errorfree,5.0,counting,test,0.2804,642,0.247,0.3163,286857.9,0.0,0.0
rayleigh,M0_errorfree,5.0,comparison,test,0.7115,312,0.6589,0.759,287054.4,0.0,0.0
rayleigh,M0_errorfree,5.0,co_presence,test,0.5192,312,0.4639,0.5741,287054.4,0.0,0.0
rayleigh,M0_errorfree,5.0,threshold,test,0.5769,312,0.5215,0.6305,287054.4,0.0,0.0
rayleigh,M0_errorfree,10.0,all,test,0.6111,2808,0.5929,0.629,287054.4,0.0,0.0
rayleigh,M0_errorfree,10.0,presence,test,0.7902,1230,0.7666,0.8121,287156.9,0.0,0.0
rayleigh,M0_errorfree,10.0,counting,test,0.2804,642,0.247,0.3163,286857.9,0.0,0.0
rayleigh,M0_errorfree,10.0,comparison,test,0.7115,312,0.6589,0.759,287054.4,0.0,0.0
rayleigh,M0_errorfree,10.0,co_presence,test,0.5192,312,0.4639,0.5741,287054.4,0.0,0.0
rayleigh,M0_errorfree,10.0,threshold,test,0.5769,312,0.5215,0.6305,287054.4,0.0,0.0
rayleigh,M0_errorfree,15.0,all,test,0.6111,2808,0.5929,0.629,287054.4,0.0,0.0
rayleigh,M0_errorfree,15.0,presence,test,0.7902,1230,0.7666,0.8121,287156.9,0.0,0.0
rayleigh,M0_errorfree,15.0,counting,test,0.2804,642,0.247,0.3163,286857.9,0.0,0.0
rayleigh,M0_errorfree,15.0,comparison,test,0.7115,312,0.6589,0.759,287054.4,0.0,0.0
rayleigh,M0_errorfree,15.0,co_presence,test,0.5192,312,0.4639,0.5741,287054.4,0.0,0.0
rayleigh,M0_errorfree,15.0,threshold,test,0.5769,312,0.5215,0.6305,287054.4,0.0,0.0
rayleigh,M0_errorfree,20.0,all,test,0.6111,2808,0.5929,0.629,287054.4,0.0,0.0
rayleigh,M0_errorfree,20.0,presence,test,0.7902,1230,0.7666,0.8121,287156.9,0.0,0.0
rayleigh,M0_errorfree,20.0,counting,test,0.2804,642,0.247,0.3163,286857.9,0.0,0.0
rayleigh,M0_errorfree,20.0,comparison,test,0.7115,312,0.6589,0.759,287054.4,0.0,0.0
rayleigh,M0_errorfree,20.0,co_presence,test,0.5192,312,0.4639,0.5741,287054.4,0.0,0.0
rayleigh,M0_errorfree,20.0,threshold,test,0.5769,312,0.5215,0.6305,287054.4,0.0,0.0
rician,M1_image,-5.0,all,test,0.5844,936,0.5525,0.6156,197174.4,4122977.0,1.430154
rician,M1_image,-5.0,presence,test,0.7195,410,0.6741,0.7608,197292.0,4125437.1,1.431007
rician,M1_image,-5.0,counting,test,0.243,214,0.1904,0.3047,196949.0,4118263.8,1.428519
rician,M1_image,-5.0,comparison,test,0.7404,104,0.6486,0.815,197174.4,4122977.0,1.430154
rician,M1_image,-5.0,co_presence,test,0.5865,104,0.4905,0.6765,197174.4,4122977.0,1.430154
rician,M1_image,-5.0,threshold,test,0.5962,104,0.5001,0.6854,197174.4,4122977.0,1.430154
rician,M1_image,0.0,all,test,0.5951,936,0.5633,0.6261,160934.6,1370341.2,0.475336
rician,M1_image,0.0,presence,test,0.739,410,0.6944,0.7792,160519.9,1366810.1,0.474111
rician,M1_image,0.0,counting,test,0.2757,214,0.2202,0.3391,161729.1,1377106.3,0.477683
rician,M1_image,0.0,comparison,test,0.7115,104,0.6182,0.7898,160934.6,1370341.2,0.475336
rician,M1_image,0.0,co_presence,test,0.5288,104,0.4336,0.622,160934.6,1370341.2,0.475336
rician,M1_image,0.0,threshold,test,0.6346,104,0.5388,0.7208,160934.6,1370341.2,0.475336
rician,M1_image,5.0,all,test,0.6229,936,0.5914,0.6534,186958.2,783801.4,0.27188
rician,M1_image,5.0,presence,test,0.7805,410,0.7379,0.8178,187123.6,784494.8,0.272121
rician,M1_image,5.0,counting,test,0.2897,214,0.2331,0.3538,186641.3,782473.0,0.27142
rician,M1_image,5.0,comparison,test,0.7019,104,0.6081,0.7814,186958.2,783801.4,0.27188
rician,M1_image,5.0,co_presence,test,0.5865,104,0.4905,0.6765,186958.2,783801.4,0.27188
rician,M1_image,5.0,threshold,test,0.6442,104,0.5486,0.7296,186958.2,783801.4,0.27188
rician,M1_image,10.0,all,test,0.6197,936,0.5881,0.6502,244947.8,607407.0,0.210694
rician,M1_image,10.0,presence,test,0.7707,410,0.7276,0.8088,244934.4,607373.7,0.210682
rician,M1_image,10.0,counting,test,0.2991,214,0.2417,0.3635,244973.6,607470.8,0.210716
rician,M1_image,10.0,comparison,test,0.7115,104,0.6182,0.7898,244947.8,607407.0,0.210694
rician,M1_image,10.0,co_presence,test,0.5673,104,0.4714,0.6585,244947.8,607407.0,0.210694
rician,M1_image,10.0,threshold,test,0.6442,104,0.5486,0.7296,244947.8,607407.0,0.210694
rician,M1_image,15.0,all,test,0.6047,936,0.573,0.6355,277577.0,467938.8,0.162316
rician,M1_image,15.0,presence,test,0.7732,410,0.7302,0.8111,277487.0,467786.9,0.162263
rician,M1_image,15.0,counting,test,0.2897,214,0.2331,0.3538,277749.6,468229.7,0.162417
rician,M1_image,15.0,comparison,test,0.7019,104,0.6081,0.7814,277577.0,467938.8,0.162316
rician,M1_image,15.0,co_presence,test,0.5385,104,0.443,0.6312,277577.0,467938.8,0.162316
rician,M1_image,15.0,threshold,test,0.5577,104,0.4619,0.6494,277577.0,467938.8,0.162316
rician,M1_image,20.0,all,test,0.6111,936,0.5795,0.6418,280152.6,352715.8,0.122348
rician,M1_image,20.0,presence,test,0.7829,410,0.7405,0.8201,280187.7,352759.9,0.122363
rician,M1_image,20.0,counting,test,0.285,214,0.2288,0.3489,280085.5,352631.2,0.122319
rician,M1_image,20.0,comparison,test,0.6923,104,0.5981,0.7728,280152.6,352715.8,0.122348
rician,M1_image,20.0,co_presence,test,0.5481,104,0.4524,0.6403,280152.6,352715.8,0.122348
rician,M1_image,20.0,threshold,test,0.5865,104,0.4905,0.6765,280152.6,352715.8,0.122348
rician,M3_token,-5.0,all,test,0.6325,936,0.6011,0.6628,910.3,14564.7,0.005052
rician,M3_token,-5.0,presence,test,0.678,410,0.6313,0.7214,817.3,13076.9,0.004536
rician,M3_token,-5.0,counting,test,0.4439,214,0.3789,0.5109,976.1,15617.0,0.005417
rician,M3_token,-5.0,comparison,test,0.8462,104,0.7646,0.903,1072.3,17156.8,0.005951
rician,M3_token,-5.0,co_presence,test,0.6635,104,0.5683,0.747,945.9,15134.6,0.00525
rician,M3_token,-5.0,threshold,test,0.5962,104,0.5001,0.6854,943.9,15102.6,0.005239
rician,M3_token,0.0,all,test,0.6325,936,0.6011,0.6628,910.2,14563.0,0.005052
rician,M3_token,0.0,presence,test,0.678,410,0.6313,0.7214,817.2,13075.4,0.004536
rician,M3_token,0.0,counting,test,0.4439,214,0.3789,0.5109,975.9,15613.8,0.005416
rician,M3_token,0.0,comparison,test,0.8462,104,0.7646,0.903,1072.5,17160.8,0.005953
rician,M3_token,0.0,co_presence,test,0.6635,104,0.5683,0.747,945.7,15131.2,0.005249
rician,M3_token,0.0,threshold,test,0.5962,104,0.5001,0.6854,943.7,15099.2,0.005238
rician,M3_token,5.0,all,test,0.6346,936,0.6033,0.6649,910.1,14561.3,0.005051
rician,M3_token,5.0,presence,test,0.678,410,0.6313,0.7214,817.1,13073.6,0.004535
rician,M3_token,5.0,counting,test,0.4533,214,0.388,0.5202,975.8,15612.2,0.005415
rician,M3_token,5.0,comparison,test,0.8462,104,0.7646,0.903,1072.4,17159.1,0.005952
rician,M3_token,5.0,co_presence,test,0.6635,104,0.5683,0.747,945.6,15129.5,0.005248
rician,M3_token,5.0,threshold,test,0.5962,104,0.5001,0.6854,943.6,15097.5,0.005237
rician,M3_token,10.0,all,test,0.6346,936,0.6033,0.6649,910.1,14561.3,0.005051
rician,M3_token,10.0,presence,test,0.678,410,0.6313,0.7214,817.1,13073.6,0.004535
rician,M3_token,10.0,counting,test,0.4533,214,0.388,0.5202,975.8,15612.2,0.005415
rician,M3_token,10.0,comparison,test,0.8462,104,0.7646,0.903,1072.4,17159.1,0.005952
rician,M3_token,10.0,co_presence,test,0.6635,104,0.5683,0.747,945.6,15129.5,0.005248
rician,M3_token,10.0,threshold,test,0.5962,104,0.5001,0.6854,943.6,15097.5,0.005237
rician,M3_token,15.0,all,test,0.6346,936,0.6033,0.6649,910.1,14561.3,0.005051
rician,M3_token,15.0,presence,test,0.678,410,0.6313,0.7214,817.1,13073.6,0.004535
rician,M3_token,15.0,counting,test,0.4533,214,0.388,0.5202,975.8,15612.2,0.005415
rician,M3_token,15.0,comparison,test,0.8462,104,0.7646,0.903,1072.4,17159.1,0.005952
rician,M3_token,15.0,co_presence,test,0.6635,104,0.5683,0.747,945.6,15129.5,0.005248
rician,M3_token,15.0,threshold,test,0.5962,104,0.5001,0.6854,943.6,15097.5,0.005237
rician,M3_token,20.0,all,test,0.6346,936,0.6033,0.6649,910.1,14561.3,0.005051
rician,M3_token,20.0,presence,test,0.678,410,0.6313,0.7214,817.1,13073.6,0.004535
rician,M3_token,20.0,counting,test,0.4533,214,0.388,0.5202,975.8,15612.2,0.005415
rician,M3_token,20.0,comparison,test,0.8462,104,0.7646,0.903,1072.4,17159.1,0.005952
rician,M3_token,20.0,co_presence,test,0.6635,104,0.5683,0.747,945.6,15129.5,0.005248
rician,M3_token,20.0,threshold,test,0.5962,104,0.5001,0.6854,943.6,15097.5,0.005237
rician,M4_adaptive,-5.0,all,test,0.6506,936,0.6195,0.6805,86972.9,1815919.0,0.629895
rician,M4_adaptive,-5.0,presence,test,0.7195,410,0.6741,0.7608,197292.0,4125437.1,1.431007
rician,M4_adaptive,-5.0,counting,test,0.4439,214,0.3789,0.5109,976.1,15617.0,0.005417
rician,M4_adaptive,-5.0,comparison,test,0.8462,104,0.7646,0.903,1072.3,17156.8,0.005951
rician,M4_adaptive,-5.0,co_presence,test,0.6635,104,0.5683,0.747,945.9,15134.6,0.00525
rician,M4_adaptive,-5.0,threshold,test,0.5962,104,0.5001,0.6854,943.9,15102.6,0.005239
rician,M4_adaptive,0.0,all,test,0.6635,936,0.6326,0.693,88642.2,758127.5,0.262975
rician,M4_adaptive,0.0,presence,test,0.739,410,0.6944,0.7792,160519.9,1366810.1,0.474111
rician,M4_adaptive,0.0,counting,test,0.4439,214,0.3789,0.5109,975.9,15613.8,0.005416
rician,M4_adaptive,0.0,comparison,test,0.8462,104,0.7646,0.903,1072.5,17160.8,0.005953
rician,M4_adaptive,0.0,co_presence,test,0.6635,104,0.5683,0.747,945.7,15131.2,0.005249
rician,M4_adaptive,0.0,threshold,test,0.6346,104,0.5388,0.7208,160934.6,1370341.2,0.475336
rician,M4_adaptive,5.0,all,test,0.6848,936,0.6544,0.7138,103187.0,437881.7,0.15189
rician,M4_adaptive,5.0,presence,test,0.7805,410,0.7379,0.8178,187123.6,784494.8,0.272121
rician,M4_adaptive,5.0,counting,test,0.4533,214,0.388,0.5202,975.8,15612.2,0.005415
rician,M4_adaptive,5.0,comparison,test,0.8462,104,0.7646,0.903,1072.4,17159.1,0.005952
rician,M4_adaptive,5.0,co_presence,test,0.6635,104,0.5683,0.747,945.6,15129.5,0.005248
rician,M4_adaptive,5.0,threshold,test,0.6442,104,0.5486,0.7296,186958.2,783801.4,0.27188
rician,M4_adaptive,10.0,all,test,0.6806,936,0.65,0.7096,134953.4,340697.2,0.118179
rician,M4_adaptive,10.0,presence,test,0.7707,410,0.7276,0.8088,244934.4,607373.7,0.210682
rician,M4_adaptive,10.0,counting,test,0.4533,214,0.388,0.5202,975.8,15612.2,0.005415
rician,M4_adaptive,10.0,comparison,test,0.8462,104,0.7646,0.903,1072.4,17159.1,0.005952
rician,M4_adaptive,10.0,co_presence,test,0.6635,104,0.5683,0.747,945.6,15129.5,0.005248
rician,M4_adaptive,10.0,threshold,test,0.6442,104,0.5486,0.7296,244947.8,607407.0,0.210694
rician,M4_adaptive,15.0,all,test,0.6763,936,0.6456,0.7055,122100.9,213741.2,0.074141
rician,M4_adaptive,15.0,presence,test,0.7732,410,0.7302,0.8111,277487.0,467786.9,0.162263
rician,M4_adaptive,15.0,counting,test,0.4533,214,0.388,0.5202,975.8,15612.2,0.005415
rician,M4_adaptive,15.0,comparison,test,0.8462,104,0.7646,0.903,1072.4,17159.1,0.005952
rician,M4_adaptive,15.0,co_presence,test,0.6635,104,0.5683,0.747,945.6,15129.5,0.005248
rician,M4_adaptive,15.0,threshold,test,0.5962,104,0.5001,0.6854,943.6,15097.5,0.005237
rician,M4_adaptive,20.0,all,test,0.6806,936,0.65,0.7096,123283.9,163355.5,0.056664
rician,M4_adaptive,20.0,presence,test,0.7829,410,0.7405,0.8201,280187.7,352759.9,0.122363
rician,M4_adaptive,20.0,counting,test,0.4533,214,0.388,0.5202,975.8,15612.2,0.005415
