image_id,target_class,gt_count,detected_count,count_error,abs_count_error,error_bin,zero_detection,under_count,over_count,mean_confidence
0000242_01139_d_0000006,awning-tricycle,2,0,-2,2,1-2,True,True,False,0.000000
0000242_01139_d_0000006,bus,1,0,-1,1,1-2,True,True,False,0.000000
0000242_01139_d_0000006,car,43,44,1,1,1-2,False,False,True,0.465375
0000242_01139_d_0000006,motor,6,0,-6,6,>5,True,True,False,0.000000
0000242_01139_d_0000006,pedestrian,9,1,-8,8,>5,False,True,False,0.451100
0000242_01139_d_0000006,people,4,1,-3,3,3-5,False,True,False,0.257000
0000242_01139_d_0000006,tricycle,4,2,-2,2,1-2,False,True,False,0.417200
0000242_01139_d_0000006,truck,1,1,0,0,0,False,False,False,0.835700
0000242_01139_d_0000006,van,2,0,-2,2,1-2,True,True,False,0.000000
0000242_01475_d_0000007,car,40,43,3,3,3-5,False,False,True,0.578723
0000242_01475_d_0000007,motor,5,3,-2,2,1-2,False,True,False,0.332433
0000242_01475_d_0000007,pedestrian,9,3,-6,6,>5,False,True,False,0.489467
0000242_01475_d_0000007,people,4,1,-3,3,3-5,False,True,False,0.506400
0000242_01475_d_0000007,tricycle,1,1,0,0,0,False,False,False,0.354700
0000242_01475_d_0000007,truck,3,2,-1,1,1-2,False,True,False,0.663000
0000242_01475_d_0000007,van,1,2,1,1,1-2,False,False,True,0.411750
0000242_01912_d_0000008,car,29,15,-14,14,>5,False,True,False,0.685840
0000242_01912_d_0000008,motor,4,0,-4,4,3-5,True,True,False,0.000000
0000242_01912_d_0000008,pedestrian,9,3,-6,6,>5,False,True,False,0.513700
0000242_01912_d_0000008,people,5,0,-5,5,3-5,True,True,False,0.000000
0000242_01912_d_0000008,tricycle,1,0,-1,1,1-2,True,True,False,0.000000
0000242_02400_d_0000009,awning-tricycle,1,0,-1,1,1-2,True,True,False,0.000000
0000242_02400_d_0000009,car,16,17,1,1,1-2,False,False,True,0.694353
0000242_02400_d_0000009,motor,3,3,0,0,0,False,False,False,0.305867
0000242_02400_d_0000009,pedestrian,9,3,-6,6,>5,False,True,False,0.389433
0000242_02400_d_0000009,tricycle,1,0,-1,1,1-2,True,True,False,0.000000
0000242_02400_d_0000009,van,1,1,0,0,0,False,False,False,0.803600
0000242_02762_d_0000010,car,21,23,2,2,1-2,False,False,True,0.705322
0000242_02762_d_0000010,motor,3,1,-2,2,1-2,False,True,False,0.445600
0000242_02762_d_0000010,pedestrian,2,2,0,0,0,False,False,False,0.303550
0000242_02762_d_0000010,people,4,2,-2,2,1-2,False,True,False,0.437300
0000242_02762_d_0000010,tricycle,1,0,-1,1,1-2,True,True,False,0.000000
0000242_03199_d_0000011,car,5,3,-2,2,1-2,False,True,False,0.817900
0000242_03199_d_0000011,tricycle,4,0,-4,4,3-5,True,True,False,0.000000
0000242_03668_d_0000012,awning-tricycle,1,0,-1,1,1-2,True,True,False,0.000000
0000242_03668_d_0000012,bus,1,1,0,0,0,False,False,False,0.612200
0000242_03668_d_0000012,car,12,15,3,3,3-5,False,False,True,0.653147
0000242_03668_d_0000012,motor,3,1,-2,2,1-2,False,True,False,0.252400
0000242_03668_d_0000012,pedestrian,6,0,-6,6,>5,True,True,False,0.000000
0000242_03668_d_0000012,people,7,1,-6,6,>5,False,True,False,0.334800
0000242_03668_d_0000012,tricycle,5,2,-3,3,3-5,False,True,False,0.374350
0000242_03668_d_0000012,truck,2,0,-2,2,1-2,True,True,False,0.000000
0000242_03668_d_0000012,van,1,2,1,1,1-2,False,False,True,0.423300
0000242_04116_d_0000013,awning-tricycle,1,0,-1,1,1-2,True,True,False,0.000000
0000242_04116_d_0000013,car,3,5,2,2,1-2,False,False,True,0.707680
0000242_04116_d_0000013,motor,1,0,-1,1,1-2,True,True,False,0.000000
0000242_04116_d_0000013,pedestrian,2,0,-2,2,1-2,True,True,False,0.000000
0000242_04116_d_0000013,people,1,0,-1,1,1-2,True,True,False,0.000000
0000242_04600_d_0000014,awning-tricycle,1,1,0,0,0,False,False,False,0.482600
0000242_04600_d_0000014,car,18,23,5,5,3-5,False,False,True,0.663648
0000242_04600_d_0000014,motor,3,2,-1,1,1-2,False,True,False,0.443050
0000242_04600_d_0000014,people,4,1,-3,3,3-5,False,True,False,0.478400
0000242_04600_d_0000014,tricycle,2,0,-2,2,1-2,True,True,False,0.000000
0000242_05059_d_0000015,awning-tricycle,1,0,-1,1,1-2,True,True,False,0.000000
0000242_05059_d_0000015,car,10,4,-6,6,>5,False,True,False,0.563975
0000242_05059_d_0000015,motor,8,1,-7,7,>5,False,True,False,0.268600
0000242_05059_d_0000015,pedestrian,4,0,-4,4,3-5,True,True,False,0.000000
0000242_05059_d_0000015,people,7,1,-6,6,>5,False,True,False,0.306200
0000242_05059_d_0000015,tricycle,4,0,-4,4,3-5,True,True,False,0.000000
0000242_05059_d_0000015,van,2,0,-2,2,1-2,True,True,False,0.000000
0000242_05570_d_0000016,awning-tricycle,3,0,-3,3,3-5,True,True,False,0.000000
0000242_05570_d_0000016,car,16,17,1,1,1-2,False,False,True,0.571241
0000242_05570_d_0000016,motor,8,1,-7,7,>5,False,True,False,0.290000
0000242_05570_d_0000016,pedestrian,3,0,-3,3,3-5,True,True,False,0.000000
0000242_05570_d_0000016,people,1,0,-1,1,1-2,True,True,False,0.000000
0000242_05570_d_0000016,tricycle,1,1,0,0,0,False,False,False,0.323600
0000242_06010_d_0000017,awning-tricycle,2,0,-2,2,1-2,True,True,False,0.000000
0000242_06010_d_0000017,bus,1,0,-1,1,1-2,True,True,False,0.000000
0000242_06010_d_0000017,car,26,6,-20,20,>5,False,True,False,0.673300
0000242_06010_d_0000017,motor,1,0,-1,1,1-2,True,True,False,0.000000
0000242_06010_d_0000017,pedestrian,6,0,-6,6,>5,True,True,False,0.000000
0000242_06010_d_0000017,people,1,0,-1,1,1-2,True,True,False,0.000000
0000242_06010_d_0000017,tricycle,1,0,-1,1,1-2,True,True,False,0.000000
0000242_06010_d_0000017,truck,2,1,-1,1,1-2,False,True,False,0.326100
0000242_06010_d_0000017,van,1,0,-1,1,1-2,True,True,False,0.000000
0000242_06452_d_0000018,bus,2,0,-2,2,1-2,True,True,False,0.000000
0000242_06452_d_0000018,car,6,8,2,2,1-2,False,False,True,0.430163
0000242_06452_d_0000018,motor,1,0,-1,1,1-2,True,True,False,0.000000
0000242_06452_d_0000018,tricycle,1,0,-1,1,1-2,True,True,False,0.000000
0000242_06452_d_0000018,truck,2,1,-1,1,1-2,False,True,False,0.685500
0000244_00001_d_0000001,bus,1,0,-1,1,1-2,True,True,False,0.000000
0000244_00001_d_0000001,car,19,19,0,0,0,False,False,False,0.563311
0000244_00001_d_0000001,motor,5,3,-2,2,1-2,False,True,False,0.393400
0000244_00001_d_0000001,pedestrian,4,1,-3,3,3-5,False,True,False,0.611400
0000244_00001_d_0000001,people,3,1,-2,2,1-2,False,True,False,0.329700
0000244_00001_d_0000001,tricycle,3,0,-3,3,3-5,True,True,False,0.000000
0000244_00001_d_0000001,truck,3,3,0,0,0,False,False,False,0.451267
0000244_00001_d_0000001,van,6,1,-5,5,3-5,False,True,False,0.900600
0000244_00500_d_0000002,awning-tricycle,5,0,-5,5,3-5,True,True,False,0.000000
0000244_00500_d_0000002,car,20,19,-1,1,1-2,False,True,False,0.500074
0000244_00500_d_0000002,motor,3,2,-1,1,1-2,False,True,False,0.284100
0000244_00500_d_0000002,pedestrian,1,0,-1,1,1-2,True,True,False,0.000000
0000244_00500_d_0000002,people,1,1,0,0,0,False,False,False,0.420300
0000244_00500_d_0000002,van,2,0,-2,2,1-2,True,True,False,0.000000
0000244_01000_d_0000003,awning-tricycle,8,0,-8,8,>5,True,True,False,0.000000
0000244_01000_d_0000003,bus,3,1,-2,2,1-2,False,True,False,0.456300
0000244_01000_d_0000003,car,52,39,-13,13,>5,False,True,False,0.519997
0000244_01000_d_0000003,motor,9,1,-8,8,>5,False,True,False,0.309900
0000244_01000_d_0000003,pedestrian,18,0,-18,18,>5,True,True,False,0.000000
0000244_01000_d_0000003,people,1,0,-1,1,1-2,True,True,False,0.000000
0000244_01000_d_0000003,tricycle,10,0,-10,10,>5,True,True,False,0.000000
0000244_01000_d_0000003,truck,7,1,-6,6,>5,False,True,False,0.303800
0000244_01000_d_0000003,van,13,1,-12,12,>5,False,True,False,0.260700
0000244_01500_d_0000004,awning-tricycle,14,0,-14,14,>5,True,True,False,0.000000
0000244_01500_d_0000004,bus,2,0,-2,2,1-2,True,True,False,0.000000
0000244_01500_d_0000004,car,37,56,19,19,>5,False,False,True,0.407309
0000244_01500_d_0000004,motor,2,1,-1,1,1-2,False,True,False,0.340300
0000244_01500_d_0000004,pedestrian,8,3,-5,5,3-5,False,True,False,0.463000
0000244_01500_d_0000004,tricycle,23,0,-23,23,>5,True,True,False,0.000000
0000244_01500_d_0000004,truck,4,0,-4,4,3-5,True,True,False,0.000000
0000244_01500_d_0000004,van,6,2,-4,4,3-5,False,True,False,0.617200
0000244_02000_d_0000005,awning-tricycle,4,0,-4,4,3-5,True,True,False,0.000000
0000244_02000_d_0000005,bus,3,0,-3,3,3-5,True,True,False,0.000000
0000244_02000_d_0000005,car,70,74,4,4,3-5,False,False,True,0.498396
0000244_02000_d_0000005,motor,7,1,-6,6,>5,False,True,False,0.376300
0000244_02000_d_0000005,pedestrian,16,1,-15,15,>5,False,True,False,0.469200
0000244_02000_d_0000005,people,7,1,-6,6,>5,False,True,False,0.268200
0000244_02000_d_0000005,tricycle,3,0,-3,3,3-5,True,True,False,0.000000
0000244_02000_d_0000005,truck,7,0,-7,7,>5,True,True,False,0.000000
0000244_02000_d_0000005,van,9,2,-7,7,>5,False,True,False,0.576100
0000244_02500_d_0000006,awning-tricycle,2,0,-2,2,1-2,True,True,False,0.000000
0000244_02500_d_0000006,car,50,42,-8,8,>5,False,True,False,0.475312
0000244_02500_d_0000006,motor,9,2,-7,7,>5,False,True,False,0.361750
0000244_02500_d_0000006,pedestrian,17,4,-13,13,>5,False,True,False,0.443000
0000244_02500_d_0000006,people,5,1,-4,4,3-5,False,True,False,0.312400
0000244_02500_d_0000006,tricycle,9,0,-9,9,>5,True,True,False,0.000000
0000244_02500_d_0000006,truck,10,5,-5,5,3-5,False,True,False,0.374480
0000244_02500_d_0000006,van,11,7,-4,4,3-5,False,True,False,0.459914
0000244_03000_d_0000007,awning-tricycle,3,0,-3,3,3-5,True,True,False,0.000000
0000244_03000_d_0000007,bus,1,0,-1,1,1-2,True,True,False,0.000000
0000244_03000_d_0000007,car,22,24,2,2,1-2,False,False,True,0.558787
0000244_03000_d_0000007,motor,5,2,-3,3,3-5,False,True,False,0.273700
0000244_03000_d_0000007,pedestrian,6,0,-6,6,>5,True,True,False,0.000000
0000244_03000_d_0000007,people,2,0,-2,2,1-2,True,True,False,0.000000
0000244_03000_d_0000007,tricycle,2,0,-2,2,1-2,True,True,False,0.000000
0000244_03000_d_0000007,truck,1,1,0,0,0,False,False,False,0.270100
0000244_03000_d_0000007,van,1,1,0,0,0,False,False,False,0.882500
0000244_03500_d_0000008,awning-tricycle,2,2,0,0,0,False,False,False,0.283550
0000244_03500_d_0000008,bus,3,0,-3,3,3-5,True,True,False,0.000000
0000244_03500_d_0000008,car,61,51,-10,10,>5,False,True,False,0.418982
0000244_03500_d_0000008,motor,11,0,-11,11,>5,True,True,False,0.000000
0000244_03500_d_0000008,pedestrian,24,6,-18,18,>5,False,True,False,0.349500
0000244_03500_d_0000008,people,12,0,-12,12,>5,True,True,False,0.000000
0000244_03500_d_0000008,tricycle,13,1,-12,12,>5,False,True,False,0.280800
0000244_03500_d_0000008,truck,10,2,-8,8,>5,False,True,False,0.568150
0000244_03500_d_0000008,van,10,2,-8,8,>5,False,True,False,0.356150
0000244_04000_d_0000009,car,20,59,39,39,>5,False,False,True,0.458392
0000244_04000_d_0000009,motor,6,2,-4,4,3-5,False,True,False,0.315750
0000244_04000_d_0000009,pedestrian,15,4,-11,11,>5,False,True,False,0.408725
0000244_04000_d_0000009,people,7,1,-6,6,>5,False,True,False,0.443500
0000244_04000_d_0000009,tricycle,3,1,-2,2,1-2,False,True,False,0.395300
0000244_04000_d_0000009,truck,3,3,0,0,0,False,False,False,0.360400
0000244_04000_d_0000009,van,1,3,2,2,1-2,False,False,True,0.310867
0000244_04400_d_0000010,car,30,37,7,7,>5,False,False,True,0.521335
0000244_04400_d_0000010,motor,5,3,-2,2,1-2,False,True,False,0.327600
0000244_04400_d_0000010,pedestrian,30,11,-19,19,>5,False,True,False,0.390027
0000244_04400_d_0000010,people,9,0,-9,9,>5,True,True,False,0.000000
0000244_04400_d_0000010,tricycle,17,1,-16,16,>5,False,True,False,0.353700
0000244_04400_d_0000010,truck,5,2,-3,3,3-5,False,True,False,0.492700
0000244_04400_d_0000010,van,4,5,1,1,1-2,False,False,True,0.555140
0000244_04900_d_0000011,awning-tricycle,1,0,-1,1,1-2,True,True,False,0.000000
0000244_04900_d_0000011,car,59,88,29,29,>5,False,False,True,0.523317
0000244_04900_d_0000011,motor,4,2,-2,2,1-2,False,True,False,0.299100
0000244_04900_d_0000011,pedestrian,13,4,-9,9,>5,False,True,False,0.446400
0000244_04900_d_0000011,people,2,2,0,0,0,False,False,False,0.278700
0000244_04900_d_0000011,tricycle,11,0,-11,11,>5,True,True,False,0.000000
0000244_04900_d_0000011,truck,8,4,-4,4,3-5,False,True,False,0.477650
0000244_04900_d_0000011,van,8,6,-2,2,1-2,False,True,False,0.415917
0000244_05400_d_0000012,bus,1,0,-1,1,1-2,True,True,False,0.000000
0000244_05400_d_0000012,car,47,43,-4,4,3-5,False,True,False,0.513647
0000244_05400_d_0000012,motor,5,2,-3,3,3-5,False,True,False,0.390550
0000244_05400_d_0000012,pedestrian,16,5,-11,11,>5,False,True,False,0.410480
0000244_05400_d_0000012,people,3,1,-2,2,1-2,False,True,False,0.314400
0000244_05400_d_0000012,tricycle,5,0,-5,5,3-5,True,True,False,0.000000
0000244_05400_d_0000012,truck,5,1,-4,4,3-5,False,True,False,0.316700
0000244_05400_d_0000012,van,7,6,-1,1,1-2,False,True,False,0.450067
0000244_05900_d_0000013,bus,2,1,-1,1,1-2,False,True,False,0.776100
0000244_05900_d_0000013,car,43,34,-9,9,>5,False,True,False,0.484662
0000244_05900_d_0000013,motor,3,0,-3,3,3-5,True,True,False,0.000000
0000244_05900_d_0000013,pedestrian,6,0,-6,6,>5,True,True,False,0.000000
0000244_05900_d_0000013,people,2,0,-2,2,1-2,True,True,False,0.000000
0000244_05900_d_0000013,tricycle,1,0,-1,1,1-2,True,True,False,0.000000
0000244_05900_d_0000013,truck,2,0,-2,2,1-2,True,True,False,0.000000
0000244_05900_d_0000013,van,5,3,-2,2,1-2,False,True,False,0.522733
0000244_06388_d_0000014,bus,2,1,-1,1,1-2,False,True,False,0.678700
0000244_06388_d_0000014,car,35,26,-9,9,>5,False,True,False,0.397727
0000244_06388_d_0000014,motor,2,0,-2,2,1-2,True,True,False,0.000000
0000244_06388_d_0000014,pedestrian,2,0,-2,2,1-2,True,True,False,0.000000
0000244_06388_d_0000014,people,1,0,-1,1,1-2,True,True,False,0.000000
0000244_06388_d_0000014,truck,2,0,-2,2,1-2,True,True,False,0.000000
0000244_06388_d_0000014,van,2,1,-1,1,1-2,False,True,False,0.266400
0000249_00001_d_0000001,awning-tricycle,1,0,-1,1,1-2,True,True,False,0.000000
0000249_00001_d_0000001,car,54,34,-20,20,>5,False,True,False,0.530182
0000249_00001_d_0000001,motor,2,2,0,0,0,False,False,False,0.404200
0000249_00001_d_0000001,pedestrian,9,6,-3,3,3-5,False,True,False,0.439383
0000249_00001_d_0000001,people,2,1,-1,1,1-2,False,True,False,0.509200
0000249_00001_d_0000001,tricycle,1,0,-1,1,1-2,True,True,False,0.000000
0000249_00001_d_0000001,truck,2,0,-2,2,1-2,True,True,False,0.000000
0000249_00001_d_0000001,van,9,1,-8,8,>5,False,True,False,0.394800
0000249_00235_d_0000002,car,33,44,11,11,>5,False,False,True,0.564700
0000249_00235_d_0000002,motor,12,0,-12,12,>5,True,True,False,0.000000
0000249_00235_d_0000002,pedestrian,7,5,-2,2,1-2,False,True,False,0.360440
0000249_00235_d_0000002,people,5,0,-5,5,3-5,True,True,False,0.000000
0000249_00235_d_0000002,tricycle,5,0,-5,5,3-5,True,True,False,0.000000
0000249_00235_d_0000002,truck,1,0,-1,1,1-2,True,True,False,0.000000
0000249_00235_d_0000002,van,20,3,-17,17,>5,False,True,False,0.346767
0000249_00603_d_0000003,awning-tricycle,2,0,-2,2,1-2,True,True,False,0.000000
0000249_00603_d_0000003,bus,1,0,-1,1,1-2,True,True,False,0.000000
0000249_00603_d_0000003,car,23,22,-1,1,1-2,False,True,False,0.628573
0000249_00603_d_0000003,pedestrian,3,1,-2,2,1-2,False,True,False,0.568000
0000249_00603_d_0000003,people,1,0,-1,1,1-2,True,True,False,0.000000
0000249_00603_d_0000003,tricycle,6,0,-6,6,>5,True,True,False,0.000000
0000249_00603_d_0000003,truck,2,0,-2,2,1-2,True,True,False,0.000000
0000249_00603_d_0000003,van,10,0,-10,10,>5,True,True,False,0.000000
0000249_01100_d_0000004,car,17,25,8,8,>5,False,False,True,0.546620
0000249_01100_d_0000004,motor,3,1,-2,2,1-2,False,True,False,0.312800
0000249_01100_d_0000004,pedestrian,1,0,-1,1,1-2,True,True,False,0.000000
0000249_01100_d_0000004,people,1,0,-1,1,1-2,True,True,False,0.000000
0000249_01100_d_0000004,tricycle,5,0,-5,5,3-5,True,True,False,0.000000
0000249_01514_d_0000005,car,27,28,1,1,1-2,False,False,True,0.618386
0000249_01514_d_0000005,motor,3,0,-3,3,3-5,True,True,False,0.000000
0000249_01514_d_0000005,pedestrian,7,1,-6,6,>5,False,True,False,0.284100
0000249_01514_d_0000005,people,6,0,-6,6,>5,True,True,False,0.000000
0000249_01514_d_0000005,tricycle,4,1,-3,3,3-5,False,True,False,0.369300
0000249_01514_d_0000005,truck,1,1,0,0,0,False,False,False,0.796300
0000249_01514_d_0000005,van,3,4,1,1,1-2,False,False,True,0.412225
0000249_01635_d_0000006,bus,4,0,-4,4,3-5,True,True,False,0.000000
0000249_01635_d_0000006,car,41,21,-20,20,>5,False,True,False,0.662305
0000249_01635_d_0000006,motor,4,1,-3,3,3-5,False,True,False,0.274300
0000249_01635_d_0000006,pedestrian,14,4,-10,10,>5,False,True,False,0.372925
0000249_01635_d_0000006,people,8,1,-7,7,>5,False,True,False,0.413600
0000249_01635_d_0000006,tricycle,5,0,-5,5,3-5,True,True,False,0.000000
0000249_01635_d_0000006,van,4,1,-3,3,3-5,False,True,False,0.699400
0000249_02073_d_0000007,bus,1,0,-1,1,1-2,True,True,False,0.000000
0000249_02073_d_0000007,car,33,14,-19,19,>5,False,True,False,0.591321
0000249_02073_d_0000007,motor,8,2,-6,6,>5,False,True,False,0.316500
0000249_02073_d_0000007,pedestrian,3,0,-3,3,3-5,True,True,False,0.000000
0000249_02073_d_0000007,people,11,3,-8,8,>5,False,True,False,0.315167
0000249_02073_d_0000007,tricycle,6,0,-6,6,>5,True,True,False,0.000000
0000249_02073_d_0000007,truck,2,1,-1,1,1-2,False,True,False,0.793600
0000249_02073_d_0000007,van,1,1,0,0,0,False,False,False,0.472500
0000249_02468_d_0000008,car,11,12,1,1,1-2,False,False,True,0.531333
0000249_02468_d_0000008,motor,2,0,-2,2,1-2,True,True,False,0.000000
0000249_02468_d_0000008,people,3,0,-3,3,3-5,True,True,False,0.000000
0000249_02468_d_0000008,tricycle,1,0,-1,1,1-2,True,True,False,0.000000
0000249_02900_d_0000009,awning-tricycle,1,0,-1,1,1-2,True,True,False,0.000000
0000249_02900_d_0000009,bus,3,2,-1,1,1-2,False,True,False,0.540600
0000249_02900_d_0000009,car,43,43,0,0,0,False,False,False,0.577563
0000249_02900_d_0000009,motor,13,6,-7,7,>5,False,True,False,0.378300
0000249_02900_d_0000009,pedestrian,15,3,-12,12,>5,False,True,False,0.329400
0000249_02900_d_0000009,people,10,1,-9,9,>5,False,True,False,0.277500
0000249_02900_d_0000009,tricycle,8,2,-6,6,>5,False,True,False,0.358600
0000249_02900_d_0000009,truck,3,1,-2,2,1-2,False,True,False,0.440400
0000249_02900_d_0000009,van,3,0,-3,3,3-5,True,True,False,0.000000
0000249_03400_d_0000010,awning-tricycle,1,0,-1,1,1-2,True,True,False,0.000000
0000249_03400_d_0000010,bus,1,0,-1,1,1-2,True,True,False,0.000000
0000249_03400_d_0000010,car,46,34,-12,12,>5,False,True,False,0.601694
0000249_03400_d_0000010,motor,6,5,-1,1,1-2,False,True,False,0.343200
0000249_03400_d_0000010,pedestrian,13,9,-4,4,3-5,False,True,False,0.363256
0000249_03400_d_0000010,people,7,4,-3,3,3-5,False,True,False,0.300450
0000249_03400_d_0000010,tricycle,4,3,-1,1,1-2,False,True,False,0.492667
0000249_03400_d_0000010,truck,4,0,-4,4,3-5,True,True,False,0.000000
0000249_03400_d_0000010,van,7,2,-5,5,3-5,False,True,False,0.569850
0000249_03900_d_0000011,bus,2,0,-2,2,1-2,True,True,False,0.000000
0000249_03900_d_0000011,car,47,33,-14,14,>5,False,True,False,0.540024
0000249_03900_d_0000011,motor,7,3,-4,4,3-5,False,True,False,0.390833
0000249_03900_d_0000011,pedestrian,2,0,-2,2,1-2,True,True,False,0.000000
0000249_03900_d_0000011,people,5,1,-4,4,3-5,False,True,False,0.308300
0000249_03900_d_0000011,tricycle,2,0,-2,2,1-2,True,True,False,0.000000
0000249_03900_d_0000011,truck,7,0,-7,7,>5,True,True,False,0.000000
0000249_03900_d_0000011,van,9,5,-4,4,3-5,False,True,False,0.559840
0000253_00001_d_0000001,bus,1,0,-1,1,1-2,True,True,False,0.000000
0000253_00001_d_0000001,car,79,97,18,18,>5,False,False,True,0.566408
0000253_00001_d_0000001,motor,4,0,-4,4,3-5,True,True,False,0.000000
0000253_00001_d_0000001,pedestrian,3,0,-3,3,3-5,True,True,False,0.000000
0000253_00001_d_0000001,tricycle,4,0,-4,4,3-5,True,True,False,0.000000
0000253_00001_d_0000001,truck,6,1,-5,5,3-5,False,True,False,0.293300
0000253_00001_d_0000001,van,7,4,-3,3,3-5,False,True,False,0.313275
0000256_00715_d_0000019,awning-tricycle,1,0,-1,1,1-2,True,True,False,0.000000
0000256_00715_d_0000019,bus,4,3,-1,1,1-2,False,True,False,0.709167
0000256_00715_d_0000019,car,45,42,-3,3,3-5,False,True,False,0.498874
0000256_00715_d_0000019,motor,3,0,-3,3,3-5,True,True,False,0.000000
0000256_00715_d_0000019,pedestrian,11,1,-10,10,>5,False,True,False,0.398200
0000256_00715_d_0000019,people,3,0,-3,3,3-5,True,True,False,0.000000
0000256_00715_d_0000019,tricycle,1,0,-1,1,1-2,True,True,False,0.000000
0000256_00715_d_0000019,truck,12,5,-7,7,>5,False,True,False,0.514720
0000256_00715_d_0000019,van,9,0,-9,9,>5,True,True,False,0.000000
0000256_02173_d_0000030,car,17,12,-5,5,3-5,False,True,False,0.497875
0000256_02173_d_0000030,motor,1,0,-1,1,1-2,True,True,False,0.000000
0000256_02173_d_0000030,pedestrian,6,0,-6,6,>5,True,True,False,0.000000
0000256_02173_d_0000030,people,2,0,-2,2,1-2,True,True,False,0.000000
0000256_02173_d_0000030,tricycle,4,2,-2,2,1-2,False,True,False,0.342300
0000256_02173_d_0000030,truck,7,7,0,0,0,False,False,False,0.374514
0000256_02173_d_0000030,van,10,0,-10,10,>5,True,True,False,0.000000
0000263_02401_d_0000179,car,9,10,1,1,1-2,False,False,True,0.806030
0000263_02401_d_0000179,motor,1,1,0,0,0,False,False,False,0.508000
0000263_02401_d_0000179,pedestrian,4,0,-4,4,3-5,True,True,False,0.000000
0000263_02401_d_0000179,people,1,1,0,0,0,False,False,False,0.359900
0000263_02401_d_0000179,van,2,2,0,0,0,False,False,False,0.784450
0000269_00001_d_0000348,car,65,42,-23,23,>5,False,True,False,0.615779
0000269_00001_d_0000348,motor,10,2,-8,8,>5,False,True,False,0.436150
0000269_00001_d_0000348,pedestrian,22,8,-14,14,>5,False,True,False,0.341125
0000269_00001_d_0000348,people,18,2,-16,16,>5,False,True,False,0.371850
0000269_00001_d_0000348,tricycle,5,0,-5,5,3-5,True,True,False,0.000000
0000269_00001_d_0000348,van,6,0,-6,6,>5,True,True,False,0.000000
0000269_00201_d_0000349,car,31,55,24,24,>5,False,False,True,0.593402
0000269_00201_d_0000349,pedestrian,7,10,3,3,3-5,False,False,True,0.405480
0000269_00201_d_0000349,people,5,1,-4,4,3-5,False,True,False,0.278700
0000269_00201_d_0000349,van,4,1,-3,3,3-5,False,True,False,0.865200
0000269_00601_d_0000351,car,54,56,2,2,1-2,False,False,True,0.612654
0000269_00601_d_0000351,motor,7,5,-2,2,1-2,False,True,False,0.342520
0000269_00601_d_0000351,pedestrian,13,4,-9,9,>5,False,True,False,0.364875
0000269_00601_d_0000351,people,13,3,-10,10,>5,False,True,False,0.442500
0000269_00601_d_0000351,tricycle,1,1,0,0,0,False,False,False,0.450200
0000269_00601_d_0000351,truck,1,0,-1,1,1-2,True,True,False,0.000000
0000269_00601_d_0000351,van,4,0,-4,4,3-5,True,True,False,0.000000
0000271_00001_d_0000374,awning-tricycle,1,1,0,0,0,False,False,False,0.435100
0000271_00001_d_0000374,car,5,10,5,5,3-5,False,False,True,0.698860
0000271_00001_d_0000374,motor,22,6,-16,16,>5,False,True,False,0.372767
0000271_00001_d_0000374,pedestrian,16,5,-11,11,>5,False,True,False,0.629500
0000271_00001_d_0000374,people,5,1,-4,4,3-5,False,True,False,0.393500
0000271_00001_d_0000374,tricycle,1,2,1,1,1-2,False,False,True,0.378300
0000271_00001_d_0000374,truck,1,0,-1,1,1-2,True,True,False,0.000000
0000271_00001_d_0000374,van,5,1,-4,4,3-5,False,True,False,0.830000
0000271_00201_d_0000375,awning-tricycle,3,3,0,0,0,False,False,False,0.380833
0000271_00201_d_0000375,car,18,23,5,5,3-5,False,False,True,0.652504
0000271_00201_d_0000375,motor,19,17,-2,2,1-2,False,True,False,0.409447
0000271_00201_d_0000375,pedestrian,13,8,-5,5,3-5,False,True,False,0.377337
0000271_00201_d_0000375,people,8,3,-5,5,3-5,False,True,False,0.391667
0000271_00201_d_0000375,tricycle,1,1,0,0,0,False,False,False,0.305000
0000271_00201_d_0000375,truck,2,1,-1,1,1-2,False,True,False,0.465700
0000271_00201_d_0000375,van,7,1,-6,6,>5,False,True,False,0.537700
0000271_00401_d_0000376,car,2,8,6,6,>5,False,False,True,0.507613
0000271_00401_d_0000376,motor,5,2,-3,3,3-5,False,True,False,0.538950
0000271_00401_d_0000376,pedestrian,7,6,-1,1,1-2,False,True,False,0.358700
0000271_00401_d_0000376,people,1,0,-1,1,1-2,True,True,False,0.000000
0000271_00401_d_0000376,tricycle,1,0,-1,1,1-2,True,True,False,0.000000
0000271_00401_d_0000376,truck,5,0,-5,5,3-5,True,True,False,0.000000
0000271_00401_d_0000376,van,4,2,-2,2,1-2,False,True,False,0.781250
0000271_00601_d_0000377,car,16,24,8,8,>5,False,False,True,0.535883
0000271_00601_d_0000377,motor,18,22,4,4,3-5,False,False,True,0.407132
0000271_00601_d_0000377,pedestrian,28,7,-21,21,>5,False,True,False,0.433743
0000271_00601_d_0000377,people,3,2,-1,1,1-2,False,True,False,0.511400
0000271_00601_d_0000377,tricycle,2,1,-1,1,1-2,False,True,False,0.634400
0000271_00601_d_0000377,truck,2,1,-1,1,1-2,False,True,False,0.261900
0000271_00601_d_0000377,van,4,0,-4,4,3-5,True,True,False,0.000000
0000271_00801_d_0000378,car,18,20,2,2,1-2,False,False,True,0.602450
0000271_00801_d_0000378,motor,3,6,3,3,3-5,False,False,True,0.327233
