channel,t_budget,snr_db,qtype,accuracy,n,mean_tokens_sent,mean_payload_bytes,mean_channel_uses
awgn,2,-5.0,counting,0.229,214,2.0,720.8,11532.9
awgn,2,-5.0,threshold,0.5865,104,2.0,723.2,11570.6
awgn,2,0.0,all,0.4848,526,2.0,722.7,11563.1
awgn,2,0.0,co_presence,0.6058,104,2.0,725.2,11602.6
awgn,2,0.0,comparison,0.7885,104,2.0,723.6,11578.2
awgn,2,0.0,counting,0.229,214,2.0,720.8,11532.9
awgn,2,0.0,threshold,0.5865,104,2.0,723.2,11570.6
awgn,2,10.0,all,0.4848,526,2.0,722.7,11563.1
awgn,2,10.0,co_presence,0.6058,104,2.0,725.2,11602.6
awgn,2,10.0,comparison,0.7885,104,2.0,723.6,11578.2
awgn,2,10.0,counting,0.229,214,2.0,720.8,11532.9
awgn,2,10.0,threshold,0.5865,104,2.0,723.2,11570.6
awgn,2,15.0,all,0.4848,526,2.0,722.7,11563.1
awgn,2,15.0,co_presence,0.6058,104,2.0,725.2,11602.6
awgn,2,15.0,comparison,0.7885,104,2.0,723.6,11578.2
awgn,2,15.0,counting,0.229,214,2.0,720.8,11532.9
awgn,2,15.0,threshold,0.5865,104,2.0,723.2,11570.6
awgn,2,20.0,all,0.4848,526,2.0,722.7,11563.1
awgn,2,20.0,co_presence,0.6058,104,2.0,725.2,11602.6
awgn,2,20.0,comparison,0.7885,104,2.0,723.6,11578.2
awgn,2,20.0,counting,0.229,214,2.0,720.8,11532.9
awgn,2,20.0,threshold,0.5865,104,2.0,723.2,11570.6
awgn,2,5.0,all,0.4848,526,2.0,722.7,11563.1
awgn,2,5.0,co_presence,0.6058,104,2.0,725.2,11602.6
awgn,2,5.0,comparison,0.7885,104,2.0,723.6,11578.2
awgn,2,5.0,counting,0.229,214,2.0,720.8,11532.9
awgn,2,5.0,threshold,0.5865,104,2.0,723.2,11570.6
awgn,3,-5.0,all,0.5,526,3.0,742.5,11880.4
awgn,3,-5.0,co_presence,0.6058,104,3.0,744.1,11906.2
awgn,3,-5.0,comparison,0.8173,104,3.0,745.7,11930.9
awgn,3,-5.0,counting,0.2523,214,3.0,740.4,11846.3
awgn,3,-5.0,threshold,0.5865,104,3.0,742.1,11874.2
awgn,3,0.0,all,0.5,526,3.0,742.5,11880.4
awgn,3,0.0,co_presence,0.6058,104,3.0,744.1,11906.2
awgn,3,0.0,comparison,0.8173,104,3.0,745.7,11930.9
awgn,3,0.0,counting,0.2523,214,3.0,740.4,11846.3
awgn,3,0.0,threshold,0.5865,104,3.0,742.1,11874.2
awgn,3,10.0,all,0.5,526,3.0,742.5,11880.4
awgn,3,10.0,co_presence,0.6058,104,3.0,744.1,11906.2
awgn,3,10.0,comparison,0.8173,104,3.0,745.7,11930.9
awgn,3,10.0,counting,0.2523,214,3.0,740.4,11846.3
awgn,3,10.0,threshold,0.5865,104,3.0,742.1,11874.2
awgn,3,15.0,all,0.5,526,3.0,742.5,11880.4
awgn,3,15.0,co_presence,0.6058,104,3.0,744.1,11906.2
awgn,3,15.0,comparison,0.8173,104,3.0,745.7,11930.9
awgn,3,15.0,counting,0.2523,214,3.0,740.4,11846.3
awgn,3,15.0,threshold,0.5865,104,3.0,742.1,11874.2
awgn,3,20.0,all,0.5,526,3.0,742.5,11880.4
awgn,3,20.0,co_presence,0.6058,104,3.0,744.1,11906.2
awgn,3,20.0,comparison,0.8173,104,3.0,745.7,11930.9
awgn,3,20.0,counting,0.2523,214,3.0,740.4,11846.3
awgn,3,20.0,threshold,0.5865,104,3.0,742.1,11874.2
awgn,3,5.0,all,0.5,526,3.0,742.5,11880.4
awgn,3,5.0,co_presence,0.6058,104,3.0,744.1,11906.2
awgn,3,5.0,comparison,0.8173,104,3.0,745.7,11930.9
awgn,3,5.0,counting,0.2523,214,3.0,740.4,11846.3
awgn,3,5.0,threshold,0.5865,104,3.0,742.1,11874.2
awgn,4,-5.0,all,0.5095,526,3.99,761.0,12176.0
awgn,4,-5.0,co_presence,0.5962,104,3.99,761.3,12181.1
awgn,4,-5.0,comparison,0.8173,104,3.99,767.7,12282.8
awgn,4,-5.0,counting,0.2804,214,3.99,758.4,12134.7
awgn,4,-5.0,threshold,0.5865,104,3.99,759.3,12149.1
awgn,4,0.0,all,0.5095,526,3.99,761.0,12176.0
awgn,4,0.0,co_presence,0.5962,104,3.99,761.3,12181.1
awgn,4,0.0,comparison,0.8173,104,3.99,767.7,12282.8
awgn,4,0.0,counting,0.2804,214,3.99,758.4,12134.7
awgn,4,0.0,threshold,0.5865,104,3.99,759.3,12149.1
awgn,4,10.0,all,0.5095,526,3.99,761.0,12176.0
awgn,4,10.0,co_presence,0.5962,104,3.99,761.3,12181.1
awgn,4,10.0,comparison,0.8173,104,3.99,767.7,12282.8
awgn,4,10.0,counting,0.2804,214,3.99,758.4,12134.7
awgn,4,10.0,threshold,0.5865,104,3.99,759.3,12149.1
awgn,4,15.0,all,0.5095,526,3.99,761.0,12176.0
awgn,4,15.0,co_presence,0.5962,104,3.99,761.3,12181.1
awgn,4,15.0,comparison,0.8173,104,3.99,767.7,12282.8
awgn,4,15.0,counting,0.2804,214,3.99,758.4,12134.7
awgn,4,15.0,threshold,0.5865,104,3.99,759.3,12149.1
awgn,4,20.0,all,0.5095,526,3.99,761.0,12176.0
awgn,4,20.0,co_presence,0.5962,104,3.99,761.3,12181.1
awgn,4,20.0,comparison,0.8173,104,3.99,767.7,12282.8
awgn,4,20.0,counting,0.2804,214,3.99,758.4,12134.7
awgn,4,20.0,threshold,0.5865,104,3.99,759.3,12149.1
awgn,4,5.0,all,0.5095,526,3.99,761.0,12176.0
awgn,4,5.0,co_presence,0.5962,104,3.99,761.3,12181.1
awgn,4,5.0,comparison,0.8173,104,3.99,767.7,12282.8
awgn,4,5.0,counting,0.2804,214,3.99,758.4,12134.7
awgn,4,5.0,threshold,0.5865,104,3.99,759.3,12149.1
awgn,6,-5.0,all,0.5076,526,5.96,795.5,12728.1
awgn,6,-5.0,co_presence,0.6058,104,5.96,793.9,12702.6
awgn,6,-5.0,comparison,0.8077,104,5.96,808.0,12928.8
awgn,6,-5.0,counting,0.2757,214,5.96,791.9,12671.0
awgn,6,-5.0,threshold,0.5865,104,5.96,791.9,12670.6
awgn,6,0.0,all,0.5076,526,5.96,795.5,12728.1
awgn,6,0.0,co_presence,0.6058,104,5.96,793.9,12702.6
awgn,6,0.0,comparison,0.8077,104,5.96,808.0,12928.8
awgn,6,0.0,counting,0.2757,214,5.96,791.9,12671.0
awgn,6,0.0,threshold,0.5865,104,5.96,791.9,12670.6
awgn,6,10.0,all,0.5076,526,5.96,795.5,12728.1
awgn,6,10.0,co_presence,0.6058,104,5.96,793.9,12702.6
awgn,6,10.0,comparison,0.8077,104,5.96,808.0,12928.8
awgn,6,10.0,counting,0.2757,214,5.96,791.9,12671.0
awgn,6,10.0,threshold,0.5865,104,5.96,791.9,12670.6
awgn,6,15.0,all,0.5076,526,5.96,795.5,12728.1
awgn,6,15.0,co_presence,0.6058,104,5.96,793.9,12702.6
awgn,6,15.0,comparison,0.8077,104,5.96,808.0,12928.8
awgn,6,15.0,counting,0.2757,214,5.96,791.9,12671.0
awgn,6,15.0,threshold,0.5865,104,5.96,791.9,12670.6
awgn,6,20.0,all,0.5076,526,5.96,795.5,12728.1
awgn,6,20.0,co_presence,0.6058,104,5.96,793.9,12702.6
awgn,6,20.0,comparison,0.8077,104,5.96,808.0,12928.8
awgn,6,20.0,counting,0.2757,214,5.96,791.9,12671.0
awgn,6,20.0,threshold,0.5865,104,5.96,791.9,12670.6
awgn,6,5.0,all,0.5076,526,5.96,795.5,12728.1
awgn,6,5.0,co_presence,0.6058,104,5.96,793.9,12702.6
awgn,6,5.0,comparison,0.8077,104,5.96,808.0,12928.8
awgn,6,5.0,counting,0.2757,214,5.96,791.9,12671.0
awgn,6,5.0,threshold,0.5865,104,5.96,791.9,12670.6
awgn,8,-5.0,all,0.5247,526,7.89,829.3,13269.2
awgn,8,-5.0,co_presence,0.625,104,7.88,827.2,13235.1
awgn,8,-5.0,comparison,0.8269,104,7.88,845.3,13525.2
awgn,8,-5.0,counting,0.2944,214,7.89,824.6,13193.4
awgn,8,-5.0,threshold,0.5962,104,7.88,825.2,13203.1
awgn,8,0.0,all,0.5247,526,7.89,829.3,13269.2
awgn,8,0.0,co_presence,0.625,104,7.88,827.2,13235.1
awgn,8,0.0,comparison,0.8269,104,7.88,845.3,13525.2
awgn,8,0.0,counting,0.2944,214,7.89,824.6,13193.4
awgn,8,0.0,threshold,0.5962,104,7.88,825.2,13203.1
awgn,8,10.0,all,0.5247,526,7.89,829.3,13269.2
awgn,8,10.0,co_presence,0.625,104,7.88,827.2,13235.1
awgn,8,10.0,comparison,0.8269,104,7.88,845.3,13525.2
awgn,8,10.0,counting,0.2944,214,7.89,824.6,13193.4
awgn,8,10.0,threshold,0.5962,104,7.88,825.2,13203.1
awgn,8,15.0,all,0.5247,526,7.89,829.3,13269.2
awgn,8,15.0,co_presence,0.625,104,7.88,827.2,13235.1
awgn,8,15.0,comparison,0.8269,104,7.88,845.3,13525.2
awgn,8,15.0,counting,0.2944,214,7.89,824.6,13193.4
awgn,8,15.0,threshold,0.5962,104,7.88,825.2,13203.1
awgn,8,20.0,all,0.5247,526,7.89,829.3,13269.2
awgn,8,20.0,co_presence,0.625,104,7.88,827.2,13235.1
awgn,8,20.0,comparison,0.8269,104,7.88,845.3,13525.2
awgn,8,20.0,counting,0.2944,214,7.89,824.6,13193.4
awgn,8,20.0,threshold,0.5962,104,7.88,825.2,13203.1
awgn,8,5.0,all,0.5247,526,7.89,829.3,13269.2
awgn,8,5.0,co_presence,0.625,104,7.88,827.2,13235.1
awgn,8,5.0,comparison,0.8269,104,7.88,845.3,13525.2
awgn,8,5.0,counting,0.2944,214,7.89,824.6,13193.4
awgn,8,5.0,threshold,0.5962,104,7.88,825.2,13203.1
awgn,12,-5.0,all,0.5551,526,11.6,892.6,14281.3
awgn,12,-5.0,co_presence,0.6635,104,11.6,883.8,14140.8
awgn,12,-5.0,comparison,0.8269,104,11.6,922.6,14761.7
awgn,12,-5.0,counting,0.3318,214,11.61,887.5,14200.0
awgn,12,-5.0,threshold,0.6346,104,11.6,881.8,14108.8
awgn,12,0.0,all,0.5551,526,11.6,892.6,14281.3
awgn,12,0.0,co_presence,0.6635,104,11.6,883.8,14140.8
awgn,12,0.0,comparison,0.8269,104,11.6,922.6,14761.7
awgn,12,0.0,counting,0.3318,214,11.61,887.5,14200.0
awgn,12,0.0,threshold,0.6346,104,11.6,881.8,14108.8
awgn,12,10.0,all,0.5551,526,11.6,892.6,14281.3
awgn,12,10.0,co_presence,0.6635,104,11.6,883.8,14140.8
awgn,12,10.0,comparison,0.8269,104,11.6,922.6,14761.7
awgn,12,10.0,counting,0.3318,214,11.61,887.5,14200.0
awgn,12,10.0,threshold,0.6346,104,11.6,881.8,14108.8
awgn,12,15.0,all,0.5551,526,11.6,892.6,14281.3
awgn,12,15.0,co_presence,0.6635,104,11.6,883.8,14140.8
awgn,12,15.0,comparison,0.8269,104,11.6,922.6,14761.7
awgn,12,15.0,counting,0.3318,214,11.61,887.5,14200.0
awgn,12,15.0,threshold,0.6346,104,11.6,881.8,14108.8
awgn,12,20.0,all,0.5551,526,11.6,892.6,14281.3
awgn,12,20.0,co_presence,0.6635,104,11.6,883.8,14140.8
awgn,12,20.0,comparison,0.8269,104,11.6,922.6,14761.7
awgn,12,20.0,counting,0.3318,214,11.61,887.5,14200.0
awgn,12,20.0,threshold,0.6346,104,11.6,881.8,14108.8
awgn,12,5.0,all,0.5551,526,11.6,892.6,14281.3
awgn,12,5.0,co_presence,0.6635,104,11.6,883.8,14140.8
awgn,12,5.0,comparison,0.8269,104,11.6,922.6,14761.7
awgn,12,5.0,counting,0.3318,214,11.61,887.5,14200.0
awgn,12,5.0,threshold,0.6346,104,11.6,881.8,14108.8
awgn,16,-5.0,all,0.5703,526,15.13,917.1,14673.5
awgn,16,-5.0,co_presence,0.6731,104,15.12,906.3,14501.2
awgn,16,-5.0,comparison,0.8269,104,15.12,952.6,15242.3
awgn,16,-5.0,counting,0.3598,214,15.14,911.3,14580.0
awgn,16,-5.0,threshold,0.6442,104,15.12,904.3,14469.2
awgn,16,0.0,all,0.5703,526,15.13,917.1,14673.5
awgn,16,0.0,co_presence,0.6731,104,15.12,906.3,14501.2
awgn,16,0.0,comparison,0.8269,104,15.12,952.6,15242.3
awgn,16,0.0,counting,0.3598,214,15.14,911.3,14580.0
awgn,16,0.0,threshold,0.6442,104,15.12,904.3,14469.2
awgn,16,10.0,all,0.5703,526,15.13,917.1,14673.5
awgn,16,10.0,co_presence,0.6731,104,15.12,906.3,14501.2
awgn,16,10.0,comparison,0.8269,104,15.12,952.6,15242.3
awgn,16,10.0,counting,0.3598,214,15.14,911.3,14580.0
awgn,16,10.0,threshold,0.6442,104,15.12,904.3,14469.2
awgn,16,15.0,all,0.5703,526,15.13,917.1,14673.5
awgn,16,15.0,co_presence,0.6731,104,15.12,906.3,14501.2
awgn,16,15.0,comparison,0.8269,104,15.12,952.6,15242.3
awgn,16,15.0,counting,0.3598,214,15.14,911.3,14580.0
awgn,16,15.0,threshold,0.6442,104,15.12,904.3,14469.2
awgn,16,20.0,all,0.5703,526,15.13,917.1,14673.5
awgn,16,20.0,co_presence,0.6731,104,15.12,906.3,14501.2
awgn,16,20.0,comparison,0.8269,104,15.12,952.6,15242.3
awgn,16,20.0,counting,0.3598,214,15.14,911.3,14580.0
awgn,16,20.0,threshold,0.6442,104,15.12,904.3,14469.2
awgn,16,5.0,all,0.5703,526,15.13,917.1,14673.5
awgn,16,5.0,co_presence,0.6731,104,15.12,906.3,14501.2
awgn,16,5.0,comparison,0.8269,104,15.12,952.6,15242.3
awgn,16,5.0,counting,0.3598,214,15.14,911.3,14580.0
awgn,16,5.0,threshold,0.6442,104,15.12,904.3,14469.2
awgn,24,-5.0,all,0.5684,526,21.52,940.1,15041.2
awgn,24,-5.0,co_presence,0.6827,104,21.49,922.6,14761.4
awgn,24,-5.0,comparison,0.8462,104,21.49,991.1,15857.1
awgn,24,-5.0,counting,0.3364,214,21.56,933.3,14932.2
awgn,24,-5.0,threshold,0.6538,104,21.49,920.6,14729.4
awgn,24,0.0,all,0.5684,526,21.52,940.1,15041.2
awgn,24,0.0,co_presence,0.6827,104,21.49,922.6,14761.4
awgn,24,0.0,comparison,0.8462,104,21.49,991.1,15857.1
awgn,24,0.0,counting,0.3364,214,21.56,933.3,14932.2
awgn,24,0.0,threshold,0.6538,104,21.49,920.6,14729.4
awgn,24,10.0,all,0.5684,526,21.52,940.1,15041.2
awgn,24,10.0,co_presence,0.6827,104,21.49,922.6,14761.4
awgn,24,10.0,comparison,0.8462,104,21.49,991.1,15857.1
awgn,24,10.0,counting,0.3364,214,21.56,933.3,14932.2
awgn,24,10.0,threshold,0.6538,104,21.49,920.6,14729.4
awgn,24,15.0,all,0.5684,526,21.52,940.1,15041.2
awgn,24,15.0,co_presence,0.6827,104,21.49,922.6,14761.4
awgn,24,15.0,comparison,0.8462,104,21.49,991.1,15857.1
awgn,24,15.0,counting,0.3364,214,21.56,933.3,14932.2
awgn,24,15.0,threshold,0.6538,104,21.49,920.6,14729.4
awgn,24,20.0,all,0.5684,526,21.52,940.1,15041.2
awgn,24,20.0,co_presence,0.6827,104,21.49,922.6,14761.4
awgn,24,20.0,comparison,0.8462,104,21.49,991.1,15857.1
awgn,24,20.0,counting,0.3364,214,21.56,933.3,14932.2
awgn,24,20.0,threshold,0.6538,104,21.49,920.6,14729.4
awgn,24,5.0,all,0.5684,526,21.52,940.1,15041.2
awgn,24,5.0,co_presence,0.6827,104,21.49,922.6,14761.4
awgn,24,5.0,comparison,0.8462,104,21.49,991.1,15857.1
awgn,24,5.0,counting,0.3364,214,21.56,933.3,14932.2
awgn,24,5.0,threshold,0.6538,104,21.49,920.6,14729.4
awgn,32,-5.0,all,0.597,526,27.08,954.2,15267.3
awgn,32,-5.0,co_presence,0.7019,104,27.02,931.6,14904.9
awgn,32,-5.0,comparison,0.8558,104,27.02,1013.6,16216.9
awgn,32,-5.0,counting,0.3832,214,27.16,948.3,15173.5
awgn,32,-5.0,threshold,0.6731,104,27.02,929.6,14872.9
awgn,32,0.0,all,0.597,526,27.08,954.2,15267.3
awgn,32,0.0,co_presence,0.7019,104,27.02,931.6,14904.9
awgn,32,0.0,comparison,0.8558,104,27.02,1013.6,16216.9
awgn,32,0.0,counting,0.3832,214,27.16,948.3,15173.5
awgn,32,0.0,threshold,0.6731,104,27.02,929.6,14872.9
awgn,32,10.0,all,0.597,526,27.08,954.2,15267.3
awgn,32,10.0,co_presence,0.7019,104,27.02,931.6,14904.9
awgn,32,10.0,comparison,0.8558,104,27.02,1013.6,16216.9
awgn,32,10.0,counting,0.3832,214,27.16,948.3,15173.5
awgn,32,10.0,threshold,0.6731,104,27.02,929.6,14872.9
awgn,32,15.0,all,0.597,526,27.08,954.2,15267.3
awgn,32,15.0,co_presence,0.7019,104,27.02,931.6,14904.9
awgn,32,15.0,comparison,0.8558,104,27.02,1013.6,16216.9
awgn,32,15.0,counting,0.3832,214,27.16,948.3,15173.5
awgn,32,15.0,threshold,0.6731,104,27.02,929.6,14872.9
awgn,32,20.0,all,0.597,526,27.08,954.2,15267.3
awgn,32,20.0,co_presence,0.7019,104,27.02,931.6,14904.9
awgn,32,20.0,comparison,0.8558,104,27.02,1013.6,16216.9
awgn,32,20.0,counting,0.3832,214,27.16,948.3,15173.5
awgn,32,20.0,threshold,0.6731,104,27.02,929.6,14872.9
awgn,32,5.0,all,0.597,526,27.08,954.2,15267.3
awgn,32,5.0,co_presence,0.7019,104,27.02,931.6,14904.9
awgn,32,5.0,comparison,0.8558,104,27.02,1013.6,16216.9
awgn,32,5.0,counting,0.3832,214,27.16,948.3,15173.5
awgn,32,5.0,threshold,0.6731,104,27.02,929.6,14872.9
awgn,48,-5.0,all,0.6103,526,35.4,970.3,15524.7
awgn,48,-5.0,co_presence,0.6538,104,35.28,939.5,15032.6
awgn,48,-5.0,comparison,0.8462,104,35.28,1047.6,16761.8
awgn,48,-5.0,counting,0.4533,214,35.59,963.6,15417.4
awgn,48,-5.0,threshold,0.6538,104,35.28,937.5,15000.6
awgn,48,0.0,all,0.6103,526,35.4,970.3,15524.7
awgn,48,0.0,co_presence,0.6538,104,35.28,939.5,15032.6
awgn,48,0.0,comparison,0.8462,104,35.28,1047.6,16761.8
awgn,48,0.0,counting,0.4533,214,35.59,963.6,15417.4
awgn,48,0.0,threshold,0.6538,104,35.28,937.5,15000.6
awgn,48,10.0,all,0.6103,526,35.4,970.3,15524.7
awgn,48,10.0,co_presence,0.6538,104,35.28,939.5,15032.6
awgn,48,10.0,comparison,0.8462,104,35.28,1047.6,16761.8
awgn,48,10.0,counting,0.4533,214,35.59,963.6,15417.4
awgn,48,10.0,threshold,0.6538,104,35.28,937.5,15000.6
awgn,48,15.0,all,0.6103,526,35.4,970.3,15524.7
awgn,48,15.0,co_presence,0.6538,104,35.28,939.5,15032.6
awgn,48,15.0,comparison,0.8462,104,35.28,1047.6,16761.8
awgn,48,15.0,counting,0.4533,214,35.59,963.6,15417.4
awgn,48,15.0,threshold,0.6538,104,35.28,937.5,15000.6
awgn,48,20.0,all,0.6103,526,35.4,970.3,15524.7
awgn,48,20.0,co_presence,0.6538,104,35.28,939.5,15032.6
awgn,48,20.0,comparison,0.8462,104,35.28,1047.6,16761.8
awgn,48,20.0,counting,0.4533,214,35.59,963.6,15417.4
awgn,48,20.0,threshold,0.6538,104,35.28,937.5,15000.6
awgn,48,5.0,all,0.6103,526,35.4,970.3,15524.7
awgn,48,5.0,co_presence,0.6538,104,35.28,939.5,15032.6
awgn,48,5.0,comparison,0.8462,104,35.28,1047.6,16761.8
awgn,48,5.0,counting,0.4533,214,35.59,963.6,15417.4
awgn,48,5.0,threshold,0.6538,104,35.28,937.5,15000.6
awgn,64,-5.0,all,0.6008,526,39.93,976.9,15630.1
awgn,64,-5.0,co_presence,0.6538,104,39.8,942.2,15074.6
awgn,64,-5.0,comparison,0.8462,104,39.8,1060.7,16970.5
awgn,64,-5.0,counting,0.4439,214,40.12,970.9,15534.2
awgn,64,-5.0,threshold,0.625,104,39.8,940.2,15042.6
awgn,64,0.0,all,0.6008,526,39.93,976.9,15630.1
awgn,64,0.0,co_presence,0.6538,104,39.8,942.2,15074.6
awgn,64,0.0,comparison,0.8462,104,39.8,1060.7,16970.5
awgn,64,0.0,counting,0.4439,214,40.12,970.9,15534.2
awgn,64,0.0,threshold,0.625,104,39.8,940.2,15042.6
awgn,64,10.0,all,0.6008,526,39.93,976.9,15630.1
awgn,64,10.0,co_presence,0.6538,104,39.8,942.2,15074.6
awgn,64,10.0,comparison,0.8462,104,39.8,1060.7,16970.5
awgn,64,10.0,counting,0.4439,214,40.12,970.9,15534.2
awgn,64,10.0,threshold,0.625,104,39.8,940.2,15042.6
awgn,64,15.0,all,0.6008,526,39.93,976.9,15630.1
awgn,64,15.0,co_presence,0.6538,104,39.8,942.2,15074.6
awgn,64,15.0,comparison,0.8462,104,39.8,1060.7,16970.5
awgn,64,15.0,counting,0.4439,214,40.12,970.9,15534.2
awgn,64,15.0,threshold,0.625,104,39.8,940.2,15042.6
awgn,64,20.0,all,0.6008,526,39.93,976.9,15630.1
awgn,64,20.0,co_presence,0.6538,104,39.8,942.2,15074.6
awgn,64,20.0,comparison,0.8462,104,39.8,1060.7,16970.5
awgn,64,20.0,counting,0.4439,214,40.12,970.9,15534.2
awgn,64,20.0,threshold,0.625,104,39.8,940.2,15042.6
awgn,64,5.0,all,0.6008,526,39.93,976.9,15630.1
awgn,64,5.0,co_presence,0.6538,104,39.8,942.2,15074.6
awgn,64,5.0,comparison,0.8462,104,39.8,1060.7,16970.5
awgn,64,5.0,counting,0.4439,214,40.12,970.9,15534.2
awgn,64,5.0,threshold,0.625,104,39.8,940.2,15042.6
awgn,full,-5.0,all,0.6008,526,45.42,982.6,15720.9
awgn,full,-5.0,co_presence,0.6635,104,45.28,945.6,15129.5
awgn,full,-5.0,comparison,0.8462,104,45.28,1072.4,17159.1
awgn,full,-5.0,counting,0.4533,214,45.62,975.8,15612.2
awgn,full,-5.0,threshold,0.5962,104,45.28,943.6,15097.5
awgn,full,0.0,all,0.6008,526,45.42,982.6,15720.9
awgn,full,0.0,co_presence,0.6635,104,45.28,945.6,15129.5
awgn,full,0.0,comparison,0.8462,104,45.28,1072.4,17159.1
awgn,full,0.0,counting,0.4533,214,45.62,975.8,15612.2
awgn,full,0.0,threshold,0.5962,104,45.28,943.6,15097.5
awgn,full,10.0,all,0.6008,526,45.42,982.6,15720.9
awgn,full,10.0,co_presence,0.6635,104,45.28,945.6,15129.5
awgn,full,10.0,comparison,0.8462,104,45.28,1072.4,17159.1
awgn,full,10.0,counting,0.4533,214,45.62,975.8,15612.2
awgn,full,10.0,threshold,0.5962,104,45.28,943.6,15097.5
awgn,full,15.0,all,0.6008,526,45.42,982.6,15720.9
awgn,full,15.0,co_presence,0.6635,104,45.28,945.6,15129.5
awgn,full,15.0,comparison,0.8462,104,45.28,1072.4,17159.1
awgn,full,15.0,counting,0.4533,214,45.62,975.8,15612.2
awgn,full,15.0,threshold,0.5962,104,45.28,943.6,15097.5
awgn,full,20.0,all,0.6008,526,45.42,982.6,15720.9
awgn,full,20.0,co_presence,0.6635,104,45.28,945.6,15129.5
awgn,full,20.0,comparison,0.8462,104,45.28,1072.4,17159.1
awgn,full,20.0,counting,0.4533,214,45.62,975.8,15612.2
awgn,full,20.0,threshold,0.5962,104,45.28,943.6,15097.5
awgn,full,5.0,all,0.6008,526,45.42,982.6,15720.9
awgn,full,5.0,co_presence,0.6635,104,45.28,945.6,15129.5
awgn,full,5.0,comparison,0.8462,104,45.28,1072.4,17159.1
awgn,full,5.0,counting,0.4533,214,45.62,975.8,15612.2
awgn,full,5.0,threshold,0.5962,104,45.28,943.6,15097.5
rayleigh,1,-5.0,all,0.4639,526,1.0,702.9,11245.9
rayleigh,1,-5.0,co_presence,0.5769,104,1.0,705.4,11285.8
rayleigh,1,-5.0,comparison,0.75,104,1.0,703.3,11252.9
rayleigh,1,-5.0,counting,0.2103,214,1.0,701.2,11219.1
rayleigh,1,-5.0,threshold,0.5865,104,1.0,703.4,11253.8
rayleigh,1,0.0,all,0.4639,526,1.0,702.7,11242.6
rayleigh,1,0.0,co_presence,0.5769,104,1.0,705.0,11280.3
rayleigh,1,0.0,comparison,0.75,104,1.0,703.3,11252.9
rayleigh,1,0.0,counting,0.2103,214,1.0,701.0,11216.4
rayleigh,1,0.0,threshold,0.5865,104,1.0,703.0,11248.3
rayleigh,1,10.0,all,0.4639,526,1.0,702.9,11246.5
rayleigh,1,10.0,co_presence,0.5769,104,1.0,705.4,11286.5
rayleigh,1,10.0,comparison,0.75,104,1.0,703.3,11253.5
rayleigh,1,10.0,counting,0.2103,214,1.0,701.2,11219.7
rayleigh,1,10.0,threshold,0.5865,104,1.0,703.4,11254.5
rayleigh,1,15.0,all,0.4639,526,1.0,702.9,11246.5
rayleigh,1,15.0,co_presence,0.5769,104,1.0,705.4,11286.5
rayleigh,1,15.0,comparison,0.75,104,1.0,703.3,11253.5
rayleigh,1,15.0,counting,0.2103,214,1.0,701.2,11219.7
rayleigh,1,15.0,threshold,0.5865,104,1.0,703.4,11254.5
rayleigh,1,20.0,all,0.4639,526,1.0,702.9,11246.5
rayleigh,1,20.0,co_presence,0.5769,104,1.0,705.4,11286.5
rayleigh,1,20.0,comparison,0.75,104,1.0,703.3,11253.5
rayleigh,1,20.0,counting,0.2103,214,1.0,701.2,11219.7
rayleigh,1,20.0,threshold,0.5865,104,1.0,703.4,11254.5
rayleigh,1,5.0,all,0.4639,526,1.0,702.9,11246.5
rayleigh,1,5.0,co_presence,0.5769,104,1.0,705.4,11286.5
rayleigh,1,5.0,comparison,0.75,104,1.0,703.3,11253.5
rayleigh,1,5.0,counting,0.2103,214,1.0,701.2,11219.7
rayleigh,1,5.0,threshold,0.5865,104,1.0,703.4,11254.5
rayleigh,2,-5.0,all,0.4848,526,2.0,722.6,11561.7
rayleigh,2,-5.0,co_presence,0.6058,104,2.0,725.2,11602.6
rayleigh,2,-5.0,comparison,0.7885,104,2.0,723.6,11578.2
rayleigh,2,-5.0,counting,0.229,214,2.0,720.6,11529.5
rayleigh,2,-5.0,threshold,0.5865,104,2.0,723.2,11570.6
rayleigh,2,0.0,all,0.4848,526,2.0,722.4,11559.0
rayleigh,2,0.0,co_presence,0.6058,104,2.0,724.7,11595.8
rayleigh,2,0.0,comparison,0.7885,104,2.0,723.6,11578.0
rayleigh,2,0.0,counting,0.229,214,2.0,720.6,11529.5
rayleigh,2,0.0,threshold,0.5865,104,2.0,722.7,11563.8
rayleigh,2,10.0,all,0.4848,526,2.0,722.7,11563.1
rayleigh,2,10.0,co_presence,0.6058,104,2.0,725.2,11602.6
rayleigh,2,10.0,comparison,0.7885,104,2.0,723.6,11578.2
rayleigh,2,10.0,counting,0.229,214,2.0,720.8,11532.9
rayleigh,2,10.0,threshold,0.5865,104,2.0,723.2,11570.6
rayleigh,2,15.0,all,0.4848,526,2.0,722.7,11563.1
rayleigh,2,15.0,co_presence,0.6058,104,2.0,725.2,11602.6
rayleigh,2,15.0,comparison,0.7885,104,2.0,723.6,11578.2
rayleigh,2,15.0,counting,0.229,214,2.0,720.8,11532.9
rayleigh,2,15.0,threshold,0.5865,104,2.0,723.2,11570.6
rayleigh,2,20.0,all,0.4848,526,2.0,722.7,11563.1
rayleigh,2,20.0,co_presence,0.6058,104,2.0,725.2,11602.6
rayleigh,2,20.0,comparison,0.7885,104,2.0,723.6,11578.2
