scenario,policy,metric_group,dimension,category,service_level,count,ratio,mean,std,min,p25,median,p75,max,notes
disaster_hotspot,always_cache,service_semantic_utility,selected_service_level,s=2,2,0,0.000000,,,,,,,,not selected by this policy in available rollout rows
disaster_hotspot,always_semantic_token,service_semantic_utility,selected_service_level,s=0,0,0,0.000000,,,,,,,,not selected by this policy in available rollout rows
disaster_hotspot,always_semantic_token,service_semantic_utility,semantic_accuracy_mean,s=1,1,1500,1.000000,0.691410,0.213177,0.401361,0.615385,0.615385,0.935943,1.000000,
disaster_hotspot,always_semantic_token,service_semantic_utility,semantic_accuracy_lcb,s=1,1,1500,1.000000,0.470510,0.211374,0.300636,0.355225,0.356653,0.771898,0.901027,
disaster_hotspot,always_semantic_token,service_semantic_utility,semantic_uncertainty,s=1,1,1500,1.000000,0.403646,0.274075,0.088692,0.093179,0.454021,0.454021,0.876889,
disaster_hotspot,always_semantic_token,service_semantic_utility,semantic_sample_count,s=1,1,1500,1.000000,138.178667,184.840984,4.000000,13.000000,13.000000,281.000000,441.000000,
disaster_hotspot,always_semantic_token,service_semantic_utility,semantic_payload_kb,s=1,1,1500,1.000000,1.170239,0.017520,1.141775,1.156738,1.158230,1.188401,1.188401,
disaster_hotspot,always_semantic_token,service_semantic_utility,semantic_quality_gap,s=1,1,1500,1.000000,0.375918,0.198734,0.000000,0.068102,0.483347,0.484775,0.539364,
disaster_hotspot,always_semantic_token,service_semantic_utility,delay_s,s=1,1,1500,1.000000,1.596095,1.202283,0.764741,0.768652,0.855466,2.268808,4.431693,
disaster_hotspot,always_semantic_token,service_semantic_utility,energy_j,s=1,1,1500,1.000000,157.644618,178.747786,34.896512,34.896566,46.902349,258.532964,569.939957,
disaster_hotspot,always_semantic_token,service_event_rate,semantic_success,s=1,1,1500,1.000000,0.105333,0.306982,0.000000,0.000000,0.000000,0.000000,1.000000,
disaster_hotspot,always_semantic_token,service_event_rate,success,s=1,1,1500,1.000000,0.039333,0.194387,0.000000,0.000000,0.000000,0.000000,1.000000,
disaster_hotspot,always_semantic_token,service_event_rate,quality_violation,s=1,1,1500,1.000000,0.894667,0.306982,0.000000,1.000000,1.000000,1.000000,1.000000,
disaster_hotspot,always_semantic_token,service_event_rate,deadline_violation,s=1,1,1500,1.000000,0.298000,0.457379,0.000000,0.000000,0.000000,1.000000,1.000000,
disaster_hotspot,always_semantic_token,service_event_rate,utm_conflict_violation,s=1,1,1500,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
disaster_hotspot,always_semantic_token,service_event_rate,resource_violation,s=1,1,1500,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
disaster_hotspot,always_semantic_token,service_semantic_utility,selected_service_level,s=2,2,0,0.000000,,,,,,,,not selected by this policy in available rollout rows
disaster_hotspot,always_image,service_semantic_utility,selected_service_level,s=0,0,0,0.000000,,,,,,,,not selected by this policy in available rollout rows
disaster_hotspot,always_image,service_semantic_utility,selected_service_level,s=1,1,0,0.000000,,,,,,,,not selected by this policy in available rollout rows
disaster_hotspot,always_image,service_semantic_utility,semantic_accuracy_mean,s=2,2,1500,1.000000,0.574520,0.488982,0.000000,0.000000,0.975089,1.000000,1.000000,
disaster_hotspot,always_image,service_semantic_utility,semantic_accuracy_lcb,s=2,2,1500,1.000000,0.469316,0.412551,0.000000,0.000000,0.771898,0.771898,0.949481,
disaster_hotspot,always_image,service_semantic_utility,semantic_uncertainty,s=2,2,1500,1.000000,0.338829,0.239183,0.051937,0.078855,0.391401,0.391401,0.794950,
disaster_hotspot,always_image,service_semantic_utility,semantic_sample_count,s=2,2,1500,1.000000,124.853333,162.804479,4.000000,13.000000,13.000000,281.000000,441.000000,
disaster_hotspot,always_image,service_semantic_utility,semantic_payload_kb,s=2,2,1500,1.000000,188.950196,14.490655,161.893799,183.878006,191.093224,206.768630,206.768630,
disaster_hotspot,always_image,service_semantic_utility,semantic_quality_gap,s=2,2,1500,1.000000,0.394770,0.386167,0.000000,0.068102,0.068102,0.840000,0.840000,
disaster_hotspot,always_image,service_semantic_utility,delay_s,s=2,2,1500,1.000000,4.330495,1.158050,3.534198,3.568438,3.580528,4.999149,7.059953,
disaster_hotspot,always_image,service_semantic_utility,energy_j,s=2,2,1500,1.000000,328.078643,180.847003,209.052908,209.068004,209.077579,432.711709,744.123076,
disaster_hotspot,always_image,service_event_rate,semantic_success,s=2,2,1500,1.000000,0.220000,0.414246,0.000000,0.000000,0.000000,0.000000,1.000000,
disaster_hotspot,always_image,service_event_rate,success,s=2,2,1500,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
disaster_hotspot,always_image,service_event_rate,quality_violation,s=2,2,1500,1.000000,0.780000,0.414246,0.000000,1.000000,1.000000,1.000000,1.000000,
disaster_hotspot,always_image,service_event_rate,deadline_violation,s=2,2,1500,1.000000,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,
disaster_hotspot,always_image,service_event_rate,utm_conflict_violation,s=2,2,1500,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
disaster_hotspot,always_image,service_event_rate,resource_violation,s=2,2,1500,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
disaster_hotspot,semantic_greedy,service_semantic_utility,semantic_accuracy_mean,s=0,0,25,0.016667,0.861678,0.000000,0.861678,0.861678,0.861678,0.861678,0.861678,
disaster_hotspot,semantic_greedy,service_semantic_utility,semantic_accuracy_lcb,s=0,0,25,0.016667,0.847998,0.000000,0.847998,0.847998,0.847998,0.847998,0.847998,
disaster_hotspot,semantic_greedy,service_semantic_utility,semantic_uncertainty,s=0,0,25,0.016667,0.060775,0.000000,0.060775,0.060775,0.060775,0.060775,0.060775,
disaster_hotspot,semantic_greedy,service_semantic_utility,semantic_sample_count,s=0,0,25,0.016667,441.000000,0.000000,441.000000,441.000000,441.000000,441.000000,441.000000,
disaster_hotspot,semantic_greedy,service_semantic_utility,semantic_payload_kb,s=0,0,25,0.016667,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
disaster_hotspot,semantic_greedy,service_semantic_utility,semantic_quality_gap,s=0,0,25,0.016667,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
disaster_hotspot,semantic_greedy,service_semantic_utility,delay_s,s=0,0,25,0.016667,0.416590,0.038129,0.364905,0.370243,0.432613,0.452098,0.472417,
disaster_hotspot,semantic_greedy,service_semantic_utility,energy_j,s=0,0,25,0.016667,7.850000,0.000000,7.850000,7.850000,7.850000,7.850000,7.850000,
disaster_hotspot,semantic_greedy,service_event_rate,semantic_success,s=0,0,25,0.016667,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,
disaster_hotspot,semantic_greedy,service_event_rate,success,s=0,0,25,0.016667,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,
disaster_hotspot,semantic_greedy,service_event_rate,quality_violation,s=0,0,25,0.016667,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
disaster_hotspot,semantic_greedy,service_event_rate,deadline_violation,s=0,0,25,0.016667,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
disaster_hotspot,semantic_greedy,service_event_rate,utm_conflict_violation,s=0,0,25,0.016667,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
disaster_hotspot,semantic_greedy,service_event_rate,resource_violation,s=0,0,25,0.016667,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
disaster_hotspot,semantic_greedy,service_semantic_utility,semantic_accuracy_mean,s=1,1,135,0.090000,0.935943,0.000000,0.935943,0.935943,0.935943,0.935943,0.935943,
disaster_hotspot,semantic_greedy,service_semantic_utility,semantic_accuracy_lcb,s=1,1,135,0.090000,0.901027,0.000000,0.901027,0.901027,0.901027,0.901027,0.901027,
disaster_hotspot,semantic_greedy,service_semantic_utility,semantic_uncertainty,s=1,1,135,0.090000,0.088692,0.000000,0.088692,0.088692,0.088692,0.088692,0.088692,
disaster_hotspot,semantic_greedy,service_semantic_utility,semantic_sample_count,s=1,1,135,0.090000,281.000000,0.000000,281.000000,281.000000,281.000000,281.000000,281.000000,
disaster_hotspot,semantic_greedy,service_semantic_utility,semantic_payload_kb,s=1,1,135,0.090000,1.141775,0.000000,1.141775,1.141775,1.141775,1.141775,1.141775,
disaster_hotspot,semantic_greedy,service_semantic_utility,semantic_quality_gap,s=1,1,135,0.090000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
disaster_hotspot,semantic_greedy,service_semantic_utility,delay_s,s=1,1,135,0.090000,2.729470,1.156293,0.901784,1.315858,2.322150,3.332058,4.368964,
disaster_hotspot,semantic_greedy,service_semantic_utility,energy_j,s=1,1,135,0.090000,326.545011,172.304039,54.504703,116.339887,267.539904,418.739927,569.939957,
disaster_hotspot,semantic_greedy,service_event_rate,semantic_success,s=1,1,135,0.090000,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,
disaster_hotspot,semantic_greedy,service_event_rate,success,s=1,1,135,0.090000,0.266667,0.442217,0.000000,0.000000,0.000000,1.000000,1.000000,
disaster_hotspot,semantic_greedy,service_event_rate,quality_violation,s=1,1,135,0.090000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
disaster_hotspot,semantic_greedy,service_event_rate,deadline_violation,s=1,1,135,0.090000,0.733333,0.442217,0.000000,0.000000,1.000000,1.000000,1.000000,
disaster_hotspot,semantic_greedy,service_event_rate,utm_conflict_violation,s=1,1,135,0.090000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
disaster_hotspot,semantic_greedy,service_event_rate,resource_violation,s=1,1,135,0.090000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
disaster_hotspot,semantic_greedy,service_semantic_utility,semantic_accuracy_mean,s=2,2,1340,0.893333,0.535075,0.498768,0.000000,0.000000,1.000000,1.000000,1.000000,
disaster_hotspot,semantic_greedy,service_semantic_utility,semantic_accuracy_lcb,s=2,2,1340,0.893333,0.374144,0.359145,0.000000,0.000000,0.510100,0.771898,0.771898,
disaster_hotspot,semantic_greedy,service_semantic_utility,semantic_uncertainty,s=2,2,1340,0.893333,0.498311,0.178084,0.391401,0.391401,0.391401,0.794950,0.794950,
disaster_hotspot,semantic_greedy,service_semantic_utility,semantic_sample_count,s=2,2,1340,0.893333,10.615672,3.971641,4.000000,4.000000,13.000000,13.000000,13.000000,
disaster_hotspot,semantic_greedy,service_semantic_utility,semantic_payload_kb,s=2,2,1340,0.893333,189.417153,17.834083,161.893799,161.893799,191.093224,206.768630,206.768630,
disaster_hotspot,semantic_greedy,service_semantic_utility,semantic_quality_gap,s=2,2,1340,0.893333,0.465856,0.359145,0.068102,0.068102,0.329900,0.840000,0.840000,
disaster_hotspot,semantic_greedy,service_semantic_utility,delay_s,s=2,2,1340,0.893333,4.221246,1.108258,3.406835,3.560286,3.578851,4.897826,7.059953,
disaster_hotspot,semantic_greedy,service_semantic_utility,energy_j,s=2,2,1340,0.893333,313.311658,172.689891,209.051788,209.069119,209.077807,421.040804,742.613990,
disaster_hotspot,semantic_greedy,service_event_rate,semantic_success,s=2,2,1340,0.893333,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
disaster_hotspot,semantic_greedy,service_event_rate,success,s=2,2,1340,0.893333,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
disaster_hotspot,semantic_greedy,service_event_rate,quality_violation,s=2,2,1340,0.893333,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,
disaster_hotspot,semantic_greedy,service_event_rate,deadline_violation,s=2,2,1340,0.893333,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,
disaster_hotspot,semantic_greedy,service_event_rate,utm_conflict_violation,s=2,2,1340,0.893333,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
disaster_hotspot,semantic_greedy,service_event_rate,resource_violation,s=2,2,1340,0.893333,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
disaster_hotspot,proposed_ppo,service_semantic_utility,semantic_accuracy_mean,s=0,0,277,0.184667,0.678466,0.170453,0.500000,0.500000,0.615385,0.861678,0.861678,
disaster_hotspot,proposed_ppo,service_semantic_utility,semantic_accuracy_lcb,s=0,0,277,0.184667,0.567382,0.240261,0.314271,0.314271,0.504426,0.847998,0.847998,
disaster_hotspot,proposed_ppo,service_semantic_utility,semantic_uncertainty,s=0,0,277,0.184667,0.432726,0.288783,0.060775,0.060775,0.382893,0.735729,0.735729,
disaster_hotspot,proposed_ppo,service_semantic_utility,semantic_sample_count,s=0,0,277,0.184667,140.436823,200.016607,4.000000,4.000000,13.000000,441.000000,441.000000,
disaster_hotspot,proposed_ppo,service_semantic_utility,semantic_payload_kb,s=0,0,277,0.184667,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
disaster_hotspot,proposed_ppo,service_semantic_utility,semantic_quality_gap,s=0,0,277,0.184667,0.275072,0.237406,0.000000,0.000000,0.335574,0.525729,0.525729,
disaster_hotspot,proposed_ppo,service_semantic_utility,delay_s,s=0,0,277,0.184667,0.293103,0.102802,0.151870,0.187215,0.302174,0.370243,0.575995,
disaster_hotspot,proposed_ppo,service_semantic_utility,energy_j,s=0,0,277,0.184667,7.850000,0.000000,7.850000,7.850000,7.850000,7.850000,7.850000,
disaster_hotspot,proposed_ppo,service_event_rate,semantic_success,s=0,0,277,0.184667,0.306859,0.461190,0.000000,0.000000,0.000000,1.000000,1.000000,
disaster_hotspot,proposed_ppo,service_event_rate,success,s=0,0,277,0.184667,0.306859,0.461190,0.000000,0.000000,0.000000,1.000000,1.000000,
disaster_hotspot,proposed_ppo,service_event_rate,quality_violation,s=0,0,277,0.184667,0.693141,0.461190,0.000000,0.000000,1.000000,1.000000,1.000000,
disaster_hotspot,proposed_ppo,service_event_rate,deadline_violation,s=0,0,277,0.184667,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
disaster_hotspot,proposed_ppo,service_event_rate,utm_conflict_violation,s=0,0,277,0.184667,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
disaster_hotspot,proposed_ppo,service_event_rate,resource_violation,s=0,0,277,0.184667,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
disaster_hotspot,proposed_ppo,service_semantic_utility,semantic_accuracy_mean,s=1,1,1198,0.798667,0.849609,0.159113,0.615385,0.750000,0.935943,1.000000,1.000000,
disaster_hotspot,proposed_ppo,service_semantic_utility,semantic_accuracy_lcb,s=1,1,1198,0.798667,0.581800,0.237964,0.300636,0.355225,0.510100,0.771898,0.901027,
disaster_hotspot,proposed_ppo,service_semantic_utility,semantic_uncertainty,s=1,1,1198,0.798667,0.479207,0.270621,0.088692,0.391401,0.454021,0.794950,0.876889,
disaster_hotspot,proposed_ppo,service_semantic_utility,semantic_sample_count,s=1,1,1198,0.798667,65.558431,109.865092,4.000000,4.000000,13.000000,13.000000,281.000000,
disaster_hotspot,proposed_ppo,service_semantic_utility,semantic_payload_kb,s=1,1,1198,0.798667,1.169225,0.019518,1.141775,1.156738,1.156738,1.188101,1.188401,
disaster_hotspot,proposed_ppo,service_semantic_utility,semantic_quality_gap,s=1,1,1198,0.798667,0.270782,0.221817,0.000000,0.068102,0.329900,0.484775,0.539364,
disaster_hotspot,proposed_ppo,service_semantic_utility,delay_s,s=1,1,1198,0.798667,1.742482,1.210717,0.691508,0.789640,1.116177,2.308619,4.389652,
disaster_hotspot,proposed_ppo,service_semantic_utility,energy_j,s=1,1,1198,0.798667,180.343710,182.493684,33.385804,34.896590,83.580408,264.348561,568.442453,
disaster_hotspot,proposed_ppo,service_event_rate,semantic_success,s=1,1,1198,0.798667,0.206177,0.404559,0.000000,0.000000,0.000000,0.000000,1.000000,
disaster_hotspot,proposed_ppo,service_event_rate,success,s=1,1,1198,0.798667,0.081803,0.274064,0.000000,0.000000,0.000000,0.000000,1.000000,
disaster_hotspot,proposed_ppo,service_event_rate,quality_violation,s=1,1,1198,0.798667,0.793823,0.404559,0.000000,1.000000,1.000000,1.000000,1.000000,
disaster_hotspot,proposed_ppo,service_event_rate,deadline_violation,s=1,1,1198,0.798667,0.341402,0.474180,0.000000,0.000000,0.000000,1.000000,1.000000,
disaster_hotspot,proposed_ppo,service_event_rate,utm_conflict_violation,s=1,1,1198,0.798667,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
disaster_hotspot,proposed_ppo,service_event_rate,resource_violation,s=1,1,1198,0.798667,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
disaster_hotspot,proposed_ppo,service_semantic_utility,semantic_accuracy_mean,s=2,2,25,0.016667,0.975089,0.000000,0.975089,0.975089,0.975089,0.975089,0.975089,
disaster_hotspot,proposed_ppo,service_semantic_utility,semantic_accuracy_lcb,s=2,2,25,0.016667,0.949481,0.000000,0.949481,0.949481,0.949481,0.949481,0.949481,
disaster_hotspot,proposed_ppo,service_semantic_utility,semantic_uncertainty,s=2,2,25,0.016667,0.078855,0.000000,0.078855,0.078855,0.078855,0.078855,0.078855,
disaster_hotspot,proposed_ppo,service_semantic_utility,semantic_sample_count,s=2,2,25,0.016667,281.000000,0.000000,281.000000,281.000000,281.000000,281.000000,281.000000,
disaster_hotspot,proposed_ppo,service_semantic_utility,semantic_payload_kb,s=2,2,25,0.016667,183.878006,0.000000,183.878006,183.878006,183.878006,183.878006,183.878006,
disaster_hotspot,proposed_ppo,service_semantic_utility,semantic_quality_gap,s=2,2,25,0.016667,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
disaster_hotspot,proposed_ppo,service_semantic_utility,delay_s,s=2,2,25,0.016667,3.624907,0.601252,3.408148,3.448714,3.521185,3.542192,6.558180,
disaster_hotspot,proposed_ppo,service_semantic_utility,energy_j,s=2,2,25,0.016667,234.484274,97.601296,209.065358,209.066499,209.068446,213.920096,709.136903,
disaster_hotspot,proposed_ppo,service_event_rate,semantic_success,s=2,2,25,0.016667,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,
disaster_hotspot,proposed_ppo,service_event_rate,success,s=2,2,25,0.016667,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
disaster_hotspot,proposed_ppo,service_event_rate,quality_violation,s=2,2,25,0.016667,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
disaster_hotspot,proposed_ppo,service_event_rate,deadline_violation,s=2,2,25,0.016667,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,
disaster_hotspot,proposed_ppo,service_event_rate,utm_conflict_violation,s=2,2,25,0.016667,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
disaster_hotspot,proposed_ppo,service_event_rate,resource_violation,s=2,2,25,0.016667,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
disaster_hotspot,ppo_without_lcb,service_semantic_utility,semantic_accuracy_mean,s=0,0,390,0.260000,0.679360,0.144744,0.500000,0.500000,0.692308,0.846154,0.861678,
disaster_hotspot,ppo_without_lcb,service_semantic_utility,semantic_accuracy_lcb,s=0,0,390,0.260000,0.568931,0.203569,0.314271,0.314271,0.582880,0.750065,0.847998,
disaster_hotspot,ppo_without_lcb,service_semantic_utility,semantic_uncertainty,s=0,0,390,0.260000,0.416222,0.245271,0.060775,0.357190,0.377751,0.735729,0.735729,
disaster_hotspot,ppo_without_lcb,service_semantic_utility,semantic_sample_count,s=0,0,390,0.260000,104.610256,178.960623,4.000000,4.000000,13.000000,13.000000,441.000000,
disaster_hotspot,ppo_without_lcb,service_semantic_utility,semantic_payload_kb,s=0,0,390,0.260000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
disaster_hotspot,ppo_without_lcb,service_semantic_utility,semantic_quality_gap,s=0,0,390,0.260000,0.272832,0.201164,0.000000,0.089935,0.257120,0.525729,0.525729,
disaster_hotspot,ppo_without_lcb,service_semantic_utility,delay_s,s=0,0,390,0.260000,0.317750,0.108356,0.151870,0.212388,0.330986,0.396330,0.581846,
disaster_hotspot,ppo_without_lcb,service_semantic_utility,energy_j,s=0,0,390,0.260000,7.850000,0.000000,7.850000,7.850000,7.850000,7.850000,7.850000,
disaster_hotspot,ppo_without_lcb,service_event_rate,semantic_success,s=0,0,390,0.260000,0.220513,0.414592,0.000000,0.000000,0.000000,0.000000,1.000000,
disaster_hotspot,ppo_without_lcb,service_event_rate,success,s=0,0,390,0.260000,0.220513,0.414592,0.000000,0.000000,0.000000,0.000000,1.000000,
disaster_hotspot,ppo_without_lcb,service_event_rate,quality_violation,s=0,0,390,0.260000,0.779487,0.414592,0.000000,1.000000,1.000000,1.000000,1.000000,
disaster_hotspot,ppo_without_lcb,service_event_rate,deadline_violation,s=0,0,390,0.260000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
disaster_hotspot,ppo_without_lcb,service_event_rate,utm_conflict_violation,s=0,0,390,0.260000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
disaster_hotspot,ppo_without_lcb,service_event_rate,resource_violation,s=0,0,390,0.260000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
disaster_hotspot,ppo_without_lcb,service_semantic_utility,semantic_accuracy_mean,s=1,1,1110,0.740000,0.863951,0.156809,0.615385,0.750000,0.935943,1.000000,1.000000,
disaster_hotspot,ppo_without_lcb,service_semantic_utility,semantic_accuracy_lcb,s=1,1,1110,0.740000,0.605174,0.235383,0.300636,0.355225,0.510100,0.771898,0.901027,
disaster_hotspot,ppo_without_lcb,service_semantic_utility,semantic_uncertainty,s=1,1,1110,0.740000,0.460090,0.268775,0.088692,0.391401,0.454021,0.794950,0.876889,
disaster_hotspot,ppo_without_lcb,service_semantic_utility,semantic_sample_count,s=1,1,1110,0.740000,71.579279,113.849516,4.000000,4.000000,13.000000,13.000000,281.000000,
disaster_hotspot,ppo_without_lcb,service_semantic_utility,semantic_payload_kb,s=1,1,1110,0.740000,1.168880,0.019838,1.141775,1.156738,1.156738,1.188101,1.188401,
disaster_hotspot,ppo_without_lcb,service_semantic_utility,semantic_quality_gap,s=1,1,1110,0.740000,0.248736,0.218701,0.000000,0.068102,0.329900,0.484775,0.539364,
disaster_hotspot,ppo_without_lcb,service_semantic_utility,delay_s,s=1,1,1110,0.740000,1.806297,1.194457,0.713539,0.857616,1.159486,3.009949,4.389637,
disaster_hotspot,ppo_without_lcb,service_semantic_utility,energy_j,s=1,1,1110,0.740000,190.616226,184.697080,28.209984,36.828944,88.203996,382.394032,569.939919,
disaster_hotspot,ppo_without_lcb,service_event_rate,semantic_success,s=1,1,1110,0.740000,0.227928,0.419496,0.000000,0.000000,0.000000,0.000000,1.000000,
disaster_hotspot,ppo_without_lcb,service_event_rate,success,s=1,1,1110,0.740000,0.092793,0.290142,0.000000,0.000000,0.000000,0.000000,1.000000,
disaster_hotspot,ppo_without_lcb,service_event_rate,quality_violation,s=1,1,1110,0.740000,0.772072,0.419496,0.000000,1.000000,1.000000,1.000000,1.000000,
disaster_hotspot,ppo_without_lcb,service_event_rate,deadline_violation,s=1,1,1110,0.740000,0.369369,0.482634,0.000000,0.000000,0.000000,1.000000,1.000000,
disaster_hotspot,ppo_without_lcb,service_event_rate,utm_conflict_violation,s=1,1,1110,0.740000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
disaster_hotspot,ppo_without_lcb,service_event_rate,resource_violation,s=1,1,1110,0.740000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
disaster_hotspot,ppo_without_lcb,service_semantic_utility,selected_service_level,s=2,2,0,0.000000,,,,,,,,not selected by this policy in available rollout rows
disaster_hotspot,ppo_without_queues,service_semantic_utility,semantic_accuracy_mean,s=0,0,288,0.192000,0.678994,0.167187,0.500000,0.500000,0.615385,0.861678,0.861678,
disaster_hotspot,ppo_without_queues,service_semantic_utility,semantic_accuracy_lcb,s=0,0,288,0.192000,0.567974,0.235647,0.314271,0.314271,0.504426,0.847998,0.847998,
disaster_hotspot,ppo_without_queues,service_semantic_utility,semantic_uncertainty,s=0,0,288,0.192000,0.430626,0.283411,0.060775,0.060775,0.382893,0.735729,0.735729,
disaster_hotspot,ppo_without_queues,service_semantic_utility,semantic_sample_count,s=0,0,288,0.192000,135.569444,197.674489,4.000000,4.000000,13.000000,441.000000,441.000000,
disaster_hotspot,ppo_without_queues,service_semantic_utility,semantic_payload_kb,s=0,0,288,0.192000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
disaster_hotspot,ppo_without_queues,service_semantic_utility,semantic_quality_gap,s=0,0,288,0.192000,0.274387,0.232854,0.000000,0.000000,0.335574,0.525729,0.525729,
disaster_hotspot,ppo_without_queues,service_semantic_utility,delay_s,s=0,0,288,0.192000,0.304198,0.113200,0.151870,0.187724,0.308960,0.385890,0.632074,
disaster_hotspot,ppo_without_queues,service_semantic_utility,energy_j,s=0,0,288,0.192000,7.850000,0.000000,7.850000,7.850000,7.850000,7.850000,7.850000,
disaster_hotspot,ppo_without_queues,service_event_rate,semantic_success,s=0,0,288,0.192000,0.295139,0.456105,0.000000,0.000000,0.000000,1.000000,1.000000,
disaster_hotspot,ppo_without_queues,service_event_rate,success,s=0,0,288,0.192000,0.295139,0.456105,0.000000,0.000000,0.000000,1.000000,1.000000,
disaster_hotspot,ppo_without_queues,service_event_rate,quality_violation,s=0,0,288,0.192000,0.704861,0.456105,0.000000,0.000000,1.000000,1.000000,1.000000,
disaster_hotspot,ppo_without_queues,service_event_rate,deadline_violation,s=0,0,288,0.192000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
disaster_hotspot,ppo_without_queues,service_event_rate,utm_conflict_violation,s=0,0,288,0.192000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
disaster_hotspot,ppo_without_queues,service_event_rate,resource_violation,s=0,0,288,0.192000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
disaster_hotspot,ppo_without_queues,service_semantic_utility,semantic_accuracy_mean,s=1,1,1196,0.797333,0.850944,0.158841,0.615385,0.750000,0.935943,1.000000,1.000000,
disaster_hotspot,ppo_without_queues,service_semantic_utility,semantic_accuracy_lcb,s=1,1,1196,0.797333,0.584316,0.238048,0.300636,0.355225,0.510100,0.771898,0.901027,
disaster_hotspot,ppo_without_queues,service_semantic_utility,semantic_uncertainty,s=1,1,1196,0.797333,0.476899,0.270953,0.088692,0.391401,0.454021,0.794950,0.876889,
disaster_hotspot,ppo_without_queues,service_semantic_utility,semantic_sample_count,s=1,1,1196,0.797333,66.565217,110.581686,4.000000,4.000000,13.000000,13.000000,281.000000,
disaster_hotspot,ppo_without_queues,service_semantic_utility,semantic_payload_kb,s=1,1,1196,0.797333,1.169117,0.019565,1.141775,1.156738,1.156738,1.188101,1.188401,
disaster_hotspot,ppo_without_queues,service_semantic_utility,semantic_quality_gap,s=1,1,1196,0.797333,0.268491,0.221748,0.000000,0.068102,0.329900,0.484775,0.539364,
disaster_hotspot,ppo_without_queues,service_semantic_utility,delay_s,s=1,1,1196,0.797333,1.750561,1.206579,0.633763,0.803963,1.124793,2.316636,4.389652,
disaster_hotspot,ppo_without_queues,service_semantic_utility,energy_j,s=1,1,1196,0.797333,180.617338,183.007712,26.888483,34.896591,82.479273,264.340053,569.939919,
disaster_hotspot,ppo_without_queues,service_event_rate,semantic_success,s=1,1,1196,0.797333,0.209866,0.407213,0.000000,0.000000,0.000000,0.000000,1.000000,
