channel,snr_assumed_db,snr_true_db,qtype,accuracy,n,mean_payload_bytes,mean_channel_uses
rayleigh,20.0,10.0,co_presence,0.6635,104,945.7,15131.2
rayleigh,20.0,10.0,comparison,0.8462,104,1072.5,17160.8
rayleigh,20.0,10.0,counting,0.4533,214,975.9,15613.8
rayleigh,20.0,10.0,presence,0.7634,410,233055.6,641959.7
rayleigh,20.0,10.0,threshold,0.5962,104,943.7,15099.2
rayleigh,20.0,15.0,all,0.6816,936,121114.3,231687.1
rayleigh,20.0,15.0,co_presence,0.6635,104,945.6,15129.5
rayleigh,20.0,15.0,comparison,0.8462,104,1072.4,17159.1
rayleigh,20.0,15.0,counting,0.4533,214,975.8,15612.2
rayleigh,20.0,15.0,presence,0.7854,410,275234.6,508755.9
rayleigh,20.0,15.0,threshold,0.5962,104,943.6,15097.5
rayleigh,20.0,20.0,all,0.6795,936,123152.5,175579.5
rayleigh,20.0,20.0,co_presence,0.6635,104,945.6,15129.5
rayleigh,20.0,20.0,comparison,0.8462,104,1072.4,17159.1
rayleigh,20.0,20.0,counting,0.4486,214,975.8,15612.2
rayleigh,20.0,20.0,presence,0.7829,410,279887.7,380666.4
rayleigh,20.0,20.0,threshold,0.5962,104,943.6,15097.5
rician,-5.0,-5.0,all,0.6506,936,86972.9,1815919.0
rician,-5.0,-5.0,co_presence,0.6635,104,945.9,15134.6
rician,-5.0,-5.0,comparison,0.8462,104,1072.3,17156.8
rician,-5.0,-5.0,counting,0.4439,214,976.1,15617.0
rician,-5.0,-5.0,presence,0.7195,410,197292.0,4125437.1
rician,-5.0,-5.0,threshold,0.5962,104,943.9,15102.6
rician,-5.0,0.0,all,0.6592,936,70865.4,607545.1
rician,-5.0,0.0,co_presence,0.6635,104,945.7,15131.2
rician,-5.0,0.0,comparison,0.8462,104,1072.5,17160.8
rician,-5.0,0.0,counting,0.4439,214,975.9,15613.8
rician,-5.0,0.0,presence,0.739,410,160519.9,1366810.1
rician,-5.0,0.0,threshold,0.5962,104,943.7,15099.2
rician,-5.0,5.0,all,0.6795,936,82518.7,352470.1
rician,-5.0,5.0,co_presence,0.6635,104,945.6,15129.5
rician,-5.0,5.0,comparison,0.8462,104,1072.4,17159.1
rician,-5.0,5.0,counting,0.4533,214,975.8,15612.2
rician,-5.0,5.0,presence,0.7805,410,187123.6,784494.8
rician,-5.0,5.0,threshold,0.5962,104,943.6,15097.5
rician,-5.0,10.0,all,0.6752,936,107841.8,274885.0
rician,-5.0,10.0,co_presence,0.6635,104,945.6,15129.5
rician,-5.0,10.0,comparison,0.8462,104,1072.4,17159.1
rician,-5.0,10.0,counting,0.4533,214,975.8,15612.2
rician,-5.0,10.0,presence,0.7707,410,244934.4,607373.7
rician,-5.0,10.0,threshold,0.5962,104,943.6,15097.5
rician,-5.0,15.0,all,0.6763,936,122100.9,213741.2
rician,-5.0,15.0,co_presence,0.6635,104,945.6,15129.5
rician,-5.0,15.0,comparison,0.8462,104,1072.4,17159.1
rician,-5.0,15.0,counting,0.4533,214,975.8,15612.2
rician,-5.0,15.0,presence,0.7732,410,277487.0,467786.9
rician,-5.0,15.0,threshold,0.5962,104,943.6,15097.5
rician,-5.0,20.0,all,0.6806,936,123283.9,163355.5
rician,-5.0,20.0,co_presence,0.6635,104,945.6,15129.5
rician,-5.0,20.0,comparison,0.8462,104,1072.4,17159.1
rician,-5.0,20.0,counting,0.4533,214,975.8,15612.2
rician,-5.0,20.0,presence,0.7829,410,280187.7,352759.9
rician,-5.0,20.0,threshold,0.5962,104,943.6,15097.5
rician,0.0,-5.0,all,0.6506,936,108776.3,2272349.5
rician,0.0,-5.0,co_presence,0.6635,104,945.9,15134.6
rician,0.0,-5.0,comparison,0.8462,104,1072.3,17156.8
rician,0.0,-5.0,counting,0.4439,214,976.1,15617.0
rician,0.0,-5.0,presence,0.7195,410,197292.0,4125437.1
rician,0.0,-5.0,threshold,0.5962,104,197174.4,4122977.0
rician,0.0,0.0,all,0.6635,936,88642.2,758127.5
rician,0.0,0.0,co_presence,0.6635,104,945.7,15131.2
rician,0.0,0.0,comparison,0.8462,104,1072.5,17160.8
rician,0.0,0.0,counting,0.4439,214,975.9,15613.8
rician,0.0,0.0,presence,0.739,410,160519.9,1366810.1
rician,0.0,0.0,threshold,0.6346,104,160934.6,1370341.2
rician,0.0,5.0,all,0.6848,936,103187.0,437881.7
rician,0.0,5.0,co_presence,0.6635,104,945.6,15129.5
rician,0.0,5.0,comparison,0.8462,104,1072.4,17159.1
rician,0.0,5.0,counting,0.4533,214,975.8,15612.2
rician,0.0,5.0,presence,0.7805,410,187123.6,784494.8
rician,0.0,5.0,threshold,0.6442,104,186958.2,783801.4
rician,0.0,10.0,all,0.6806,936,134953.4,340697.2
rician,0.0,10.0,co_presence,0.6635,104,945.6,15129.5
rician,0.0,10.0,comparison,0.8462,104,1072.4,17159.1
rician,0.0,10.0,counting,0.4533,214,975.8,15612.2
rician,0.0,10.0,presence,0.7707,410,244934.4,607373.7
rician,0.0,10.0,threshold,0.6442,104,244947.8,607407.0
rician,0.0,15.0,all,0.672,936,152838.0,264056.9
rician,0.0,15.0,co_presence,0.6635,104,945.6,15129.5
rician,0.0,15.0,comparison,0.8462,104,1072.4,17159.1
rician,0.0,15.0,counting,0.4533,214,975.8,15612.2
rician,0.0,15.0,presence,0.7732,410,277487.0,467786.9
rician,0.0,15.0,threshold,0.5577,104,277577.0,467938.8
rician,0.0,20.0,all,0.6795,936,154307.2,200868.6
rician,0.0,20.0,co_presence,0.6635,104,945.6,15129.5
rician,0.0,20.0,comparison,0.8462,104,1072.4,17159.1
rician,0.0,20.0,counting,0.4533,214,975.8,15612.2
rician,0.0,20.0,presence,0.7829,410,280187.7,352759.9
rician,0.0,20.0,threshold,0.5865,104,280152.6,352715.8
rician,5.0,-5.0,all,0.6506,936,108776.3,2272349.5
rician,5.0,-5.0,co_presence,0.6635,104,945.9,15134.6
rician,5.0,-5.0,comparison,0.8462,104,1072.3,17156.8
rician,5.0,-5.0,counting,0.4439,214,976.1,15617.0
rician,5.0,-5.0,presence,0.7195,410,197292.0,4125437.1
rician,5.0,-5.0,threshold,0.5962,104,197174.4,4122977.0
rician,5.0,0.0,all,0.6635,936,88642.2,758127.5
rician,5.0,0.0,co_presence,0.6635,104,945.7,15131.2
rician,5.0,0.0,comparison,0.8462,104,1072.5,17160.8
rician,5.0,0.0,counting,0.4439,214,975.9,15613.8
rician,5.0,0.0,presence,0.739,410,160519.9,1366810.1
rician,5.0,0.0,threshold,0.6346,104,160934.6,1370341.2
rician,5.0,5.0,all,0.6848,936,103187.0,437881.7
rician,5.0,5.0,co_presence,0.6635,104,945.6,15129.5
rician,5.0,5.0,comparison,0.8462,104,1072.4,17159.1
rician,5.0,5.0,counting,0.4533,214,975.8,15612.2
rician,5.0,5.0,presence,0.7805,410,187123.6,784494.8
rician,5.0,5.0,threshold,0.6442,104,186958.2,783801.4
rician,5.0,10.0,all,0.6806,936,134953.4,340697.2
rician,5.0,10.0,co_presence,0.6635,104,945.6,15129.5
rician,5.0,10.0,comparison,0.8462,104,1072.4,17159.1
rician,5.0,10.0,counting,0.4533,214,975.8,15612.2
rician,5.0,10.0,presence,0.7707,410,244934.4,607373.7
rician,5.0,10.0,threshold,0.6442,104,244947.8,607407.0
rician,5.0,15.0,all,0.672,936,152838.0,264056.9
rician,5.0,15.0,co_presence,0.6635,104,945.6,15129.5
rician,5.0,15.0,comparison,0.8462,104,1072.4,17159.1
rician,5.0,15.0,counting,0.4533,214,975.8,15612.2
rician,5.0,15.0,presence,0.7732,410,277487.0,467786.9
rician,5.0,15.0,threshold,0.5577,104,277577.0,467938.8
rician,5.0,20.0,all,0.6795,936,154307.2,200868.6
rician,5.0,20.0,co_presence,0.6635,104,945.6,15129.5
rician,5.0,20.0,comparison,0.8462,104,1072.4,17159.1
rician,5.0,20.0,counting,0.4533,214,975.8,15612.2
rician,5.0,20.0,presence,0.7829,410,280187.7,352759.9
rician,5.0,20.0,threshold,0.5865,104,280152.6,352715.8
rician,10.0,-5.0,all,0.6506,936,108776.3,2272349.5
rician,10.0,-5.0,co_presence,0.6635,104,945.9,15134.6
rician,10.0,-5.0,comparison,0.8462,104,1072.3,17156.8
rician,10.0,-5.0,counting,0.4439,214,976.1,15617.0
rician,10.0,-5.0,presence,0.7195,410,197292.0,4125437.1
rician,10.0,-5.0,threshold,0.5962,104,197174.4,4122977.0
rician,10.0,0.0,all,0.6635,936,88642.2,758127.5
rician,10.0,0.0,co_presence,0.6635,104,945.7,15131.2
rician,10.0,0.0,comparison,0.8462,104,1072.5,17160.8
rician,10.0,0.0,counting,0.4439,214,975.9,15613.8
rician,10.0,0.0,presence,0.739,410,160519.9,1366810.1
rician,10.0,0.0,threshold,0.6346,104,160934.6,1370341.2
rician,10.0,5.0,all,0.6848,936,103187.0,437881.7
rician,10.0,5.0,co_presence,0.6635,104,945.6,15129.5
rician,10.0,5.0,comparison,0.8462,104,1072.4,17159.1
rician,10.0,5.0,counting,0.4533,214,975.8,15612.2
rician,10.0,5.0,presence,0.7805,410,187123.6,784494.8
rician,10.0,5.0,threshold,0.6442,104,186958.2,783801.4
rician,10.0,10.0,all,0.6806,936,134953.4,340697.2
rician,10.0,10.0,co_presence,0.6635,104,945.6,15129.5
rician,10.0,10.0,comparison,0.8462,104,1072.4,17159.1
rician,10.0,10.0,counting,0.4533,214,975.8,15612.2
rician,10.0,10.0,presence,0.7707,410,244934.4,607373.7
rician,10.0,10.0,threshold,0.6442,104,244947.8,607407.0
rician,10.0,15.0,all,0.672,936,152838.0,264056.9
rician,10.0,15.0,co_presence,0.6635,104,945.6,15129.5
rician,10.0,15.0,comparison,0.8462,104,1072.4,17159.1
rician,10.0,15.0,counting,0.4533,214,975.8,15612.2
rician,10.0,15.0,presence,0.7732,410,277487.0,467786.9
rician,10.0,15.0,threshold,0.5577,104,277577.0,467938.8
rician,10.0,20.0,all,0.6795,936,154307.2,200868.6
rician,10.0,20.0,co_presence,0.6635,104,945.6,15129.5
rician,10.0,20.0,comparison,0.8462,104,1072.4,17159.1
rician,10.0,20.0,counting,0.4533,214,975.8,15612.2
rician,10.0,20.0,presence,0.7829,410,280187.7,352759.9
rician,10.0,20.0,threshold,0.5865,104,280152.6,352715.8
rician,15.0,-5.0,all,0.6506,936,86972.9,1815919.0
rician,15.0,-5.0,co_presence,0.6635,104,945.9,15134.6
rician,15.0,-5.0,comparison,0.8462,104,1072.3,17156.8
rician,15.0,-5.0,counting,0.4439,214,976.1,15617.0
rician,15.0,-5.0,presence,0.7195,410,197292.0,4125437.1
rician,15.0,-5.0,threshold,0.5962,104,943.9,15102.6
rician,15.0,0.0,all,0.6592,936,70865.4,607545.1
rician,15.0,0.0,co_presence,0.6635,104,945.7,15131.2
rician,15.0,0.0,comparison,0.8462,104,1072.5,17160.8
rician,15.0,0.0,counting,0.4439,214,975.9,15613.8
rician,15.0,0.0,presence,0.739,410,160519.9,1366810.1
rician,15.0,0.0,threshold,0.5962,104,943.7,15099.2
rician,15.0,5.0,all,0.6795,936,82518.7,352470.1
rician,15.0,5.0,co_presence,0.6635,104,945.6,15129.5
rician,15.0,5.0,comparison,0.8462,104,1072.4,17159.1
rician,15.0,5.0,counting,0.4533,214,975.8,15612.2
rician,15.0,5.0,presence,0.7805,410,187123.6,784494.8
rician,15.0,5.0,threshold,0.5962,104,943.6,15097.5
rician,15.0,10.0,all,0.6752,936,107841.8,274885.0
rician,15.0,10.0,co_presence,0.6635,104,945.6,15129.5
rician,15.0,10.0,comparison,0.8462,104,1072.4,17159.1
rician,15.0,10.0,counting,0.4533,214,975.8,15612.2
rician,15.0,10.0,presence,0.7707,410,244934.4,607373.7
rician,15.0,10.0,threshold,0.5962,104,943.6,15097.5
rician,15.0,15.0,all,0.6763,936,122100.9,213741.2
rician,15.0,15.0,co_presence,0.6635,104,945.6,15129.5
rician,15.0,15.0,comparison,0.8462,104,1072.4,17159.1
rician,15.0,15.0,counting,0.4533,214,975.8,15612.2
rician,15.0,15.0,presence,0.7732,410,277487.0,467786.9
rician,15.0,15.0,threshold,0.5962,104,943.6,15097.5
rician,15.0,20.0,all,0.6806,936,123283.9,163355.5
rician,15.0,20.0,co_presence,0.6635,104,945.6,15129.5
rician,15.0,20.0,comparison,0.8462,104,1072.4,17159.1
rician,15.0,20.0,counting,0.4533,214,975.8,15612.2
rician,15.0,20.0,presence,0.7829,410,280187.7,352759.9
rician,15.0,20.0,threshold,0.5962,104,943.6,15097.5
rician,20.0,-5.0,all,0.6506,936,86972.9,1815919.0
rician,20.0,-5.0,co_presence,0.6635,104,945.9,15134.6
rician,20.0,-5.0,comparison,0.8462,104,1072.3,17156.8
rician,20.0,-5.0,counting,0.4439,214,976.1,15617.0
rician,20.0,-5.0,presence,0.7195,410,197292.0,4125437.1
rician,20.0,-5.0,threshold,0.5962,104,943.9,15102.6
rician,20.0,0.0,all,0.6592,936,70865.4,607545.1
rician,20.0,0.0,co_presence,0.6635,104,945.7,15131.2
rician,20.0,0.0,comparison,0.8462,104,1072.5,17160.8
rician,20.0,0.0,counting,0.4439,214,975.9,15613.8
rician,20.0,0.0,presence,0.739,410,160519.9,1366810.1
rician,20.0,0.0,threshold,0.5962,104,943.7,15099.2
rician,20.0,5.0,all,0.6795,936,82518.7,352470.1
rician,20.0,5.0,co_presence,0.6635,104,945.6,15129.5
rician,20.0,5.0,comparison,0.8462,104,1072.4,17159.1
rician,20.0,5.0,counting,0.4533,214,975.8,15612.2
rician,20.0,5.0,presence,0.7805,410,187123.6,784494.8
rician,20.0,5.0,threshold,0.5962,104,943.6,15097.5
rician,20.0,10.0,all,0.6752,936,107841.8,274885.0
rician,20.0,10.0,co_presence,0.6635,104,945.6,15129.5
rician,20.0,10.0,comparison,0.8462,104,1072.4,17159.1
rician,20.0,10.0,counting,0.4533,214,975.8,15612.2
rician,20.0,10.0,presence,0.7707,410,244934.4,607373.7
rician,20.0,10.0,threshold,0.5962,104,943.6,15097.5
rician,20.0,15.0,all,0.6763,936,122100.9,213741.2
rician,20.0,15.0,co_presence,0.6635,104,945.6,15129.5
rician,20.0,15.0,comparison,0.8462,104,1072.4,17159.1
rician,20.0,15.0,counting,0.4533,214,975.8,15612.2
rician,20.0,15.0,presence,0.7732,410,277487.0,467786.9
rician,20.0,15.0,threshold,0.5962,104,943.6,15097.5
rician,20.0,20.0,all,0.6806,936,123283.9,163355.5
rician,20.0,20.0,co_presence,0.6635,104,945.6,15129.5
rician,20.0,20.0,comparison,0.8462,104,1072.4,17159.1
rician,20.0,20.0,counting,0.4533,214,975.8,15612.2
rician,20.0,20.0,presence,0.7829,410,280187.7,352759.9
rician,20.0,20.0,threshold,0.5962,104,943.6,15097.5
