channel,method,snr_db,qtype,split,accuracy,n,lcb,ucb,mean_payload_bytes,mean_channel_uses,cbr
rician,M3_token,-5.0,all,test,0.5978,624,0.5588,0.6355,871.8,13948.0,0.004838
rician,M3_token,-5.0,presence,test,0.678,410,0.6313,0.7214,817.3,13076.9,0.004536
rician,M3_token,-5.0,counting,test,0.4439,214,0.3789,0.5109,976.1,15617.0,0.005417
rician,M3_token,0.0,all,test,0.5978,624,0.5588,0.6355,871.6,13945.9,0.004837
rician,M3_token,0.0,presence,test,0.678,410,0.6313,0.7214,817.2,13075.4,0.004536
rician,M3_token,0.0,counting,test,0.4439,214,0.3789,0.5109,975.9,15613.8,0.005416
rician,M3_token,5.0,all,test,0.601,624,0.562,0.6387,871.5,13944.2,0.004837
rician,M3_token,5.0,presence,test,0.678,410,0.6313,0.7214,817.1,13073.6,0.004535
rician,M3_token,5.0,counting,test,0.4533,214,0.388,0.5202,975.8,15612.2,0.005415
rician,M3_token,10.0,all,test,0.601,624,0.562,0.6387,871.5,13944.2,0.004837
rician,M3_token,10.0,presence,test,0.678,410,0.6313,0.7214,817.1,13073.6,0.004535
rician,M3_token,10.0,counting,test,0.4533,214,0.388,0.5202,975.8,15612.2,0.005415
rician,M3_token,15.0,all,test,0.601,624,0.562,0.6387,871.5,13944.2,0.004837
rician,M3_token,15.0,presence,test,0.678,410,0.6313,0.7214,817.1,13073.6,0.004535
rician,M3_token,15.0,counting,test,0.4533,214,0.388,0.5202,975.8,15612.2,0.005415
rician,M3_token,20.0,all,test,0.601,624,0.562,0.6387,871.5,13944.2,0.004837
rician,M3_token,20.0,presence,test,0.678,410,0.6313,0.7214,817.1,13073.6,0.004535
rician,M3_token,20.0,counting,test,0.4533,214,0.388,0.5202,975.8,15612.2,0.005415
rician,M4_adaptive,-5.0,all,test,0.625,624,0.5864,0.6621,129965.7,2715979.6,0.942103
rician,M4_adaptive,-5.0,presence,test,0.7195,410,0.6741,0.7608,197292.0,4125437.1,1.431007
rician,M4_adaptive,-5.0,counting,test,0.4439,214,0.3789,0.5109,976.1,15617.0,0.005417
rician,M4_adaptive,0.0,all,test,0.6378,624,0.5994,0.6746,105804.5,903419.1,0.313373
rician,M4_adaptive,0.0,presence,test,0.739,410,0.6944,0.7792,160519.9,1366810.1,0.474111
rician,M4_adaptive,0.0,counting,test,0.4439,214,0.3789,0.5109,975.9,15613.8,0.005416
rician,M4_adaptive,5.0,all,test,0.6683,624,0.6304,0.7041,123284.4,520807.5,0.180655
rician,M4_adaptive,5.0,presence,test,0.7805,410,0.7379,0.8178,187123.6,784494.8,0.272121
rician,M4_adaptive,5.0,counting,test,0.4533,214,0.388,0.5202,975.8,15612.2,0.005415
rician,M4_adaptive,10.0,all,test,0.6619,624,0.6239,0.6979,161269.1,404429.9,0.140286
rician,M4_adaptive,10.0,presence,test,0.7707,410,0.7276,0.8088,244934.4,607373.7,0.210682
rician,M4_adaptive,10.0,counting,test,0.4533,214,0.388,0.5202,975.8,15612.2,0.005415
rician,M4_adaptive,15.0,all,test,0.6635,624,0.6255,0.6994,182657.8,312714.2,0.108472
rician,M4_adaptive,15.0,presence,test,0.7732,410,0.7302,0.8111,277487.0,467786.9,0.162263
rician,M4_adaptive,15.0,counting,test,0.4533,214,0.388,0.5202,975.8,15612.2,0.005415
rician,M4_adaptive,20.0,all,test,0.6699,624,0.632,0.7056,184432.3,237135.6,0.082256
rician,M4_adaptive,20.0,presence,test,0.7829,410,0.7405,0.8201,280187.7,352759.9,0.122363
rician,M4_adaptive,20.0,counting,test,0.4533,214,0.388,0.5202,975.8,15612.2,0.005415
rician,M5_oracle,-5.0,all,test,0.6747,624,0.6369,0.7103,15778.7,325944.4,0.113062
rician,M5_oracle,-5.0,presence,test,0.7927,410,0.7508,0.8291,23091.5,479262.4,0.166244
rician,M5_oracle,-5.0,counting,test,0.4486,214,0.3835,0.5156,1768.3,32204.4,0.011171
rician,M5_oracle,0.0,all,test,0.6891,624,0.6517,0.7242,14241.1,127275.0,0.044148
rician,M5_oracle,0.0,presence,test,0.8049,410,0.7638,0.8403,20029.3,175960.5,0.061036
rician,M5_oracle,0.0,counting,test,0.4673,214,0.4016,0.5341,3151.6,33999.1,0.011793
rician,M5_oracle,5.0,all,test,0.7147,624,0.6781,0.7488,22307.3,102809.0,0.035662
rician,M5_oracle,5.0,presence,test,0.8366,410,0.7977,0.8692,31119.3,138721.4,0.048119
rician,M5_oracle,5.0,counting,test,0.4813,214,0.4153,0.548,5424.3,34004.9,0.011795
rician,M5_oracle,10.0,all,test,0.7131,624,0.6764,0.7472,28146.5,80447.4,0.027905
rician,M5_oracle,10.0,presence,test,0.8293,410,0.7898,0.8626,38292.2,104481.9,0.036242
rician,M5_oracle,10.0,counting,test,0.4907,214,0.4244,0.5572,8708.4,34399.9,0.011932
rician,M5_oracle,15.0,all,test,0.7163,624,0.6797,0.7503,32323.4,65734.8,0.022802
rician,M5_oracle,15.0,presence,test,0.839,410,0.8003,0.8714,45013.3,85867.0,0.029785
rician,M5_oracle,15.0,counting,test,0.4813,214,0.4153,0.548,8011.0,27163.8,0.009422
rician,M5_oracle,20.0,all,test,0.7212,624,0.6847,0.7549,34245.7,54644.4,0.018955
rician,M5_oracle,20.0,presence,test,0.8463,410,0.8082,0.878,48064.3,70717.7,0.02453
rician,M5_oracle,20.0,counting,test,0.4813,214,0.4153,0.548,7770.9,23849.7,0.008273
rician,M2_analog,-5.0,all,test,0.4792,624,0.4402,0.5184,0.0,300000.0,0.104062
rician,M2_analog,-5.0,presence,test,0.5976,410,0.5494,0.6439,0.0,300000.0,0.104062
rician,M2_analog,-5.0,counting,test,0.2523,214,0.1989,0.3145,0.0,300000.0,0.104062
rician,M2_analog,0.0,all,test,0.524,624,0.4848,0.563,0.0,300000.0,0.104062
rician,M2_analog,0.0,presence,test,0.6634,410,0.6163,0.7075,0.0,300000.0,0.104062
rician,M2_analog,0.0,counting,test,0.257,214,0.2031,0.3195,0.0,300000.0,0.104062
rician,M2_analog,5.0,all,test,0.5545,624,0.5153,0.593,0.0,300000.0,0.104062
rician,M2_analog,5.0,presence,test,0.7122,410,0.6666,0.7539,0.0,300000.0,0.104062
rician,M2_analog,5.0,counting,test,0.2523,214,0.1989,0.3145,0.0,300000.0,0.104062
rician,M2_analog,10.0,all,test,0.5913,624,0.5523,0.6292,0.0,300000.0,0.104062
rician,M2_analog,10.0,presence,test,0.7537,410,0.7097,0.7929,0.0,300000.0,0.104062
rician,M2_analog,10.0,counting,test,0.2804,214,0.2245,0.344,0.0,300000.0,0.104062
rician,M2_analog,15.0,all,test,0.5946,624,0.5556,0.6324,0.0,300000.0,0.104062
rician,M2_analog,15.0,presence,test,0.7634,410,0.72,0.802,0.0,300000.0,0.104062
rician,M2_analog,15.0,counting,test,0.271,214,0.2159,0.3342,0.0,300000.0,0.104062
rician,M2_analog,20.0,all,test,0.5946,624,0.5556,0.6324,0.0,300000.0,0.104062
rician,M2_analog,20.0,presence,test,0.7537,410,0.7097,0.7929,0.0,300000.0,0.104062
rician,M2_analog,20.0,counting,test,0.2897,214,0.2331,0.3538,0.0,300000.0,0.104062
rician,M0_naive,-5.0,all,test,0.3686,1872,0.347,0.3907,16692.6,5320572.9,1.845569
rician,M0_naive,-5.0,presence,test,0.4488,1230,0.4212,0.4767,16728.7,5323500.2,1.846585
rician,M0_naive,-5.0,counting,test,0.215,642,0.1849,0.2484,16623.4,5314964.6,1.843624
rician,M0_naive,0.0,all,test,0.5449,1872,0.5222,0.5673,112036.9,5320572.9,1.845569
rician,M0_naive,0.0,presence,test,0.7122,1230,0.6863,0.7368,112078.2,5323500.2,1.846585
rician,M0_naive,0.0,counting,test,0.2243,642,0.1937,0.2582,111957.8,5314964.6,1.843624
rician,M0_naive,5.0,all,test,0.6122,1872,0.5899,0.634,283723.7,5320572.9,1.845569
rician,M0_naive,5.0,presence,test,0.7878,1230,0.7641,0.8097,283771.7,5323500.2,1.846585
rician,M0_naive,5.0,counting,test,0.2757,642,0.2425,0.3115,283631.7,5314964.6,1.843624
rician,M0_naive,10.0,all,test,0.5978,1872,0.5754,0.6197,324852.9,5320572.9,1.845569
rician,M0_naive,10.0,presence,test,0.7561,1230,0.7313,0.7793,325028.4,5323500.2,1.846585
rician,M0_naive,10.0,counting,test,0.2944,642,0.2604,0.3308,324516.6,5314964.6,1.843624
rician,M0_naive,15.0,all,test,0.6074,1872,0.5851,0.6293,331129.3,5320572.9,1.845569
rician,M0_naive,15.0,presence,test,0.7732,1230,0.7489,0.7957,331315.1,5323500.2,1.846585
rician,M0_naive,15.0,counting,test,0.2897,642,0.256,0.326,330773.3,5314964.6,1.843624
rician,M0_naive,20.0,all,test,0.6106,1872,0.5883,0.6324,332407.3,5320572.9,1.845569
rician,M0_naive,20.0,presence,test,0.778,1230,0.754,0.8004,332593.5,5323500.2,1.846585
rician,M0_naive,20.0,counting,test,0.2897,642,0.256,0.326,332050.5,5314964.6,1.843624
rician,M0_errorfree,-5.0,all,test,0.6154,1872,0.5931,0.6372,287054.4,0.0,0.0
rician,M0_errorfree,-5.0,presence,test,0.7902,1230,0.7666,0.8121,287156.9,0.0,0.0
rician,M0_errorfree,-5.0,counting,test,0.2804,642,0.247,0.3163,286857.9,0.0,0.0
rician,M0_errorfree,0.0,all,test,0.6154,1872,0.5931,0.6372,287054.4,0.0,0.0
rician,M0_errorfree,0.0,presence,test,0.7902,1230,0.7666,0.8121,287156.9,0.0,0.0
rician,M0_errorfree,0.0,counting,test,0.2804,642,0.247,0.3163,286857.9,0.0,0.0
rician,M0_errorfree,5.0,all,test,0.6154,1872,0.5931,0.6372,287054.4,0.0,0.0
rician,M0_errorfree,5.0,presence,test,0.7902,1230,0.7666,0.8121,287156.9,0.0,0.0
rician,M0_errorfree,5.0,counting,test,0.2804,642,0.247,0.3163,286857.9,0.0,0.0
rician,M0_errorfree,10.0,all,test,0.6154,1872,0.5931,0.6372,287054.4,0.0,0.0
rician,M0_errorfree,10.0,presence,test,0.7902,1230,0.7666,0.8121,287156.9,0.0,0.0
rician,M0_errorfree,10.0,counting,test,0.2804,642,0.247,0.3163,286857.9,0.0,0.0
rician,M0_errorfree,15.0,all,test,0.6154,1872,0.5931,0.6372,287054.4,0.0,0.0
rician,M0_errorfree,15.0,presence,test,0.7902,1230,0.7666,0.8121,287156.9,0.0,0.0
rician,M0_errorfree,15.0,counting,test,0.2804,642,0.247,0.3163,286857.9,0.0,0.0
rician,M0_errorfree,20.0,all,test,0.6154,1872,0.5931,0.6372,287054.4,0.0,0.0
rician,M0_errorfree,20.0,presence,test,0.7902,1230,0.7666,0.8121,287156.9,0.0,0.0
rician,M0_errorfree,20.0,counting,test,0.2804,642,0.247,0.3163,286857.9,0.0,0.0
