run_index,step,formal_scenario,scenario,benchmark_split,uav_count_profile,task_arrival_profile,edge_load_profile,reward,episode,episode_step,task_id,task_type,question_type,risk_level,view_quality_bin,freshness_bin,uav_id,edge_id,answer_accuracy_est,delay_s,energy_j,payload_kb,quality_violation,deadline_violation,battery_violation,resource_violation,airspace_conflict,snr_bin,sensed_snr_db,sinr_db,rate_mbps,service_level,bandwidth_hz,power_w,cpu_share,gpu_share,uav_assignment,semantic_service_name,semantic_evidence_type,semantic_utility,semantic_efficiency,success,distance_3d_m,elevation_deg,los_probability,path_loss_db,interference_dbm,fading_db,cache_hit_probability,semantic_cache_hit,gpu_memory_ok,gpu_memory_used_mb,gpu_memory_capacity_mb,battery_remaining_j,bandwidth_unit,power_unit,fly_delay_s,sense_delay_s,tx_delay_s,queue_delay_s,infer_delay_s,load_delay_s,total_delay_s,fly_energy_j,hover_energy_j,tx_energy_j,compute_energy_j,total_energy_j
11,0,test_interference_heavy,interference-heavy,test,M8,high,heavy,-2.970563,0,0,0000116_01338_d_0000086_3,presence,presence,critical,poor,fresh,7,0,0.97153,7.008744,763.831242,131.640611,False,True,False,False,False,15dB,52.334823,15.949696,3.734204,2,700000.0,0.8,0.65,0.65,7,raw_image_evidence,full image evidence for VQA/VLM,0.55359,0.01476,False,94.084194,39.622511,0.926844,85.245097,-72.164892,5.663739,0.96,False,True,2816.0,8192.0,19236.168758,Hz,W,4.026086,0.36,0.28879,0.392637,1.561231,0.38,7.008744,608.744211,149.856,0.231032,5.0,763.831242
11,1,test_interference_heavy,interference-heavy,test,M8,high,heavy,-2.639757,0,1,0000116_01338_d_0000086_3,presence,presence,critical,poor,fresh,7,0,0.967972,6.010466,612.620618,96.307687,False,True,False,False,False,10dB,47.535324,12.052112,2.863612,2,700000.0,0.8,0.65,0.65,7,raw_image_evidence,full image evidence for VQA/VLM,0.748612,0.020102,False,81.036607,47.766022,0.979003,90.044596,-73.067037,-1.168301,0.96,False,True,2816.0,8192.0,18623.54814,Hz,W,3.026086,0.36,0.27551,0.407639,1.561231,0.38,6.010466,457.544211,149.856,0.220408,5.0,612.620618
11,2,test_interference_heavy,interference-heavy,test,M8,high,heavy,-2.468192,0,2,0000116_01338_d_0000086_3,presence,presence,critical,poor,stale,7,0,0.97153,5.101583,461.485711,131.640611,False,True,False,False,False,15dB,53.899711,12.771374,3.02178,2,700000.0,0.8,0.65,0.65,7,raw_image_evidence,full image evidence for VQA/VLM,0.913817,0.01476,False,70.214158,58.707686,0.996289,83.680208,-67.421017,3.605165,0.68,False,True,2816.0,8192.0,18162.062429,Hz,W,2.026086,0.36,0.356876,0.417391,1.561231,0.38,5.101583,306.344211,149.856,0.285501,5.0,461.485711
11,3,test_interference_heavy,interference-heavy,test,M8,high,heavy,-2.194626,0,3,0000116_01338_d_0000086_3,presence,presence,critical,poor,stale,7,0,0.97153,4.036268,310.228389,131.640611,False,True,False,False,False,15dB,57.041539,16.155527,3.780908,2,700000.0,0.8,0.65,0.65,7,raw_image_evidence,full image evidence for VQA/VLM,1.241174,0.01476,False,62.778374,72.890283,0.999615,80.538381,-67.663361,5.61658,0.68,False,True,2816.0,8192.0,17851.83404,Hz,W,1.026086,0.36,0.285222,0.423729,1.561231,0.38,4.036268,155.144211,149.856,0.228178,5.0,310.228389
12,0,test_cache_heavy,cache-heavy,test,M2,low,light,-1.019273,0,0,0000327_01201_d_0000717_0,counting,counting,critical,good,fresh,1,0,0.5,0.093144,1.61,0.0,True,False,False,False,False,20dB,39.445127,38.774186,3.864209,0,300000.0,0.1,0.25,0.05,1,cache_answer,cached semantic answer,0.678908,1.0,False,104.533094,35.028295,0.85865,92.783661,-120.0,-0.095601,1.0,True,True,2816.0,8192.0,19998.39,Hz,W,0.0,0.0,0.0,0.033144,0.02,0.04,0.093144,0.0,1.56,0.0,0.05,1.61
12,1,test_cache_heavy,cache-heavy,test,M2,low,light,-3.488595,0,1,0000327_01201_d_0000717_0,counting,counting,critical,good,fresh,1,0,0.75,5.838688,796.358813,1.156738,True,True,False,False,False,20dB,39.85612,39.185179,3.905163,1,300000.0,0.1,0.25,0.05,1,semantic_tokens,detector tags/boxes/tokens,0.561542,1.29675,False,104.533094,35.028295,0.85865,92.372668,-120.0,0.315392,1.0,False,True,2816.0,8192.0,19202.031187,Hz,W,4.755493,0.16,0.002427,0.064768,0.816,0.04,5.838688,719.030571,76.128,0.000243,1.2,796.358813
12,2,test_cache_heavy,cache-heavy,test,M2,low,light,-1.029709,0,2,0000327_01201_d_0000717_0,counting,counting,critical,good,stale,1,0,0.246625,0.145324,1.61,0.0,True,False,False,False,False,20dB,41.851156,41.180215,4.103964,0,300000.0,0.1,0.25,0.05,1,cache_answer,cached semantic answer,-0.081739,0.49325,False,90.385885,41.591898,0.945541,90.377632,-120.0,-0.066313,0.91,True,True,2816.0,8192.0,19200.421187,Hz,W,0.0,0.0,0.0,0.085324,0.02,0.04,0.145324,0.0,1.56,0.0,0.05,1.61
12,3,test_cache_heavy,cache-heavy,test,M2,low,light,-3.234872,0,3,0000327_01201_d_0000717_0,counting,counting,critical,good,stale,1,0,0.75,4.872476,645.1588,1.156738,True,True,False,False,False,20dB,42.072504,41.401563,4.126022,1,300000.0,0.1,0.25,0.05,1,semantic_tokens,detector tags/boxes/tokens,0.739158,1.29675,False,90.385885,41.591898,0.945541,90.156284,-120.0,0.155035,0.91,False,True,2816.0,8192.0,18555.262387,Hz,W,3.755493,0.16,0.002297,0.098686,0.816,0.04,4.872476,567.830571,76.128,0.00023,1.2,645.1588
13,0,test_cache_heavy,cache-heavy,test,M4,medium,medium,-1.041148,0,0,0000242_01139_d_0000006_13,counting,counting,critical,medium,fresh,0,0,0.615385,0.202519,1.61,0.0,True,False,False,False,False,20dB,43.241305,42.570365,4.242495,0,300000.0,0.1,0.25,0.05,0,cache_answer,cached semantic answer,1.023969,1.23077,False,102.924308,35.658487,0.870451,88.987482,-120.0,3.419209,1.0,True,True,2816.0,8192.0,19998.39,Hz,W,0.0,0.0,0.0,0.142519,0.02,0.04,0.202519,0.0,1.56,0.0,0.05,1.61
13,1,test_cache_heavy,cache-heavy,test,M4,medium,medium,-3.474308,0,1,0000242_01139_d_0000006_13,counting,counting,critical,medium,fresh,0,0,0.461538,5.800071,779.791918,1.188401,True,True,False,False,False,20dB,43.416489,42.745549,4.259952,1,300000.0,0.1,0.25,0.05,0,semantic_tokens,detector tags/boxes/tokens,-0.018183,0.776738,False,102.924308,35.658487,0.870451,88.812298,-120.0,3.594393,1.0,False,True,2816.0,8192.0,19218.598082,Hz,W,4.645924,0.16,0.002285,0.135862,0.816,0.04,5.800071,702.46369,76.128,0.000229,1.2,779.791918
13,2,test_cache_heavy,cache-heavy,test,M4,medium,medium,3.299973,0,2,0000242_01139_d_0000006_13,counting,counting,critical,medium,stale,0,0,0.834731,0.191535,1.61,0.0,False,False,False,False,False,20dB,46.049486,45.378545,4.52234,0,300000.0,0.1,0.25,0.05,0,cache_answer,cached semantic answer,2.667385,1.669462,True,88.920496,42.435521,0.952087,86.179301,-120.0,3.900279,0.91,True,True,2816.0,8192.0,19216.988082,Hz,W,0.0,0.0,0.0,0.131535,0.02,0.04,0.191535,0.0,1.56,0.0,0.05,1.61
13,3,test_cache_heavy,cache-heavy,test,M4,medium,medium,-3.494348,0,3,0000360_00197_d_0000714_2,counting,counting,critical,good,expired,3,0,0.75,5.87564,792.267074,1.156738,True,True,False,False,False,20dB,38.920899,38.249959,3.811973,1,300000.0,0.1,0.25,0.05,3,semantic_tokens,detector tags/boxes/tokens,0.556734,1.29675,False,104.134589,35.18213,0.861611,93.307888,-120.0,-0.689723,0.49,False,True,2816.0,8192.0,19207.732926,Hz,W,4.728431,0.16,0.002486,0.128723,0.816,0.04,5.87564,714.938825,76.128,0.000249,1.2,792.267074
14,0,test_cache_heavy,cache-heavy,test,M8,high,heavy,-1.097288,0,0,0000356_03921_d_0000649_1,presence,presence,critical,medium,fresh,7,0,0.615385,0.483218,1.61,0.0,True,False,False,False,False,20dB,48.646527,47.975586,4.78115,0,300000.0,0.1,0.25,0.05,7,cache_answer,cached semantic answer,1.021162,1.23077,False,70.41925,58.434221,0.996124,83.582261,-120.0,3.733431,1.0,True,True,2816.0,8192.0,19998.39,Hz,W,0.0,0.0,0.0,0.423218,0.02,0.04,0.483218,0.0,1.56,0.0,0.05,1.61
14,1,test_cache_heavy,cache-heavy,test,M8,high,heavy,-1.834027,0,1,0000356_03921_d_0000649_1,presence,presence,critical,medium,fresh,7,0,1.0,3.384302,386.976269,1.188101,False,True,False,False,False,20dB,48.348652,47.677711,4.751465,1,300000.0,0.1,0.25,0.05,7,semantic_tokens,detector tags/boxes/tokens,1.699163,1.683359,False,70.41925,58.434221,0.996124,83.880136,-120.0,3.435556,1.0,False,True,2816.0,8192.0,19611.413731,Hz,W,2.047937,0.16,0.002048,0.318317,0.816,0.04,3.384302,309.648064,76.128,0.000205,1.2,386.976269
14,2,test_cache_heavy,cache-heavy,test,M8,high,heavy,-1.06267,0,2,0000356_03921_d_0000649_1,presence,presence,critical,medium,stale,7,0,0.682962,0.310131,1.61,0.0,True,False,False,False,False,20dB,48.863141,48.1922,4.802737,0,300000.0,0.1,0.25,0.05,7,cache_answer,cached semantic answer,1.225623,1.365924,False,62.895212,72.547839,0.999593,83.365646,-120.0,2.807722,0.91,True,True,2816.0,8192.0,19609.803731,Hz,W,0.0,0.0,0.0,0.250131,0.02,0.04,0.310131,0.0,1.56,0.0,0.05,1.61
14,3,test_cache_heavy,cache-heavy,test,M8,high,heavy,3.448968,0,3,0000356_03921_d_0000649_1,presence,presence,critical,medium,stale,7,0,1.0,2.271727,235.776262,1.188101,False,False,False,False,False,20dB,50.00226,49.33132,4.916258,1,300000.0,0.1,0.25,0.05,7,semantic_tokens,detector tags/boxes/tokens,2.952517,1.683359,True,62.895212,72.547839,0.999593,82.226527,-120.0,3.946841,0.91,False,True,2816.0,8192.0,19374.027469,Hz,W,1.047937,0.16,0.00198,0.20581,0.816,0.04,2.271727,158.448064,76.128,0.000198,1.2,235.776262
15,0,test_mobility_stress,mobility-stress,test,M2,low,light,-20.278253,0,0,0000069_01878_d_0000005_1,counting,counting,critical,poor,expired,0,0,0.0,72.209561,8932.184746,131.73347,True,True,True,False,False,15dB,15.561385,15.326031,4.61962,2,900000.0,0.7,0.55,0.55,0,raw_image_evidence,full image evidence for VQA/VLM,-2.567048,0.0,False,833.873138,4.126191,0.041479,120.347171,-120.0,1.621314,0.28,False,True,2816.0,8192.0,67.815254,Hz,W,69.309311,0.36,0.233604,0.081555,1.845091,0.38,72.209561,8732.973223,194.048,0.163523,5.0,8932.184746
15,1,test_mobility_stress,mobility-stress,test,M2,low,light,-19.246681,0,1,0000069_01878_d_0000005_1,counting,counting,critical,poor,expired,0,0,0.369615,68.930676,8645.582298,1.156385,True,True,True,False,False,15dB,15.669736,15.434382,4.651102,1,900000.0,0.7,0.55,0.55,0,semantic_tokens,detector tags/boxes/tokens,-1.96519,0.63926,False,822.673655,4.182463,0.041838,120.23882,-120.0,1.593582,0.28,False,True,2816.0,8192.0,0.0,Hz,W,68.373562,0.16,0.002037,0.181986,0.173091,0.04,68.930676,8615.068873,29.312,0.001426,1.2,8645.582298
15,2,test_mobility_stress,mobility-stress,test,M2,low,light,-19.843644,0,2,0000069_01878_d_0000005_1,counting,counting,critical,poor,expired,0,0,0.0,70.507665,8696.609853,131.73347,True,True,True,False,False,15dB,15.423193,15.187839,4.5795,2,900000.0,0.7,0.55,0.55,0,raw_image_evidence,full image evidence for VQA/VLM,-2.526471,0.0,False,811.497057,4.240172,0.04221,120.485363,-120.0,1.209286,0.28,False,True,2816.0,8192.0,0.0,Hz,W,67.439658,0.36,0.23565,0.247266,1.845091,0.38,70.507665,8497.396898,194.048,0.164955,5.0,8696.609853
15,3,test_mobility_stress,mobility-stress,test,M2,low,light,-18.800992,0,3,0000069_01878_d_0000005_1,counting,counting,critical,poor,expired,0,0,0.369615,67.172436,8410.480469,1.156385,True,True,True,False,False,15dB,16.190483,15.955129,4.802704,1,900000.0,0.7,0.55,0.55,0,semantic_tokens,detector tags/boxes/tokens,-1.923045,0.63926,False,800.344305,4.299368,0.042594,119.718072,-120.0,1.837119,0.28,False,True,2816.0,8192.0,0.0,Hz,W,66.507675,0.16,0.001972,0.289698,0.173091,0.04,67.172436,8379.967089,29.312,0.001381,1.2,8410.480469
16,0,test_mobility_stress,mobility-stress,test,M4,medium,medium,-4.716017,0,0,0000249_00001_d_0000001_1,presence,presence,critical,poor,expired,3,0,0.975089,13.644442,1548.430239,183.878006,False,True,False,False,False,20dB,39.604937,39.369583,11.770613,2,900000.0,0.7,0.55,0.55,3,raw_image_evidence,full image evidence for VQA/VLM,0.060816,0.010606,False,141.821346,25.028403,0.550859,96.303619,-120.0,2.751123,0.28,False,True,2816.0,8192.0,7451.569761,Hz,W,10.708672,0.36,0.127974,0.222706,1.845091,0.38,13.644442,1349.292658,194.048,0.089582,5.0,1548.430239
16,1,test_mobility_stress,mobility-stress,test,M4,medium,medium,-3.655337,0,1,0000249_00001_d_0000001_1,presence,presence,critical,poor,expired,3,0,0.935943,10.676866,1294.201264,1.141775,False,True,False,False,False,20dB,41.068217,40.832863,12.208052,1,900000.0,0.7,0.55,0.55,3,semantic_tokens,detector tags/boxes/tokens,0.420126,1.639452,False,134.478389,26.498113,0.608091,94.840338,-120.0,3.065345,0.28,False,True,2816.0,8192.0,6157.368497,Hz,W,10.029276,0.16,0.000766,0.273734,0.173091,0.04,10.676866,1263.688727,29.312,0.000536,1.2,1294.201264
16,2,test_mobility_stress,mobility-stress,test,M4,medium,medium,-4.40584,0,2,0000249_00001_d_0000001_1,presence,presence,critical,poor,expired,3,0,0.975089,12.421517,1384.45197,183.878006,False,True,False,False,False,20dB,41.453473,41.21812,12.323225,2,900000.0,0.7,0.55,0.55,3,raw_image_evidence,full image evidence for VQA/VLM,0.142212,0.010606,False,127.842013,27.990768,0.663319,94.455082,-120.0,2.348569,0.28,False,True,2816.0,8192.0,4772.916527,Hz,W,9.407289,0.36,0.122235,0.306902,1.845091,0.38,12.421517,1185.318406,194.048,0.085564,5.0,1384.45197
16,3,test_mobility_stress,mobility-stress,test,M4,medium,medium,-3.372191,0,3,0000249_00001_d_0000001_1,presence,presence,critical,poor,expired,3,0,0.935943,9.5571,1146.219572,1.141775,False,True,False,False,False,20dB,43.07843,42.843076,12.809013,1,900000.0,0.7,0.55,0.55,3,semantic_tokens,detector tags/boxes/tokens,0.523153,1.639452,False,122.027551,29.451868,0.713388,92.830126,-120.0,2.967912,0.28,False,True,2816.0,8192.0,3626.696955,Hz,W,8.854818,0.16,0.00073,0.328461,0.173091,0.04,9.5571,1115.707061,29.312,0.000511,1.2,1146.219572
17,0,test_mobility_stress,mobility-stress,test,M8,high,heavy,-3.300724,0,0,0000163_00001_d_0000001_1,counting,counting,critical,poor,expired,6,0,0.0,4.027552,316.956906,184.215198,True,True,False,False,False,20dB,52.927654,52.6923,15.75361,2,900000.0,0.7,0.55,0.55,6,raw_image_evidence,full image evidence for VQA/VLM,-1.076186,0.0,False,61.040613,79.405223,0.999864,82.980902,-120.0,2.897017,0.28,False,True,2816.0,8192.0,8683.043094,Hz,W,0.935253,0.36,0.095793,0.411415,1.845091,0.38,4.027552,117.84185,194.048,0.067055,5.0,316.956906
17,1,test_mobility_stress,mobility-stress,test,M8,high,heavy,-1.535958,0,1,0000163_00001_d_0000001_1,counting,counting,critical,poor,expired,6,0,0.401361,2.237416,215.395707,1.158229,True,False,False,False,False,20dB,52.834691,52.599337,15.725817,1,900000.0,0.7,0.55,0.55,6,semantic_tokens,detector tags/boxes/tokens,0.339011,0.69306,False,62.530307,73.644854,0.999659,83.073864,-120.0,3.041926,0.28,False,True,2816.0,8192.0,8467.647387,Hz,W,1.467328,0.16,0.000603,0.396395,0.173091,0.04,2.237416,184.883285,29.312,0.000422,1.2,215.395707
17,2,test_mobility_stress,mobility-stress,test,M8,high,heavy,-3.645593,0,2,0000163_00001_d_0000001_1,counting,counting,critical,poor,expired,6,0,0.0,5.400284,492.764291,184.215198,True,True,False,False,False,20dB,51.728286,51.492932,15.395033,2,900000.0,0.7,0.55,0.55,6,raw_image_evidence,full image evidence for VQA/VLM,-1.107494,0.0,False,66.197599,65.009424,0.998643,84.180269,-120.0,2.503608,0.28,False,True,2816.0,8192.0,7974.883096,Hz,W,2.330537,0.36,0.098025,0.386631,1.845091,0.38,5.400284,293.647673,194.048,0.068617,5.0,492.764291
17,3,test_mobility_stress,mobility-stress,test,M8,high,heavy,-2.984772,0,3,0000163_00001_d_0000001_1,counting,counting,critical,poor,expired,6,0,0.401361,4.026566,442.857047,1.158229,True,True,False,False,False,20dB,51.954024,51.718671,15.462522,1,900000.0,0.7,0.55,0.55,6,semantic_tokens,detector tags/boxes/tokens,0.243238,0.69306,False,71.709168,56.794641,0.994967,83.954531,-120.0,3.55126,0.28,False,True,2816.0,8192.0,7532.026049,Hz,W,3.272576,0.16,0.000614,0.380285,0.173091,0.04,4.026566,412.344617,29.312,0.00043,1.2,442.857047
18,0,test_unseen_mixed,conflict-heavy,test,M2,low,light,-4.352081,0,0,0000342_00393_d_0000244_5,presence,presence,critical,poor,stale,1,0,0.935943,5.255472,746.792791,1.134599,False,True,False,False,True,10dB,36.580249,7.510698,2.730593,1,1000000.0,0.2,0.5,0.5,1,semantic_tokens,detector tags/boxes/tokens,0.833313,1.649822,False,96.625514,27.756538,0.654899,93.430051,-77.935833,0.730631,0.68,False,True,2816.0,8192.0,19253.207209,Hz,W,4.750403,0.16,0.003404,0.111265,0.1904,0.04,5.255472,718.26091,27.3312,0.000681,1.2,746.792791
18,1,test_unseen_mixed,conflict-heavy,test,M2,low,light,-4.885591,0,1,0000342_00393_d_0000244_5,presence,presence,critical,poor,stale,1,0,0.967972,6.947834,758.521188,96.307687,False,True,False,False,True,10dB,42.415402,9.506945,3.311325,2,1000000.0,0.3,0.5,0.5,1,raw_image_evidence,full image evidence for VQA/VLM,0.51069,0.020102,False,81.130937,33.687227,0.830553,89.35581,-74.093766,1.164802,0.68,False,True,2816.0,8192.0,18494.686021,Hz,W,3.750403,0.36,0.238259,0.189572,2.0296,0.38,6.947834,567.06091,186.3888,0.071478,5.0,758.521188
18,2,test_unseen_mixed,conflict-heavy,test,M2,low,light,-3.856775,0,2,0000342_00393_d_0000244_5,presence,presence,critical,poor,expired,1,0,0.935943,3.383741,444.393097,1.134599,False,True,False,False,True,10dB,46.930045,11.015915,3.769293,1,1000000.0,0.4,0.5,0.5,1,semantic_tokens,detector tags/boxes/tokens,1.414229,1.649822,False,66.902675,42.269512,0.950861,86.090555,-71.086983,1.222451,0.28,False,True,2816.0,8192.0,18050.292924,Hz,W,2.750403,0.16,0.002466,0.240472,0.1904,0.04,3.383741,415.86091,27.3312,0.000986,1.2,444.393097
18,3,test_unseen_mixed,conflict-heavy,test,M2,low,light,-4.387419,0,3,0000342_00393_d_0000244_5,presence,presence,critical,poor,expired,1,0,0.967972,5.061811,456.103361,96.307687,False,True,False,False,True,10dB,45.850438,8.247705,2.941089,2,1000000.0,0.2,0.5,0.5,1,raw_image_evidence,full image evidence for VQA/VLM,0.840108,0.020102,False,54.933659,55.001784,0.993306,84.159862,-69.398021,0.760135,0.28,False,True,2816.0,8192.0,17594.189563,Hz,W,1.750403,0.36,0.268252,0.273557,2.0296,0.38,5.061811,264.66091,186.3888,0.05365,5.0,456.103361
19,0,test_unseen_mixed,mobility-stress,test,M4,medium,medium,-3.772347,0,0,0000312_00601_d_0000417_1,presence,presence,critical,poor,stale,3,0,0.975089,9.870048,1076.453899,183.878006,False,True,False,False,False,20dB,44.377558,44.142205,13.197401,2,900000.0,0.7,0.55,0.55,3,raw_image_evidence,full image evidence for VQA/VLM,0.350722,0.010606,False,102.866001,35.681791,0.870871,91.530997,-120.0,0.865538,0.68,False,True,2816.0,8192.0,7923.546101,Hz,W,6.962905,0.36,0.114138,0.207914,1.845091,0.38,9.870048,877.326003,194.048,0.079897,5.0,1076.453899
19,1,test_unseen_mixed,mobility-stress,test,M4,medium,medium,-2.698795,0,1,0000312_00601_d_0000417_1,presence,presence,critical,poor,stale,3,0,0.935943,6.854857,813.849292,1.141775,False,True,False,False,False,20dB,45.735394,45.50004,13.603344,1,900000.0,0.7,0.55,0.55,3,semantic_tokens,detector tags/boxes/tokens,0.872954,1.639452,False,95.737574,38.808042,0.917502,90.173161,-120.0,1.00867,0.68,False,True,2816.0,8192.0,7109.696809,Hz,W,6.216959,0.16,0.000688,0.264119,0.173091,0.04,6.854857,783.336811,29.312,0.000481,1.2,813.849292
19,2,test_unseen_mixed,mobility-stress,test,M4,medium,medium,-3.436507,0,2,0000312_00601_d_0000417_1,presence,presence,critical,poor,expired,3,0,0.975089,8.546528,898.613031,183.878006,False,True,False,False,False,20dB,46.336496,46.101142,13.783053,2,900000.0,0.7,0.55,0.55,3,raw_image_evidence,full image evidence for VQA/VLM,0.496484,0.010606,False,89.654626,42.008037,0.948869,89.57206,-120.0,0.623266,0.28,False,True,2816.0,8192.0,6211.083778,Hz,W,5.551496,0.36,0.109288,0.300653,1.845091,0.38,8.546528,699.488529,194.048,0.076502,5.0,898.613031
19,3,test_unseen_mixed,mobility-stress,test,M4,medium,medium,-2.40581,0,3,0000312_00601_d_0000417_1,presence,presence,critical,poor,expired,3,0,0.935943,5.69692,660.356769,1.141775,False,True,False,False,False,20dB,47.256294,47.02094,14.058042,1,900000.0,0.7,0.55,0.55,3,semantic_tokens,detector tags/boxes/tokens,1.108023,1.639452,False,84.842329,45.007081,0.967727,88.652262,-120.0,0.796521,0.28,False,True,2816.0,8192.0,5550.727009,Hz,W,4.998764,0.16,0.000665,0.324399,0.173091,0.04,5.69692,629.844303,29.312,0.000466,1.2,660.356769
20,0,test_unseen_mixed,interference-heavy,test,M8,high,heavy,-3.318431,0,0,0000327_02601_d_0000724_1,counting,counting,critical,poor,stale,6,0,0.0,4.044994,352.503457,184.215198,True,True,False,False,False,20dB,60.693978,59.975723,13.946454,2,700000.0,0.8,0.65,0.65,6,raw_image_evidence,full image evidence for VQA/VLM,-1.079915,0.0,False,64.444942,68.595521,0.999235,76.885941,-116.0,9.529222,0.68,False,True,2816.0,8192.0,19647.496543,Hz,W,1.30662,0.36,0.108206,0.328937,1.561231,0.38,4.044994,197.560892,149.856,0.086565,5.0,352.503457
20,1,test_unseen_mixed,interference-heavy,test,M8,high,heavy,-3.070716,0,1,0000327_02601_d_0000724_1,counting,counting,critical,poor,stale,6,0,0.0,3.108778,201.324647,184.215198,True,True,False,False,False,20dB,48.899638,48.181383,11.203872,2,700000.0,0.8,0.65,0.65,6,raw_image_evidence,full image evidence for VQA/VLM,-1.055435,0.0,False,60.253307,84.744386,0.999942,88.680281,-116.0,-2.930075,0.68,False,True,2816.0,8192.0,19446.171896,Hz,W,0.30662,0.36,0.134694,0.366234,1.561231,0.38,3.108778,46.360892,149.856,0.107755,5.0,201.324647
20,2,test_unseen_mixed,interference-heavy,test,M8,high,heavy,-1.993561,0,2,0000327_02601_d_0000724_1,counting,counting,critical,poor,expired,6,0,0.0,2.815744,154.955229,184.215198,True,False,False,False,False,20dB,53.03959,52.321335,12.166546,2,700000.0,0.8,0.65,0.65,6,raw_image_evidence,full image evidence for VQA/VLM,-1.047868,0.0,False,60.0,90.0,0.999975,84.54033,-116.0,1.168348,0.28,False,True,2816.0,8192.0,19291.216667,Hz,W,0.0,0.36,0.124036,0.390477,1.561231,0.38,2.815744,0.0,149.856,0.099229,5.0,154.955229
20,3,test_unseen_mixed,interference-heavy,test,M8,high,heavy,-1.997891,0,3,0000327_02601_d_0000724_1,counting,counting,critical,poor,expired,6,0,0.0,2.837385,154.959936,184.215198,True,False,False,False,False,20dB,50.670239,49.951984,11.615593,2,700000.0,0.8,0.65,0.65,6,raw_image_evidence,full image evidence for VQA/VLM,-1.048085,0.0,False,60.0,90.0,0.999975,86.90968,-116.0,-1.201003,0.28,False,True,2816.0,8192.0,19136.256731,Hz,W,0.0,0.36,0.129919,0.406235,1.561231,0.38,2.837385,0.0,149.856,0.103936,5.0,154.959936
