seed,task_id,service_level,risk_level,deadline_s,epsilon_k,sensed_snr_db,sinr_db,snr_bin,rate_mbps,distance_3d_m,path_loss_db,los_probability,payload_kb,tx_delay_s,arrival_delay_s,sense_delay_s,queue_delay_s,infer_delay_s,load_delay_s,utm_delay_s,delay_s,deadline_violation,semantic_accuracy_lcb,semantic_quality_gap,bandwidth_hz,power_w,cpu_share,gpu_share
17,0000244_05400_d_0000012_17,0,critical,3.3000000000000003,0.82,-22.202099,-26.254051,-5dB,0.000111,555.928366,164.083266,0.041478,0.0,0.0,0.0,0.0,0.138612,0.02,0.04,0.0,0.198612,0.0,0.530249,0.289751,32500.0,0.1,0.05,0.01
17,0000244_05400_d_0000012_17,1,critical,3.3000000000000003,0.82,-25.212399,-25.534983,-5dB,0.002618,555.928366,164.083266,0.041478,1.027361,3.214622,30.804859,0.16,0.138612,0.272,0.04,0.05,34.680093,1.0,0.896797,0.0,650000.0,1.0,0.4,0.15
17,0000244_05400_d_0000012_17,2,critical,3.3000000000000003,0.82,-25.212399,-25.534983,-5dB,0.002618,555.928366,164.083266,0.041478,37.48726,117.297943,30.804859,0.36,0.138612,2.255111,0.38,0.05,151.286525,1.0,0.953737,0.0,650000.0,1.0,0.7,0.45
17,0000276_02401_d_0000519_18,0,normal,5.5,0.65,-18.218572,-22.270524,-5dB,0.000277,480.250601,160.099739,0.045827,0.0,0.0,0.0,0.0,0.138612,0.02,0.04,0.0,0.198612,0.0,0.390805,0.259195,32500.0,0.1,0.05,0.01
17,0000276_02401_d_0000519_18,1,normal,5.5,0.65,-20.771297,-21.45815,-5dB,0.003006,480.250601,160.099739,0.045827,0.709613,1.934077,26.587884,0.16,0.138612,0.816,0.04,0.05,29.726572,1.0,0.804598,0.0,292500.0,0.5,0.25,0.05
17,0000276_02401_d_0000519_18,2,normal,5.5,0.65,-21.228872,-21.551456,-5dB,0.006538,480.250601,160.099739,0.045827,33.289961,41.713408,26.587884,0.36,0.138612,2.899429,0.38,0.05,72.129331,1.0,0.804598,0.0,650000.0,1.0,0.55,0.35
17,0000291_02601_d_0000881_19,0,normal,5.5,0.65,-19.670369,-23.72232,-5dB,0.000199,496.28331,161.551535,0.044757,0.0,0.0,0.0,0.0,0.138612,0.02,0.04,0.0,0.198612,0.0,0.671875,0.0,32500.0,0.1,0.05,0.01
17,0000291_02601_d_0000881_19,1,normal,5.5,0.65,-22.223094,-22.909946,-5dB,0.002154,496.28331,161.551535,0.044757,0.70485,2.680954,27.481594,0.16,0.138612,0.816,0.04,0.05,31.36716,1.0,0.78125,0.0,292500.0,0.5,0.25,0.05
17,0000291_02601_d_0000881_19,2,normal,5.5,0.65,-22.680669,-23.003252,-5dB,0.004685,496.28331,161.551535,0.044757,31.0457,54.289266,27.481594,0.36,0.138612,2.899429,0.38,0.05,85.598901,1.0,0.875,0.0,650000.0,1.0,0.55,0.35
18,0000291_03801_d_0000887_0,0,normal,5.5,0.65,-10.933235,-14.985186,-5dB,0.001465,231.663241,152.814401,0.098895,0.0,0.0,0.0,0.0,0.085584,0.02,0.04,0.0,0.145584,0.0,0.758621,0.0,32500.0,0.1,0.05,0.01
18,0000291_03801_d_0000887_0,1,normal,5.5,0.65,-13.48596,-14.172812,-5dB,0.015843,231.663241,152.814401,0.098895,0.709613,0.366919,12.676879,0.16,0.085584,0.816,0.04,0.05,14.195382,1.0,0.804598,0.0,292500.0,0.5,0.25,0.05
18,0000291_03801_d_0000887_0,2,normal,5.5,0.65,-13.943535,-14.266118,-5dB,0.034472,231.663241,152.814401,0.098895,33.289961,7.911049,12.676879,0.36,0.085584,2.899429,0.38,0.05,24.36294,1.0,0.804598,0.0,650000.0,1.0,0.55,0.35
18,0000277_04401_d_0000560_1,0,critical,3.3000000000000003,0.82,-6.419197,-10.471148,-5dB,0.004029,217.884113,148.300363,0.108338,0.0,0.0,0.0,0.0,0.085584,0.02,0.04,0.0,0.145584,0.0,0.530249,0.289751,32500.0,0.1,0.05,0.01
18,0000277_04401_d_0000560_1,1,critical,3.3000000000000003,0.82,-9.429497,-9.75208,-5dB,0.094372,217.884113,148.300363,0.108338,1.027361,0.08918,11.898943,0.16,0.085584,0.272,0.04,0.05,12.595707,1.0,0.896797,0.0,650000.0,1.0,0.4,0.15
18,0000277_04401_d_0000560_1,2,critical,3.3000000000000003,0.82,-9.429497,-9.75208,-5dB,0.094372,217.884113,148.300363,0.108338,37.48726,3.254093,11.898943,0.36,0.085584,2.255111,0.38,0.05,18.283731,1.0,0.953737,0.0,650000.0,1.0,0.7,0.45
18,0000271_07001_d_0000407_2,0,normal,5.5,0.65,-27.787155,-31.839106,-5dB,3.1e-05,469.967715,169.668322,0.046566,0.0,0.0,0.0,0.0,0.085584,0.02,0.04,0.0,0.145584,0.0,0.390805,0.259195,32500.0,0.1,0.05,0.01
18,0000271_07001_d_0000407_2,1,normal,5.5,0.65,-30.33988,-31.026733,-5dB,0.000333,469.967715,169.668322,0.046566,0.709613,17.456449,26.014576,0.16,0.085584,0.816,0.04,0.05,44.622609,1.0,0.804598,0.0,292500.0,0.5,0.25,0.05
18,0000271_07001_d_0000407_2,2,normal,5.5,0.65,-30.797455,-31.120039,-5dB,0.000724,469.967715,169.668322,0.046566,33.289961,376.519024,26.014576,0.36,0.085584,2.899429,0.38,0.05,406.308613,1.0,0.804598,0.0,650000.0,1.0,0.55,0.35
18,0000359_00981_d_0000704_3,0,normal,5.5,0.65,-19.658221,-23.710172,-5dB,0.000199,519.408314,161.539387,0.043367,0.0,0.0,0.0,0.0,0.085584,0.02,0.04,0.0,0.145584,0.0,0.566667,0.083333,32500.0,0.1,0.05,0.01
18,0000359_00981_d_0000704_3,1,normal,5.5,0.65,-22.210946,-22.897798,-5dB,0.00216,519.408314,161.539387,0.043367,0.725847,2.753126,28.770323,0.16,0.085584,0.816,0.04,0.05,32.675033,1.0,0.666667,0.0,292500.0,0.5,0.25,0.05
18,0000359_00981_d_0000704_3,2,normal,5.5,0.65,-22.668521,-22.991104,-5dB,0.004698,519.408314,161.539387,0.043367,31.097949,54.229113,28.770323,0.36,0.085584,2.899429,0.38,0.05,86.774448,1.0,0.7,0.0,650000.0,1.0,0.55,0.35
18,0000359_03529_d_0000712_4,0,normal,5.5,0.65,-15.381678,-19.433629,-5dB,0.000531,413.553126,157.262844,0.051548,0.0,0.0,0.0,0.0,0.085584,0.02,0.04,0.0,0.145584,0.0,0.758621,0.0,32500.0,0.1,0.05,0.01
18,0000359_03529_d_0000712_4,1,normal,5.5,0.65,-17.934403,-18.621255,-5dB,0.005757,413.553126,157.262844,0.051548,0.709613,1.009724,22.867451,0.16,0.085584,0.816,0.04,0.05,25.028759,1.0,0.804598,0.0,292500.0,0.5,0.25,0.05
18,0000359_03529_d_0000712_4,2,normal,5.5,0.65,-18.391978,-18.714561,-5dB,0.012524,413.553126,157.262844,0.051548,33.289961,21.775828,22.867451,0.36,0.085584,2.899429,0.38,0.05,48.418291,1.0,0.804598,0.0,650000.0,1.0,0.55,0.35
18,0000271_02601_d_0000386_5,0,critical,5.5,0.78,-13.654927,-17.706878,-5dB,0.000788,310.756867,155.536094,0.068045,0.0,0.0,0.0,0.0,0.085584,0.02,0.04,0.0,0.145584,0.0,0.902494,0.0,32500.0,0.1,0.05,0.01
18,0000271_02601_d_0000386_5,1,critical,5.5,0.78,-16.665227,-16.987811,-5dB,0.018578,310.756867,155.536094,0.068045,1.029653,0.454029,17.120653,0.16,0.085584,0.272,0.04,0.05,18.182265,1.0,0.201814,0.578186,650000.0,1.0,0.4,0.15
18,0000271_02601_d_0000386_5,2,critical,5.5,0.78,-16.665227,-16.987811,-5dB,0.018578,310.756867,155.536094,0.068045,37.365825,16.476567,17.120653,0.36,0.085584,2.255111,0.38,0.05,36.727915,1.0,0.0,0.78,650000.0,1.0,0.7,0.45
18,0000356_04117_d_0000650_6,0,normal,3.3000000000000003,0.82,-10.855535,-14.907486,-5dB,0.001491,274.676784,152.736702,0.078664,0.0,0.0,0.0,0.0,0.085584,0.02,0.04,0.0,0.145584,0.0,0.390805,0.429195,32500.0,0.1,0.05,0.01
18,0000356_04117_d_0000650_6,1,normal,3.3000000000000003,0.82,-13.40826,-14.095113,-5dB,0.016124,274.676784,152.736702,0.078664,0.709613,0.360534,15.097148,0.16,0.085584,0.816,0.04,0.05,16.609266,1.0,0.804598,0.015402,292500.0,0.5,0.25,0.05
18,0000356_04117_d_0000650_6,2,normal,3.3000000000000003,0.82,-13.865835,-14.188419,-5dB,0.035083,274.676784,152.736702,0.078664,33.289961,7.773317,15.097148,0.36,0.085584,2.899429,0.38,0.05,26.645478,1.0,0.804598,0.015402,650000.0,1.0,0.55,0.35
18,0000289_03001_d_0000826_7,0,normal,3.3000000000000003,0.82,-19.888911,-23.940862,-5dB,0.000189,467.567354,161.770077,0.046744,0.0,0.0,0.0,0.0,0.085584,0.02,0.04,0.0,0.145584,0.0,0.566667,0.253333,32500.0,0.1,0.05,0.01
18,0000289_03001_d_0000826_7,1,normal,3.3000000000000003,0.82,-22.441636,-23.128488,-5dB,0.002048,467.567354,161.770077,0.046744,0.725847,2.902937,25.880735,0.16,0.085584,0.816,0.04,0.05,29.935256,1.0,0.666667,0.153333,292500.0,0.5,0.25,0.05
18,0000289_03001_d_0000826_7,2,normal,3.3000000000000003,0.82,-22.899211,-23.221794,-5dB,0.004455,467.567354,161.770077,0.046744,31.097949,57.18015,25.880735,0.36,0.085584,2.899429,0.38,0.05,86.835897,1.0,0.7,0.12,650000.0,1.0,0.55,0.35
18,0000345_07057_d_0000345_8,0,normal,5.5,0.65,-19.381846,-23.433797,-5dB,0.000212,484.980419,161.263012,0.045501,0.0,0.0,0.0,0.0,0.085584,0.02,0.04,0.0,0.145584,0.0,0.567568,0.082432,32500.0,0.1,0.05,0.01
18,0000345_07057_d_0000345_8,1,normal,5.5,0.65,-21.934571,-22.621423,-5dB,0.002301,484.980419,161.263012,0.045501,0.727275,2.588901,26.851558,0.16,0.085584,0.816,0.04,0.05,30.592044,1.0,0.432432,0.217568,292500.0,0.5,0.25,0.05
18,0000345_07057_d_0000345_8,2,normal,5.5,0.65,-22.392146,-22.714729,-5dB,0.005006,484.980419,161.263012,0.045501,33.008182,54.020202,26.851558,0.36,0.085584,2.899429,0.38,0.05,84.646773,1.0,0.513514,0.136486,650000.0,1.0,0.55,0.35
18,0000287_00201_d_0000760_9,0,critical,5.5,0.78,-21.061438,-25.11339,-5dB,0.000144,489.292996,162.942605,0.045212,0.0,0.0,0.0,0.0,0.085584,0.02,0.04,0.0,0.145584,0.0,0.530249,0.249751,32500.0,0.1,0.05,0.01
18,0000287_00201_d_0000760_9,1,critical,5.5,0.78,-24.071738,-24.394322,-5dB,0.003403,489.292996,162.942605,0.045212,1.027361,2.473123,27.091958,0.16,0.085584,0.272,0.04,0.05,30.172665,1.0,0.896797,0.0,650000.0,1.0,0.4,0.15
18,0000287_00201_d_0000760_9,2,critical,5.5,0.78,-24.071738,-24.394322,-5dB,0.003403,489.292996,162.942605,0.045212,37.48726,90.241472,27.091958,0.36,0.085584,2.255111,0.38,0.05,120.464125,1.0,0.953737,0.0,650000.0,1.0,0.7,0.45
18,0000271_06601_d_0000405_10,0,normal,5.5,0.65,-11.855584,-15.907535,-5dB,0.001188,232.639131,153.73675,0.098296,0.0,0.0,0.0,0.0,0.085584,0.02,0.04,0.0,0.145584,0.0,0.390805,0.259195,32500.0,0.1,0.05,0.01
18,0000271_06601_d_0000405_10,1,normal,5.5,0.65,-14.408309,-15.095161,-5dB,0.012857,232.639131,153.73675,0.098296,0.709613,0.452127,12.731918,0.16,0.085584,0.816,0.04,0.05,14.335629,1.0,0.804598,0.0,292500.0,0.5,0.25,0.05
18,0000271_06601_d_0000405_10,2,normal,5.5,0.65,-14.865884,-15.188467,-5dB,0.027974,232.639131,153.73675,0.098296,33.289961,9.748903,12.731918,0.36,0.085584,2.899429,0.38,0.05,26.255834,1.0,0.804598,0.0,650000.0,1.0,0.55,0.35
18,0000280_02201_d_0000623_11,0,normal,5.5,0.65,-12.585136,-16.637087,-5dB,0.001006,297.223488,154.466303,0.071563,0.0,0.0,0.0,0.0,0.085584,0.02,0.04,0.0,0.145584,0.0,0.671875,0.0,32500.0,0.1,0.05,0.01
18,0000280_02201_d_0000623_11,1,normal,5.5,0.65,-15.137861,-15.824713,-5dB,0.010895,297.223488,154.466303,0.071563,0.70485,0.53,16.362201,0.16,0.085584,0.816,0.04,0.05,18.043784,1.0,0.78125,0.0,292500.0,0.5,0.25,0.05
18,0000280_02201_d_0000623_11,2,normal,5.5,0.65,-15.595436,-15.918019,-5dB,0.023702,297.223488,154.466303,0.071563,31.0457,10.730143,16.362201,0.36,0.085584,2.899429,0.38,0.05,30.867356,1.0,0.875,0.0,650000.0,1.0,0.55,0.35
18,0000216_00520_d_0000001_12,0,normal,3.3000000000000003,0.82,-19.106868,-23.158819,-5dB,0.000226,572.982645,160.988034,0.040703,0.0,0.0,0.0,0.0,0.085584,0.02,0.04,0.0,0.145584,0.0,0.758621,0.061379,32500.0,0.1,0.05,0.01
18,0000216_00520_d_0000001_12,1,normal,3.3000000000000003,0.82,-21.659593,-22.346445,-5dB,0.002451,572.982645,160.988034,0.040703,0.709613,2.371471,31.754708,0.16,0.085584,0.816,0.04,0.05,35.277762,1.0,0.804598,0.015402,292500.0,0.5,0.25,0.05
18,0000216_00520_d_0000001_12,2,normal,3.3000000000000003,0.82,-22.117168,-22.439751,-5dB,0.005332,572.982645,160.988034,0.040703,33.289961,51.147648,31.754708,0.36,0.085584,2.899429,0.38,0.05,86.677368,1.0,0.804598,0.015402,650000.0,1.0,0.55,0.35
18,0000291_01201_d_0000874_13,0,critical,3.3000000000000003,0.82,-27.946652,-31.998603,-5dB,3e-05,497.504922,169.827818,0.044679,0.0,0.0,0.0,0.0,0.085584,0.02,0.04,0.0,0.145584,0.0,0.902494,0.0,32500.0,0.1,0.05,0.01
18,0000291_01201_d_0000874_13,1,critical,3.3000000000000003,0.82,-30.956952,-31.279535,-5dB,0.000698,497.504922,169.827818,0.044679,1.029653,12.08115,27.549683,0.16,0.085584,0.272,0.04,0.05,40.238416,1.0,0.201814,0.618186,650000.0,1.0,0.4,0.15
18,0000291_01201_d_0000874_13,2,critical,3.3000000000000003,0.82,-30.956952,-31.279535,-5dB,0.000698,497.504922,169.827818,0.044679,37.365825,438.421476,27.549683,0.36,0.085584,2.255111,0.38,0.05,469.101854,1.0,0.0,0.82,650000.0,1.0,0.7,0.45
18,0000364_01765_d_0000782_14,0,normal,5.5,0.65,-16.003357,-20.055308,-5dB,0.000461,511.133542,157.884523,0.043845,0.0,0.0,0.0,0.0,0.085584,0.02,0.04,0.0,0.145584,0.0,0.432432,0.217568,32500.0,0.1,0.05,0.01
18,0000364_01765_d_0000782_14,1,normal,5.5,0.65,-18.556082,-19.242934,-5dB,0.004994,511.133542,157.884523,0.043845,0.727275,1.193038,28.309222,0.16,0.085584,0.816,0.04,0.05,30.653843,1.0,0.432432,0.217568,292500.0,0.5,0.25,0.05
18,0000364_01765_d_0000782_14,2,normal,5.5,0.65,-19.013657,-19.33624,-5dB,0.010863,511.133542,157.884523,0.043845,33.008182,24.892328,28.309222,0.36,0.085584,2.899429,0.38,0.05,56.976562,1.0,0.513514,0.136486,650000.0,1.0,0.55,0.35
18,0000271_00201_d_0000375_15,0,normal,5.5,0.65,-17.738925,-21.790876,-5dB,0.000309,330.722782,159.620091,0.06363,0.0,0.0,0.0,0.0,0.085584,0.02,0.04,0.0,0.145584,0.0,0.671875,0.0,32500.0,0.1,0.05,0.01
18,0000271_00201_d_0000375_15,1,normal,5.5,0.65,-20.29165,-20.978502,-5dB,0.003355,330.722782,159.620091,0.06363,0.70485,1.720933,18.238607,0.16,0.085584,0.816,0.04,0.05,21.111124,1.0,0.78125,0.0,292500.0,0.5,0.25,0.05
18,0000271_00201_d_0000375_15,2,normal,5.5,0.65,-20.749225,-21.071808,-5dB,0.007298,330.722782,159.620091,0.06363,31.0457,34.847803,18.238607,0.36,0.085584,2.899429,0.38,0.05,56.861423,1.0,0.875,0.0,650000.0,1.0,0.55,0.35
18,0000277_03201_d_0000554_16,0,normal,3.3000000000000003,0.82,-5.476643,-9.528594,-5dB,0.004955,284.879341,147.35781,0.075233,0.0,0.0,0.0,0.0,0.085584,0.02,0.04,0.0,0.145584,0.0,0.758621,0.061379,32500.0,0.1,0.05,0.01
18,0000277_03201_d_0000554_16,1,normal,3.3000000000000003,0.82,-8.029368,-8.71622,-5dB,0.053212,284.879341,147.35781,0.075233,0.709613,0.109245,15.669842,0.16,0.085584,0.816,0.04,0.05,16.930671,1.0,0.804598,0.015402,292500.0,0.5,0.25,0.05
18,0000277_03201_d_0000554_16,2,normal,3.3000000000000003,0.82,-8.486943,-8.809526,-5dB,0.115884,284.879341,147.35781,0.075233,33.289961,2.353307,15.669842,0.36,0.085584,2.899429,0.38,0.05,21.798162,1.0,0.804598,0.015402,650000.0,1.0,0.55,0.35
18,0000263_02401_d_0000179_17,0,critical,5.5,0.78,-18.702978,-22.754929,-5dB,0.000248,470.614964,160.584144,0.046518,0.0,0.0,0.0,0.0,0.085584,0.02,0.04,0.0,0.145584,0.0,0.530249,0.249751,32500.0,0.1,0.05,0.01
18,0000263_02401_d_0000179_17,1,critical,5.5,0.78,-21.713278,-22.035861,-5dB,0.00585,470.614964,160.584144,0.046518,1.027361,1.438688,26.050666,0.16,0.085584,0.272,0.04,0.05,28.096938,1.0,0.896797,0.0,650000.0,1.0,0.4,0.15
18,0000263_02401_d_0000179_17,2,critical,5.5,0.78,-21.713278,-22.035861,-5dB,0.00585,470.614964,160.584144,0.046518,37.48726,52.496115,26.050666,0.36,0.085584,2.255111,0.38,0.05,81.677476,1.0,0.953737,0.0,650000.0,1.0,0.7,0.45
18,0000277_04001_d_0000558_18,0,normal,5.5,0.65,-17.927397,-21.979348,-5dB,0.000296,490.108208,159.808563,0.045158,0.0,0.0,0.0,0.0,0.085584,0.02,0.04,0.0,0.145584,0.0,0.432432,0.217568,32500.0,0.1,0.05,0.01
18,0000277_04001_d_0000558_18,1,normal,5.5,0.65,-20.480122,-21.166974,-5dB,0.003213,490.108208,159.808563,0.045158,0.727275,1.854131,27.137399,0.16,0.085584,0.816,0.04,0.05,30.143114,1.0,0.432432,0.217568,292500.0,0.5,0.25,0.05
18,0000277_04001_d_0000558_18,2,normal,5.5,0.65,-20.937697,-21.26028,-5dB,0.006989,490.108208,159.808563,0.045158,33.008182,38.687544,27.137399,0.36,0.085584,2.899429,0.38,0.05,69.599956,1.0,0.513514,0.136486,650000.0,1.0,0.55,0.35
18,0000273_05601_d_0000466_19,0,normal,5.5,0.65,-17.223686,-21.275637,-5dB,0.000348,437.902811,159.104853,0.049179,0.0,0.0,0.0,0.0,0.085584,0.02,0.04,0.0,0.145584,0.0,0.671875,0.0,32500.0,0.1,0.05,0.01
18,0000273_05601_d_0000466_19,1,normal,5.5,0.65,-19.776411,-20.463263,-5dB,0.003776,437.902811,159.104853,0.049179,0.70485,1.529174,24.226227,0.16,0.085584,0.816,0.04,0.05,26.906985,1.0,0.78125,0.0,292500.0,0.5,0.25,0.05
18,0000273_05601_d_0000466_19,2,normal,5.5,0.65,-20.233986,-20.55657,-5dB,0.008213,437.902811,159.104853,0.049179,31.0457,30.964479,24.226227,0.36,0.085584,2.899429,0.38,0.05,58.965719,1.0,0.875,0.0,650000.0,1.0,0.55,0.35
19,0000364_01569_d_0000781_0,0,normal,5.5,0.65,-6.487252,-10.539203,-5dB,0.003969,235.903655,148.368418,0.096351,0.0,0.0,0.0,0.0,0.158502,0.02,0.04,0.0,0.218502,0.0,0.758621,0.0,32500.0,0.1,0.05,0.01
19,0000364_01569_d_0000781_0,1,normal,5.5,0.65,-9.039977,-9.726829,-5dB,0.042703,235.903655,148.368418,0.096351,0.709613,0.13613,12.915984,0.16,0.158502,0.816,0.04,0.05,14.276615,1.0,0.804598,0.0,292500.0,0.5,0.25,0.05
19,0000364_01569_d_0000781_0,2,normal,5.5,0.65,-9.497552,-9.820135,-5dB,0.092975,235.903655,148.368418,0.096351,33.289961,2.933163,12.915984,0.36,0.158502,2.899429,0.38,0.05,19.697077,1.0,0.804598,0.0,650000.0,1.0,0.55,0.35
19,0000223_01802_d_0000005_1,0,critical,5.5,0.78,-11.504689,-15.55664,-5dB,0.001287,255.909881,153.385856,0.086148,0.0,0.0,0.0,0.0,0.158502,0.02,0.04,0.0,0.218502,0.0,0.902494,0.0,32500.0,0.1,0.05,0.01
19,0000223_01802_d_0000005_1,1,critical,5.5,0.78,-14.514989,-14.837572,-5dB,0.03029,255.909881,153.385856,0.086148,1.029653,0.278473,14.042469,0.16,0.158502,0.272,0.04,0.05,15.001444,1.0,0.201814,0.578186,650000.0,1.0,0.4,0.15
19,0000223_01802_d_0000005_1,2,critical,5.5,0.78,-14.514989,-14.837572,-5dB,0.03029,255.909881,153.385856,0.086148,37.365825,10.105708,14.042469,0.36,0.158502,2.255111,0.38,0.05,27.35179,1.0,0.0,0.78,650000.0,1.0,0.7,0.45
19,0000360_06273_d_0000745_2,0,normal,5.5,0.65,-20.650538,-24.702489,-5dB,0.000159,592.434887,162.531704,0.039888,0.0,0.0,0.0,0.0,0.158502,0.02,0.04,0.0,0.218502,0.0,0.432432,0.217568,32500.0,0.1,0.05,0.01
19,0000360_06273_d_0000745_2,1,normal,5.5,0.65,-23.203263,-23.890115,-5dB,0.00172,592.434887,162.531704,0.039888,0.727275,3.464855,32.837944,0.16,0.158502,0.816,0.04,0.05,37.5273,1.0,0.432432,0.217568,292500.0,0.5,0.25,0.05
19,0000360_06273_d_0000745_2,2,normal,5.5,0.65,-23.660838,-23.983421,-5dB,0.00374,592.434887,162.531704,0.039888,33.008182,72.298973,32.837944,0.36,0.158502,2.899429,0.38,0.05,108.984847,1.0,0.513514,0.136486,650000.0,1.0,0.55,0.35
19,0000271_07401_d_0000409_3,0,normal,5.5,0.65,-20.008454,-24.060406,-5dB,0.000184,555.512167,161.889621,0.041498,0.0,0.0,0.0,0.0,0.158502,0.02,0.04,0.0,0.218502,0.0,0.566667,0.083333,32500.0,0.1,0.05,0.01
19,0000271_07401_d_0000409_3,1,normal,5.5,0.65,-22.561179,-23.248032,-5dB,0.001993,555.512167,161.889621,0.041498,0.725847,2.983757,30.781677,0.16,0.158502,0.816,0.04,0.05,34.989936,1.0,0.666667,0.0,292500.0,0.5,0.25,0.05
19,0000271_07401_d_0000409_3,2,normal,5.5,0.65,-23.018754,-23.341338,-5dB,0.004335,555.512167,161.889621,0.041498,31.097949,58.772163,30.781677,0.36,0.158502,2.899429,0.38,0.05,93.401771,1.0,0.7,0.0,650000.0,1.0,0.55,0.35
19,0000327_01401_d_0000718_4,0,normal,5.5,0.65,-19.531963,-23.583914,-5dB,0.000205,464.853411,161.413129,0.04695,0.0,0.0,0.0,0.0,0.158502,0.02,0.04,0.0,0.218502,0.0,0.758621,0.0,32500.0,0.1,0.05,0.01
19,0000327_01401_d_0000718_4,1,normal,5.5,0.65,-22.084688,-22.77154,-5dB,0.002223,464.853411,161.413129,0.04695,0.709613,2.614628,25.729402,0.16,0.158502,0.816,0.04,0.05,29.568532,1.0,0.804598,0.0,292500.0,0.5,0.25,0.05
19,0000327_01401_d_0000718_4,2,normal,5.5,0.65,-22.542263,-22.864846,-5dB,0.004836,464.853411,161.413129,0.04695,33.289961,56.392357,25.729402,0.36,0.158502,2.899429,0.38,0.05,85.969689,1.0,0.804598,0.0,650000.0,1.0,0.55,0.35
19,0000295_01200_d_0000027_5,0,critical,5.5,0.78,-10.746317,-14.798269,-5dB,0.001528,273.133795,152.627484,0.079218,0.0,0.0,0.0,0.0,0.158502,0.02,0.04,0.0,0.218502,0.0,0.530249,0.249751,32500.0,0.1,0.05,0.01
19,0000295_01200_d_0000027_5,1,critical,5.5,0.78,-13.756617,-14.079201,-5dB,0.03596,273.133795,152.627484,0.079218,1.027361,0.234045,15.010497,0.16,0.158502,0.272,0.04,0.05,15.925044,1.0,0.896797,0.0,650000.0,1.0,0.4,0.15
19,0000295_01200_d_0000027_5,2,critical,5.5,0.78,-13.756617,-14.079201,-5dB,0.03596,273.133795,152.627484,0.079218,37.48726,8.540028,15.010497,0.36,0.158502,2.255111,0.38,0.05,26.754138,1.0,0.953737,0.0,650000.0,1.0,0.7,0.45
19,0000289_01401_d_0000818_6,0,normal,5.5,0.65,-15.041516,-19.093468,-5dB,0.000574,283.301082,156.922683,0.075739,0.0,0.0,0.0,0.0,0.158502,0.02,0.04,0.0,0.218502,0.0,0.390805,0.259195,32500.0,0.1,0.05,0.01
19,0000289_01401_d_0000818_6,1,normal,5.5,0.65,-17.594242,-18.281094,-5dB,0.006223,283.301082,156.922683,0.075739,0.709613,0.934172,15.581279,0.16,0.158502,0.816,0.04,0.05,17.739952,1.0,0.804598,0.0,292500.0,0.5,0.25,0.05
19,0000289_01401_d_0000818_6,2,normal,5.5,0.65,-18.051816,-18.3744,-5dB,0.013537,283.301082,156.922683,0.075739,33.289961,20.146223,15.581279,0.36,0.158502,2.899429,0.38,0.05,39.575432,1.0,0.804598,0.0,650000.0,1.0,0.55,0.35
19,0000244_04000_d_0000009_7,0,normal,5.5,0.65,-20.701055,-24.753006,-5dB,0.000157,502.023666,162.582221,0.044396,0.0,0.0,0.0,0.0,0.158502,0.02,0.04,0.0,0.218502,0.0,0.671875,0.0,32500.0,0.1,0.05,0.01
19,0000244_04000_d_0000009_7,1,normal,5.5,0.65,-23.25378,-23.940632,-5dB,0.0017,502.023666,162.582221,0.044396,0.70485,3.397224,27.801532,0.16,0.158502,0.816,0.04,0.05,32.423258,1.0,0.78125,0.0,292500.0,0.5,0.25,0.05
19,0000244_04000_d_0000009_7,2,normal,5.5,0.65,-23.711355,-24.033938,-5dB,0.003697,502.023666,162.582221,0.044396,31.0457,68.794495,27.801532,0.36,0.158502,2.899429,0.38,0.05,100.443957,1.0,0.875,0.0,650000.0,1.0,0.55,0.35
19,0000283_00401_d_0000676_8,0,normal,5.5,0.65,-23.846617,-27.898568,-5dB,7.6e-05,491.185384,165.727783,0.045087,0.0,0.0,0.0,0.0,0.158502,0.02,0.04,0.0,0.218502,0.0,0.758621,0.0,32500.0,0.1,0.05,0.01
19,0000283_00401_d_0000676_8,1,normal,5.5,0.65,-26.399342,-27.086194,-5dB,0.000825,491.185384,165.727783,0.045087,0.709613,7.049448,27.197442,0.16,0.158502,0.816,0.04,0.05,35.471392,1.0,0.804598,0.0,292500.0,0.5,0.25,0.05
19,0000283_00401_d_0000676_8,2,normal,5.5,0.65,-26.856917,-27.1795,-5dB,0.001794,491.185384,165.727783,0.045087,33.289961,152.048015,27.197442,0.36,0.158502,2.899429,0.38,0.05,183.093388,1.0,0.804598,0.0,650000.0,1.0,0.55,0.35
19,0000213_05340_d_0000246_9,0,critical,5.5,0.78,-18.655797,-22.707749,-5dB,0.000251,473.560631,160.536964,0.046303,0.0,0.0,0.0,0.0,0.158502,0.02,0.04,0.0,0.218502,0.0,0.530249,0.249751,32500.0,0.1,0.05,0.01
19,0000213_05340_d_0000246_9,1,critical,5.5,0.78,-21.666097,-21.988681,-5dB,0.005914,473.560631,160.536964,0.046303,1.027361,1.423192,26.214904,0.16,0.158502,0.272,0.04,0.05,28.318598,1.0,0.896797,0.0,650000.0,1.0,0.4,0.15
19,0000213_05340_d_0000246_9,2,critical,5.5,0.78,-21.666097,-21.988681,-5dB,0.005914,473.560631,160.536964,0.046303,37.48726,51.930667,26.214904,0.36,0.158502,2.255111,0.38,0.05,81.349184,1.0,0.953737,0.0,650000.0,1.0,0.7,0.45
