scenario,benchmark_policy,seeds,runs,episodes_per_seed,tasks_total,variant_kind,semantic_success_rate_mean,semantic_success_rate_std,task_success_rate_mean,task_success_rate_std,average_accuracy_mean,average_accuracy_std,average_accuracy_mean_mean,average_accuracy_mean_std,average_uncertainty_mean,average_uncertainty_std,average_semantic_quality_gap_mean,average_semantic_quality_gap_std,average_epsilon_k_mean,average_epsilon_k_std,failed_epsilon_k_mean_mean,failed_epsilon_k_mean_std,failed_epsilon_k_min_mean,failed_epsilon_k_min_std,failed_epsilon_k_max_mean,failed_epsilon_k_max_std,average_q_quality_mean,average_q_quality_std,average_q_deadline_mean,average_q_deadline_std,average_q_energy_mean,average_q_energy_std,average_q_utm_mean,average_q_utm_std,average_mobility_energy_j_mean,average_mobility_energy_j_std,average_arrival_delay_s_mean,average_arrival_delay_s_std,average_coverage_gain_mean,average_coverage_gain_std,average_utm_conflict_risk_mean,average_utm_conflict_risk_std,average_delay_mean,average_delay_std,average_energy_mean,average_energy_std,average_payload_kb_mean,average_payload_kb_std,deadline_violation_rate_mean,deadline_violation_rate_std,utm_conflict_violation_rate_mean,utm_conflict_violation_rate_std,service_level_0_ratio_mean,service_level_0_ratio_std,service_level_1_ratio_mean,service_level_1_ratio_std,service_level_2_ratio_mean,service_level_2_ratio_std,semantic_path_cache_ratio_mean,semantic_path_cache_ratio_std,semantic_path_token_ratio_mean,semantic_path_token_ratio_std,semantic_path_image_ratio_mean,semantic_path_image_ratio_std,semantic_path_defer_ratio_mean,semantic_path_defer_ratio_std,semantic_path_cache_update_ratio_mean,semantic_path_cache_update_ratio_std,cache_eligible_ratio_mean,cache_eligible_ratio_std,joint_feasible_selection_ratio_mean,joint_feasible_selection_ratio_std,deadline_infeasible_selection_ratio_mean,deadline_infeasible_selection_ratio_std,utm_infeasible_selection_ratio_mean,utm_infeasible_selection_ratio_std,average_selected_path_deadline_slack_s_mean,average_selected_path_deadline_slack_s_std,average_q_defer_mean,average_q_defer_std,average_q_cache_stale_mean,average_q_cache_stale_std,expert_path_agreement_rate_mean,expert_path_agreement_rate_std,expert_path_cache_ratio_mean,expert_path_cache_ratio_std,expert_path_token_ratio_mean,expert_path_token_ratio_std,expert_path_image_ratio_mean,expert_path_image_ratio_std,expert_path_defer_ratio_mean,expert_path_defer_ratio_std,expert_path_cache_update_ratio_mean,expert_path_cache_update_ratio_std,average_defer_count_mean,average_defer_count_std,bc_loss_mean,bc_loss_std
normal_patrol,always_image,"0,1,2",3,50,1488,heuristic,0.432123,0.008394,0.002016,0.0,0.47377,0.002222,0.597497,0.003057,0.365668,0.000291,0.310803,0.002456,0.762816,0.000291,0.782162,0.00033,0.65,0.0,0.82,0.0,1.963027,0.027015,15.292806,0.144892,1515.440267,9.272462,0.0,0.0,548.262011,2.809768,3.626072,0.018583,0.057599,0.000324,0.080039,8.9e-05,7.204922,0.020063,765.28086,2.926063,192.81859,0.127329,0.997984,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002016,0.0,0.997984,0.0,0.0,0.0,-4.948202,0.021221,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.989919,0.0,0.0,0.0,0.010081,0.0,0.0,0.0,0.0,0.0,0.0,0.0
normal_patrol,always_semantic_token,"0,1,2",3,50,1488,heuristic,0.386425,0.008148,0.05914,0.002328,0.601472,0.001246,0.814326,0.001478,0.375713,0.000306,0.181199,0.001365,0.760061,0.000474,0.789735,0.000351,0.65,0.0,0.82,0.0,1.142716,0.014526,7.796434,0.065336,1259.690726,8.548062,0.0,0.0,660.094735,2.556803,4.365706,0.01691,0.068295,0.000552,0.079173,0.000261,5.210493,0.018017,705.913014,2.655512,1.078509,0.001042,0.765457,0.002328,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.051747,0.001164,0.065188,0.002328,0.765457,0.002328,0.0,0.0,-2.94638,0.018218,0.0,0.0,0.0,0.0,0.959677,0.0,0.038306,0.0,0.959677,0.0,0.0,0.0,0.002016,0.0,0.0,0.0,0.0,0.0,0.0,0.0
normal_patrol,lyapunov_greedy,"0,1,2",3,50,1488,heuristic,0.0,0.0,0.0,0.0,0.415964,0.000416,0.508303,0.000415,0.347912,0.000343,0.346832,0.000127,0.762796,0.000291,0.762796,0.000291,0.65,0.0,0.82,0.0,1.668054,0.003971,0.0,0.0,0.0,0.0,0.0,0.0,78.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.192538,0.000155,85.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.148215,0.001256,0.0,0.0,5.465726,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
normal_patrol,semantic_greedy,"0,1,2",3,50,1488,heuristic,0.416667,0.008148,0.05914,0.002328,0.459456,0.002398,0.570964,0.003418,0.351669,0.000495,0.324718,0.002519,0.760665,0.000474,0.788788,0.000379,0.65,0.0,0.82,0.0,2.035822,0.027101,15.605632,0.21032,1700.180781,16.647393,0.0,0.0,654.54075,2.556803,4.327933,0.01691,0.067721,0.000552,0.08118,0.000261,6.900021,0.039074,808.414674,3.900144,117.579335,1.591777,0.94086,0.002328,0.0,0.0,0.002016,0.0,0.380376,0.008148,0.617608,0.008148,0.002016,0.0,0.380376,0.008148,0.617608,0.008148,0.0,0.0,0.0,0.0,0.043683,0.001164,0.057124,0.002328,0.94086,0.002328,0.0,0.0,-4.641795,0.039885,0.0,0.0,0.018145,0.0,0.362231,0.008148,0.034274,0.0,0.96371,0.0,0.0,0.0,0.002016,0.0,0.0,0.0,0.0,0.0,0.0,0.0
normal_patrol,semantic_path_two_timescale_ppo,"0,1,2",3,50,1482,rl,0.273954,0.003092,0.273954,0.003092,0.596317,0.00112,0.739788,0.000459,0.331776,0.000855,0.177845,0.000937,0.752091,0.000199,0.775688,0.000295,0.65,0.0,0.82,0.0,0.969677,0.002074,0.0,0.0,0.0,0.0,0.0,0.0,78.0,0.0,0.0,0.0,0.0,0.0,0.038597,0.000781,0.500519,0.002073,94.777039,0.042399,0.546325,0.003743,0.0,0.0,0.0,0.0,0.435897,0.003092,0.564103,0.003092,0.0,0.0,0.435897,0.003092,0.564103,0.003092,0.0,0.0,0.0,0.0,0.0,0.0,0.097841,0.003092,0.066127,0.001169,0.530364,0.002025,0.0,0.0,-2.158717,0.023229,0.0,0.0,2.259109,0.030229,0.563428,0.005095,0.091093,0.004049,0.908907,0.004049,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002458,0.001207
utm_conflict,always_cache,"0,1,2",3,50,750,heuristic,0.0,0.0,0.0,0.0,0.387187,0.00161,0.482564,0.001695,0.373546,0.000109,0.432813,0.00161,0.82,0.0,0.82,0.0,0.82,0.0,0.82,0.0,1.147259,0.005154,0.0,0.0,0.0,0.0,0.0,0.0,78.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.202739,0.000418,85.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.175261,0.01136,0.0,0.0,3.0,0.0,0.181333,0.00611,0.181333,0.00611,0.818667,0.00611,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
utm_conflict,always_image,"0,1,2",3,50,750,heuristic,0.0,0.0,0.0,0.0,0.420942,0.004716,0.545333,0.00611,0.391401,0.0,0.399058,0.004716,0.82,0.0,0.82,0.0,0.82,0.0,0.82,0.0,1.28054,0.019282,29.242419,0.074919,3271.13674,3.983533,0.549333,0.00611,1355.501972,2.359334,8.96496,0.015604,0.128971,0.000936,0.02079,0.001963,12.59604,0.012347,1564.632573,2.359752,199.641545,0.095778,1.0,0.0,0.181333,0.00611,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.181333,0.00611,-11.29804,0.024113,0.0,0.0,0.0,0.0,0.0,0.0,0.181333,0.00611,0.818667,0.00611,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
utm_conflict,always_semantic_token,"0,1,2",3,50,750,heuristic,0.0,0.0,0.0,0.0,0.58245,0.002546,0.825128,0.00235,0.419872,0.000382,0.23755,0.002546,0.82,0.0,0.82,0.0,0.82,0.0,0.82,0.0,0.757649,0.010409,21.000576,0.073635,2748.433501,3.981853,0.549333,0.00611,1355.501972,2.359334,8.96496,0.015604,0.128971,0.000936,0.02079,0.001963,9.82243,0.011949,1390.398876,2.359337,1.188237,2e-06,1.0,0.0,0.181333,0.00611,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.181333,0.00611,-8.52443,0.023723,0.0,0.0,0.0,0.0,0.818667,0.00611,0.181333,0.00611,0.818667,0.00611,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
utm_conflict,lyapunov_greedy,"0,1,2",3,50,750,heuristic,0.0,0.0,0.0,0.0,0.387187,0.00161,0.482564,0.001695,0.373546,0.000109,0.432813,0.00161,0.82,0.0,0.82,0.0,0.82,0.0,0.82,0.0,1.147259,0.005154,0.0,0.0,0.0,0.0,0.0,0.0,78.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.202739,0.000418,85.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.175261,0.01136,0.0,0.0,3.0,0.0,0.181333,0.00611,0.181333,0.00611,0.818667,0.00611,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
utm_conflict,semantic_greedy,"0,1,2",3,50,750,heuristic,0.0,0.0,0.0,0.0,0.420942,0.004716,0.545333,0.00611,0.391401,0.0,0.399058,0.004716,0.82,0.0,0.82,0.0,0.82,0.0,0.82,0.0,1.28054,0.019282,29.242419,0.074919,3271.13674,3.983533,0.549333,0.00611,1355.501972,2.359334,8.96496,0.015604,0.128971,0.000936,0.02079,0.001963,12.59604,0.012347,1564.632573,2.359752,199.641545,0.095778,1.0,0.0,0.181333,0.00611,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.181333,0.00611,-11.29804,0.024113,0.0,0.0,0.0,0.0,0.0,0.0,0.181333,0.00611,0.818667,0.00611,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
utm_conflict,semantic_path_two_timescale_ppo,"0,1,2",3,50,750,rl,0.0,0.0,0.0,0.0,0.596255,0.018809,0.746359,0.0231,0.381589,0.000607,0.223745,0.018809,0.82,0.0,0.82,0.0,0.82,0.0,0.82,0.0,0.607896,0.044118,12.575442,1.332294,1822.744785,194.438158,0.0,0.0,869.9614,79.930936,5.561121,0.544541,0.055373,0.005047,0.0,0.0,6.001132,0.54913,888.053302,80.723417,0.449894,0.035984,0.481333,0.022745,0.0,0.0,0.621333,0.030288,0.378667,0.030288,0.0,0.0,0.621333,0.030288,0.378667,0.030288,0.0,0.0,0.0,0.0,0.0,0.0,0.017333,0.002309,0.004,0.004,0.417333,0.024111,0.0,0.0,-2.768614,0.307039,0.0,0.0,1.882667,0.069895,0.548,0.021166,0.196,0.008,0.804,0.008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.105616,0.028772
