policy,scenario,episodes,tasks,semantic_success_rate,task_success_rate,average_accuracy,average_accuracy_mean,average_uncertainty,average_delay,average_energy,average_payload_kb,average_semantic_payload_kb,average_semantic_quality_gap,average_epsilon_k,failed_epsilon_k_mean,failed_epsilon_k_min,failed_epsilon_k_max,average_q_quality,average_q_deadline,average_q_energy,average_q_risk,average_q_utm,average_mobility_energy_j,average_arrival_delay_s,average_coverage_gain,average_utm_conflict_risk,payload_reduction_vs_always_image,quality_violation_rate,deadline_violation_rate,battery_violation_rate,resource_violation_rate,airspace_conflict_rate,utm_constraint_violation_rate,utm_conflict_violation_rate,service_level_0_ratio,service_level_1_ratio,service_level_2_ratio,service_level_3_ratio,semantic_path_cache_ratio,semantic_path_token_ratio,semantic_path_image_ratio,semantic_path_defer_ratio,semantic_path_cache_update_ratio,cache_eligible_ratio,average_q_defer,average_q_cache_stale,average_reward,seed,benchmark_policy,variant_kind
semantic_greedy,low_snr_soft,50,397,0.944584,0.241814,0.82044,0.865704,0.107082,14.946022,1873.328852,2.4793,2.4793,0.013063,0.778463,0.657727,0.65,0.82,0.014037,42.710482,6101.774822,0.04534,0.0,1827.321023,11.954214,0.012941,0.085882,0.932931,0.055416,0.758186,0.027708,0.0,0.0,0.0,0.0,0.254408,0.690176,0.055416,0.0,0.254408,0.690176,0.055416,0.0,0.0,0.284635,0.0,0.937028,-4.60041,0,semantic_greedy,heuristic
lyapunov_greedy,low_snr_soft,50,397,0.355164,0.355164,0.530486,0.553706,0.089693,0.18565,85.85,0.0,0.0,0.266759,0.77597,0.762969,0.65,0.82,1.082835,0.0,0.0,0.0,0.0,78.0,0.0,0.0,0.0,1.0,0.644836,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.130982,0.0,3.438287,-0.509544,0,lyapunov_greedy,heuristic
ppo,low_snr_soft,50,397,0.934509,0.284635,0.810879,0.851783,0.102258,13.116099,110.579627,0.659068,0.659068,0.021721,0.777531,0.682692,0.65,0.82,0.072778,40.65308,0.0,0.0,0.0,77.214106,0.0,0.0,0.081777,0.0,0.065491,0.687657,0.0,0.0,0.0,0.0,0.0,0.327456,0.672544,0.0,0.0,0.31738,0.448363,0.0,0.010076,0.224181,0.267003,0.070529,1.11335,-3.410578,0,semantic_path_two_timescale_ppo,rl
always_cache,low_snr_soft,50,397,0.342569,0.342569,0.524218,0.5475,0.089771,0.185158,85.85,0.0,0.0,0.272057,0.775668,0.763448,0.65,0.82,1.11288,0.0,0.0,0.0,0.0,78.0,0.0,0.0,0.0,1.0,0.657431,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.130982,0.0,3.438287,-0.510045,1,always_cache,heuristic
always_semantic_token,low_snr_soft,50,397,0.657431,0.0,0.61705,0.6672,0.112785,18.198491,2520.251065,0.985565,0.985565,0.198862,0.778766,0.777647,0.65,0.82,0.933936,58.920205,8705.236029,0.070529,0.0,2478.661189,16.393262,0.014117,0.11578,0.973209,0.342569,1.0,0.04534,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.360202,0.0,0.0,-5.977226,1,always_semantic_token,heuristic
always_image,low_snr_soft,50,397,0.657431,0.0,0.61248,0.64693,0.096701,53.990748,2728.630463,36.787224,36.787224,0.243917,0.778766,0.777647,0.65,0.82,1.170936,207.253171,9621.976111,0.118388,0.0,2478.661189,16.393262,0.014117,0.11578,0.0,0.342569,1.0,0.078086,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.360202,0.0,0.0,-13.288113,1,always_image,heuristic
semantic_greedy,low_snr_soft,50,397,0.947103,0.229219,0.821051,0.866539,0.107226,14.491942,1897.16919,2.410415,2.410415,0.01233,0.778463,0.658095,0.65,0.82,0.013304,43.281651,6245.209594,0.047859,0.0,1851.91957,12.1234,0.011923,0.087813,0.934477,0.052897,0.770781,0.030227,0.0,0.0,0.0,0.0,0.241814,0.70529,0.052897,0.0,0.241814,0.70529,0.052897,0.0,0.0,0.292191,0.0,0.881612,-4.527853,1,semantic_greedy,heuristic
lyapunov_greedy,low_snr_soft,50,397,0.342569,0.342569,0.524218,0.5475,0.089771,0.185158,85.85,0.0,0.0,0.272057,0.775668,0.763448,0.65,0.82,1.11288,0.0,0.0,0.0,0.0,78.0,0.0,0.0,0.0,1.0,0.657431,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.130982,0.0,3.438287,-0.510045,1,lyapunov_greedy,heuristic
ppo,low_snr_soft,50,397,0.926952,0.254408,0.806095,0.847924,0.103843,17.881595,115.107061,0.684946,0.684946,0.025202,0.777179,0.685172,0.65,0.82,0.088061,56.205461,0.0,0.0,0.0,77.017632,0.0,0.0,0.084215,0.0,0.073048,0.712846,0.0,0.0,0.0,0.0,0.0,0.302267,0.697733,0.0,0.0,0.289673,0.453401,0.0,0.012594,0.244332,0.287154,0.083123,0.957179,-4.345549,1,semantic_path_two_timescale_ppo,rl
always_cache,low_snr_soft,50,397,0.335013,0.335013,0.520065,0.543393,0.08987,0.185144,85.85,0.0,0.0,0.275999,0.775567,0.764091,0.65,0.82,1.132323,0.0,0.0,0.0,0.0,78.0,0.0,0.0,0.0,1.0,0.664987,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.130982,0.0,3.438287,-0.509443,2,always_cache,heuristic
always_semantic_token,low_snr_soft,50,397,0.654912,0.0,0.615483,0.665571,0.112675,18.349571,2532.170903,0.985716,0.985716,0.200247,0.778665,0.777372,0.65,0.82,0.944167,59.643716,8806.497943,0.070529,0.0,2490.542704,16.471843,0.016499,0.116017,0.973242,0.345088,1.0,0.04534,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.352645,0.0,0.0,-6.014729,2,always_semantic_token,heuristic
always_image,low_snr_soft,50,397,0.654912,0.0,0.609998,0.64435,0.096576,55.697905,2742.140567,36.837994,36.837994,0.245781,0.778665,0.777372,0.65,0.82,1.184286,210.705306,9725.992349,0.115869,0.0,2490.542704,16.471843,0.016499,0.116017,0.0,0.345088,1.0,0.075567,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.352645,0.0,0.0,-13.637569,2,always_image,heuristic
semantic_greedy,low_snr_soft,50,397,0.947103,0.231738,0.821309,0.866737,0.107128,14.774202,1910.46742,2.410552,2.410552,0.01233,0.778363,0.658095,0.65,0.82,0.013304,43.65701,6338.99705,0.047859,0.0,1865.031026,12.210116,0.014926,0.088611,0.934563,0.052897,0.768262,0.030227,0.0,0.0,0.0,0.0,0.241814,0.70529,0.052897,0.0,0.241814,0.70529,0.052897,0.0,0.0,0.284635,0.0,0.871537,-4.575726,2,semantic_greedy,heuristic
lyapunov_greedy,low_snr_soft,50,397,0.335013,0.335013,0.520065,0.543393,0.08987,0.185144,85.85,0.0,0.0,0.275999,0.775567,0.764091,0.65,0.82,1.132323,0.0,0.0,0.0,0.0,78.0,0.0,0.0,0.0,1.0,0.664987,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.130982,0.0,3.438287,-0.509443,2,lyapunov_greedy,heuristic
ppo,low_snr_soft,50,397,0.93199,0.274559,0.810594,0.852087,0.103616,20.999579,118.106075,0.672019,0.672019,0.021071,0.775264,0.675185,0.65,0.82,0.063275,66.922399,0.0,0.0,0.0,77.410579,0.0,0.0,0.086154,0.0,0.06801,0.697733,0.0,0.0,0.0,0.0,0.0,0.314861,0.685139,0.0,0.0,0.307305,0.448363,0.0,0.007557,0.236776,0.279597,0.052897,1.050378,-4.963203,2,semantic_path_two_timescale_ppo,rl
always_cache,normal_patrol,50,496,0.0,0.0,0.416225,0.508636,0.347866,0.192716,85.85,0.0,0.0,0.346739,0.762964,0.762964,0.65,0.82,1.672514,0.0,0.0,0.0,0.0,78.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.465726,-1.072883,0,always_cache,heuristic
always_semantic_token,normal_patrol,50,496,0.385081,0.056452,0.602492,0.815553,0.375996,5.200905,704.481423,1.079217,1.079217,0.180323,0.760524,0.790066,0.65,0.82,1.129966,7.78432,1253.840526,0.0,0.0,658.720175,4.356615,0.067713,0.078883,0.994402,0.614919,0.768145,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.050403,0.0,0.0,-2.239455,0,always_semantic_token,heuristic
always_image,normal_patrol,50,496,0.429435,0.002016,0.475296,0.599631,0.365654,7.21866,767.271843,192.797155,192.797155,0.309226,0.762984,0.782226,0.65,0.82,1.938608,15.363676,1517.826386,0.0,0.0,550.185416,3.638792,0.05733,0.079972,0.0,0.570565,0.997984,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-3.517284,0,always_image,heuristic
semantic_greedy,normal_patrol,50,496,0.415323,0.056452,0.461304,0.573733,0.352139,6.89401,807.22254,117.863303,117.863303,0.323014,0.761129,0.789138,0.65,0.82,2.011277,15.550953,1690.098718,0.0,0.0,653.16619,4.318842,0.067139,0.08089,0.388667,0.584677,0.943548,0.0,0.0,0.0,0.0,0.0,0.002016,0.379032,0.618952,0.0,0.002016,0.379032,0.618952,0.0,0.0,0.042339,0.0,0.018145,-3.10274,0,semantic_greedy,heuristic
lyapunov_greedy,normal_patrol,50,496,0.0,0.0,0.416225,0.508636,0.347866,0.192716,85.85,0.0,0.0,0.346739,0.762964,0.762964,0.65,0.82,1.672514,0.0,0.0,0.0,0.0,78.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.465726,-1.072883,0,lyapunov_greedy,heuristic
ppo,normal_patrol,50,491,0.342159,0.342159,0.631302,0.792785,0.339751,0.591755,98.043076,0.71304,0.71304,0.147769,0.751344,0.783963,0.65,0.82,0.869965,0.0,0.0,0.0,0.0,78.0,0.0,0.0,0.050932,0.0,0.657841,0.0,0.0,0.0,0.0,0.0,0.0,0.266802,0.733198,0.0,0.0,0.266802,0.661914,0.0,0.0,0.071283,0.107943,0.0,1.788187,0.68431,0,semantic_path_two_timescale_ppo,rl
always_cache,normal_patrol,50,496,0.0,0.0,0.416184,0.508435,0.347595,0.192458,85.85,0.0,0.0,0.34678,0.762964,0.762964,0.65,0.82,1.666749,0.0,0.0,0.0,0.0,78.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.465726,-1.072832,1,always_cache,heuristic
always_semantic_token,normal_patrol,50,496,0.379032,0.060484,0.600083,0.812686,0.375388,5.231276,708.97714,1.077313,1.077313,0.182772,0.760081,0.789773,0.65,0.82,1.158529,7.866979,1269.500645,0.0,0.0,663.044796,4.385217,0.06881,0.079387,0.994409,0.620968,0.764113,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.052419,0.0,0.0,-2.23321,1,always_semantic_token,heuristic
always_image,normal_patrol,50,496,0.425403,0.002016,0.471221,0.593994,0.365384,7.214209,766.64944,192.703339,192.703339,0.313633,0.762984,0.782456,0.65,0.82,1.992047,15.388622,1523.286477,0.0,0.0,549.56309,3.634677,0.057959,0.08014,0.0,0.574597,0.997984,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-3.522005,1,always_image,heuristic
semantic_greedy,normal_patrol,50,496,0.409274,0.060484,0.456747,0.567144,0.351153,6.941752,812.771756,119.010016,119.010016,0.327611,0.760685,0.78884,0.65,0.82,2.064906,15.837891,1719.395721,0.0,0.0,657.490812,4.347444,0.068236,0.081394,0.382419,0.590726,0.939516,0.0,0.0,0.0,0.0,0.0,0.002016,0.372984,0.625,0.0,0.002016,0.372984,0.625,0.0,0.0,0.044355,0.0,0.018145,-3.102689,1,semantic_greedy,heuristic
lyapunov_greedy,normal_patrol,50,496,0.0,0.0,0.416184,0.508435,0.347595,0.192458,85.85,0.0,0.0,0.34678,0.762964,0.762964,0.65,0.82,1.666749,0.0,0.0,0.0,0.0,78.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.465726,-1.072832,1,lyapunov_greedy,heuristic
ppo,normal_patrol,50,496,0.441532,0.0,0.655089,0.840765,0.369254,14.887839,2202.208599,0.832951,0.832951,0.126478,0.762964,0.788736,0.65,0.82,0.733999,63.467311,9969.886393,0.356855,0.0,2174.116653,14.257391,0.156419,0.052597,0.0,0.558468,0.752016,0.120968,0.0,0.0,0.0,0.0,0.247984,0.752016,0.0,0.0,0.235887,0.752016,0.0,0.012097,0.0,0.0,0.012097,1.635081,-4.995198,1,semantic_path_two_timescale_ppo,rl
always_cache,normal_patrol,50,496,0.0,0.0,0.415484,0.507838,0.348276,0.192439,85.85,0.0,0.0,0.346976,0.76246,0.76246,0.65,0.82,1.6649,0.0,0.0,0.0,0.0,78.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.465726,-1.072828,2,always_cache,heuristic
always_semantic_token,normal_patrol,50,496,0.395161,0.060484,0.601842,0.81474,0.375756,5.199298,704.28048,1.078997,1.078997,0.180501,0.759577,0.789367,0.65,0.82,1.139653,7.738002,1255.731006,0.0,0.0,658.519233,4.355286,0.068361,0.07925,0.994408,0.604839,0.764113,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.052419,0.0,0.0,-2.220907,2,always_semantic_token,heuristic
always_image,normal_patrol,50,496,0.441532,0.002016,0.474792,0.598865,0.365966,7.181898,761.921297,192.955277,192.955277,0.30955,0.76248,0.781805,0.65,0.82,1.958425,15.126121,1505.207939,0.0,0.0,545.037527,3.604746,0.057509,0.080004,0.0,0.558468,0.997984,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-3.508107,2,always_image,heuristic
semantic_greedy,normal_patrol,50,496,0.425403,0.060484,0.460318,0.572015,0.351716,6.8643,805.249725,115.864686,115.864686,0.323528,0.760181,0.788386,0.65,0.82,2.031284,15.428051,1691.047904,0.0,0.0,652.965249,4.317513,0.067787,0.081257,0.399526,0.574597,0.939516,0.0,0.0,0.0,0.0,0.0,0.002016,0.389113,0.608871,0.0,0.002016,0.389113,0.608871,0.0,0.0,0.044355,0.0,0.018145,-3.071851,2,semantic_greedy,heuristic
lyapunov_greedy,normal_patrol,50,496,0.0,0.0,0.415484,0.507838,0.348276,0.192439,85.85,0.0,0.0,0.346976,0.76246,0.76246,0.65,0.82,1.6649,0.0,0.0,0.0,0.0,78.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.465726,-1.072828,2,lyapunov_greedy,heuristic
ppo,normal_patrol,50,490,0.34898,0.34898,0.634977,0.795072,0.338132,0.59053,98.107137,0.707593,0.707593,0.144527,0.751551,0.784608,0.65,0.82,0.856874,0.0,0.0,0.0,0.0,78.0,0.0,0.0,0.051223,0.0,0.65102,0.0,0.0,0.0,0.0,0.0,0.0,0.269388,0.730612,0.0,0.0,0.269388,0.65102,0.0,0.0,0.079592,0.116327,0.0,1.806122,0.704067,2,semantic_path_two_timescale_ppo,rl
always_cache,utm_conflict,50,250,0.0,0.0,0.388154,0.483692,0.373654,0.203222,85.85,0.0,0.0,0.431846,0.82,0.82,0.82,0.82,1.147853,0.0,0.0,1.176,0.0,78.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,-1.074984,0,always_cache,heuristic
always_semantic_token,utm_conflict,50,250,0.0,0.0,0.581895,0.824616,0.419956,9.80864,1387.686929,1.188238,1.188238,0.238105,0.82,0.82,0.82,0.82,0.754315,20.915728,2743.997561,0.544,0.544,1352.790028,8.947024,0.128026,0.023028,0.994048,1.0,1.0,0.0,0.0,0.188,0.188,0.188,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.426379,0,always_semantic_token,heuristic
always_image,utm_conflict,50,250,0.0,0.0,0.419913,0.544,0.391401,12.581812,1561.920188,199.620645,199.620645,0.400087,0.82,0.82,0.82,0.82,1.274365,29.156304,3266.699532,0.544,0.544,1352.790028,8.947024,0.128026,0.023028,0.0,1.0,1.0,0.0,0.0,0.188,0.188,0.188,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-5.447572,0,always_image,heuristic
semantic_greedy,utm_conflict,50,250,0.0,0.0,0.419913,0.544,0.391401,12.581812,1561.920188,199.620645,199.620645,0.400087,0.82,0.82,0.82,0.82,1.274365,29.156304,3266.699532,0.544,0.544,1352.790028,8.947024,0.128026,0.023028,0.0,1.0,1.0,0.0,0.0,0.188,0.188,0.188,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-5.447572,0,semantic_greedy,heuristic
lyapunov_greedy,utm_conflict,50,250,0.0,0.0,0.388154,0.483692,0.373654,0.203222,85.85,0.0,0.0,0.431846,0.82,0.82,0.82,0.82,1.147853,0.0,0.0,1.176,0.0,78.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,-1.074984,0,lyapunov_greedy,heuristic
ppo,utm_conflict,50,250,0.0,0.0,0.667057,0.835385,0.384282,7.594666,1108.169144,0.598803,0.598803,0.152943,0.82,0.82,0.82,0.82,0.438645,16.111459,2320.051133,0.94,0.276,1086.687321,7.034387,0.069546,0.008603,0.0,1.0,0.544,0.0,0.0,0.1,0.1,0.1,0.496,0.504,0.0,0.0,0.496,0.504,0.0,0.0,0.0,0.028,0.0,1.552,-3.015398,0,semantic_path_two_timescale_ppo,rl
always_cache,utm_conflict,50,250,0.0,0.0,0.385329,0.480615,0.373547,0.202508,85.85,0.0,0.0,0.434671,0.82,0.82,0.82,0.82,1.152091,0.0,0.0,1.188,0.0,78.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,-1.074842,1,always_cache,heuristic
always_semantic_token,utm_conflict,50,250,0.0,0.0,0.585228,0.827692,0.419455,9.829722,1391.979522,1.188235,1.188235,0.234772,0.82,0.82,0.82,0.82,0.749315,21.047777,2751.698839,0.548,0.548,1357.082614,8.975414,0.128989,0.019984,0.994051,1.0,1.0,0.0,0.0,0.176,0.176,0.176,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.395513,1,always_semantic_token,heuristic
always_image,utm_conflict,50,250,0.0,0.0,0.426088,0.552,0.391401,12.603943,1566.213829,199.746048,199.746048,0.393912,0.82,0.82,0.82,0.82,1.265102,29.292613,3274.405071,0.548,0.548,1357.082614,8.975414,0.128989,0.019984,0.0,1.0,1.0,0.0,0.0,0.176,0.176,0.176,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-5.417166,1,always_image,heuristic
semantic_greedy,utm_conflict,50,250,0.0,0.0,0.426088,0.552,0.391401,12.603943,1566.213829,199.746048,199.746048,0.393912,0.82,0.82,0.82,0.82,1.265102,29.292613,3274.405071,0.548,0.548,1357.082614,8.975414,0.128989,0.019984,0.0,1.0,1.0,0.0,0.0,0.176,0.176,0.176,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-5.417166,1,semantic_greedy,heuristic
lyapunov_greedy,utm_conflict,50,250,0.0,0.0,0.385329,0.480615,0.373547,0.202508,85.85,0.0,0.0,0.434671,0.82,0.82,0.82,0.82,1.152091,0.0,0.0,1.188,0.0,78.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,-1.074842,1,lyapunov_greedy,heuristic
ppo,utm_conflict,50,250,0.0,0.0,0.668127,0.836923,0.384316,7.406307,1079.532625,0.603555,0.603555,0.151873,0.82,0.82,0.82,0.82,0.434365,15.831266,2279.177877,0.936,0.276,1057.942613,6.848404,0.067299,0.006206,0.0,1.0,0.552,0.0,0.0,0.092,0.092,0.092,0.492,0.508,0.0,0.0,0.492,0.508,0.0,0.0,0.0,0.012,0.0,1.536,-2.983082,1,semantic_path_two_timescale_ppo,rl
always_cache,utm_conflict,50,250,0.0,0.0,0.388079,0.483385,0.373436,0.202488,85.85,0.0,0.0,0.431921,0.82,0.82,0.82,0.82,1.141834,0.0,0.0,1.188,0.0,78.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,-1.074838,2,always_cache,heuristic
always_semantic_token,utm_conflict,50,250,0.0,0.0,0.580228,0.823077,0.420206,9.828927,1391.530178,1.188239,1.188239,0.239772,0.82,0.82,0.82,0.82,0.769316,21.038222,2749.604102,0.556,0.556,1356.633275,8.972442,0.129898,0.019359,0.994046,1.0,1.0,0.0,0.0,0.18,0.18,0.18,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.416774,2,always_semantic_token,heuristic
always_image,utm_conflict,50,250,0.0,0.0,0.416825,0.54,0.391401,12.602365,1565.763702,199.557943,199.557943,0.403175,0.82,0.82,0.82,0.82,1.302153,29.278341,3272.305617,0.556,0.556,1356.633275,8.972442,0.129898,0.019359,0.0,1.0,1.0,0.0,0.0,0.18,0.18,0.18,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-5.437894,2,always_image,heuristic
semantic_greedy,utm_conflict,50,250,0.0,0.0,0.416825,0.54,0.391401,12.602365,1565.763702,199.557943,199.557943,0.403175,0.82,0.82,0.82,0.82,1.302153,29.278341,3272.305617,0.556,0.556,1356.633275,8.972442,0.129898,0.019359,0.0,1.0,1.0,0.0,0.0,0.18,0.18,0.18,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-5.437894,2,semantic_greedy,heuristic
lyapunov_greedy,utm_conflict,50,250,0.0,0.0,0.388079,0.483385,0.373436,0.202488,85.85,0.0,0.0,0.431921,0.82,0.82,0.82,0.82,1.141834,0.0,0.0,1.188,0.0,78.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,-1.074838,2,lyapunov_greedy,heuristic
ppo,utm_conflict,50,250,0.0,0.0,0.663987,0.829846,0.383885,7.263712,1061.705958,0.575041,0.575041,0.156013,0.82,0.82,0.82,0.82,0.448874,15.056872,2170.860102,0.932,0.244,1040.765083,6.728605,0.070197,0.006898,0.0,1.0,0.528,0.0,0.0,0.08,0.08,0.08,0.516,0.484,0.0,0.0,0.516,0.484,0.0,0.0,0.0,0.012,0.0,1.612,-2.866575,2,semantic_path_two_timescale_ppo,rl
