scenario,benchmark_policy,seeds,runs,episodes_per_seed,tasks_total,variant_kind,semantic_success_rate_mean,semantic_success_rate_std,task_success_rate_mean,task_success_rate_std,average_accuracy_mean,average_accuracy_std,average_accuracy_mean_mean,average_accuracy_mean_std,average_uncertainty_mean,average_uncertainty_std,average_semantic_quality_gap_mean,average_semantic_quality_gap_std,average_epsilon_k_mean,average_epsilon_k_std,failed_epsilon_k_mean_mean,failed_epsilon_k_mean_std,failed_epsilon_k_min_mean,failed_epsilon_k_min_std,failed_epsilon_k_max_mean,failed_epsilon_k_max_std,average_q_quality_mean,average_q_quality_std,average_q_deadline_mean,average_q_deadline_std,average_q_energy_mean,average_q_energy_std,average_q_utm_mean,average_q_utm_std,average_mobility_energy_j_mean,average_mobility_energy_j_std,average_arrival_delay_s_mean,average_arrival_delay_s_std,average_coverage_gain_mean,average_coverage_gain_std,average_utm_conflict_risk_mean,average_utm_conflict_risk_std,average_delay_mean,average_delay_std,average_energy_mean,average_energy_std,average_payload_kb_mean,average_payload_kb_std,deadline_violation_rate_mean,deadline_violation_rate_std,utm_conflict_violation_rate_mean,utm_conflict_violation_rate_std,service_level_0_ratio_mean,service_level_0_ratio_std,service_level_1_ratio_mean,service_level_1_ratio_std,service_level_2_ratio_mean,service_level_2_ratio_std,semantic_path_cache_ratio_mean,semantic_path_cache_ratio_std,semantic_path_token_ratio_mean,semantic_path_token_ratio_std,semantic_path_image_ratio_mean,semantic_path_image_ratio_std,semantic_path_defer_ratio_mean,semantic_path_defer_ratio_std,semantic_path_cache_update_ratio_mean,semantic_path_cache_update_ratio_std,semantic_path_reject_ratio_mean,semantic_path_reject_ratio_std,admission_success_rate_mean,admission_success_rate_std,admitted_task_success_rate_mean,admitted_task_success_rate_std,reject_ratio_mean,reject_ratio_std,correct_reject_ratio_mean,correct_reject_ratio_std,wrong_reject_ratio_mean,wrong_reject_ratio_std,reject_feasible_ratio_mean,reject_feasible_ratio_std,average_expected_saved_energy_j_mean,average_expected_saved_energy_j_std,average_expected_saved_delay_s_mean,average_expected_saved_delay_s_std,infeasibility_aware_utility_mean,infeasibility_aware_utility_std,cache_eligible_ratio_mean,cache_eligible_ratio_std,joint_feasible_selection_ratio_mean,joint_feasible_selection_ratio_std,deadline_infeasible_selection_ratio_mean,deadline_infeasible_selection_ratio_std,utm_infeasible_selection_ratio_mean,utm_infeasible_selection_ratio_std,average_selected_path_deadline_slack_s_mean,average_selected_path_deadline_slack_s_std,average_q_defer_mean,average_q_defer_std,average_q_cache_stale_mean,average_q_cache_stale_std,expert_path_agreement_rate_mean,expert_path_agreement_rate_std,expert_path_cache_ratio_mean,expert_path_cache_ratio_std,expert_path_token_ratio_mean,expert_path_token_ratio_std,expert_path_image_ratio_mean,expert_path_image_ratio_std,expert_path_defer_ratio_mean,expert_path_defer_ratio_std,expert_path_cache_update_ratio_mean,expert_path_cache_update_ratio_std,expert_mobility_agreement_rate_mean,expert_mobility_agreement_rate_std,mobility_stay_ratio_mean,mobility_stay_ratio_std,mobility_serve_task_ratio_mean,mobility_serve_task_ratio_std,mobility_reposition_ratio_mean,mobility_reposition_ratio_std,mobility_avoid_conflict_ratio_mean,mobility_avoid_conflict_ratio_std,mobility_return_base_ratio_mean,mobility_return_base_ratio_std,utm_safe_service_ratio_mean,utm_safe_service_ratio_std,oracle_path_feasible_ratio_mean,oracle_path_feasible_ratio_std,oracle_mobility_feasible_ratio_mean,oracle_mobility_feasible_ratio_std,infeasible_oracle_ratio_mean,infeasible_oracle_ratio_std,selected_mobility_deadline_infeasible_ratio_mean,selected_mobility_deadline_infeasible_ratio_std,selected_mobility_utm_infeasible_ratio_mean,selected_mobility_utm_infeasible_ratio_std,bottleneck_none_ratio_mean,bottleneck_none_ratio_std,bottleneck_semantic_quality_ratio_mean,bottleneck_semantic_quality_ratio_std,bottleneck_queue_delay_ratio_mean,bottleneck_queue_delay_ratio_std,bottleneck_tx_delay_ratio_mean,bottleneck_tx_delay_ratio_std,bottleneck_resource_ratio_mean,bottleneck_resource_ratio_std,bottleneck_mobility_ratio_mean,bottleneck_mobility_ratio_std,bottleneck_utm_ratio_mean,bottleneck_utm_ratio_std,bottleneck_expired_ratio_mean,bottleneck_expired_ratio_std,average_defer_count_mean,average_defer_count_std,bc_loss_mean,bc_loss_std
low_snr_soft,always_semantic_token,"0,1,2",3,50,1650,heuristic,0.544849,0.008198,0.058182,0.001818,0.550554,0.001884,0.770029,0.002987,0.408515,0.000493,0.156503,0.000949,0.625144,0.00106,0.636185,0.001298,0.52,0.0,0.697,0.0,1.044838,0.020162,0.654694,0.0156,6221.443451,27.078586,0.0,0.0,1116.464299,6.560114,3.909189,0.02297,0.077868,0.000176,0.131067,0.001819,4.671183,0.025314,1155.50424,6.71181,1.109053,0.002923,0.771515,0.013647,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.058182,0.001818,0.058182,0.001818,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.713333,0.015248,0.32,0.0,0.069091,0.003149,0.771515,0.013647,0.0,0.0,-0.709971,0.043426,0.0,0.0,0.0,0.0,0.729091,0.004811,0.265454,0.004811,0.729091,0.004811,0.0,0.0,0.005455,0.0,0.0,0.0,0.290909,0.014201,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.334545,0.003637,0.533939,0.005555,0.466061,0.005555,0.771515,0.013647,0.0,0.0,0.069091,0.003149,0.428485,0.007348,0.0,0.0,0.0,0.0,0.01697,0.00105,0.485455,0.009621,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
low_snr_soft,lyapunov_greedy,"0,1,2",3,50,1650,heuristic,0.078788,0.00105,0.078788,0.00105,0.401332,0.002576,0.48884,0.002855,0.330556,0.001664,0.215343,0.002091,0.608345,0.00139,0.607455,0.001254,0.52,0.0,0.697,0.0,1.126428,0.009833,0.0,0.0,0.0,0.0,0.0,0.0,78.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.175264,0.000213,85.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.078788,0.00105,0.078788,0.00105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.078788,0.00105,0.206061,0.0021,0.206061,0.0021,0.0,0.0,0.0,0.0,4.44716,0.013433,0.0,0.0,4.454545,0.0,0.135151,0.00105,0.135151,0.00105,0.864849,0.00105,0.0,0.0,0.0,0.0,0.0,0.0,0.828485,0.002777,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.230303,0.00105,0.52606,0.007569,0.47394,0.007569,0.0,0.0,0.0,0.0,0.206061,0.0021,0.793939,0.0021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
low_snr_soft,semantic_greedy,"0,1,2",3,50,1650,heuristic,0.71697,0.00105,0.135758,0.00105,0.549565,0.000881,0.691621,0.001227,0.368845,0.000106,0.181354,0.00076,0.623735,0.000964,0.643443,0.000199,0.52,0.0,0.697,0.0,0.863435,0.001491,1.352638,0.02647,5857.975201,23.992964,0.0,0.0,1068.964503,4.63212,3.724996,0.016045,0.064806,0.000292,0.095904,0.000869,5.26722,0.019664,1156.069588,4.787025,42.048773,0.254987,0.855151,0.00105,0.0,0.0,0.065455,0.001819,0.651515,0.002099,0.28303,0.00105,0.065455,0.001819,0.651515,0.002099,0.28303,0.00105,0.0,0.0,0.0,0.0,0.0,0.0,0.135758,0.00105,0.135758,0.00105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.719394,0.002099,0.277576,0.002778,0.12303,0.00105,0.855151,0.00105,0.0,0.0,-0.931681,0.027801,0.0,0.0,0.185455,0.0,0.549091,0.00481,0.217576,0.006385,0.77697,0.006385,0.0,0.0,0.005455,0.0,0.0,0.0,0.192727,0.001818,0.065455,0.001819,0.934545,0.001819,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.299394,0.005555,0.593939,0.002777,0.406061,0.002777,0.855151,0.00105,0.0,0.0,0.12303,0.00105,0.293939,0.00105,0.001818,0.0,0.0,0.0,0.021818,0.001818,0.559394,0.00105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
low_snr_soft,semantic_path_two_timescale_ppo,"0,1,2",3,50,1650,rl,0.372121,0.008592,0.318182,0.011355,0.460044,0.009799,0.590808,0.0123,0.337617,0.001729,0.18351,0.009893,0.586018,0.001593,0.590317,0.001748,0.52,0.0,0.697,0.0,0.950691,0.056225,0.0,0.0,0.0,0.0,0.0,0.0,77.858182,0.0,0.0,0.0,0.0,0.0,0.078978,0.000478,0.576993,0.000999,96.716979,0.049285,0.601031,0.001741,0.145454,0.003149,0.0,0.0,0.349091,0.001818,0.650909,0.001818,0.0,0.0,0.347273,0.001818,0.650909,0.001818,0.0,0.0,0.001818,0.0,0.0,0.0,0.0,0.0,0.318182,0.011355,0.318182,0.011355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.172727,0.013727,0.287273,0.006555,0.196969,0.005845,0.544242,0.002778,0.0,0.0,-0.774482,0.02391,0.012727,0.0,1.457576,0.002099,0.643636,0.003637,0.212727,0.003149,0.785455,0.003149,0.0,0.0,0.001818,0.0,0.0,0.0,0.856364,0.001819,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.30606,0.005845,0.493333,0.024819,0.506667,0.024819,0.126061,0.0021,0.0,0.0,0.196969,0.005845,0.486061,0.017845,0.0,0.0,0.0,0.0,0.0,0.0,0.31697,0.012106,0.0,0.0,0.0,0.0,0.005455,0.0,0.111201,0.006992
normal_patrol,always_cache,"0,1,2",3,50,1488,heuristic,0.0,0.0,0.0,0.0,0.415964,0.000416,0.508303,0.000415,0.347912,0.000343,0.346832,0.000127,0.762796,0.000291,0.762796,0.000291,0.65,0.0,0.82,0.0,1.668054,0.003971,0.0,0.0,0.0,0.0,0.0,0.0,78.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.192538,0.000155,85.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.148215,0.001256,0.0,0.0,5.465726,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.975806,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014113,0.0,0.472446,0.004197,0.527554,0.004197,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
normal_patrol,always_image,"0,1,2",3,50,1488,heuristic,0.432123,0.008394,0.002016,0.0,0.47377,0.002222,0.597497,0.003057,0.365668,0.000291,0.310803,0.002456,0.762816,0.000291,0.782162,0.00033,0.65,0.0,0.82,0.0,1.963027,0.027015,15.292806,0.144892,1515.440267,9.272462,0.0,0.0,548.262011,2.809768,3.626072,0.018583,0.057599,0.000324,0.080039,8.9e-05,7.204922,0.020063,765.28086,2.926063,192.81859,0.127329,0.997984,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002016,0.0,0.002016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.995968,0.0,0.0,0.0,0.002016,0.0,0.997984,0.0,0.0,0.0,-4.948202,0.021221,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.989919,0.0,0.0,0.0,0.010081,0.0,0.0,0.0,0.066532,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.18078,0.004656,0.468414,0.004197,0.531586,0.004197,0.997984,0.0,0.0,0.0,0.002016,0.0,0.393145,0.003492,0.0,0.0,0.0,0.0,0.264113,0.004032,0.340726,0.005334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
normal_patrol,always_semantic_token,"0,1,2",3,50,1488,heuristic,0.386425,0.008148,0.05914,0.002328,0.601472,0.001246,0.814326,0.001478,0.375713,0.000306,0.181199,0.001365,0.760061,0.000474,0.789735,0.000351,0.65,0.0,0.82,0.0,1.142716,0.014526,7.796434,0.065336,1259.690726,8.548062,0.0,0.0,660.094735,2.556803,4.365706,0.01691,0.068295,0.000552,0.079173,0.000261,5.210493,0.018017,705.913014,2.655512,1.078509,0.001042,0.765457,0.002328,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05914,0.002328,0.05914,0.002328,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.706317,0.004656,0.051747,0.001164,0.065188,0.002328,0.765457,0.002328,0.0,0.0,-2.94638,0.018218,0.0,0.0,0.0,0.0,0.959677,0.0,0.038306,0.0,0.959677,0.0,0.0,0.0,0.002016,0.0,0.0,0.0,0.236559,0.002328,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.103495,0.002328,0.391129,0.005334,0.608871,0.005334,0.765457,0.002328,0.0,0.0,0.065188,0.002328,0.399866,0.00308,0.0,0.0,0.0,0.0,0.0,0.0,0.534946,0.005074,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
normal_patrol,lyapunov_greedy,"0,1,2",3,50,1488,heuristic,0.0,0.0,0.0,0.0,0.415964,0.000416,0.508303,0.000415,0.347912,0.000343,0.346832,0.000127,0.762796,0.000291,0.762796,0.000291,0.65,0.0,0.82,0.0,1.668054,0.003971,0.0,0.0,0.0,0.0,0.0,0.0,78.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.192538,0.000155,85.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.148215,0.001256,0.0,0.0,5.465726,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.975806,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014113,0.0,0.472446,0.004197,0.527554,0.004197,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
normal_patrol,semantic_greedy,"0,1,2",3,50,1488,heuristic,0.416667,0.008148,0.05914,0.002328,0.459456,0.002398,0.570964,0.003418,0.351669,0.000495,0.324718,0.002519,0.760665,0.000474,0.788788,0.000379,0.65,0.0,0.82,0.0,2.035822,0.027101,15.605632,0.21032,1700.180781,16.647393,0.0,0.0,654.54075,2.556803,4.327933,0.01691,0.067721,0.000552,0.08118,0.000261,6.900021,0.039074,808.414674,3.900144,117.579335,1.591777,0.94086,0.002328,0.0,0.0,0.002016,0.0,0.380376,0.008148,0.617608,0.008148,0.002016,0.0,0.380376,0.008148,0.617608,0.008148,0.0,0.0,0.0,0.0,0.0,0.0,0.05914,0.002328,0.05914,0.002328,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.88172,0.004656,0.043683,0.001164,0.057124,0.002328,0.94086,0.002328,0.0,0.0,-4.641795,0.039885,0.0,0.0,0.018145,0.0,0.362231,0.008148,0.034274,0.0,0.96371,0.0,0.0,0.0,0.002016,0.0,0.0,0.0,0.084677,0.0,0.002016,0.0,0.997984,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.109543,0.002328,0.397178,0.005334,0.602822,0.005334,0.94086,0.002328,0.0,0.0,0.057124,0.002328,0.441532,0.003492,0.002016,0.0,0.0,0.0,0.056452,0.003492,0.442877,0.006481,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
normal_patrol,semantic_path_two_timescale_ppo,"0,1,2",3,50,1478,rl,0.282814,0.002095,0.282814,0.002095,0.604818,0.004226,0.751616,0.005002,0.333669,0.000157,0.169962,0.003819,0.751759,0.000215,0.776738,0.001149,0.65,0.0,0.82,0.0,0.948925,0.019286,0.0,0.0,0.0,0.0,0.0,0.0,78.0,0.0,0.0,0.0,0.0,0.0,0.041843,0.001693,0.548828,0.01028,100.334018,2.66038,0.580802,0.016619,0.0,0.0,0.0,0.0,0.397178,0.015023,0.602822,0.015023,0.0,0.0,0.397178,0.015023,0.602822,0.015023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.282814,0.002095,0.282814,0.002095,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.282814,0.002095,0.100806,0.004919,0.064281,0.007751,0.56899,0.017204,0.0,0.0,-2.357385,0.130424,0.0,0.0,2.137509,0.111779,0.595394,0.003865,0.094039,0.004902,0.905961,0.004902,0.0,0.0,0.0,0.0,0.0,0.0,0.967526,0.003481,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.115014,0.004893,0.320697,0.008426,0.679303,0.008426,0.199596,0.005189,0.0,0.0,0.064281,0.007751,0.516241,0.002062,0.0,0.0,0.0,0.0,0.0,0.0,0.419478,0.007803,0.0,0.0,0.0,0.0,0.0,0.0,0.042654,0.032627
utm_conflict,always_cache,"0,1,2",3,50,750,heuristic,0.0,0.0,0.0,0.0,0.387187,0.00161,0.482564,0.001695,0.373546,0.000109,0.432813,0.00161,0.82,0.0,0.82,0.0,0.82,0.0,0.82,0.0,1.147259,0.005154,0.0,0.0,0.0,0.0,0.0,0.0,78.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.202739,0.000418,85.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.175261,0.01136,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.265333,0.004619,0.734667,0.004619,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
utm_conflict,always_image,"0,1,2",3,50,750,heuristic,0.0,0.0,0.0,0.0,0.420942,0.004716,0.545333,0.00611,0.391401,0.0,0.399058,0.004716,0.82,0.0,0.82,0.0,0.82,0.0,0.82,0.0,1.28054,0.019282,29.242419,0.074919,3271.13674,3.983533,0.549333,0.00611,1355.501972,2.359334,8.96496,0.015604,0.128971,0.000936,0.02079,0.001963,12.59604,0.012347,1564.632573,2.359752,199.641545,0.095778,1.0,0.0,0.181333,0.00611,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.362667,0.01222,0.0,0.0,0.0,0.0,1.0,0.0,0.181333,0.00611,-11.29804,0.024113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.818667,0.00611,0.0,0.0,0.265333,0.004619,0.734667,0.004619,1.0,0.0,0.181333,0.00611,0.0,0.0,0.454667,0.00611,0.0,0.0,0.0,0.0,0.0,0.0,0.446667,0.00611,0.098667,0.00611,0.0,0.0,0.0,0.0,0.0,0.0
utm_conflict,always_semantic_token,"0,1,2",3,50,750,heuristic,0.0,0.0,0.0,0.0,0.58245,0.002546,0.825128,0.00235,0.419872,0.000382,0.23755,0.002546,0.82,0.0,0.82,0.0,0.82,0.0,0.82,0.0,0.757649,0.010409,21.000576,0.073635,2748.433501,3.981853,0.549333,0.00611,1355.501972,2.359334,8.96496,0.015604,0.128971,0.000936,0.02079,0.001963,9.82243,0.011949,1390.398876,2.359337,1.188237,2e-06,1.0,0.0,0.181333,0.00611,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.362667,0.01222,0.0,0.0,0.0,0.0,1.0,0.0,0.181333,0.00611,-8.52443,0.023723,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.818667,0.00611,0.0,0.0,0.265333,0.004619,0.734667,0.004619,1.0,0.0,0.181333,0.00611,0.0,0.0,0.454667,0.00611,0.0,0.0,0.0,0.0,0.0,0.0,0.446667,0.00611,0.098667,0.00611,0.0,0.0,0.0,0.0,0.0,0.0
utm_conflict,lyapunov_greedy,"0,1,2",3,50,750,heuristic,0.0,0.0,0.0,0.0,0.387187,0.00161,0.482564,0.001695,0.373546,0.000109,0.432813,0.00161,0.82,0.0,0.82,0.0,0.82,0.0,0.82,0.0,1.147259,0.005154,0.0,0.0,0.0,0.0,0.0,0.0,78.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.202739,0.000418,85.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.175261,0.01136,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.265333,0.004619,0.734667,0.004619,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
utm_conflict,semantic_greedy,"0,1,2",3,50,750,heuristic,0.0,0.0,0.0,0.0,0.420942,0.004716,0.545333,0.00611,0.391401,0.0,0.399058,0.004716,0.82,0.0,0.82,0.0,0.82,0.0,0.82,0.0,1.28054,0.019282,29.242419,0.074919,3271.13674,3.983533,0.549333,0.00611,1355.501972,2.359334,8.96496,0.015604,0.128971,0.000936,0.02079,0.001963,12.59604,0.012347,1564.632573,2.359752,199.641545,0.095778,1.0,0.0,0.181333,0.00611,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.362667,0.01222,0.0,0.0,0.0,0.0,1.0,0.0,0.181333,0.00611,-11.29804,0.024113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.818667,0.00611,0.0,0.0,0.265333,0.004619,0.734667,0.004619,1.0,0.0,0.181333,0.00611,0.0,0.0,0.454667,0.00611,0.0,0.0,0.0,0.0,0.0,0.0,0.446667,0.00611,0.098667,0.00611,0.0,0.0,0.0,0.0,0.0,0.0
utm_conflict,semantic_path_two_timescale_ppo,"0,1,2",3,50,1500,rl,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.786113,0.000196,0.786113,0.000196,0.786113,0.000196,0.65,0.0,0.82,0.0,4.450613,0.000196,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,39.539633,0.091926,0.08832,0.000356,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.818233,0.004706,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18,0.005292,0.82,0.005292,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.503333,0.001155,0.0,0.0,0.129617,0.002587
